,Id,ExternalId,Name,Precursor,PrecursorType,RetentionTime,Significance,ClusterId,Consensus,Reference,Clusterable,ChromatographyType,FileId,IntegerMz,Mass,Formula,TopMz1,TopMz2,TopMz3,TopMz4,TopMz5,TopMz6,TopMz7,TopMz8,TopMz9,TopMz10,TopMz11,TopMz12,TopMz13,TopMz14,TopMz15,TopMz16
27324,2162487,1110,1110 (Succinic acid),101.0233,[M+H-H2O]+,1.51,,,0,1,0,LC_MSMS_POS,237.0,0,118.026609,C4H6O4,73.0284,55.0182,101.0235,55.0547,59.0494,77.0254,69.146,,,,,,,,,
27325,2162488,1110,1110 (Succinic acid),101.0233,[M+H-H2O]+,1.56,,,0,1,0,LC_MSMS_POS,237.0,0,118.026609,C4H6O4,73.0284,55.0182,101.0235,55.0547,59.0494,77.0254,69.146,,,,,,,,,
27385,2162548,444266,444266 (Maleic acid),99.0076,[M+H-H2O]+,1.24,,,0,1,0,LC_MSMS_POS,237.0,0,116.010959,C4H4O4,99.0079,71.0128,98.9864,81.0702,53.0022,71.0491,79.054,97.0076,55.0544,78.9968,57.0338,53.039,64.4304,60.2088,,
27386,2162549,444266,444266 (Maleic acid),99.0076,[M+H-H2O]+,1.22,,,0,1,0,LC_MSMS_POS,237.0,0,116.010959,C4H4O4,99.0079,71.0128,98.9864,81.0702,53.0022,71.0491,79.054,97.0076,55.0544,78.9968,57.0338,53.039,64.4304,60.2088,,
27421,2162584,54670067,54670067 (Ascorbic acid),141.0181,[M+H-2H2O]+,0.88,,,0,1,0,LC_MSMS_POS,237.0,0,176.032088,C6H8O6,95.0127,141.0181,130.982,75.0999,116.9661,113.0202,69.0335,93.9357,97.0285,96.9631,82.9466,67.0176,85.0283,94.9431,95.0852,67.0544
27424,2162587,743,743 (Glutaric acid),115.0389,[M+H-H2O]+,2.76,,,0,1,0,LC_MSMS_POS,237.0,0,132.042259,C5H8O4,87.0439,69.0698,115.0392,69.0335,55.0181,88.0744,97.065,90.2242,83.0491,97.0279,66.1051,110.824,110.9748,55.0544,73.0653,96.937
27425,2162588,743,743 (Glutaric acid),115.0389,[M+H-H2O]+,2.74,,,0,1,0,LC_MSMS_POS,237.0,0,132.042259,C5H8O4,87.0439,69.0698,115.0392,69.0335,55.0181,88.0744,97.065,90.2242,83.0491,97.0279,66.1051,110.824,110.9748,55.0544,73.0653,96.937
27426,2162589,743,743 (Glutaric acid),115.0389,[M+H-H2O]+,2.82,,,0,1,0,LC_MSMS_POS,237.0,0,132.042259,C5H8O4,87.0439,69.0698,115.0392,69.0335,55.0181,88.0744,97.065,90.2242,83.0491,97.0279,66.1051,110.824,110.9748,55.0544,73.0653,96.937
27507,2162670,12284,12284 (3-Methylglutaric acid),129.0545,[M+H-H2O]+,4.43,,,0,1,0,LC_MSMS_POS,237.0,0,146.057909,C6H10O4,101.0597,55.0545,59.0493,83.0491,69.0336,55.0603,115.0145,103.1804,68.5482,104.9471,113.0184,127.0343,96.9375,129.0179,129.0528,84.0803
27508,2162671,12284,12284 (3-Methylglutaric acid),129.0545,[M+H-H2O]+,4.47,,,0,1,0,LC_MSMS_POS,237.0,0,146.057909,C6H10O4,101.0597,55.0545,59.0493,83.0491,69.0336,55.0603,115.0145,103.1804,68.5482,104.9471,113.0184,127.0343,96.9375,129.0179,129.0528,84.0803
27529,2162692,12292,12292 (3-Methyladipic acid),125.0596,[M+H-2H2O]+,5.9,,,0,1,0,LC_MSMS_POS,237.0,0,160.073559,C7H12O4,69.0699,97.0648,125.0596,79.0542,68.9973,111.0231,81.0693,55.0181,125.039,83.0491,67.0541,93.0127,55.0545,107.0497,78.2976,97.0078
27545,2162708,1662,1662 (3-Hydroxy-3-methylglutaric acid),180.0865,[M+NH4]+,2.13,,,0,1,0,LC_MSMS_POS,237.0,0,162.052823,C6H10O5,103.0389,127.0392,84.9596,103.9392,147.9654,85.0283,179.9576,145.0504,121.95,99.0442,165.9757,162.0159,180.0274,161.9451,180.0641,88.9526
27546,2162709,1662,1662 (3-Hydroxy-3-methylglutaric acid),180.0865,[M+NH4]+,2.12,,,0,1,0,LC_MSMS_POS,237.0,0,162.052823,C6H10O5,103.0389,127.0392,84.9596,103.9392,147.9654,85.0283,179.9576,145.0504,121.95,99.0442,165.9757,162.0159,180.0274,161.9451,180.0641,88.9526
27623,2162786,53477791,53477791 (Myristoyl-L-carnitine),372.3104,[M+H]+,13.42,,,0,1,0,LC_MSMS_POS,237.0,0,371.303559,C21H41NO4,85.0284,372.3101,60.0808,313.2374,103.766,121.4011,211.2049,144.1023,71.0856,95.0853,57.0699,57.034,298.0959,123.1177,104.7311,81.0698
27630,2162793,46907933,46907933 (Oleoylcarnitine),426.3573,[M+H]+,14.34,,,0,1,0,LC_MSMS_POS,237.0,0,425.350509,C25H47NO4,85.0284,426.3575,60.081,144.1019,367.2835,95.0855,83.0856,69.07,265.2523,81.0698,57.0337,121.1011,97.1012,57.0701,135.1168,109.1011
27631,2162794,52922056,52922056 (Octadecanoylcarnitine),428.3732,[M+H]+,14.74,,,0,1,0,LC_MSMS_POS,237.0,0,427.366159,C25H49NO4,85.0284,428.3734,60.081,369.3,144.1019,267.268,57.0702,71.0855,95.0857,85.1009,57.0338,97.1013,81.0699,109.1013,123.1173,83.0857
27643,2162806,131801515,131801515 (Octenoyl-L-carnitine),286.201,[M+H]+,8.78,,,0,1,0,LC_MSMS_POS,237.0,0,285.194008,C15H27NO4,85.0284,286.2011,227.1275,125.0962,143.1068,60.081,73.0285,89.9734,55.0183,97.1012,57.0337,55.0547,227.1581,79.0546,69.0704,80.0251
27645,2162808,11953814,11953814 (Octanoyl-L-carnitine),288.2166,[M+H]+,9.21,,,0,1,0,LC_MSMS_POS,237.0,0,287.209658,C15H29NO4,85.0284,288.2168,229.1433,60.0809,127.1117,144.1017,57.0702,93.6918,219.5401,75.7001,57.5769,82.1128,122.6668,145.1217,109.1015,57.0336
27646,2162809,11953814,11953814 (Octanoyl-L-carnitine),288.2166,[M+H]+,9.21,,,0,1,0,LC_MSMS_POS,237.0,0,287.209658,C15H29NO4,85.0284,288.2168,229.1433,60.0809,127.1117,144.1017,57.0702,93.6918,219.5401,75.7001,57.5769,82.1128,122.6668,145.1217,109.1015,57.0336
27647,2162810,11953814,11953814 (Octanoyl-L-carnitine),288.2166,[M+H]+,9.22,,,0,1,0,LC_MSMS_POS,237.0,0,287.209658,C15H29NO4,85.0284,288.2168,229.1433,60.0809,127.1117,144.1017,57.0702,93.6918,219.5401,75.7001,57.5769,82.1128,122.6668,145.1217,109.1015,57.0336
27669,2162832,71464553,71464553 (3-Hydroxyhexadecanoylcarnitine),416.3365,[M+H]+,13.6,,,0,1,0,LC_MSMS_POS,237.0,0,415.329774,C23H45NO5,85.0284,416.337,145.0495,60.081,144.1019,103.0389,339.2522,237.2224,97.1012,83.0857,69.0699,219.2106,357.265,135.1171,57.0339,57.0702
27671,2162834,11953816,11953816 (Hexadecanoylcarnitine),400.3417,[M+H]+,14.53,,,0,1,0,LC_MSMS_POS,237.0,0,399.334859,C23H45NO4,85.0283,400.3421,60.0809,341.2686,144.1017,239.2365,57.0699,95.0855,57.0338,71.0854,109.1011,85.1012,81.0701,97.1016,83.0855,257.2477
27672,2162835,11953816,11953816 (Hexadecanoylcarnitine),400.3417,[M+H]+,14.17,,,0,1,0,LC_MSMS_POS,237.0,0,399.334859,C23H45NO4,85.0283,400.3421,60.0809,341.2686,144.1017,239.2365,57.0699,95.0855,57.0338,71.0854,109.1011,85.1012,81.0701,97.1016,83.0855,257.2477
27673,2162836,11953816,11953816 (Hexadecanoylcarnitine),400.3417,[M+H]+,14.53,,,0,1,0,LC_MSMS_POS,237.0,0,399.334859,C23H45NO4,85.0283,400.3421,60.0809,341.2686,144.1017,239.2365,57.0699,95.0855,57.0338,71.0854,109.1011,85.1012,81.0701,97.1016,83.0855,257.2477
27700,2162863,6426851,6426851 (Isovaleryl-L-carnitine),246.1696,[M+H]+,4.97,,,0,1,0,LC_MSMS_POS,237.0,0,245.162708,C12H23NO4,85.0284,246.1698,187.0964,60.081,85.0647,144.1017,225.3048,121.1781,57.0701,183.91,103.0751,57.0337,60.0882,200.6253,66.0543,217.9546
27702,2162865,10245190,10245190 (Decanoyl-L-carnitine),316.2479,[M+H]+,11.09,,,0,1,0,LC_MSMS_POS,237.0,0,315.240959,C17H33NO4,85.0284,316.2481,257.1745,60.081,155.1431,144.1018,71.0856,158.8374,63.4765,112.4138,95.0856,81.0697,57.0337,85.101,173.1532,57.0701
27703,2162866,10245190,10245190 (Decanoyl-L-carnitine),316.2479,[M+H]+,11.09,,,0,1,0,LC_MSMS_POS,237.0,0,315.240959,C17H33NO4,85.0284,316.2481,257.1745,60.081,155.1431,144.1018,71.0856,158.8374,63.4765,112.4138,95.0856,81.0697,57.0337,85.101,173.1532,57.0701
27704,2162867,10245190,10245190 (Decanoyl-L-carnitine),316.2479,[M+H]+,11.1,,,0,1,0,LC_MSMS_POS,237.0,0,315.240959,C17H33NO4,85.0284,316.2481,257.1745,60.081,155.1431,144.1018,71.0856,158.8374,63.4765,112.4138,95.0856,81.0697,57.0337,85.101,173.1532,57.0701
27718,2162881,53481671,53481671 (Dodecenoylcarnitine),342.2635,[M+H]+,12.17,,,0,1,0,LC_MSMS_POS,237.0,0,341.256609,C19H35NO4,85.0284,342.2633,283.1899,181.1581,199.169,60.0809,73.0283,144.1019,83.0857,97.1012,55.0546,69.0702,81.0698,57.0338,55.0182,307.3008
27725,2162888,168381,168381 (Dodecanoylcarnitine),344.2792,[M+H]+,12.64,,,0,1,0,LC_MSMS_POS,237.0,0,343.272259,C19H37NO4,85.0284,344.2798,285.2058,60.081,183.1744,144.1019,270.0196,113.8695,85.1626,96.1573,95.0857,109.1013,57.0701,57.0337,71.0857,85.1012
27726,2162889,168381,168381 (Dodecanoylcarnitine),344.2792,[M+H]+,12.44,,,0,1,0,LC_MSMS_POS,237.0,0,343.272259,C19H37NO4,85.0284,344.2798,285.2058,60.081,183.1744,144.1019,270.0196,113.8695,85.1626,96.1573,95.0857,109.1013,57.0701,57.0337,71.0857,85.1012
27727,2162890,168381,168381 (Dodecanoylcarnitine),344.2792,[M+H]+,12.64,,,0,1,0,LC_MSMS_POS,237.0,0,343.272259,C19H37NO4,85.0284,344.2798,285.2058,60.081,183.1744,144.1019,270.0196,113.8695,85.1626,96.1573,95.0857,109.1013,57.0701,57.0337,71.0857,85.1012
27833,2162996,5283906,5283906 (Dehydrolithocholic acid),419.2525,[M+2Na-H]+,15.62,,,0,1,0,LC_MSMS_POS,237.0,0,374.282095,C24H38O3,419.2529,107.0491,199.0734,149.0603,142.3915,105.5124,181.3715,219.4701,52.6826,68.3247,52.7483,,,,,
27996,2163159,107812,107812 (Hypotaurine),110.0271,[M+H]+,0.59,,,0,1,0,LC_MSMS_POS,237.0,0,109.019749,C2H7NO2S,97.0076,93.0177,83.0493,69.0699,93.0696,55.0543,92.9495,78.9966,67.0542,94.0118,55.0182,96.9951,83.0859,91.0541,71.6489,
28013,2163176,1123,1123 (Taurine),126.022,[M+H]+,0.59,,,0,1,0,LC_MSMS_POS,237.0,0,125.014664,C2H7NO3S,113.0187,109.014,99.003,110.0071,81.0694,109.0634,116.9646,80.992,97.0059,90.9024,109.1003,82.9464,95.0079,98.9404,85.0641,85.0277
28014,2163177,1123,1123 (Taurine),148.004,[M+Na]+,0.59,,,0,1,0,LC_MSMS_POS,237.0,0,125.014664,C2H7NO3S,148.0039,84.9597,111.0235,102.9698,125.0024,147.9571,103.9397,88.0758,106.9916,121.0281,130.0869,97.0077,130.9779,84.9485,121.9504,147.4739
28052,2163215,67678,67678 (L-Cysteine),241.0309,[M+H]+,0.59,,,0,1,0,LC_MSMS_POS,237.0,0,240.023849,C6H12N2O4S2,151.9834,120.0114,241.0306,122.027,74.0236,195.026,153.9995,74.0059,177.9995,222.9739,136.9732,88.0394,183.9174,224.0063,92.0171,105.0006
28053,2163216,67678,67678 (L-Cysteine),241.0309,[M+H]+,0.59,,,0,1,0,LC_MSMS_POS,237.0,0,240.023849,C6H12N2O4S2,151.9834,120.0114,241.0306,122.027,74.0236,195.026,153.9995,74.0059,177.9995,222.9739,136.9732,88.0394,183.9174,224.0063,92.0171,105.0006
28054,2163217,190,190 (Adenine),136.0618,[M+H]+,0.94,,,0,1,0,LC_MSMS_POS,237.0,0,135.054495,C5H5N5,136.0618,119.0353,94.0398,136.0212,109.0508,63.4741,80.0148,86.501,129.9557,63.463,,,,,,
28055,2163218,190,190 (Adenine),136.0618,[M+H]+,0.92,,,0,1,0,LC_MSMS_POS,237.0,0,135.054495,C5H5N5,136.0618,119.0353,94.0398,136.0212,109.0508,63.4741,80.0148,86.501,129.9557,63.463,,,,,,
28066,2163229,145742,145742 (L-Proline),116.0706,[M+H]+,0.7,,,0,1,0,LC_MSMS_POS,237.0,0,115.063329,C5H9NO2,70.0653,116.0708,70.0737,79.0497,,,,,,,,,,,,
28127,2163290,92136,92136 (DL-2-Aminoadipic acid),144.0655,[M+H-H2O]+,0.7,,,0,1,0,LC_MSMS_POS,237.0,0,161.068808,C6H11NO4,98.0599,144.0653,130.9816,55.0181,70.0649,129.9861,92.9442,59.792,55.0739,144.0034,131.8267,,,,,
28141,2163304,751,751 (DL-Glyceraldehyde),203.0525,[2M+Na]+,0.74,,,0,1,0,LC_MSMS_POS,237.0,0,90.031694,C3H6O3,203.0525,116.0705,172.1079,70.0651,133.0972,115.0866,88.0866,158.1287,189.0005,144.9964,126.1019,203.0138,170.9872,184.9707,70.057,72.0811
28201,2163364,13712,13712 (Deoxyuridine),251.0636,[M+Na]+,2.32,,,0,1,0,LC_MSMS_POS,237.0,0,228.074621,C9H12N2O5,206.9809,135.0163,251.0634,218.9383,232.9622,236.9931,188.9701,192.9668,218.9807,202.9884,220.998,139.0379,218.9858,174.9535,135.0374,238.1145
28207,2163370,27476,27476 (1-METHYLADENOSINE),282.1194,[M+H]+,3.83,,,0,1,0,LC_MSMS_POS,237.0,0,281.112404,C11H15N5O4,150.0774,282.1182,268.9254,150.1051,239.9518,281.0581,226.206,,,,,,,,,
28321,2163484,168381,"168381 (LAUROYLCARNITINE, DODECANOYLCARNITINE)",344.2793,[M+H]+,12.64,,,0,1,0,LC_MSMS_POS,237.0,0,343.272259,C19H37NO4,85.0283,344.2791,285.2059,60.081,183.1743,144.102,95.0857,109.101,57.0701,57.0338,71.0854,85.101,201.1836,83.0855,81.0699,285.2629
28322,2163485,168381,"168381 (LAUROYLCARNITINE, DODECANOYLCARNITINE)",344.2793,[M+H]+,12.44,,,0,1,0,LC_MSMS_POS,237.0,0,343.272259,C19H37NO4,85.0283,344.2791,285.2059,60.081,183.1743,144.102,95.0857,109.101,57.0701,57.0338,71.0854,85.101,201.1836,83.0855,81.0699,285.2629
28323,2163486,168381,"168381 (LAUROYLCARNITINE, DODECANOYLCARNITINE)",344.2793,[M+H]+,12.64,,,0,1,0,LC_MSMS_POS,237.0,0,343.272259,C19H37NO4,85.0283,344.2791,285.2059,60.081,183.1743,144.102,95.0857,109.101,57.0701,57.0338,71.0854,85.101,201.1836,83.0855,81.0699,285.2629
28332,2163495,1103,1103 (SPERMINE),102.1152,[M+2H]2+,0.47,,,0,1,0,LC_MSMS_POS,237.0,0,202.215747,C10H26N4,84.9595,71.0729,85.0884,72.0807,102.97,112.1118,58.0652,102.091,57.0574,84.0807,56.9647,74.0598,120.9812,71.9516,129.1385,102.1268
28465,2163628,440864,440864 (2-HYDROXYBUTYRATE),87.0441,[M+H-H2O]+,0.03,,,0,1,0,LC_MSMS_POS,237.0,0,104.047344,C4H8O3,87.0441,69.0696,69.0335,68.9815,86.9926,86.9547,78.2599,,,,,,,,,
28527,2163690,802,802 (INDOLE-3-ACETATE),198.0525,[M+Na]+,7.72,,,0,1,0,LC_MSMS_POS,237.0,0,175.063329,C10H9NO2,91.054,198.0511,133.9568,137.5738,101.9499,114.1169,105.9644,64.5451,110.8065,71.1702,74.8432,64.475,140.2385,,,
28528,2163691,802,802 (INDOLE-3-ACETATE),198.0525,[M+Na]+,7.72,,,0,1,0,LC_MSMS_POS,237.0,0,175.063329,C10H9NO2,91.054,198.0511,133.9568,137.5738,101.9499,114.1169,105.9644,64.5451,110.8065,71.1702,74.8432,64.475,140.2385,,,
28590,2163753,873,873 (3-(2-HYDROXYPHENYL)PROPANOATE),189.0521,[M+Na]+,7.42,,,0,1,0,LC_MSMS_POS,237.0,0,166.062994,C9H10O3,84.9595,92.9494,174.998,146.9946,114.0553,144.9983,189.0078,110.9585,84.9479,102.971,142.9404,98.9593,161.0121,161.9852,147.0253,130.9817
28613,2163776,227,227 (ANTHRANILATE),120.0444,[M+H-H2O]+,5.81,,,0,1,0,LC_MSMS_POS,237.0,0,137.047678,C7H7NO2,102.0913,120.0444,58.0654,92.0493,65.039,102.106,75.6455,68.2888,58.0589,70.075,,,,,,
28737,2163900,5988,5988 (SUCROSE),365.1049,[M+Na]+,0.74,,,0,1,0,LC_MSMS_POS,237.0,0,342.116212,C12H22O11,365.1048,203.052,185.0419,329.1574,223.0157,109.6507,62.7786,62.7699,185.0732,,,,,,,
28771,2163934,222528,222528 (Sodium deoxycholate),415.2813,[M+Na]+,14.95,,,0,1,0,LC_MSMS_POS,237.0,0,392.29266,C24H40O4,415.2807,119.0853,123.0238,383.2503,401.2594,397.2611,379.2478,365.2365,319.0768,355.2072,337.2031,373.1847,369.2339,119.0674,401.1942,381.2354
28772,2163935,222528,222528 (Sodium deoxycholate),415.2813,[M+Na]+,14.96,,,0,1,0,LC_MSMS_POS,237.0,0,392.29266,C24H40O4,415.2807,119.0853,123.0238,383.2503,401.2594,397.2611,379.2478,365.2365,319.0768,355.2072,337.2031,373.1847,369.2339,119.0674,401.1942,381.2354
28773,2163936,222528,222528 (Sodium deoxycholate),415.2813,[M+Na]+,15.01,,,0,1,0,LC_MSMS_POS,237.0,0,392.29266,C24H40O4,415.2807,119.0853,123.0238,383.2503,401.2594,397.2611,379.2478,365.2365,319.0768,355.2072,337.2031,373.1847,369.2339,119.0674,401.1942,381.2354
28810,2163973,79050,79050 (GLYCEROL-MYRISTATE),285.2419,[M+H-H2O]+,15.46,,,0,1,0,LC_MSMS_POS,237.0,0,302.24571,C17H34O4,285.2415,57.07,71.0855,95.0854,85.101,109.1011,229.2157,81.0698,57.0337,211.2051,69.0698,123.1165,97.1012,67.0543,83.0854,111.1167
28833,2163996,11953814,11953814 (Octanoylcarnitine),288.2163,[M+H]+,9.21,,,0,1,0,LC_MSMS_POS,237.0,0,287.209658,C15H29NO4,85.0283,288.2158,229.1429,60.0809,127.1117,144.1018,242.9286,57.0702,229.0754,260.9339,84.9594,90.9765,109.101,241.9306,57.0337,145.122
28834,2163997,11953814,11953814 (Octanoylcarnitine),288.2163,[M+H]+,9.21,,,0,1,0,LC_MSMS_POS,237.0,0,287.209658,C15H29NO4,85.0283,288.2158,229.1429,60.0809,127.1117,144.1018,242.9286,57.0702,229.0754,260.9339,84.9594,90.9765,109.101,241.9306,57.0337,145.122
28835,2163998,11953814,11953814 (Octanoylcarnitine),288.2163,[M+H]+,9.22,,,0,1,0,LC_MSMS_POS,237.0,0,287.209658,C15H29NO4,85.0283,288.2158,229.1429,60.0809,127.1117,144.1018,242.9286,57.0702,229.0754,260.9339,84.9594,90.9765,109.101,241.9306,57.0337,145.122
28836,2163999,1145,1145 (trimethylamine oxide),76.0756,[M+H]+,0.6,,,0,1,0,LC_MSMS_POS,237.0,0,75.068414,C3H9NO,59.0731,58.0653,76.0756,59.0789,58.0709,76.0388,,,,,,,,,,
28837,2164000,1145,1145 (trimethylamine oxide),76.0756,[M+H]+,0.6,,,0,1,0,LC_MSMS_POS,237.0,0,75.068414,C3H9NO,59.0731,58.0653,76.0756,59.0789,58.0709,76.0388,,,,,,,,,,
28838,2164001,1145,1145 (trimethylamine oxide),76.0756,[M+H]+,0.6,,,0,1,0,LC_MSMS_POS,237.0,0,75.068414,C3H9NO,59.0731,58.0653,76.0756,59.0789,58.0709,76.0388,,,,,,,,,,
28839,2164002,1145,1145 (trimethylamine oxide),76.0756,[M+H]+,0.6,,,0,1,0,LC_MSMS_POS,237.0,0,75.068414,C3H9NO,59.0731,58.0653,76.0756,59.0789,58.0709,76.0388,,,,,,,,,,
28840,2164003,1145,1145 (trimethylamine oxide),76.0756,[M+H]+,0.6,,,0,1,0,LC_MSMS_POS,237.0,0,75.068414,C3H9NO,59.0731,58.0653,76.0756,59.0789,58.0709,76.0388,,,,,,,,,,
28841,2164004,1145,1145 (trimethylamine oxide),76.0756,[M+H]+,0.6,,,0,1,0,LC_MSMS_POS,237.0,0,75.068414,C3H9NO,59.0731,58.0653,76.0756,59.0789,58.0709,76.0388,,,,,,,,,,
28920,2164083,84290,84290 (N-Octanoylglycine),202.1436,[M+H]+,10.67,,,0,1,0,LC_MSMS_POS,237.0,0,201.136493,C10H19NO3,76.0393,57.0701,127.1118,109.1012,128.1152,67.0543,127.1321,95.0995,87.0236,65.4487,110.1045,202.1437,84.9596,156.139,57.0766,193.7944
28921,2164084,84290,84290 (N-Octanoylglycine),202.1436,[M+H]+,10.67,,,0,1,0,LC_MSMS_POS,237.0,0,201.136493,C10H19NO3,76.0393,57.0701,127.1118,109.1012,128.1152,67.0543,127.1321,95.0995,87.0236,65.4487,110.1045,202.1437,84.9596,156.139,57.0766,193.7944
29058,2164221,67678,67678 (L-Cystine),241.0309,[M+H]+,0.59,,,0,1,0,LC_MSMS_POS,237.0,0,240.023849,C6H12N2O4S2,151.9834,120.0114,241.0306,122.027,74.0236,195.026,153.9995,74.0059,177.9995,222.9739,136.9732,88.0394,183.9174,224.0063,92.0171,105.0006
29059,2164222,67678,67678 (L-Cystine),241.0309,[M+H]+,0.59,,,0,1,0,LC_MSMS_POS,237.0,0,240.023849,C6H12N2O4S2,151.9834,120.0114,241.0306,122.027,74.0236,195.026,153.9995,74.0059,177.9995,222.9739,136.9732,88.0394,183.9174,224.0063,92.0171,105.0006
29063,2164226,168381,"168381 (LAUROYLCARNITINE, DODECANOYLCARNITINE)",344.2793,[M+H]+,12.64,,,0,1,0,LC_MSMS_POS,237.0,0,343.272259,C19H37NO4,85.0283,344.2791,285.2059,60.081,183.1743,144.102,95.0857,109.101,57.0701,57.0338,71.0854,85.101,201.1836,83.0855,81.0699,285.2629
29064,2164227,168381,"168381 (LAUROYLCARNITINE, DODECANOYLCARNITINE)",344.2793,[M+H]+,12.44,,,0,1,0,LC_MSMS_POS,237.0,0,343.272259,C19H37NO4,85.0283,344.2791,285.2059,60.081,183.1743,144.102,95.0857,109.101,57.0701,57.0338,71.0854,85.101,201.1836,83.0855,81.0699,285.2629
29065,2164228,168381,"168381 (LAUROYLCARNITINE, DODECANOYLCARNITINE)",344.2793,[M+H]+,12.64,,,0,1,0,LC_MSMS_POS,237.0,0,343.272259,C19H37NO4,85.0283,344.2791,285.2059,60.081,183.1743,144.102,95.0857,109.101,57.0701,57.0338,71.0854,85.101,201.1836,83.0855,81.0699,285.2629
29120,2164283,1145,1145 (trimethylamine oxide),76.0756,[M+H]+,0.6,,,0,1,0,LC_MSMS_POS,237.0,0,75.068414,C3H9NO,59.0731,58.0653,76.0756,59.0789,58.0709,76.0388,,,,,,,,,,
29121,2164284,1145,1145 (trimethylamine oxide),76.0756,[M+H]+,0.6,,,0,1,0,LC_MSMS_POS,237.0,0,75.068414,C3H9NO,59.0731,58.0653,76.0756,59.0789,58.0709,76.0388,,,,,,,,,,
29122,2164285,1145,1145 (trimethylamine oxide),76.0756,[M+H]+,0.6,,,0,1,0,LC_MSMS_POS,237.0,0,75.068414,C3H9NO,59.0731,58.0653,76.0756,59.0789,58.0709,76.0388,,,,,,,,,,
29123,2164286,1145,1145 (trimethylamine oxide),76.0756,[M+H]+,0.6,,,0,1,0,LC_MSMS_POS,237.0,0,75.068414,C3H9NO,59.0731,58.0653,76.0756,59.0789,58.0709,76.0388,,,,,,,,,,
29124,2164287,1145,1145 (trimethylamine oxide),76.0756,[M+H]+,0.6,,,0,1,0,LC_MSMS_POS,237.0,0,75.068414,C3H9NO,59.0731,58.0653,76.0756,59.0789,58.0709,76.0388,,,,,,,,,,
29125,2164288,1145,1145 (trimethylamine oxide),76.0756,[M+H]+,0.6,,,0,1,0,LC_MSMS_POS,237.0,0,75.068414,C3H9NO,59.0731,58.0653,76.0756,59.0789,58.0709,76.0388,,,,,,,,,,
29199,2164362,84290,84290 (N-Octanoylglycine),202.1436,[M+H]+,10.67,,,0,1,0,LC_MSMS_POS,237.0,0,201.136493,C10H19NO3,76.0393,57.0701,127.1118,109.1012,128.1152,67.0543,127.1321,95.0995,87.0236,65.4487,110.1045,202.1437,84.9596,156.139,57.0766,193.7944
29200,2164363,84290,84290 (N-Octanoylglycine),202.1436,[M+H]+,10.67,,,0,1,0,LC_MSMS_POS,237.0,0,201.136493,C10H19NO3,76.0393,57.0701,127.1118,109.1012,128.1152,67.0543,127.1321,95.0995,87.0236,65.4487,110.1045,202.1437,84.9596,156.139,57.0766,193.7944
29283,2164446,407091,407091 (2-Hydroxy-4-methylpyrimidine),111.0552,[M+H]+,1.07,,,0,1,0,LC_MSMS_POS,237.0,0,110.048013,C5H6N2O,111.0556,68.0494,111.0231,94.0291,83.0492,97.008,55.0549,92.9014,69.0699,92.9498,93.07,68.0572,55.0181,84.1905,81.7468,74.6915
29299,2164462,439251,439251 ((R)-Pantoic acid),113.0597,[M+H-2H2O]+,2.98,,,0,1,0,LC_MSMS_POS,237.0,0,148.073559,C6H12O4,113.057,113.0213,95.049,67.0541,71.049,85.0644,99.0031,95.0118,112.9992,57.0335,95.0855,69.0706,57.0701,97.0079,111.0227,65.0391
29556,2164719,3744,3744 (indole-3-propionic acid),190.0863,[M+H]+,8.97,,,0,1,0,LC_MSMS_POS,238.0,0,189.078979,C11H11NO2,130.065,172.0753,190.0859,55.018,144.0803,96.2961,117.8757,55.0614,91.4101,58.5656,54.9319,115.3255,120.64,72.8317,85.4128,67.6792
29561,2164724,8617,8617 (indole-3-butyric acid),204.1019,[M+H]+,9.9,,,0,1,0,LC_MSMS_POS,238.0,0,203.094629,C12H13NO2,186.0909,204.1015,168.0803,130.0649,144.0806,158.0965,118.0649,167.0726,117.0574,143.0728,173.2757,55.0598,113.887,190.997,55.0178,159.1022
29595,2164758,5816,5816 (epinephrine),184.0968,[M+H]+,0.77,,,0,1,0,LC_MSMS_POS,238.0,0,183.089543,C9H13NO3,166.086,124.966,126.9451,135.0437,152.9603,107.0496,151.0637,148.0755,183.9127,120.0804,108.9344,137.0598,184.0594,57.0334,57.0573,106.9565
