SpectrumId,SubmissionId,name
369463,139,"#113 245.1300@9.2854 MS1+"
369464,139,"#114 163.0000@6.3830 MS1+"
369465,139,"#115 111.0800@10.3489 MS1+"
369466,139,"#116 111.0900@9.9172 MS1+"
369467,139,"#117 230.0800@10.5302 MS1+"
369468,139,"#118 332.1600@12.7946 MS1+"
369469,139,"#119 198.1000@13.9645 MS1+"
369470,139,"#120 375.2500@23.7290 MS1+"
369471,139,"#121 111.0700@10.4677 MS1+"
369472,139,"#122 283.1000@10.8431 MS1+"
369473,139,"#123 221.0700@16.9420 MS1+"
369474,139,"#124 111.0800@10.0048 MS1+"
369475,139,"#125 300.1300@13.2952 MS1+"
369476,139,"#126 277.1300@10.5053 MS1+"
369477,139,"#127 221.0700@16.0350 MS1+"
369478,139,"#128 191.1100@8.9164 MS1+"
369479,139,"#129 414.2000@14.6525 MS1+"
369480,139,"#130 245.1300@9.2792 MS1+"
369481,139,"#131 153.9900@6.7145 MS1+"
369482,139,"#132 221.0700@16.9545 MS1+"
369483,139,"#133 355.0600@17.8052 MS1+"
369484,139,"#134 111.0900@9.9235 MS1+"
369485,139,"#135 285.2000@13.8581 MS1+"
369486,139,"#136 147.0500@9.5481 MS1+"
369487,139,"#137 321.1700@20.9080 MS1+"
369488,139,"#138 189.1000@7.5528 MS1+"
369489,139,"#139 261.1400@11.7188 MS1+"
369490,139,"#140 270.2400@13.4765 MS1+"
369491,139,"#141 404.2200@14.9966 MS1+"
369492,139,"#142 132.0200@10.9307 MS1+"
369493,139,"#143 152.0200@5.2132 MS1+"
369494,139,"#144 271.2200@21.0332 MS1+"
369495,139,"#145 355.0600@7.5214 MS1+"
369496,139,"#146 355.0600@15.0717 MS1+"
369497,139,"#147 283.1200@10.8555 MS1+"
369498,139,"#148 215.1200@8.6536 MS1+"
369499,139,"#149 271.2200@20.5075 MS1+"
369500,139,"#150 291.1800@18.1055 MS1+"
369501,139,"#151 221.0700@16.0350 MS1+"
369502,139,"#152 246.1300@7.9842 MS1+"
369503,139,"#153 355.0600@11.8313 MS1+"
369504,139,"#154 221.0700@18.6310 MS1+"
369505,139,"#155 111.0700@7.4276 MS1+"
369506,139,"#156 105.0100@4.4438 MS1+"
369507,139,"#157 111.0900@10.2237 MS1+"
369508,139,"#158 221.0700@14.0645 MS1+"
369509,139,"#159 111.0700@7.8655 MS1+"
369510,139,"#160 232.1000@7.5840 MS1+"
369511,139,"#161 242.1100@4.8067 MS1+"
369512,139,"#162 111.0700@4.8877 MS1+"
369513,139,"#163 205.0800@6.3891 MS1+"
369514,139,"#164 159.0700@7.8342 MS1+"
369515,139,"#165 111.0700@7.4214 MS1+"
369516,139,"#166 313.1500@19.9822 MS1+"
369517,139,"#167 111.0900@7.4276 MS1+"
369518,139,"#168 159.0800@9.3793 MS1+"
369519,139,"#169 383.1700@12.1192 MS1+"
369520,139,"#170 207.0200@5.9638 MS1+"
369521,139,"#171 111.0900@4.9755 MS1+"
369522,139,"#172 111.0700@5.0881 MS1+"
369523,139,"#173 174.9900@5.2632 MS1+"
369524,139,"#174 306.1300@17.0483 MS1+"
369525,139,"#175 111.0900@7.7528 MS1+"
369526,139,"#176 355.0700@12.9887 MS1+"
369527,139,"#177 111.0700@5.0067 MS1+"
369528,139,"#178 166.9700@6.4455 MS1+"
369529,139,"#179 325.0900@14.6964 MS1+"
369530,139,"#180 281.0300@10.5428 MS1+"
369531,139,"#181 221.0700@19.4067 MS1+"
369532,139,"#182 115.0500@13.7018 MS1+"
369533,139,"#183 178.9600@16.4666 MS1+"
369534,139,"#184 297.1300@11.5874 MS1+"
369535,139,"#185 289.1300@10.7618 MS1+"
369536,139,"#186 271.2000@20.9205 MS1+"
369537,139,"#187 281.0400@5.7074 MS1+"
369538,139,"#188 111.0800@14.6025 MS1+"
369539,139,"#189 184.1200@14.9341 MS1+"
369540,139,"#190 321.1500@20.8267 MS1+"
369541,139,"#191 100.0300@9.9610 MS1+"
369542,139,"#192 327.2800@16.1790 MS1+"
369543,139,"#193 105.0000@4.4562 MS1+"
369544,139,"#194 127.0500@13.9331 MS1+"
369545,139,"#195 111.1000@9.9985 MS1+"
369546,139,"#196 201.1200@9.3168 MS1+"
369547,139,"#197 113.0600@5.1507 MS1+"
369548,139,"#198 153.9900@6.6957 MS1+"
369549,139,"#199 291.1400@10.6930 MS1+"
369550,139,"#200 111.0900@14.1834 MS1+"
369551,139,"#201 221.1000@4.2686 MS1+"
369552,139,"#202 159.0800@15.3532 MS1+"
369553,139,"#203 407.2200@14.7526 MS1+"
369554,139,"#204 111.0800@14.6213 MS1+"
369555,139,"#205 219.1700@20.6702 MS1+"
369556,139,"#206 207.0500@23.7667 MS1+"
369557,139,"#207 129.0800@5.3133 MS1+"
369558,139,"#208 205.1400@8.8225 MS1+"
369559,139,"#209 177.0000@7.1586 MS1+"
369560,139,"#210 158.1000@15.0091 MS1+"
369561,139,"#211 125.0900@20.7578 MS1+"
369562,139,"#212 158.1000@8.0344 MS1+"
369563,139,"#213 111.0900@12.3442 MS1+"
369564,139,"#214 321.1500@21.1268 MS1+"
369565,139,"#215 290.1200@13.1950 MS1+"
369566,139,"#216 264.1200@18.0055 MS1+"
369567,139,"#217 118.9900@5.9388 MS1+"
369568,139,"#218 111.0700@20.6828 MS1+"
369569,139,"#219 371.2000@16.6106 MS1+"
369570,139,"#220 111.0800@17.8365 MS1+"
369571,139,"#221 457.2800@21.3083 MS1+"
369572,139,"#222 115.0600@15.5159 MS1+"
369573,139,"#223 111.0700@14.2834 MS1+"
369574,139,"#224 159.0800@12.5570 MS1+"
369575,139,"#225 321.1500@21.2645 MS1+"
369576,139,"#226 111.0900@12.2255 MS1+"
369577,139,"#227 111.0800@12.7071 MS1+"
369578,139,"#228 233.1000@11.8689 MS1+"
369579,139,"#229 263.1600@11.1558 MS1+"
369580,139,"#230 531.3200@21.8527 MS1+"
369581,139,"#231 113.0900@6.5518 MS1+"
369582,139,"#232 221.0700@18.6560 MS1+"
369583,139,"#233 321.1500@21.1832 MS1+"
369584,139,"#234 147.0100@13.3514 MS1+"
369585,139,"#235 111.1000@12.4756 MS1+"
369586,139,"#236 269.0500@9.1666 MS1+"
369587,139,"#237 207.0600@23.7605 MS1+"
369588,139,"#238 198.1000@17.0858 MS1+"
369589,139,"#239 321.1500@21.1957 MS1+"
369590,139,"#240 216.1200@5.0944 MS1+"
369591,139,"#241 307.1300@16.3853 MS1+"
369592,139,"#242 147.0500@10.7554 MS1+"
369593,139,"#243 125.0700@20.6325 MS1+"
369594,139,"#244 271.2000@21.1018 MS1+"
369595,139,"#245 112.0800@14.2771 MS1+"
369596,139,"#246 271.2000@20.9017 MS1+"
369597,139,"#247 111.0800@14.9278 MS1+"
369598,139,"#248 298.2700@15.3219 MS1+"
369599,139,"#249 111.0900@12.4819 MS1+"
369600,139,"#250 148.9700@13.5704 MS1+"
369601,139,"#251 242.1100@4.8254 MS1+"
369602,139,"#252 111.0700@14.3897 MS1+"
369603,139,"#253 153.1200@14.4274 MS1+"
369604,139,"#254 111.0700@14.4336 MS1+"
369605,139,"#255 247.1100@5.4195 MS1+"
369606,139,"#256 116.0200@4.7627 MS1+"
369607,139,"#257 327.2400@16.5042 MS1+"
369608,139,"#258 325.0800@14.7214 MS1+"
369609,139,"#259 267.1200@19.6757 MS1+"
369610,139,"#260 111.0700@14.2835 MS1+"
369611,139,"#261 111.0600@11.9939 MS1+"
369612,139,"#262 111.0900@17.6613 MS1+"
369613,139,"#263 369.3000@18.8750 MS1+"
369614,139,"#264 113.0800@11.3808 MS1+"
369615,139,"#265 207.0200@24.3735 MS1+"
369616,139,"#266 111.1000@13.7954 MS1+"
369617,139,"#267 111.0700@12.1441 MS1+"
369618,139,"#268 404.2200@14.9778 MS1+"
369619,139,"#269 111.0900@16.3290 MS1+"
369620,139,"#270 207.0200@23.9482 MS1+"
369621,139,"#271 202.1100@4.7128 MS1+"
369622,139,"#272 291.1500@23.7605 MS1+"
369623,139,"#273 287.1100@10.9056 MS1+"
369624,139,"#274 207.0500@26.3000 MS1+"
369625,139,"#275 207.0200@23.8918 MS1+"
369626,139,"#276 271.2000@20.8703 MS1+"
369627,139,"#277 207.0200@8.6725 MS1+"
369628,139,"#278 111.0600@16.1287 MS1+"
369629,139,"#279 207.0500@24.7863 MS1+"
369630,139,"#280 207.0200@26.5753 MS1+"
369631,139,"#281 111.0800@17.9053 MS1+"
369632,139,"#282 207.0500@26.6130 MS1+"
369633,139,"#283 111.0900@17.5862 MS1+"
369634,139,"#284 113.0900@6.7582 MS1+"
369635,139,"#285 111.0900@17.9180 MS1+"
369636,139,"#286 207.0200@27.6388 MS1+"
369637,139,"#287 207.0200@27.0883 MS1+"
369638,139,"#288 156.0100@8.5660 MS1+"
369639,139,"#289 152.0100@7.0022 MS1+"
369640,139,"#290 111.0900@17.4862 MS1+"
369641,139,"#291 132.0200@10.9557 MS1+"
369642,139,"#292 113.0800@11.5123 MS1+"
369643,139,"#293 180.0300@9.6482 MS1+"
369644,139,"#294 207.0100@24.2295 MS1+"
369645,139,"#295 113.0900@17.6552 MS1+"
369646,139,"#296 113.1000@6.8708 MS1+"
369647,139,"#297 147.0500@6.7708 MS1+"
369648,139,"#298 111.0800@12.1504 MS1+"
369649,139,"#299 207.0500@25.0053 MS1+"
369650,139,"#300 207.0200@23.4413 MS1+"
369651,139,"#301 125.0900@14.2209 MS1+"
369652,139,"#302 132.0100@10.9306 MS1+"
369653,139,"#303 207.0500@25.3117 MS1+"
369654,139,"#304 375.2500@23.7227 MS1+"
369655,139,"#305 111.0900@16.5479 MS1+"
369656,139,"#306 111.0700@6.8332 MS1+"
369657,139,"#307 111.0700@17.9428 MS1+"
369658,139,"#308 207.0200@23.5978 MS1+"
369659,139,"#309 207.0200@24.3485 MS1+"
369660,139,"#310 290.1400@13.0262 MS1+"
369661,139,"#311 271.2200@21.1832 MS1+"
369662,139,"#312 207.0200@25.6558 MS1+"
369663,139,"#313 113.0900@11.5061 MS1+"
369664,139,"#314 207.0100@25.4995 MS1+"
369665,139,"#315 207.0200@25.3368 MS1+"
369666,139,"#316 144.0200@4.3937 MS1+"
369667,139,"#317 174.1000@11.7999 MS1+"
369668,139,"#318 132.0400@14.8653 MS1+"
369669,139,"#319 207.0500@24.5925 MS1+"
369670,139,"#320 144.0800@6.5143 MS1+"
369671,139,"#321 111.0900@14.1645 MS1+"
369672,139,"#322 207.0100@26.1375 MS1+"
369673,139,"#323 113.0900@9.4294 MS1+"
369674,139,"#324 111.0700@17.7428 MS1+"
369675,139,"#325 207.0200@23.2287 MS1+"
369676,139,"#326 219.1700@16.4353 MS1+"
369677,139,"#327 207.0200@25.1930 MS1+"
369678,139,"#328 111.0700@15.9223 MS1+"
369679,139,"#329 206.1200@19.4442 MS1+"
369680,139,"#330 113.0800@9.2104 MS1+"
369681,139,"#331 207.0500@24.1045 MS1+"
369682,139,"#332 161.0300@6.0451 MS1+"
369683,139,"#333 207.0500@23.7730 MS1+"
369684,139,"#334 309.1100@14.5086 MS1+"
369685,139,"#335 207.0200@25.0178 MS1+"
369686,139,"#336 111.0700@7.0460 MS1+"
369687,139,"#337 207.0500@27.4637 MS1+"
369688,139,"#338 158.1000@11.8626 MS1+"
369689,139,"#339 147.0600@25.9122 MS1+"
369690,139,"#340 125.0700@20.7767 MS1+"
369691,139,"#341 207.0200@24.6988 MS1+"
369692,139,"#342 282.1100@13.2513 MS1+"
369693,139,"#343 207.0100@21.3958 MS1+"
369694,139,"#344 207.0100@26.1688 MS1+"
369695,139,"#345 113.0700@11.5561 MS1+"
369696,139,"#346 207.0200@25.1553 MS1+"
369697,139,"#347 207.0500@24.6047 MS1+"
369698,139,"#348 125.0800@16.1164 MS1+"
369699,139,"#349 147.0100@14.0207 MS1+"
369700,139,"#350 207.0200@27.0318 MS1+"
369701,139,"#351 113.0800@6.5517 MS1+"
369702,139,"#352 111.0900@11.7500 MS1+"
369703,139,"#353 207.0100@26.5503 MS1+"
369704,139,"#354 207.0500@24.7050 MS1+"
369705,139,"#355 111.0700@9.6295 MS1+"
369706,139,"#356 207.0500@25.8622 MS1+"
369707,139,"#357 111.0700@16.2164 MS1+"
369708,139,"#358 207.0200@23.8668 MS1+"
369709,139,"#359 207.0500@23.3787 MS1+"
369710,139,"#360 207.0200@27.7075 MS1+"
369711,139,"#361 207.0200@26.4002 MS1+"
369712,139,"#362 321.1500@21.3583 MS1+"
369713,139,"#363 111.0700@17.7740 MS1+"
369714,139,"#364 207.0200@27.5825 MS1+"
369715,139,"#365 207.0200@26.3190 MS1+"
369716,139,"#366 207.0200@27.4448 MS1+"
369717,139,"#367 178.9700@15.7598 MS1+"
369718,139,"#368 207.0200@26.5692 MS1+"
369719,139,"#369 207.0200@22.9223 MS1+"
369720,139,"#370 207.0500@23.0033 MS1+"
369721,139,"#371 207.0200@27.0007 MS1+"
369722,139,"#372 125.0900@12.5008 MS1+"
369723,139,"#373 111.0700@12.5759 MS1+"
369724,139,"#374 249.1500@12.1192 MS1+"
369725,139,"#375 111.0900@20.8453 MS1+"
369726,139,"#376 201.1200@7.4902 MS1+"
369727,139,"#377 321.1500@21.4147 MS1+"
369728,139,"#378 207.0100@23.2598 MS1+"
369729,139,"#379 113.0900@11.2997 MS1+"
369730,139,"#380 271.2200@20.7827 MS1+"
369731,139,"#381 113.1100@11.5562 MS1+"
369732,139,"#382 111.0900@15.9412 MS1+"
369733,139,"#383 111.0900@19.1628 MS1+"
369734,139,"#384 252.9800@27.0695 MS1+"
369735,139,"#385 147.0900@24.3610 MS1+"
369736,139,"#386 207.0100@25.5308 MS1+"
369737,139,"#387 111.0800@6.8084 MS1+"
369738,139,"#388 207.0500@21.5648 MS1+"
369739,139,"#389 111.0900@19.5817 MS1+"
369740,139,"#390 113.0900@15.3907 MS1+"
369741,139,"#391 132.0200@16.2790 MS1+"
369742,139,"#392 207.0100@22.5782 MS1+"
369743,139,"#393 207.0200@26.9195 MS1+"
369744,139,"#394 207.0200@8.7100 MS1+"
369745,139,"#395 111.1000@15.8162 MS1+"
369746,139,"#396 271.2200@21.3833 MS1+"
369747,139,"#397 207.0600@22.4905 MS1+"
369748,139,"#398 207.0100@22.8222 MS1+"
369749,139,"#399 253.0400@27.5200 MS1+"
369750,139,"#400 147.0500@10.7554 MS1+"
369751,139,"#401 127.1300@11.5560 MS1+"
369752,139,"#402 111.0700@19.3128 MS1+"
369753,139,"#403 113.0900@11.2997 MS1+"
369754,139,"#404 111.0900@15.9474 MS1+"
369755,139,"#405 207.0200@26.7567 MS1+"
369756,139,"#406 113.0900@15.4220 MS1+"
369757,139,"#407 253.0000@24.7048 MS1+"
369758,139,"#408 207.0200@23.5477 MS1+"
369759,139,"#409 111.0700@18.3182 MS1+"
369760,139,"#410 305.1600@16.7545 MS1+"
369761,139,"#411 253.0000@24.1668 MS1+"
369762,139,"#412 113.0900@13.5328 MS1+"
369763,139,"#413 253.0300@24.7800 MS1+"
369764,139,"#414 113.0900@13.7392 MS1+"
369765,139,"#415 147.0100@15.3094 MS1+"
369766,139,"#416 207.0200@22.2403 MS1+"
369767,139,"#417 207.0200@22.4530 MS1+"
369768,139,"#418 253.0300@25.2180 MS1+"
369769,139,"#419 207.0500@27.7890 MS1+"
369770,139,"#420 207.0500@21.7337 MS1+"
369771,139,"#421 253.0000@26.2437 MS1+"
369772,139,"#422 207.0100@22.7470 MS1+"
369773,139,"#423 132.0500@15.1280 MS1+"
369774,139,"#424 207.0200@26.2627 MS1+"
369775,139,"#425 132.0400@16.5103 MS1+"
369776,139,"#426 193.0500@9.7358 MS1+"
369777,139,"#427 253.0100@25.6933 MS1+"
369778,139,"#428 133.0100@5.9324 MS1+"
369779,139,"#429 111.0900@22.0838 MS1+"
369780,139,"#430 125.0900@22.1653 MS1+"
369781,139,"#431 111.0900@22.0715 MS1+"
369782,139,"#432 111.0900@19.3815 MS1+"
369783,139,"#433 125.1300@21.9088 MS1+"
369784,139,"#434 207.0100@25.3680 MS1+"
369785,139,"#435 253.0000@24.1670 MS1+"
369786,139,"#436 207.0200@25.6372 MS1+"
369787,139,"#437 207.0100@24.9800 MS1+"
369788,139,"#438 113.0700@9.8547 MS1+"
369789,139,"#439 207.0200@23.3350 MS1+"
369790,139,"#440 271.2100@21.4460 MS1+"
369791,139,"#441 111.0700@19.4878 MS1+"
369792,139,"#442 253.0100@26.1187 MS1+"
369793,139,"#443 253.0000@24.0855 MS1+"
369794,139,"#444 207.0500@23.5353 MS1+"
369795,139,"#445 132.0600@16.8607 MS1+"
369796,139,"#446 111.0900@18.9873 MS1+"
369797,139,"#447 207.0200@27.8202 MS1+"
369798,139,"#448 111.0900@15.4595 MS1+"
369799,139,"#449 147.0100@10.1737 MS1+"
369800,139,"#450 207.0200@24.9428 MS1+"
369801,139,"#451 113.0600@11.2371 MS1+"
369802,139,"#452 253.0300@21.6962 MS1+"
369803,139,"#453 111.0700@23.3977 MS1+"
369804,139,"#454 113.0700@13.7268 MS1+"
369805,139,"#455 111.0900@22.5093 MS1+"
369806,139,"#456 113.0900@13.3827 MS1+"
369807,139,"#457 253.0000@27.6138 MS1+"
369808,139,"#458 113.0900@15.5909 MS1+"
369809,139,"#459 111.1000@23.5852 MS1+"
369810,139,"#460 253.0400@26.6880 MS1+"
369811,139,"#461 111.1000@19.2438 MS1+"
369812,139,"#462 111.0900@22.3905 MS1+"
369813,139,"#463 113.0800@21.6398 MS1+"
369814,139,"#464 113.0700@17.1485 MS1+"
369815,139,"#465 111.0900@23.3350 MS1+"
369816,139,"#466 207.0500@19.7007 MS1+"
369817,139,"#467 113.0700@11.7001 MS1+"
369818,139,"#468 253.0300@22.9658 MS1+"
369819,139,"#469 207.0100@21.5272 MS1+"
369820,139,"#470 207.0500@22.9097 MS1+"
369821,139,"#471 132.0600@14.5838 MS1+"
369822,139,"#472 253.0400@25.0678 MS1+"
369823,139,"#473 207.0500@21.9838 MS1+"
369824,139,"#474 111.0900@18.9500 MS1+"
369825,139,"#475 200.1600@9.7046 MS1+"
369826,139,"#476 111.0700@19.1125 MS1+"
369827,139,"#477 253.0100@23.1975 MS1+"
369828,139,"#478 113.0700@17.1672 MS1+"
369829,139,"#479 111.0900@19.2440 MS1+"
369830,139,"#480 271.2200@21.2583 MS1+"
369831,139,"#481 252.9700@27.8138 MS1+"
369832,139,"#482 207.0200@27.2072 MS1+"
369833,139,"#483 111.1000@15.8473 MS1+"
369834,139,"#484 111.0900@21.7023 MS1+"
369835,139,"#485 125.0700@21.9650 MS1+"
369836,139,"#486 253.0000@23.8603 MS1+"
369837,139,"#487 125.0700@22.2403 MS1+"
369838,139,"#488 207.0200@26.8067 MS1+"
369839,139,"#489 253.0300@22.9910 MS1+"
369840,139,"#490 113.0700@18.5872 MS1+"
369841,139,"#491 113.0900@18.7687 MS1+"
369842,139,"#492 207.0200@25.8122 MS1+"
369843,139,"#493 111.0700@22.2653 MS1+"
369844,139,"#494 132.0800@13.6392 MS1+"
369845,139,"#495 132.0400@16.6918 MS1+"
369846,139,"#496 113.1000@19.0438 MS1+"
369847,139,"#497 132.0800@15.9412 MS1+"
369848,139,"#498 113.1000@13.5516 MS1+"
369849,139,"#499 111.0900@23.2913 MS1+"
369850,139,"#500 113.0800@18.5373 MS1+"
369851,139,"#501 207.0200@22.4843 MS1+"
369852,139,"#502 253.0100@23.3850 MS1+"
369853,139,"#503 111.0600@17.9992 MS1+"
369854,139,"#504 207.0100@27.5448 MS1+"
369855,139,"#505 113.0900@9.0102 MS1+"
369856,139,"#506 132.0400@16.8168 MS1+"
369857,139,"#507 111.0900@23.0097 MS1+"
369858,139,"#508 113.0700@15.4095 MS1+"
369859,139,"#509 111.0900@13.8331 MS1+"
369860,139,"#510 111.1000@19.5503 MS1+"
369861,139,"#511 113.0700@19.1377 MS1+"
369862,139,"#512 132.0200@17.0047 MS1+"
369863,139,"#513 207.0100@26.4688 MS1+"
369864,139,"#514 132.0200@19.8320 MS1+"
369865,139,"#515 125.0700@23.5040 MS1+"
369866,139,"#516 113.0800@18.7372 MS1+"
369867,139,"#517 111.0900@21.1143 MS1+"
369868,139,"#518 113.0800@17.6552 MS1+"
369869,139,"#519 111.0700@23.0223 MS1+"
369870,139,"#520 111.0800@16.3415 MS1+"
369871,139,"#521 132.0300@17.4485 MS1+"
369872,139,"#522 113.0900@21.6398 MS1+"
369873,139,"#523 111.0900@23.8480 MS1+"
369874,139,"#524 132.0600@11.1934 MS1+"
369875,139,"#525 229.1400@9.7797 MS1+"
369876,139,"#526 207.0200@24.4485 MS1+"
369877,139,"#527 207.0500@19.9010 MS1+"
369878,139,"#528 207.0100@19.5567 MS1+"
369879,139,"#529 113.1000@11.4061 MS1+"
369880,139,"#530 253.0100@24.9177 MS1+"
369881,139,"#531 253.0100@24.4297 MS1+"
369882,139,"#532 132.0200@18.3995 MS1+"
369883,139,"#533 135.0600@27.1383 MS1+"
369884,139,"#534 111.0700@22.1965 MS1+"
369885,139,"#535 125.0900@22.7972 MS1+"
369886,139,"#536 111.0900@14.8152 MS1+"
369887,139,"#537 132.0700@12.9010 MS1+"
369888,139,"#538 132.0600@17.2737 MS1+"
369889,139,"#539 207.0100@22.5030 MS1+"
369890,139,"#540 207.0200@25.6808 MS1+"
369891,139,"#541 132.0900@18.4307 MS1+"
369892,139,"#542 111.0600@16.8355 MS1+"
369893,139,"#543 207.0200@26.8945 MS1+"
369894,139,"#544 132.0600@13.8206 MS1+"
369895,139,"#545 207.0200@21.7712 MS1+"
369896,139,"#546 125.0800@20.9832 MS1+"
369897,139,"#547 112.0900@12.2318 MS1+"
369898,139,"#548 253.0100@26.5378 MS1+"
369899,139,"#549 113.0700@22.8908 MS1+"
369900,139,"#550 111.0900@22.6282 MS1+"
369901,139,"#551 125.0700@24.5985 MS1+"
369902,139,"#552 111.0900@23.1412 MS1+"
369903,139,"#553 253.0100@27.1508 MS1+"
369904,139,"#554 132.0400@15.4470 MS1+"
369905,139,"#555 132.0100@8.0657 MS1+"
369906,139,"#556 127.1200@15.9162 MS1+"
369907,139,"#557 207.0100@27.2070 MS1+"
369908,139,"#558 207.0600@18.7498 MS1+"
