NIH_Lip_Std_CSH_POS_Brain_01,NIH_Lip_Std_CSH_POS_Brain_02,NIH_Lip_Std_CSH_POS_Brain_03,NIH_Lip_Std_CSH_POS_Heart_01,NIH_Lip_Std_CSH_POS_Heart_02,NIH_Lip_Std_CSH_POS_Heart_03,NIH_Lip_Std_CSH_POS_Liver_01,NIH_Lip_Std_CSH_POS_Liver_02,NIH_Lip_Std_CSH_POS_Liver_03,NIH_Lip_Std_CSH_POS_Muscle_01,NIH_Lip_Std_CSH_POS_Muscle_02,NIH_Lip_Std_CSH_POS_Muscle_03,NIH_Lip_Std_CSH_POS_Plasma1_01,NIH_Lip_Std_CSH_POS_Plasma1_02,NIH_Lip_Std_CSH_POS_Plasma1_03
2380968,0,2449706,2040654,0,2039169,0,2191100,0,1687866,0,1992252,1878908,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,186339,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,107232,0,0,101414,0,108467,130322,131946,89116,95901,0,0,0,0
0,0,0,0,0,0,0,0,0,0,117923,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,149264,184455,128581,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,113424,188318,109871,85714,0,60206
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,154323,152385,148263,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
276447,335058,257196,216146,230243,250560,300107,267971,284237,59038,0,75383,0,102432,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
166257,172970,163737,0,0,97018,251388,315100,303998,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,108982,116716,0,0,0,198163,0,0,0,0,0,169633
0,0,0,0,0,0,0,0,0,75736,53024,63492,116536,0,123224
133103,116507,0,0,0,0,0,0,0,0,0,0,0,0,107696
0,158640,0,0,0,187359,235732,210611,158067,0,0,0,169215,0,175727
125352,0,0,147027,0,0,0,0,0,0,0,0,0,0,0
147311,158900,0,0,0,0,0,0,148902,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
417222,1056564,189738,349620,1050152,514149,1264043,626421,402524,601546,276448,339506,1392154,518970,1957028
30883,0,20780,0,557075,312218,582368,370631,0,23757,180267,200588,1385206,372930,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
143581,160829,0,217691,233173,252185,214680,202570,217857,203310,208875,203001,127173,44868,136661
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,19083,0,0,0,0,0,0,0,0,0,0,0,212914,0
0,87886,0,0,86495,93141,105886,0,0,130674,106832,111568,86562,0,115353
0,88995,0,0,0,0,0,0,0,0,0,0,0,0,0
92103,87846,0,0,0,101582,0,130157,114794,0,0,0,0,0,0
0,0,0,0,0,0,0,103079,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,61743,0,0,73137,0,0,0,0,60238,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,35615,0,0,0
0,0,0,0,0,0,37070,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,16500,0,0,0,18219,11965,0,0,0,0,0,0
0,0,0,0,0,0,0,17425,0,0,0,0,0,0,30358
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,294365,792410,384352,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
184615,157275,185377,0,109448,0,251789,249120,234218,124235,140658,175716,0,0,0
148534,187440,0,0,0,0,241218,0,205309,0,0,0,0,46832,0
234216,222412,294790,287996,307948,295961,405789,373423,346573,196658,184381,172061,285578,168120,275256
0,0,0,0,0,0,0,0,0,0,0,0,164557,0,171339
0,202771,256461,290386,263506,201636,395215,407430,375714,0,0,0,305029,155475,274096
0,0,0,0,111864,0,110224,148009,145420,0,0,0,0,0,0
0,188287,210010,0,133963,128617,0,0,0,0,138330,0,0,0,158686
152348,145433,189114,0,0,167069,131344,0,0,0,0,0,283482,0,309146
162911,152015,178617,0,146688,0,144196,0,0,0,0,0,147514,0,132712
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,13900838,14127717,0,14007021,13962817,15895373,0,0,0,10055413,0,9117606
0,0,0,0,1849034,0,0,0,0,0,1769272,1499232,3090162,2608645,3117439
2244946,0,2165662,2248371,2385056,0,1636182,1670797,1738370,0,0,0,0,0,1348373
14537086,9704550,14254123,14153141,13984086,14127221,15320739,12168141,11066582,247980448,255048160,250992224,0,13870758,16808482
0,0,0,2487550,2492646,2541170,0,2105670,0,0,0,0,0,0,0
0,3187260,0,2783060,0,0,0,0,0,0,0,0,0,0,0
3054656,3126944,2974031,2550848,2642918,2500864,2853322,2937348,2863646,2907685,2919891,2946658,2523576,2268537,2696867
0,0,0,0,0,0,1738477,1841220,0,0,0,0,0,0,0
0,0,0,0,0,0,160274,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,336260,106283,0
0,0,22506,0,0,0,0,0,0,377915,534518,0,0,0,0
0,0,0,0,0,0,0,0,0,225706,255417,285059,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,55442,0,0,0,0,0,0
0,0,0,0,0,58524,0,0,0,0,0,0,0,0,0
44842,0,0,0,0,52814,0,0,0,0,0,0,0,0,35749
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,446558,0,0,0
0,0,753476,0,0,0,0,0,545424,0,494365,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,121296
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39987,31490,0,0,0,0,0,0,0,0,0,0,251199,43450,587688
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,523122,477120,352022,475528,387651,382511,379240,431973,442397,379320,331427,0
0,0,0,0,0,0,0,0,0,161815,198944,185742,201162,179562,250404
209273,211588,153431,0,0,0,0,0,232271,0,0,0,0,0,0
0,0,0,317444,367051,218424,355759,337698,350617,315413,369305,235505,0,0,352195
0,0,0,0,0,0,0,0,0,0,0,0,0,163168,0
0,167994,0,0,0,0,0,0,0,0,0,0,0,0,0
0,483164,462568,297076,330413,262013,363778,395148,385281,320863,335705,304214,337954,0,379801
0,0,0,244457,215183,0,0,0,0,272160,275131,0,0,0,0
0,0,0,0,0,232639,177064,0,0,0,0,0,182441,124684,197600
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,29368,0,32248,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,59883,36610,33583
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,112205,0,898283,1017360,1006861,0,0,0
74795,0,0,94450,90236,125105,180664,196135,179279,0,0,0,138252,0,113302
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,38112,0,0,97172,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16264,0,0,0,38533,27354,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,142018,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,186481,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,70052,89786,0,111229,0,87543,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,55087,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,105932,111371,0,0,0,0,0,0,0,0,0,123970,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
834397,897261,928799,857254,909520,893989,827880,855046,824047,923460,847636,895354,839928,344044,812516
54849,0,0,0,0,0,0,0,0,0,0,0,0,68320,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,75735
0,0,0,0,0,0,0,0,0,70584,69218,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
83205,96090,0,99172,0,0,0,0,0,0,71328,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,95691,162373,0,0,0,100944
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,66618,55055,86878,0,0,0,0,0,0
63418,55069,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,126449,110962,133493
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,82874,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,63070,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,46989,0,0
0,0,0,0,0,0,0,0,0,0,0,0,163297,0,0
0,0,141617,0,0,0,0,0,0,0,0,0,162002,0,0
477310,0,0,0,0,491767,0,0,257880,0,0,0,618898,0,640466
216731,198460,0,0,0,0,0,192228,0,0,0,173361,0,0,0
197660,0,210740,0,0,0,0,0,0,197603,0,0,0,0,0
0,0,0,0,0,0,0,0,158354,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,32623,0,32780,43266,0,69597,0,0,0,0,0,55099
0,0,0,48209,0,0,0,103628,112477,49080,94912,0,0,0,0
0,0,0,0,0,0,0,49648,0,59265,62227,58367,0,0,0
0,68169,62501,0,0,0,0,83597,0,0,0,0,80163,87351,106245
0,0,0,71233,71858,75926,0,35044,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
103387,79681,48702,0,101813,59997,63068,38905,29954,73985,82957,68907,233606,109227,258740
0,0,0,0,0,0,0,0,0,0,0,0,0,0,102808
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,45323,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,154815,0,0,0,0,0,80708,0,103863,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,93273,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,12511,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,102559,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,193287,0,115280
0,0,0,0,0,0,0,0,160761,0,0,0,236101,0,263537
0,0,0,0,0,0,0,0,187627,0,0,0,0,0,155681
0,0,0,0,0,0,0,0,0,0,0,0,166166,0,180528
0,0,0,0,186874,0,0,0,0,0,0,0,381102,0,406677
0,0,0,0,0,0,0,0,162289,0,0,0,211124,0,160241
0,0,0,0,0,0,0,0,203092,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,48582,0,7821,0,0,0,37038,0,0,0,0,65607,0,60321
0,0,0,0,26216,0,28582,0,0,0,0,0,51406,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,66593,57973,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,8262,0,0
0,0,0,0,26682,0,59896,53360,0,34434,0,0,0,0,0
46428,84627,75476,64532,75869,77246,67358,88978,75168,32209,64226,56512,0,0,0
61774,62679,83485,50306,47322,60105,0,0,0,54857,36710,37703,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,117209,134350,94598,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,20127
0,0,0,147008,124604,148543,0,25639,0,0,0,0,0,0,0
53553,83262,0,114099,107987,125187,203888,193442,207829,71422,0,0,163023,0,119049
0,0,0,0,0,0,0,152394,0,53278,0,0,0,0,89643
77886,154413,0,81987,0,0,150508,0,184067,178468,142855,124230,102554,0,96016
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,37336,0,56289,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,14805,0,0,0,0,0,0,0,0,0
57944,71664,106187,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,162977,155134,80412,98636,102318,118359,106438,109140,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,88954,79566,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,90333,0,0,0,0,0,0,62102,0,0
0,0,0,0,0,0,0,0,0,0,0,0,161477,0,171917
0,0,0,0,0,0,0,148913,139981,130600,0,0,0,0,0
0,0,0,0,120121,0,0,175993,138613,132754,114664,133866,279684,0,282733
0,0,0,188881,193512,0,209542,181932,0,138027,0,0,0,0,171122
0,0,0,226789,0,191072,0,0,0,208992,208181,183264,198584,0,0
0,0,0,0,0,0,0,0,0,211392,186735,150323,0,0,0
0,0,0,145302,0,155103,148876,107769,126547,127194,123085,0,0,0,0
0,0,0,0,0,0,0,0,0,0,155264,0,138021,0,133998
0,0,0,0,0,0,0,0,0,89239,0,0,0,55332,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,26531,0,45177,0,0,0,0,0,0
137334,132285,119723,110025,97829,88180,0,109224,0,129628,140555,126892,112186,69981,120765
0,39695,38946,40692,0,0,0,0,0,0,0,46104,49327,0,0
0,0,0,0,0,0,0,0,0,112255,123942,131958,109553,90799,185417
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,45991,54561,0,0,0,0
0,0,32218,0,0,0,20991,29516,26734,63215,72739,56283,25364,0,24812
0,0,0,0,0,0,0,0,0,36754,0,32534,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,94428,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,72699,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
424347,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
967475,831007,990057,975447,1040164,997722,948418,970181,992223,845436,1003109,857496,1024171,284351,986600
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,30873,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,232173,0,0,0,0,0,0,0,0
148326,0,315338,0,0,0,0,0,0,0,302957,0,0,0,167657
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,26849
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
160001,174698,157027,106726,79403,110588,175962,183738,170388,0,0,0,0,0,0
0,0,135917,0,0,0,0,0,82714,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,49378
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,60131,0,0,59210,62339,92797
0,91548,110442,103608,129571,0,0,123336,0,0,0,0,110406,88208,0
0,0,0,0,0,0,0,0,0,0,0,0,77929,0,0
0,0,95046,0,0,0,153411,83066,0,0,0,0,141798,85958,122118
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,86070,0,0,0,0,0
0,1402546,0,1536691,1142317,0,1075371,1005639,1088770,1460713,1402803,1417276,1163123,1754137,1507497
1576298,758286,686858,742022,725640,1251020,1324659,1447068,0,894836,1279156,930308,744329,957619,805004
576794,638348,366264,0,0,315863,0,671670,0,535043,0,541021,666885,630708,0
773466,795972,606128,885438,900299,0,851008,748256,797733,0,0,0,1036765,0,963704
0,0,0,0,0,0,0,0,0,0,0,0,972394,891943,0
788344,770194,773790,0,0,0,587377,535634,553316,0,0,0,654407,880410,608181
347742,0,0,0,595546,0,706766,565156,545480,557628,473188,559318,675507,713079,675990
0,0,0,0,1286612,687154,0,0,0,0,0,0,1559222,0,0
0,0,0,597856,656543,916847,870715,732279,741715,698029,683706,666292,962498,0,916093
0,0,614555,555919,531803,0,0,0,0,0,0,0,0,0,661119
0,0,0,0,0,0,0,0,0,410676,0,0,1454505,638694,0
643642,1006139,881841,0,831050,0,0,0,0,0,0,568387,979359,0,0
0,0,0,857638,733453,804595,843767,842737,0,903987,879058,919076,1138159,0,969532
913810,961032,0,0,914810,0,887930,0,0,0,0,0,839016,0,863752
858252,869906,845206,0,0,0,494086,0,0,0,0,0,731755,963252,0
874186,0,819402,0,783441,763313,622943,555514,526226,0,0,0,644375,852543,562721
1008326,0,872005,622556,588336,873814,764475,731991,0,947423,816695,0,1092840,0,1112347
0,0,0,0,0,0,0,0,0,827198,801310,882158,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,126016,0,0,0,0,0,0,0,142665,221686,0,178982
0,0,0,0,0,0,0,0,0,149852,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,190794,201891,198779,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,292917,264494,343435,682449,249458,641130
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,61239,0,74303
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,201264,169607,0,0,0,0,0,0,0,0,0,0,0,0
295804,294009,223231,0,0,0,0,301036,302677,0,0,0,0,0,0
853715,993559,920606,738770,980361,685304,429798,761117,847994,685524,808770,445339,337911,300300,913743
0,0,0,392208,520038,401116,579164,0,0,586698,575549,632247,0,0,466754
0,0,0,514192,676892,632187,706760,777006,758225,650629,680610,329016,593543,848994,628126
0,0,0,279563,0,280024,0,0,0,263149,319676,374023,222415,154785,265915
0,0,0,0,0,0,0,0,0,359798,353493,258288,277723,222732,298502
0,0,0,600198,608290,0,0,0,0,0,0,0,0,0,0
0,0,0,684743,678212,712150,641258,759419,810134,550742,532100,505548,559683,0,654562
0,359308,275391,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
