	m/z	retention_time	p-value	t-stat
133	186.9956	5.632	0.4111843882194236	-0.8251990054830287
134	393.2867	0.542	8.084495790343356e-08	-5.782859607971814
135	386.163	0.556	0.26750842896130966	1.1149113446527497
136	309.1792	4.182	1.3244711502225025e-05	4.578776721141469
137	402.2702	0.952	0.515744472760798	-0.6521918228355157
138	229.1189	5.454	0.017427431096363345	-2.4169420698051214
139	326.1468	3.808	0.678600539232799	-0.41556601685213246
140	458.3062	4.649	0.18881357770696675	-1.3229398656203195
141	282.1205	4.444	0.014865756381069965	-2.4776929814745077
142	283.1043	2.34	0.002613803038974144	-3.0857649040481814
143	332.8949	5.06	0.003588523271590872	2.9813869003305307
144	282.1203	4.553	0.22214921049266664	1.2283316704642075
145	302.1969	3.841	0.00439725119832352	2.913109276975442
146	144.1022	4.575	0.004254366982714769	2.924281605573931
147	262.1804	0.798	0.24019935977561044	1.181378984035106
148	304.2125	3.677	0.15412393720817527	1.435782492683405
149	239.2252	2.979	0.5438505950344229	0.6090421930339143
150	245.0957	2.062	0.9571567380337862	-0.05385410852933704
151	203.1395	5.987	0.7971191978644133	0.25774994843827786
152	303.2365	2.93	3.9027584057070534e-05	4.30102907905346
153	184.0639	2.343	0.19736448695388353	1.2975629121731418
154	357.2504	8.633	0.6853068444329549	-0.4063908329761317
155	357.2472	3.125	6.786443187343923e-05	4.154579287585843
156	551.2115	3.404	0.727036795417257	0.35003150924162285
157	226.0825	2.784	1.1160576635595975e-05	-4.621868035927156
158	276.0541	0.521	0.032698438767094745	2.16526842217659
159	258.1704	3.611	0.068443829164966	1.8415703972333883
160	284.1863	3.342	0.3525385145815034	0.933943879416252
161	1089.0308	5.634	0.22609594314825307	1.2178362071173754
162	336.2176	2.95	0.23584525581963373	-1.192466169982362
163	141.0661	4.694	0.690847953158925	-0.3988357749810759
164	400.2701	3.313	0.02617055734033869	2.2565311134879584
165	344.2439	3.176	0.11386586209411122	1.5947334316842474
166	369.2391	2.299	0.8444179629178108	-0.19674579181158594
167	315.2366	2.941	0.5297389694148229	0.6305592997248617
168	277.1481	6.215	0.2811537859959093	-1.0834713461804972
169	241.0933	1.906	0.0034518823881001712	-2.9943062417528123
170	579.3789	1.016	0.4583760222967236	0.7443502946857466
171	251.137	5.742	0.19790630413068575	1.2959827211814132
172	245.1498	3.321	0.8704052930420585	-0.1635547590383634
173	458.2028	5.226	0.7507375097068785	-0.3185256867406653
174	316.1763	5.891	0.44734214311220155	-0.7628017945307359
175	866.9819	5.631	0.6270014721819799	-0.4874273610338786
176	180.0658	2.997	0.1630321101113981	1.4050924477487883
177	115.0697	2.616	0.6308199487057542	-0.48202632849671956
178	432.281	1.591	0.7067897180920912	0.3772255369451509
179	702.9755	5.628	0.2533528815339471	-1.1487328489391446
180	160.1335	6.006	0.24563676052528022	1.1677332692840925
181	372.2388	3.684	0.2323940763424929	1.201359012813003
182	434.009	5.633	0.7466578143773882	0.3239253581270262
183	666.4278	1.45	0.3850827983281506	0.872319691719919
184	784.9788	5.629	0.19498462729263127	-1.3045421145043408
185	234.9175	5.061	0.0024865226651475643	3.101984791984431
186	250.0938	1.605	0.7650215365768183	0.2996925546031786
187	266.1391	3.699	0.01778878748906999	2.4090229490454513
188	136.0397	1.495	0.32577833468126816	0.9874097092734364
189	382.1324	0.697	0.09153419751583217	1.703422066574897
190	784.9776	5.619	0.1335927100937978	1.5121310424894039
191	230.1582	5.762	0.0002365585870838296	-3.8114588011320665
192	344.2269	3.424	0.019469361767398427	2.3739732135980693
193	457.3029	5.759	0.32676591210450967	-0.9853865227158015
194	275.1033	4.418	0.01665347221260236	2.434407322792809
195	592.3542	3.562	0.43261025455809166	0.7878521657488142
196	620.9724	5.627	0.11386887411233781	-1.5947199793925417
197	666.4276	1.255	0.38508279832815084	0.8723196917199186
198	286.1291	4.612	0.44073627557122896	0.7739742056662215
199	243.1343	3.419	0.8869057887326269	0.14257666341159836
200	242.0461	3.876	0.0018004493144369508	3.205516066981364
201	331.2316	3.326	0.17821467240720332	1.3556182277173632
202	415.2121	0.589	9.780713841669579e-14	8.605164883267161
203	535.352	1.186	0.4806873834548928	0.7077940084725302
204	298.2019	3.134	0.02559168642959914	2.2655576754492786
205	299.197	2.789	0.005587887884674043	2.8311602372108347
206	341.2174	0.789	0.3708142456999852	-0.8989166236583389
207	948.9853	5.629	0.9882613714007432	0.014748832049031328
208	180.088	2.947	0.06236657895269328	-1.884337589659307
209	620.9723	5.659	0.13191615426115988	1.518761453112313
210	269.15	3.182	0.0763637781250353	1.7903540897611454
211	327.2002	3.021	0.9409302621774329	-0.07428353808665121
212	329.2159	3.385	0.00020857088642283305	3.8469357841203493
213	598.0146	5.636	0.7322134895219417	-0.3431211515748557
214	175.1445	8.693	0.3861585324751553	0.8703395757369815
215	229.1239	6.17	0.20697311785931444	-1.2700030586384092
216	538.9695	5.627	0.0949792609447656	-1.6853444368178065
217	844.0238	5.635	0.46795624028593497	0.7285337919637315
218	491.3259	1.109	0.6423871177449136	0.46575046919886703
219	217.1186	4.479	0.7185323597156936	0.36142094440442174
220	247.2019	4.206	4.682171670411315e-07	5.383942877506505
221	230.1218	6.641	0.035299661891299725	-2.1332872246695045
222	272.1862	3.375	0.7829531517850178	0.2762002037018891
223	318.1918	5.793	0.0010328952873876656	-3.378583654992137
224	304.1298	3.512	0.4446533110597328	-0.7673377691676174
225	330.2281	3.585	0.5401945765165649	0.6145892416163544
226	372.1873	5.457	0.73612951972184	-0.33790462705240526
227	262.0385	4.545	0.0313275115688271	-2.183023294569519
228	247.1081	3.403	0.7302948554192217	-0.3456803872408137
229	448.3064	2.946	0.377134104368534	-0.8870586919771496
230	365.1063	5.727	0.3318953384140425	-0.9749424284967789
231	339.051	3.228	0.07504253592692982	1.7985818596175012
232	286.1039	2.546	0.024335376911052847	-2.2857815507347032
233	460.27	0.589	5.340587698826169e-09	6.376929272327471
234	388.2548	1.502	0.7407908807507244	0.33170730593837916
235	138.0552	3.375	0.5835977698244784	0.5498887441187219
236	288.1448	6.124	0.1785267323299052	-1.3546354566837118
237	298.1152	3.038	0.7593447110975561	0.30716409601450495
238	246.1155	2.316	0.3795237714687759	0.8826074205178115
239	1171.033	5.636	0.42559941439564997	0.7999490939122142
240	680.0177	5.634	0.5660979251632469	0.5756822228780218
241	251.0778	2.044	0.1074067015902638	-1.6242599812370528
242	762.0206	5.635	0.5563200437081914	0.5902626511482962
243	233.1579	3.971	0.06565648541756101	1.8607737097121715
244	141.0547	0.538	0.282546870633045	1.0803214009138409
245	118.0618	5.484	0.41403950315481597	0.8201562991086672
246	530.0192	5.667	0.7043103682316163	0.3805745794381329
247	351.1593	6.758	0.7626214137395084	-0.30284938736999634
248	217.1297	5.789	0.02447564831466439	-2.2834785661422314
249	242.1137	2.152	0.006038268206591495	2.804297370098884
250	354.2283	3.183	6.4746214093389e-05	4.16715320888471
251	375.2577	3.611	0.21152775195694512	1.2572680768687012
252	332.2436	3.564	0.3691367797461472	-0.9020853628932485
253	342.1919	3.792	0.030786207176488733	2.190220433792968
254	261.1814	4.201	0.0020911256408107873	3.1578095578596423
255	328.2125	3.661	0.853551085426622	0.1850579097701226
256	1030.9886	5.629	0.3509928788916362	-0.9369589323067317
257	300.1813	3.782	0.6251068421340356	0.4901125313909782
258	130.0502	3.404	0.8630417379394122	-0.1729394435927548
259	357.0507	3.561	0.2147256078575325	1.248446462536195
260	330.2265	3.391	0.052320182938085116	1.9634180040729976
261	400.1431	0.657	0.7936745864289695	0.26222792529631306
262	385.2437	0.797	0.7201031801746588	-0.3593137282500366
263	167.0928	2.036	0.1876278899309677	1.3265260546073037
264	142.0865	2.801	0.7366827960930609	-0.3371683608197551
265	151.1445	5.134	0.1125856370298016	-1.6004771083573766
266	256.1183	3.932	0.006576237484235566	2.7745134684371493
267	203.1506	8.448	0.9822370149031258	0.0223191026252868
268	287.1639	2.341	0.1939908732423573	1.3074751727888636
269	137.0713	4.7	0.05022269476394002	1.98153425031905
270	145.1053	4.186	1.9295381482020255e-07	5.586980472676966
271	359.2629	3.312	0.0032245941808514583	3.0168813257140092
272	131.0269	0.782	0.38508279832815084	0.8723196917199187
273	245.0773	3.777	0.22035214064148914	-1.2331554907495297
274	292.1582	3.546	0.0020385358505092036	3.1659630110817303
275	288.1041	3.403	0.9394230267488599	0.07618263269348317
276	104.1079	4.04	0.012896014739250299	2.5311471803330927
277	579.3785	1.268	0.43577891797491564	0.7824226062381371
278	313.1339	2.947	0.07213711311751966	-1.8171059952217654
279	528.8484	5.06	0.0031187045549373725	3.0279054613798584
280	284.0099	5.675	0.14924319451154944	-1.4531810503065083
281	480.288	5.757	0.3726568245031261	0.8954463746364834
282	623.405	1.157	0.4568371434600351	0.7469083341657057
283	288.2175	3.067	0.06303330870530453	1.8794793475101854
284	281.1136	3.078	0.05417072499597405	1.9479394222494786
285	626.825	5.062	0.00015500301769725975	3.9297488866718955
286	302.1605	6.027	0.6784234657995938	-0.41580875372840254
287	228.1278	2.614	0.05034987231429505	-1.9804176642163673
288	365.1749	6.58	0.8761945780083318	0.15618668533868924
289	264.1194	6.279	0.05657932075687435	-1.9284501250730288
290	710.4531	1.551	0.36423266699909984	0.9114017525798163
291	206.1653	2.885	0.004946462285276947	2.873061062148018
292	170.0928	6.788	0.21247341231943617	-1.2546492586812976
293	334.1868	6.269	0.001677850714123861	-3.227828226479192
294	406.1327	5.819	0.0008550460173902687	-3.436085074242132
295	371.1681	2.694	0.10040891255021206	-1.657905990483554
296	263.1324	6.197	0.017316635685241076	-2.419399416068883
297	447.2999	1.026	0.9469168126578846	0.06674317437158907
298	310.202	3.266	0.08100708459796183	1.7623422240883506
299	154.0613	2.545	0.10804086973343323	-1.6212989370037372
300	346.223	5.332	0.22116239061010914	-1.2309770327353136
301	416.2134	5.455	0.7710168348090078	-0.29182013105170335
302	170.0927	6.166	0.029132243201350008	-2.2129163473084468
303	308.1862	3.145	0.3233819971740459	0.9923358205894398
304	265.0975	0.428	0.28107051700840163	-1.0836599682256072
305	154.0976	2.277	0.7840610729644395	-0.27475387361424686
306	358.259	3.167	0.9248642222901218	0.09454184055987006
307	170.0601	3.1	0.09766470293799404	1.671619091132103
308	360.2024	5.904	0.9004484129455611	-0.12540671578794443
309	265.1164	3.322	0.8474898632240064	-0.19281165667565756
310	302.197	4.384	0.6288511445775278	-0.48480931837839836
311	404.2754	0.797	0.7898100417153302	-0.2672581417505578
312	430.3018	0.792	0.9004289811080304	-0.12543132440294807
313	456.9665	5.629	0.11377003887130338	-1.5951615463565014
314	426.195	0.737	0.5667908607301505	0.574653637425733
315	336.2176	3.089	0.002557481456588186	3.0928497032308706
316	233.1499	7.574	0.0028128001418194328	-3.0618180842681015
317	372.2238	3.412	0.22441674527688976	-1.2222852888709723
318	299.1	1.625	0.07410322361914286	1.8045045433228941
319	436.1326	2.669	0.05551249081859718	1.936994132460234
320	448.302	0.81	0.9232747206286664	0.09654809991687177
321	263.0818	0.429	0.326096874928524	-0.9867566948870313
322	150.0583	1.808	0.37158752558651087	0.8974589365906476
323	175.0715	3.325	0.28746293811467716	-1.069290079688814
324	337.1763	3.653	0.1193934205443891	-1.5705105262957817
325	303.0747	3.401	0.46409218437293864	0.7348909374703744
326	274.1191	3.659	0.5737662591867936	0.5643332000836724
327	270.0023	5.631	0.7687143338409665	-0.29484135938650247
328	105.0342	2.992	0.21973910919028142	1.234807579644089
329	167.0751	2.839	0.616214667305889	-0.502763100797212
330	1008.0308	5.634	0.5225569235612944	0.6416235032209926
331	146.1178	6.099	0.010957485332224338	2.5914596909823677
332	267.1242	3.404	0.9722825126890352	0.03483107625897624
333	316.2124	3.539	0.11117327295644827	1.606874559711994
334	188.0707	3.954	0.7879498539942312	-0.2696818494200324
335	229.119	6.108	0.5478126004130358	-0.6030520968180756
336	714.2435	7.457	0.5289121729775956	-0.6318290366729665
337	297.1814	2.829	0.04208828629291123	2.0585292100466077
338	296.1862	3.286	0.05801833012592506	1.9171383880670076
339	174.1489	3.068	0.07923551802783471	1.7728692825543124
340	274.1437	0.405	0.862634147188166	-0.17345935049067684
341	100.0766	2.428	0.23158966906843748	1.203445413158601
342	242.1583	4.699	0.17935123571397427	-1.3520450712244645
343	294.1702	0.501	0.29361684070357014	1.055661652933036
344	421.318	0.542	6.700782808402832e-06	-4.748924150083132
345	372.2386	3.554	0.008192699545339072	2.6967721618934313
346	509.2577	3.513	0.6819005078148095	0.41104682912444823
347	316.2485	2.858	0.49801567071971864	0.6800463941523868
348	636.3807	3.581	0.3850827983281506	0.872319691719919
349	339.2367	2.886	0.35968080778866085	0.9201204289552931
350	464.1923	3.469	0.3886389241784055	0.8657868723878519
351	383.0438	0.419	0.10442249277584195	1.6383855466214041
352	292.9603	5.648	0.07466993522282205	-1.8009238393196434
353	292.9603	5.606	0.2936148782162742	1.0556659678551943
354	474.3278	0.801	0.14620502518892936	1.464234959878669
355	377.2634	0.542	2.6635781700946674e-07	-5.513562914229706
356	137.0461	2.046	0.16548833431102566	-1.39685708608803
357	456.9665	5.65	0.45668172702088816	0.7471669518214131
358	492.3285	0.871	0.6055150726747176	0.5180934321471609
359	250.9835	4.968	0.5988073584259168	0.5277669019471706
360	229.155	5.481	0.687487132976301	-0.40341533833559345
361	260.1973	8.488	0.2403074763782216	-1.181105516242559
362	324.1927	4.819	0.7353357561035938	-0.3389612418379996
363	156.0771	6.05	0.2175510229198802	-1.2407318882099576
364	623.4049	1.367	0.3850827983281506	0.8723196917199189
365	338.1462	3.341	0.11374688056424002	1.5952650552268006
366	129.0662	1.431	1.093609014176662e-05	-4.6269666666228275
367	402.2855	3.337	0.01869642513460952	2.3897454594389393
368	118.0869	4.21	1.7763719030355134e-06	-5.071048924625372
369	247.0869	0.429	0.33814439103162663	-0.9623606563041889
370	461.2796	3.482	0.8000971339149296	-0.2538828496665932
371	255.098	3.535	0.5704157290219505	0.5692828516279057
372	258.1106	6.047	0.03774033379933402	-2.1050851316852244
373	170.0928	7.329	0.046804218574931264	2.012489195622433
374	465.2315	3.485	0.9261506736766402	-0.09291837108715817
375	393.2141	3.415	0.6252970751545393	0.4898427625328707
376	443.2221	2.983	0.3850827983281506	0.8723196917199189
377	335.164	2.353	0.008096393815589596	2.700994215923354
378	566.2033	2.339	0.004666532521414858	-2.892932238910025
379	276.1448	5.996	0.4642782540789744	0.7345841329485563
380	384.2751	2.923	0.11897770925793136	1.5723008349127017
381	218.1581	6.149	0.36741805558425167	0.9053414784896928
382	306.1554	6.378	0.0022541194710174275	-3.133698830473198
383	293.0638	5.067	0.13655781141485449	-1.5005629261623283
384	166.0724	2.454	0.0023984351773326394	3.1136678189018
385	281.1136	4.096	0.6202029186039589	-0.49707925816595266
386	344.2285	1.383	0.7049149959559449	0.37975746825679946
387	722.5055	0.722	0.002495476402851156	3.1008188637785725
388	399.1629	2.565	0.06113819390061748	-1.893403762185781
389	253.1185	2.396	0.3415582479778707	0.9555512108455062
390	313.2207	2.977	0.7832785858321398	0.27577530713442333
391	198.0876	4.86	0.0019323790885389307	-3.183036062885403
392	241.2223	2.979	0.541828352085514	0.612108074493416
393	190.0501	2.909	0.0017234233589490402	-3.219361882130011
394	386.2752	0.788	0.3566619427686688	-0.9259416284614477
395	282.1931	6.305	0.6696578639298605	0.4278561403237789
396	254.139	3.036	0.03761063502194993	2.106543564673777
397	242.1583	5.848	0.02900930584392725	-2.2146478569805614
398	283.1292	3.051	0.0031275077599155774	3.026975870565659
399	239.1006	4.478	0.03787982225185541	2.103521437095784
400	302.1969	3.298	0.5686600679855598	0.5718820529752414
401	126.0666	2.87	0.7089977397500608	0.3742465862984061
402	204.1534	7.87	0.5494072246874856	-0.6006473520544622
403	243.098	6.672	0.47852652591210365	-0.7112924448613412
404	263.1031	3.78	0.41681846144294055	-0.8152681128275397
405	245.0923	3.1	0.11871041846773757	1.5734545831046096
406	314.1605	5.842	0.06273844600036091	-1.88162257169555
407	146.0812	2.149	0.0028431293746067716	3.0583070890369806
408	326.1118	3.512	0.7024952782780742	-0.3830290863368164
409	393.1165	5.457	0.8944423633452596	-0.13301654622801604
410	232.0639	2.375	0.016731787624673932	2.4326075482262124
411	293.1478	3.034	0.8376261784703579	0.20545493954662622
412	328.1762	2.996	0.6905292439809912	0.3992696952341575
413	476.3071	1.694	0.5869041914024274	0.5450569392547718
414	476.307	1.653	0.3925652203640103	0.858616782009773
415	628.8225	5.06	0.01574179306143276	2.455933337247647
416	166.0499	0.647	0.6716120022895202	0.4251650203473553
417	505.306	3.509	0.8554282598386568	0.1826588544781003
418	236.1222	2.199	0.05065997046859002	-1.9777051022716186
419	421.2051	3.45	0.5686708885062491	-0.5718660216340201
420	168.1131	1.874	0.7906767476353316	-0.266129420091307
421	291.1637	6.134	0.004530890496216693	-2.9029580018112364
422	326.197	3.729	0.13495086572977788	1.506807572327749
423	294.0258	4.95	0.13109742091446686	1.5220234651270446
424	260.059	0.52	0.44741226976290027	-0.7626837040916629
425	320.1861	0.647	0.6404459311337112	0.4684730781486029
426	176.8755	5.048	0.11985323484091227	-1.568536046545205
427	356.1162	0.402	0.12283889456990797	1.5558597001623258
428	246.1075	2.048	0.0006582789720237506	-3.5146197576127562
429	323.0736	2.681	0.04772328063187616	2.0039822658359814
430	397.1973	4.411	0.4494396499171166	0.7592742805751936
431	121.0289	3.648	0.021581966241772593	2.333534429848466
432	549.3322	3.537	0.6235266105852328	0.4923548448045277
433	402.2341	4.055	0.8106975128540927	0.2401479821215699
434	100.0766	0.828	0.470331608617375	0.7246404808508121
435	694.0248	5.662	0.41354718019275594	0.821024345343555
436	604.2454	6.671	0.4617238173253083	0.7388021567676788
437	417.253	3.452	0.5807923071116532	-0.5539986342064818
438	357.2471	2.979	0.1312090149657119	1.5215779084736143
439	331.2312	3.79	0.0002260050879595796	3.8243419103284615
440	448.0162	5.669	0.597749026567995	-0.5292976952044602
441	126.0225	4.572	0.08914163502144985	-1.7163060316909255
442	409.02	7.95	0.03321721482343228	2.158718219515346
443	191.0665	6.582	0.23601888691856437	1.1920212427167631
444	296.1501	3.585	0.35745095714483255	0.924417164833352
445	146.1178	5.885	0.0475260108029407	-2.005796358019235
446	355.1732	6.345	4.332714834979261e-05	4.273599990192718
447	344.2075	5.293	0.07760168663377422	1.782751478286944
448	567.9908	5.631	0.21620802212168172	1.2443896611693301
449	479.132	5.226	0.6880348154911773	0.40266846880231577
450	249.1023	0.429	0.39872448597570975	-0.8474571842698174
451	261.145	6.454	0.1539880011977371	-1.436261267010525
452	244.1374	3.322	0.8531424313331135	-0.18558031750445725
453	555.1968	6.631	0.22939880490650078	-1.2091545003418431
454	140.082	1.726	0.05036575713404265	1.9802783681434049
455	147.0918	2.882	0.00402597315593214	2.9428784201315676
456	374.9634	5.638	0.09122758590137016	-1.7050577037005799
457	204.1534	7.902	0.09695961334938887	-1.675192863135744
458	332.1712	6.067	0.7298509616633545	-0.34627281490844414
459	136.9405	5.062	0.013045492142999637	2.5268425688956784
460	139.0583	4.427	0.0203854636258805	2.355982996095891
461	362.1518	2.115	0.2802400363278317	-1.0855432946807697
462	208.1332	2.971	0.8648030290244769	0.17069334983120285
463	285.1814	2.868	0.7106362637812	-0.37203813715614553
464	258.1089	3.81	0.9744219428239054	0.03214159519982997
465	247.1736	3.7	0.2778460342114595	-1.090993937013671
466	318.3009	1.143	0.04383050801897271	2.041028717718611
467	402.2857	3.479	0.9026910285091627	-0.12256716284022251
468	336.1057	5.828	0.039989145970880456	2.0804610831177435
469	302.1354	6.306	0.5402368861785216	-0.6145249392019431
470	552.2145	3.405	0.009157225797476836	2.656804818722119
471	306.2066	0.556	0.2957220606103697	1.051044158714469
472	258.1168	2.553	0.06871828398761333	-1.8397150558278674
473	226.0025	0.622	0.030572458556649796	2.193092809208755
474	250.111	0.704	0.630661583509733	-0.48225004521538556
475	710.4535	1.39	0.38508279832815084	0.8723196917199187
476	342.2284	3.357	0.08214335211462181	1.755689697032288
