massfeature_rows	m/z	retention_time	p_value	statistic	CompoundID_from_user
row393	392.0	241.2223	2.979	0.5418283520855136	0.6121080744934166
row394	393.0	190.0501	2.909	0.0017234233589490293	-3.2193618821300127
row395	394.0	386.2752	0.788	0.35666194276866847	-0.9259416284614485
row396	395.0	282.1931	6.305	0.6696578639298638	0.4278561403237743
row397	396.0	254.139	3.036	0.03761063502195011	2.1065435646737747
row398	397.0	242.1583	5.848	0.02900930584392725	-2.2146478569805614
row399	398.0	283.1292	3.051	0.0031275077599155774	3.026975870565659
row400	399.0	239.1006	4.478	0.03787982225185613	2.1035214370957767
row401	400.0	302.1969	3.298	0.5686600679855609	0.5718820529752398
row402	401.0	126.0666	2.87	0.7089977397500608	0.3742465862984061
row403	402.0	204.1534	7.87	0.5494072246874888	-0.6006473520544574
row404	403.0	243.098	6.672	0.47852652591210687	-0.7112924448613361
row405	404.0	263.1031	3.78	0.41681846144294243	-0.8152681128275364
row406	405.0	245.0923	3.1	0.11871041846773758	1.5734545831046094
row407	406.0	314.1605	5.842	0.06273844600036127	-1.8816225716955473
row408	407.0	146.0812	2.149	0.0028431293746067603	3.0583070890369815
row409	408.0	326.1118	3.512	0.7024952782780755	-0.3830290863368148
row410	409.0	393.1165	5.457	0.89444236334526	-0.13301654622801554
row411	410.0	232.0639	2.375	0.016731787624673932	2.4326075482262124
row412	411.0	293.1478	3.034	0.837626178470357	0.2054549395466273
row413	412.0	328.1762	2.996	0.6905292439809912	0.39926969523415745
row414	413.0	476.3071	1.694	0.5869041914024276	0.5450569392547717
row415	414.0	476.307	1.653	0.3925652203640101	0.8586167820097735
row416	415.0	628.8225	5.06	0.01574179306143276	2.4559333372476466
row417	416.0	166.0499	0.647	0.6716120022895191	0.42516502034735665
row418	417.0	505.306	3.509	0.8554282598386567	0.18265885447810035
row419	418.0	236.1222	2.199	0.05065997046859042	-1.9777051022716148
row420	419.0	421.2051	3.45	0.5686708885062493	-0.5718660216340199
row421	420.0	168.1131	1.874	0.7906767476353322	-0.26612942009130625
row422	421.0	291.1637	6.134	0.004530890496216711	-2.9029580018112355
row423	422.0	326.197	3.729	0.13495086572977794	1.5068075723277488
row424	423.0	294.0258	4.95	0.13109742091446663	1.5220234651270454
row425	424.0	260.059	0.52	0.44741226976290005	-0.7626837040916631
row426	425.0	320.1861	0.647	0.640445931133711	0.46847307814860334
row427	426.0	176.8755	5.048	0.11985323484091227	-1.568536046545205
row428	427.0	356.1162	0.402	0.12283889456990785	1.5558597001623262
row429	428.0	246.1075	2.048	0.0006582789720237536	-3.5146197576127554
row430	429.0	323.0736	2.681	0.047723280631876294	2.00398226583598
row431	430.0	397.1973	4.411	0.4494396499171166	0.7592742805751936
row432	431.0	121.0289	3.648	0.02158196624177248	2.3335344298484677
row433	432.0	549.3322	3.537	0.6235266105852326	0.49235484480452796
row434	433.0	402.2341	4.055	0.8106975128540927	0.2401479821215699
row435	434.0	100.0766	0.828	0.47033160861737455	0.7246404808508127
row436	435.0	694.0248	5.662	0.41354718019275594	0.8210243453435551
row437	436.0	604.2454	6.671	0.4617238173253083	0.7388021567676788
row438	437.0	417.253	3.452	0.580792307111653	-0.553998634206482
row439	438.0	357.2471	2.979	0.1312090149657116	1.5215779084736154
row440	439.0	331.2312	3.79	0.00022600508795957679	3.824341910328465
row441	440.0	448.0162	5.669	0.5977490265679954	-0.5292976952044595
row442	441.0	126.0225	4.572	0.08914163502144985	-1.7163060316909255
row443	442.0	409.02	7.95	0.03321721482343228	2.158718219515346
row444	443.0	191.0665	6.582	0.23601888691856476	1.192021242716762
row445	444.0	296.1501	3.585	0.35745095714483277	0.9244171648333516
row446	445.0	146.1178	5.885	0.047526010802940395	-2.0057963580192375
row447	446.0	355.1732	6.345	4.332714834979187e-05	4.273599990192722
row448	447.0	344.2075	5.293	0.07760168663377391	1.782751478286946
row449	448.0	567.9908	5.631	0.21620802212168172	1.2443896611693301
row450	449.0	479.132	5.226	0.6880348154911744	0.40266846880231966
row451	450.0	249.1023	0.429	0.3987244859757094	-0.8474571842698182
row452	451.0	261.145	6.454	0.15398800119773903	-1.436261267010518
row453	452.0	244.1374	3.322	0.8531424313331148	-0.1855803175044557
