SpectrumId,SubmissionId,name
369000,138,"#1 100.0300@7.8953 MS1+"
369001,138,"#2 441.2700@51.6142 MS1+"
369002,138,"#3 441.2300@51.7018 MS1+"
369003,138,"#4 147.0300@8.7085 MS1+"
369004,138,"#5 441.2500@51.5953 MS1+"
369005,138,"#6 147.0300@13.6627 MS1+"
369006,138,"#7 383.1200@23.7588 MS1+"
369007,138,"#8 164.9600@8.8524 MS1+"
369008,138,"#9 147.0800@51.5830 MS1+"
369009,138,"#10 383.1100@23.7713 MS1+"
369010,138,"#11 313.2100@34.1867 MS1+"
369011,138,"#12 186.1200@15.7333 MS1+"
369012,138,"#13 313.2000@34.2242 MS1+"
369013,138,"#14 213.0900@8.0079 MS1+"
369014,138,"#15 313.2100@34.3180 MS1+"
369015,138,"#16 341.2300@38.9220 MS1+"
369016,138,"#17 147.0200@13.6565 MS1+"
369017,138,"#18 383.1200@23.8652 MS1+"
369018,138,"#19 164.9600@8.9274 MS1+"
369019,138,"#20 313.2000@34.3805 MS1+"
369020,138,"#21 383.1200@23.9340 MS1+"
369021,138,"#22 341.2400@38.9407 MS1+"
369022,138,"#23 321.1100@46.1157 MS1+"
369023,138,"#24 341.2400@39.0408 MS1+"
369024,138,"#25 313.2000@34.4430 MS1+"
369025,138,"#26 206.9900@8.4645 MS1+"
369026,138,"#27 341.2300@38.9595 MS1+"
369027,138,"#28 321.1100@46.1470 MS1+"
369028,138,"#29 147.0300@11.9925 MS1+"
369029,138,"#30 152.0100@6.8256 MS1+"
369030,138,"#31 383.1200@23.8653 MS1+"
369031,138,"#32 341.2300@39.2412 MS1+"
369032,138,"#33 186.0500@14.4384 MS1+"
369033,138,"#34 147.0300@10.9291 MS1+"
369034,138,"#35 213.0800@7.9891 MS1+"
369035,138,"#36 441.2800@51.7080 MS1+"
369036,138,"#37 147.0300@19.6617 MS1+"
369037,138,"#38 147.0300@19.7618 MS1+"
369038,138,"#39 321.1100@46.2220 MS1+"
369039,138,"#40 147.0300@10.9103 MS1+"
369040,138,"#41 221.0400@15.9336 MS1+"
369041,138,"#42 147.0300@19.9620 MS1+"
369042,138,"#43 147.0200@6.7193 MS1+"
369043,138,"#44 321.1100@46.1908 MS1+"
369044,138,"#45 147.0300@13.3688 MS1+"
369045,138,"#46 127.0200@6.4128 MS1+"
369046,138,"#47 159.0700@16.5965 MS1+"
369047,138,"#48 111.0800@6.3189 MS1+"
369048,138,"#49 111.0700@6.6880 MS1+"
369049,138,"#50 122.9500@6.4940 MS1+"
369050,138,"#51 344.3900@33.4423 MS1+"
369051,138,"#52 111.0800@6.5316 MS1+"
369052,138,"#53 119.0000@7.5074 MS1+"
369053,138,"#54 147.0200@11.9613 MS1+"
369054,138,"#55 152.9600@7.4699 MS1+"
369055,138,"#56 262.0800@19.1863 MS1+"
369056,138,"#57 147.0300@12.9185 MS1+"
369057,138,"#58 262.0700@19.2300 MS1+"
369058,138,"#59 283.0800@20.4123 MS1+"
369059,138,"#60 206.9900@8.4958 MS1+"
369060,138,"#61 271.1600@46.5223 MS1+"
369061,138,"#62 271.1700@46.7850 MS1+"
369062,138,"#63 417.1500@19.6805 MS1+"
