,position,name,ms_level,polarity,retention_time,height,area,mz,neutral_mass,adducts,p_value,quantitation_mass,C1.mzXML retention_time,C1.mzXML height,C1.mzXML area,C1.mzXML mz,C10.mzXML retention_time,C10.mzXML height,C10.mzXML area,C10.mzXML mz,C11.mzXML retention_time,C11.mzXML height,C11.mzXML area,C11.mzXML mz,C12.mzXML retention_time,C12.mzXML height,C12.mzXML area,C12.mzXML mz,C13.mzXML retention_time,C13.mzXML height,C13.mzXML area,C13.mzXML mz,C14.mzXML retention_time,C14.mzXML height,C14.mzXML area,C14.mzXML mz,C15.mzXML retention_time,C15.mzXML height,C15.mzXML area,C15.mzXML mz,C16.mzXML retention_time,C16.mzXML height,C16.mzXML area,C16.mzXML mz,C17.mzXML retention_time,C17.mzXML height,C17.mzXML area,C17.mzXML mz,C18.mzXML retention_time,C18.mzXML height,C18.mzXML area,C18.mzXML mz,C19.mzXML retention_time,C19.mzXML height,C19.mzXML area,C19.mzXML mz,C2.mzXML retention_time,C2.mzXML height,C2.mzXML area,C2.mzXML mz,C20.mzXML retention_time,C20.mzXML height,C20.mzXML area,C20.mzXML mz,C21.mzXML retention_time,C21.mzXML height,C21.mzXML area,C21.mzXML mz,C22.mzXML retention_time,C22.mzXML height,C22.mzXML area,C22.mzXML mz,C23.mzXML retention_time,C23.mzXML height,C23.mzXML area,C23.mzXML mz,C24.mzXML retention_time,C24.mzXML height,C24.mzXML area,C24.mzXML mz,C25.mzXML retention_time,C25.mzXML height,C25.mzXML area,C25.mzXML mz,C26.mzXML retention_time,C26.mzXML height,C26.mzXML area,C26.mzXML mz,C27.mzXML retention_time,C27.mzXML height,C27.mzXML area,C27.mzXML mz,C28.mzXML retention_time,C28.mzXML height,C28.mzXML area,C28.mzXML mz,C29.mzXML retention_time,C29.mzXML height,C29.mzXML area,C29.mzXML mz,C3.mzXML retention_time,C3.mzXML height,C3.mzXML area,C3.mzXML mz,C30.mzXML retention_time,C30.mzXML height,C30.mzXML area,C30.mzXML mz,C31.mzXML retention_time,C31.mzXML height,C31.mzXML area,C31.mzXML mz,C32.mzXML retention_time,C32.mzXML height,C32.mzXML area,C32.mzXML mz,C33.mzXML retention_time,C33.mzXML height,C33.mzXML area,C33.mzXML mz,C34.mzXML retention_time,C34.mzXML height,C34.mzXML area,C34.mzXML mz,C35.mzXML retention_time,C35.mzXML height,C35.mzXML area,C35.mzXML mz,C36.mzXML retention_time,C36.mzXML height,C36.mzXML area,C36.mzXML mz,C37.mzXML retention_time,C37.mzXML height,C37.mzXML area,C37.mzXML mz,C38.mzXML retention_time,C38.mzXML height,C38.mzXML area,C38.mzXML mz,C39.mzXML retention_time,C39.mzXML height,C39.mzXML area,C39.mzXML mz,C4.mzXML retention_time,C4.mzXML height,C4.mzXML area,C4.mzXML mz,C40.mzXML retention_time,C40.mzXML height,C40.mzXML area,C40.mzXML mz,C41.mzXML retention_time,C41.mzXML height,C41.mzXML area,C41.mzXML mz,C42.mzXML retention_time,C42.mzXML height,C42.mzXML area,C42.mzXML mz,C43.mzXML retention_time,C43.mzXML height,C43.mzXML area,C43.mzXML mz,C44.mzXML retention_time,C44.mzXML height,C44.mzXML area,C44.mzXML mz,C45.mzXML retention_time,C45.mzXML height,C45.mzXML area,C45.mzXML mz,C46.mzXML retention_time,C46.mzXML height,C46.mzXML area,C46.mzXML mz,C47.mzXML retention_time,C47.mzXML height,C47.mzXML area,C47.mzXML mz,C48.mzXML retention_time,C48.mzXML height,C48.mzXML area,C48.mzXML mz,C49.mzXML retention_time,C49.mzXML height,C49.mzXML area,C49.mzXML mz,C5.mzXML retention_time,C5.mzXML height,C5.mzXML area,C5.mzXML mz,C50.mzXML retention_time,C50.mzXML height,C50.mzXML area,C50.mzXML mz,C51.mzXML retention_time,C51.mzXML height,C51.mzXML area,C51.mzXML mz,C52.mzXML retention_time,C52.mzXML height,C52.mzXML area,C52.mzXML mz,C53.mzXML retention_time,C53.mzXML height,C53.mzXML area,C53.mzXML mz,C54.mzXML retention_time,C54.mzXML height,C54.mzXML area,C54.mzXML mz,C55.mzXML retention_time,C55.mzXML height,C55.mzXML area,C55.mzXML mz,C56.mzXML retention_time,C56.mzXML height,C56.mzXML area,C56.mzXML mz,C57.mzXML retention_time,C57.mzXML height,C57.mzXML area,C57.mzXML mz,C58.mzXML retention_time,C58.mzXML height,C58.mzXML area,C58.mzXML mz,C59.mzXML retention_time,C59.mzXML height,C59.mzXML area,C59.mzXML mz,C6.mzXML retention_time,C6.mzXML height,C6.mzXML area,C6.mzXML mz,C7.mzXML retention_time,C7.mzXML height,C7.mzXML area,C7.mzXML mz,C8.mzXML retention_time,C8.mzXML height,C8.mzXML area,C8.mzXML mz,C9.mzXML retention_time,C9.mzXML height,C9.mzXML area,C9.mzXML mz,QC01.mzXML retention_time,QC01.mzXML height,QC01.mzXML area,QC01.mzXML mz,QC02.mzXML retention_time,QC02.mzXML height,QC02.mzXML area,QC02.mzXML mz,QC03.mzXML retention_time,QC03.mzXML height,QC03.mzXML area,QC03.mzXML mz,QC04.mzXML retention_time,QC04.mzXML height,QC04.mzXML area,QC04.mzXML mz,QC05.mzXML retention_time,QC05.mzXML height,QC05.mzXML area,QC05.mzXML mz,QC06.mzXML retention_time,QC06.mzXML height,QC06.mzXML area,QC06.mzXML mz,QC07.mzXML retention_time,QC07.mzXML height,QC07.mzXML area,QC07.mzXML mz,QC08.mzXML retention_time,QC08.mzXML height,QC08.mzXML area,QC08.mzXML mz,QC09.mzXML retention_time,QC09.mzXML height,QC09.mzXML area,QC09.mzXML mz,QC10.mzXML retention_time,QC10.mzXML height,QC10.mzXML area,QC10.mzXML mz,QC11.mzXML retention_time,QC11.mzXML height,QC11.mzXML area,QC11.mzXML mz,QC12.mzXML retention_time,QC12.mzXML height,QC12.mzXML area,QC12.mzXML mz,QC13.mzXML retention_time,QC13.mzXML height,QC13.mzXML area,QC13.mzXML mz,QC14.mzXML retention_time,QC14.mzXML height,QC14.mzXML area,QC14.mzXML mz,S1.mzXML retention_time,S1.mzXML height,S1.mzXML area,S1.mzXML mz,S10.mzXML retention_time,S10.mzXML height,S10.mzXML area,S10.mzXML mz,S11.mzXML retention_time,S11.mzXML height,S11.mzXML area,S11.mzXML mz,S12.mzXML retention_time,S12.mzXML height,S12.mzXML area,S12.mzXML mz,S13.mzXML retention_time,S13.mzXML height,S13.mzXML area,S13.mzXML mz,S14.mzXML retention_time,S14.mzXML height,S14.mzXML area,S14.mzXML mz,S15.mzXML retention_time,S15.mzXML height,S15.mzXML area,S15.mzXML mz,S16.mzXML retention_time,S16.mzXML height,S16.mzXML area,S16.mzXML mz,S17.mzXML retention_time,S17.mzXML height,S17.mzXML area,S17.mzXML mz,S18.mzXML retention_time,S18.mzXML height,S18.mzXML area,S18.mzXML mz,S19.mzXML retention_time,S19.mzXML height,S19.mzXML area,S19.mzXML mz,S2.mzXML retention_time,S2.mzXML height,S2.mzXML area,S2.mzXML mz,S20.mzXML retention_time,S20.mzXML height,S20.mzXML area,S20.mzXML mz,S21.mzXML retention_time,S21.mzXML height,S21.mzXML area,S21.mzXML mz,S22.mzXML retention_time,S22.mzXML height,S22.mzXML area,S22.mzXML mz,S23.mzXML retention_time,S23.mzXML height,S23.mzXML area,S23.mzXML mz,S24.mzXML retention_time,S24.mzXML height,S24.mzXML area,S24.mzXML mz,S25.mzXML retention_time,S25.mzXML height,S25.mzXML area,S25.mzXML mz,S26.mzXML retention_time,S26.mzXML height,S26.mzXML area,S26.mzXML mz,S27.mzXML retention_time,S27.mzXML height,S27.mzXML area,S27.mzXML mz,S28.mzXML retention_time,S28.mzXML height,S28.mzXML area,S28.mzXML mz,S29.mzXML retention_time,S29.mzXML height,S29.mzXML area,S29.mzXML mz,S3.mzXML retention_time,S3.mzXML height,S3.mzXML area,S3.mzXML mz,S30.mzXML retention_time,S30.mzXML height,S30.mzXML area,S30.mzXML mz,S31.mzXML retention_time,S31.mzXML height,S31.mzXML area,S31.mzXML mz,S32.mzXML retention_time,S32.mzXML height,S32.mzXML area,S32.mzXML mz,S33.mzXML retention_time,S33.mzXML height,S33.mzXML area,S33.mzXML mz,S34.mzXML retention_time,S34.mzXML height,S34.mzXML area,S34.mzXML mz,S35.mzXML retention_time,S35.mzXML height,S35.mzXML area,S35.mzXML mz,S36.mzXML retention_time,S36.mzXML height,S36.mzXML area,S36.mzXML mz,S37.mzXML retention_time,S37.mzXML height,S37.mzXML area,S37.mzXML mz,S38.mzXML retention_time,S38.mzXML height,S38.mzXML area,S38.mzXML mz,S39.mzXML retention_time,S39.mzXML height,S39.mzXML area,S39.mzXML mz,S4.mzXML retention_time,S4.mzXML height,S4.mzXML area,S4.mzXML mz,S40.mzXML retention_time,S40.mzXML height,S40.mzXML area,S40.mzXML mz,S41.mzXML retention_time,S41.mzXML height,S41.mzXML area,S41.mzXML mz,S42.mzXML retention_time,S42.mzXML height,S42.mzXML area,S42.mzXML mz,S43.mzXML retention_time,S43.mzXML height,S43.mzXML area,S43.mzXML mz,S44.mzXML retention_time,S44.mzXML height,S44.mzXML area,S44.mzXML mz,S45.mzXML retention_time,S45.mzXML height,S45.mzXML area,S45.mzXML mz,S5.mzXML retention_time,S5.mzXML height,S5.mzXML area,S5.mzXML mz,S6.mzXML retention_time,S6.mzXML height,S6.mzXML area,S6.mzXML mz,S7.mzXML retention_time,S7.mzXML height,S7.mzXML area,S7.mzXML mz,S8.mzXML retention_time,S8.mzXML height,S8.mzXML area,S8.mzXML mz,S9.mzXML retention_time,S9.mzXML height,S9.mzXML area,S9.mzXML mz,VIP
72113,13612,#13612 160.0619@0.895 MS1-,1,-,0.895,6666.0428,743.2684,160.0619,,,0,160.0619,,,,,,,,,,,,,0.908,2774.5119,216.4504,160.0618,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9076,2046.3296,158.1567,160.0615,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9035,1652.762,147.7737,160.0623,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8788,1715.3618,136.7535,160.0616,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9041,3857.2486,322.5907,160.0626,,,,,,,,,,,,,0.899,4393.856,384.1658,160.062,0.8944,3939.2506,298.5865,160.0613,0.896,4620.4997,360.2374,160.0615,0.8954,4162.255,394.6563,160.0613,0.9046,3824.7344,368.274,160.0614,0.8986,3671.9794,390.2751,160.0617,0.9057,4498.7046,344.6092,160.0616,0.894,4268.2357,373.5622,160.0618,0.8869,3806.7951,394.7935,160.062,0.8934,4145.0056,399.0132,160.062,0.8781,3966.9775,400.0891,160.062,0.8779,4141.6669,376.1611,160.0622,0.9025,4935.5962,452.1726,160.0624,0.899,4360.3702,388.1676,160.0624,0.8874,4283.641,399.3256,160.0619,0.8937,4878.5484,291.4287,160.0623,,,,,,,,,0.886,3844.2953,360.9343,160.0617,,,,,0.887,3672.691,335.5339,160.0616,,,,,0.8933,2751.6739,283.8379,160.0618,0.9259,2371.3888,181.572,160.0619,0.899,2748.6712,263.0086,160.0621,0.8846,3737.4815,246.2459,160.0616,0.877,2491.7956,185.7168,160.0619,0.8828,3604.2606,253.448,160.0615,0.8799,3255.3417,201.0079,160.0617,0.8899,1961.095,161.0605,160.0626,0.8996,2337.4878,136.9611,160.0625,0.9131,2697.9127,304.5211,160.0616,0.8763,2451.5785,150.4695,160.062,0.8764,3149.8332,193.3641,160.0617,,,,,0.8847,2162.3279,146.6324,160.0616,0.8958,3488.2559,291.682,160.0622,0.9053,2867.0419,242.0206,160.0616,0.8882,2259.4146,141.6416,160.0624,0.8757,1915.1486,137.4889,160.0624,0.8792,2090.8589,201.8487,160.0618,0.9172,2254.6542,182.2087,160.0617,,,,,0.8979,6633.0218,739.5866,160.0619,0.8954,2368.2139,189.945,160.0615,0.8861,2696.7427,158.4838,160.0619,0.9384,1770.7127,156.1305,160.0618,0.8869,4052.5761,323.1297,160.0616,0.8903,2431.8657,241.0773,160.0621,0.8804,2040.4634,242.6978,160.062,0.8946,4293.7081,449.7316,160.0623,0.9027,1796.9011,90.5177,160.0619,0.8843,2420.1461,164.5682,160.0625,0.9324,4174.8817,492.6644,160.0615,,,,,0.9263,2109.0303,189.8996,160.0619,,,,,0.8943,3196.3856,234.5592,160.0618,0.8861,3159.1273,340.1615,160.0622,5.809751376
72112,5774,#5774 160.0258@5.505 MS1-,1,-,5.505,10212.5593,680.0592,160.0258,,,0,160.0258,5.5097,1847.4055,131.2213,160.0253,5.5057,3814.1415,253.4147,160.0256,5.4995,7685.7255,391.9972,160.0261,5.5063,3170.2414,222.7086,160.0252,5.501,2055.8259,149.4572,160.0262,5.5169,3316.6474,245.4275,160.0254,5.5114,1745.8769,99.6481,160.0261,5.5098,3788.0876,218.312,160.0255,5.4953,2695.662,189.2324,160.0262,,,,,5.517,5829.4897,330.3751,160.026,5.5014,3306.7457,162.1854,160.0256,,,,,5.5227,1644.4268,82.4034,160.0254,5.5009,1353.9116,65.7904,160.0262,5.5071,1439.9086,69.7081,160.0254,5.496,2328.4719,125.6312,160.0252,,,,,5.5064,2986.6551,142.3934,160.0256,5.5016,4013.2098,261.0377,160.0256,5.4954,4260.3232,336.4713,160.0253,5.4928,2308.2002,165.0431,160.0261,5.502,4756.4471,355.6121,160.0258,5.5029,2393.0542,171.8724,160.026,,,,,5.5094,2128.8317,153.9871,160.0263,5.5126,3040.7286,224.5725,160.0261,,,,,5.5031,2066.1536,102.7062,160.0256,5.5059,2649.4037,173.1885,160.0254,5.5019,2035.4626,133.6566,160.0263,5.509,2607.5967,118.858,160.0261,5.5007,2176.7947,149.6634,160.0259,5.4967,3176.3934,187.2833,160.026,5.4978,3015.639,172.5603,160.0263,,,,,5.5151,2420.9155,161.1346,160.026,5.5333,3275.0245,226.5449,160.0257,5.5087,4403.9165,285.6256,160.0262,5.525,3511.3602,188.5978,160.0259,,,,,5.5049,1379.8278,46.8224,160.0256,,,,,5.5009,1189.7354,46.1232,160.0261,,,,,5.5136,2056.5952,123.0117,160.0258,5.5196,2980.5134,206.7565,160.0258,5.5082,2219.1341,127.1352,160.0251,,,,,5.4978,3303.907,274.9272,160.0258,5.5073,4126.6735,211.1143,160.0256,5.5223,4193.5196,212.2392,160.0253,5.5116,3438.0294,156.4498,160.0253,5.5117,1197.6848,54.6704,160.026,5.5084,2962.4585,173.4785,160.0258,5.4979,6032.4455,416.1853,160.0265,,,,,5.509,1759.4074,103.606,160.0259,,,,,5.5049,8149.38,418.2721,160.0255,5.5089,6286.5041,328.6621,160.0254,5.5075,6540.1664,366.0622,160.0252,5.503,6505.9493,375.8543,160.0254,5.5039,7078.1568,416.5134,160.0254,5.5027,6827.3034,405.2993,160.0255,5.5018,7060.8288,429.985,160.0258,5.5052,6327.7624,403.9083,160.0255,5.502,6110.8056,384.6722,160.026,5.4984,6233.6085,394.5509,160.0258,5.5011,5417.0018,367.4449,160.0261,5.4998,5124.2381,378.225,160.0265,5.5036,5167.5141,390.6094,160.0264,5.4956,6003.4151,410.2293,160.0264,5.5018,8941.6555,575.1008,160.0256,5.5267,4473.9842,387.6188,160.0261,5.508,3535.9144,162.5004,160.0253,5.5022,3354.0251,234.7857,160.0259,5.5079,8726.0978,592.6432,160.0253,5.4985,3560.7028,244.4734,160.0263,5.5101,5105.948,216.554,160.0257,5.5044,4301.1306,271.7889,160.0254,5.5111,5856.0738,311.4227,160.0257,5.5129,5568.2737,223.4914,160.0254,5.5019,5618.4762,404.755,160.0262,5.4928,3032.1751,246.3635,160.0257,5.5081,4141.1142,183.1008,160.0256,5.5021,6146.3126,492.42,160.0257,5.5143,6307.3687,260.1295,160.0257,5.4911,4076.8271,337.6466,160.0262,5.496,2709.3996,190.4814,160.0265,5.5092,2969.5918,116.4677,160.0254,5.4952,9655.5857,652.4385,160.0263,5.5126,6396.219,349.4561,160.0253,5.5065,4519.8059,284.4316,160.0255,5.5055,3791.5716,205.3317,160.026,5.513,7483.6617,508.8358,160.0257,5.4975,7249.3364,491.3419,160.0257,5.5018,4085.2097,286.3813,160.0257,5.4885,4099.4222,263.981,160.0263,5.511,6900.367,355.3292,160.0255,5.5013,3409.1837,139.718,160.0257,5.5029,5736.9381,303.9511,160.0257,5.504,2419.8838,107.9576,160.0252,5.5036,5382.7747,383.9197,160.0255,5.5031,4310.1977,297.3077,160.0253,5.5076,2290.2136,82.1061,160.0251,5.4995,5490.4387,475.5436,160.0259,5.502,9010.767,600.0312,160.026,5.5077,6288.0701,346.8455,160.0261,5.4979,3094.3801,174.6917,160.0263,5.5114,2825.4333,78.5676,160.0256,5.5032,3375.679,194.2911,160.0264,5.509,5592.4752,172.3487,160.0255,5.503,7035.6138,436.2421,160.0259,5.5079,4800.2221,254.357,160.0254,5.5073,8419.8943,518.7161,160.0255,5.5005,3425.397,184.2485,160.0254,5.4954,6129.9584,438.8735,160.0259,5.044083437
72111,6806,#6806 174.0412@5.446 MS1-,1,-,5.446,10739.7355,349.209,174.0412,,,0,174.0412,5.4422,1442.3491,46.0354,174.0414,5.4427,2327.1178,81.912,174.0406,5.4482,2515.2609,90.5635,174.0414,5.4433,2188.314,78.3618,174.0409,5.4395,1755.659,53.5633,174.0414,5.4417,2903.4485,95.3238,174.0408,,,,,5.4568,2152.2791,70.8392,174.0411,5.433,2081.9078,73.8741,174.0419,,,,,5.4457,5690.8922,178.4841,174.0409,5.4387,3304.1456,101.8731,174.0407,,,,,,,,,5.4394,1130.5392,41.5645,174.0416,5.4545,1621.1175,48.871,174.0407,5.4433,1581.3241,54.7237,174.0406,,,,,5.453,2287.8643,67.3267,174.0411,5.4454,2120.5925,57.4696,174.0415,5.4422,2706.1301,87.2306,174.0406,5.4412,1773.822,53.0843,174.0415,5.4485,2714.4148,89.0074,174.041,5.4406,2062.4014,65.1989,174.0417,5.4338,2120.7533,65.4455,174.0414,5.4356,2051.4322,71.5487,174.0418,5.4413,1395.785,48.4391,174.0415,5.4556,1143.8622,32.7037,174.0416,,,,,5.4533,1435.5626,44.5298,174.0419,5.4385,1967.3579,60.6256,174.0415,5.4468,3336.9592,96.4922,174.0414,5.448,1393.5705,39.1734,174.0408,,,,,5.4464,2223.5921,72.1387,174.0418,5.4444,1407.1451,44.1485,174.0418,5.4417,1916.1242,66.654,174.041,5.449,2057.3815,64.8108,174.0412,5.4418,2872.1047,83.4539,174.0415,5.4539,2099.6404,84.257,174.0414,5.4552,1562.9869,71.456,174.0415,5.4626,969.2035,30.9224,174.0409,5.4513,1066.617,32.2602,174.041,5.4481,1206.4404,36.3646,174.0413,5.446,2304.8589,67.1456,174.0411,5.4506,1295.9938,41.7644,174.0406,5.441,2532.587,78.4939,174.0413,5.4456,1660.9129,59.5578,174.0406,5.4513,1286.1054,42.7552,174.0414,5.4408,2852.3831,92.8514,174.0413,5.4536,2787.1271,86.3529,174.0411,5.4491,2932.0721,78.7486,174.0407,5.4581,2591.8867,86.7892,174.0409,5.4585,1120.4455,38.1767,174.0411,5.4454,1986.0448,59.0735,174.041,5.4447,4499.531,149.375,174.0418,5.4581,1268.8518,39.6197,174.041,5.4463,1128.2849,29.044,174.0409,,,,,5.4421,5279.3475,184.085,174.0409,5.4459,4416.9413,137.7291,174.0412,5.4441,4533.5723,129.9396,174.0409,5.4502,4893.8197,141.1369,174.0409,5.451,5295.6106,152.3597,174.0408,5.4507,4144.852,138.5941,174.0406,5.4485,5118.0323,152.6294,174.0414,5.4476,4740.3983,136.9709,174.0408,5.4487,4285.3089,146.2111,174.0411,5.4457,4488.901,145.5805,174.0412,5.4393,4334.9321,138.7577,174.0415,5.4302,4011.1648,134.2428,174.0416,5.4365,4066.5468,131.8471,174.0416,5.4425,4338.2984,140.2591,174.0417,5.4389,3908.5839,128.3105,174.0411,5.4397,2498.1512,98.5633,174.0415,5.4454,2047.6272,68.4945,174.0405,5.4379,2917.111,90.175,174.0411,5.4433,6022.3231,185.4658,174.0407,5.4357,2067.406,70.3875,174.0419,5.4571,4520.4344,124.9404,174.041,5.4516,2874.9662,91.526,174.0411,5.4483,3560.275,118.9426,174.0411,5.4605,1954.3872,67.8976,174.0406,5.4399,4201.1598,132.4746,174.0411,5.44,2647.6014,89.9568,174.0409,5.4452,2006.2732,66.2216,174.0405,5.4483,4390.6395,153.3338,174.0407,5.4523,4610.2026,157.1121,174.0411,5.4398,2360.1308,76.5695,174.0419,5.4442,1987.0395,65.0272,174.042,5.4469,3802.256,111.7692,174.0411,5.4434,6164.6622,210.2633,174.0412,5.4505,4223.7967,117.2194,174.0409,5.4427,2580.4524,81.5672,174.041,5.4486,2134.2187,73.0978,174.0413,5.449,5685.0414,171.1046,174.041,5.4452,3797.9591,125.8252,174.0413,5.438,2994.6486,99.5299,174.0411,5.438,2421.4779,75.1192,174.0418,5.4578,8237.6419,263.4229,174.041,5.448,4363.4652,118.1634,174.041,5.4498,4611.9256,142.8065,174.041,5.4525,1063.5608,30.831,174.0411,5.4399,3591.6327,116.4802,174.0407,5.4409,2254.2286,74.7265,174.0412,5.455,2911.4933,71.6077,174.0413,5.4348,4198.0863,142.5867,174.0414,5.4496,9475.9063,308.1148,174.0414,5.4437,5618.5495,176.1851,174.0415,5.4452,2875.1902,96.6119,174.042,5.4498,5128.5828,172.5177,174.0411,5.44,4156.9635,141.2052,174.0414,5.4525,4137.6473,127.1972,174.0414,5.4497,5992.8512,199.5628,174.0413,5.4555,3120.3012,104.389,174.0411,5.444,6040.848,190.652,174.0409,5.4482,3135.6059,106.6794,174.0412,5.4326,4035.6934,145.1253,174.0415,5.042017655
72110,29919,#29919 250.0097@0.615 MS1-,1,-,0.615,23523.1491,1124.3096,250.0097,,,0,250.0097,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6966,2476.8897,69.4486,250.0096,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6159,4821.7799,422.1346,250.0098,0.6193,15722.4108,1385.0977,250.0098,0.5946,8356.2762,520.9761,250.0097,0.6319,6413.2672,633.9542,250.0095,,,,,0.6132,5285.6686,451.1433,250.0098,,,,,,,,,0.6067,18262.1804,872.857,250.0095,0.6112,6691.6874,627.7124,250.0095,,,,,0.5947,9527.1262,876.8877,250.0104,0.6264,6482.3028,547.782,250.01,0.6318,5589.8993,439.8082,250.0097,0.6109,6950.7014,539.6302,250.0099,,,,,0.6557,7189.8846,849.7685,250.01,0.619,6847.865,400.465,250.0094,,,,,0.6072,7712.5323,436.1205,250.01,0.6394,6009.7359,650.7656,250.0097,0.6317,5492.4649,623.4094,250.0098,0.5628,8774.7832,307.2345,250.0095,0.6285,6503.034,532.8454,250.0097,0.5891,11601.565,557.942,250.0092,0.6176,6930.8853,469.6526,250.0092,0.6014,5885.534,628.3638,250.0103,0.5904,8461.5273,912.2376,250.0095,0.6035,5337.2462,518.3437,250.0094,0.5929,10148.5657,598.4048,250.0096,,,,,0.6222,6716.1797,446.4707,250.0101,,,,,0.5924,6701.8502,335.1969,250.0087,5.005029815
