	m/z	retention_time	p-value	f-score
157	804.6301	6.1617	1.9982654310940553e-46	204.60777633554227
158	114.0261	0.4727	0.054169993760624875	2.965034189242639
159	656.5707	7.7656	0.3699836229372699	0.9999999999999992
160	860.692	7.5296	0.06824454624825552	2.726508895921207
161	1176.7683	5.4232	0.052705191865508615	2.9933860862722708
162	829.6433	6.1533	1.1972070289722997e-88	804.4869871962663
163	205.052	0.4557	0.05095482205689247	3.028329511274342
164	203.0324	0.4746	2.502242306750526e-06	13.903509465150522
165	1176.7803	5.4897	3.06970430438481e-06	13.666729432069019
166	614.519	6.0304	3.735480521138067e-57	300.3583938048815
167	815.5531	4.7853	7.493238428836912e-78	582.911300397098
168	506.3525	4.8765	1.3072101323253617e-39	156.47692668055362
169	589.4984	6.0228	0.7461334937705479	0.2933441847452376
170	809.5944	3.1341	1.5351242405071196e-141	3527.6755957027226
171	894.5516	4.9918	0.604056574700844	0.5055506118505039
172	838.5858	5.408	0.3699836229372699	1.0000000000000007
173	856.5805	5.6289	0.3699836229372699	1.0000000000000002
174	804.6179	6.1575	0.3699836229372699	0.9999999999999999
175	830.585	5.2562	0.005160007896881348	5.429505108755484
176	722.5134	5.4629	0.6590305895317184	0.4179862176225024
177	733.5505	4.4719	0.0002322701352681656	8.78322239383835
178	810.5639	5.2488	3.0529182819074274e-17	47.69457758216326
179	670.5985	8.0868	0.28027305033720795	1.2813350810793744
180	692.6174	7.8289	0.5063169108096948	0.6832615595006749
181	225.0632	0.4308	5.674369109404664e-38	146.14985112320622
182	858.6855	6.9408	0.3699836229372699	1.0000000000000007
183	311.1894	0.7731	0.3699836229372699	1.0000000000000002
184	827.5628	4.6868	3.1577226706044496e-51	244.1206136930269
185	136.8636	0.6227	1.1015103958683266e-10	26.234600906106778
186	879.5646	5.4488	0.13532104570982723	2.023273334007671
187	421.2259	3.1498	9.722132748365039e-76	546.4741391523578
188	685.5893	8.3972	0.3699836229372699	1.0000000000000004
189	205.019	0.4569	0.0021302198396127604	6.374226639297608
190	859.6813	6.8083	4.3232755567763084e-85	724.3767380043886
191	805.5675	5.0853	0.004277615668456603	5.628966521399546
192	667.5993	7.7644	1.4019262713827593e-05	11.92453573155775
193	686.6239	8.3972	0.10968192697250359	2.238483800347053
194	200.0623	0.4837	2.618225526432102e-34	124.60170929175554
195	505.3317	3.9074	0.05712794393956601	2.910072785053689
196	581.5248	5.9124	0.24434423364358332	1.4206516543624432
197	113.0227	0.4334	0.0022457840412139192	6.317543678870277
198	762.5084	4.9903	1.0499030102180054e-32	115.81134749190473
199	684.5921	7.7369	3.2894363927866145e-18	51.188492501428534
200	779.5623	5.5158	0.13846087240494226	1.9998052837955191
201	325.1851	0.7709	2.380940601352454e-09	22.30425921346995
202	265.1479	3.1525	1.924638260734086e-106	1340.7155069666637
203	367.2619	3.0688	1.3969385121246413e-15	41.9033906887972
204	843.6522	6.6007	0.5570548768824517	0.5870633653371987
205	861.5484	5.0741	8.578973662070135e-60	328.37971427207026
206	817.523	5.6708	0.00043596050127404055	8.092506944390674
207	683.5744	7.747	0.179870045963414	1.7325462356155925
208	103.0416	0.4754	3.164695688508337e-06	13.631472558103734
209	805.5792	5.0976	0.00013356471510244465	9.394339405925093
210	125.9006	12.668	0.04734856619824156	3.1043194584281575
211	853.5785	5.2162	8.614400638961675e-15	39.236031272108775
212	637.5881	7.3449	1.7973857231708504e-38	149.25116047651417
213	180.9762	0.4352	0.009903683813257926	4.739437175717935
214	859.6946	6.8067	0.3699836229372699	0.9999999999999994
215	89.0049	4.8781	0.3699836229372699	1.0000000000000004
216	157.012	0.4634	0.5767524651183433	0.5520864531236772
217	720.5397	4.1699	0.9847462045674983	0.015372689346263046
218	255.233	3.1612	9.948279033284378e-13	32.52979444253838
219	762.4912	4.9918	0.4096981087845035	0.8969266103866905
220	846.677	7.1897	3.4307044330860697e-84	705.2872424952643
221	786.5646	5.374	2.4176565211081355e-43	181.76040799002055
222	681.6222	8.0867	1.8432477093147726e-78	593.7980302198945
223	761.5728	5.1174	0.6050165353872605	0.5039534704852322
224	161.04	0.4893	0.3699836229372699	0.9999999999999998
225	854.5836	5.4488	0.14054571596509255	1.984518025792529
226	777.5401	4.9574	0.3699836229372699	1.0000000000000002
227	873.5648	5.5789	0.017141552086076216	4.1627729392714325
228	201.0898	0.5056	0.3699836229372699	1.0000000000000002
229	817.6421	6.5182	1.4834752980624045e-77	577.6729190911171
230	886.5126	4.9918	0.04751074649206786	3.1007781288092877
231	862.6827	9.5008	0.0009796265071074718	7.211683364536043
232	830.648	6.1335	0.1807898027334285	1.727344394352727
233	712.6396	8.3972	0.5966901503827928	0.5178926742921329
234	555.3491	1.8099	1.0819026402639936e-120	1994.788618544593
235	549.3573	4.8847	6.936063079314418e-63	363.80551222566373
236	786.553	5.3658	0.3733477056211574	0.9908450070733057
237	230.7666	12.8201	3.5821239930951015e-26	83.60839406405478
238	853.5903	5.1995	0.3699836229372699	1.0
239	899.5814	5.7311	6.742393618554708e-40	158.33684086161173
240	813.5866	5.3658	0.006587348606310066	5.170415236115707
241	925.6623	6.8166	1.1604754699202412e-104	1275.0047097353736
242	565.3323	1.2117	0.00021499602506248248	8.868343804190172
243	834.6133	6.2626	1.0020008061427397e-86	760.256719603965
244	539.4914	3.1448	1.548613029785656e-102	1200.5075780208322
245	684.6085	7.747	0.3699836229372699	0.9999999999999997
246	384.9319	0.4352	0.13919242372578566	1.994414776758459
247	202.0441	0.4809	2.5927915554108935e-06	13.862289103479059
248	1564.1516	5.5911	4.733358034643161e-50	233.97508976464545
249	1562.1281	5.093	2.4884442703069517e-10	25.17882473851304
250	139.0072	3.1521	7.228089287563317e-21	61.26025048679919
251	247.9571	0.4221	0.3699836229372699	1.0000000000000007
252	742.5393	5.9228	2.4001798260190774e-08	19.439458739687215
253	839.5997	5.4072	9.032092897549302e-88	784.0186056405585
254	748.5311	5.5076	1.7073673991982168e-11	28.687279708957984
255	880.6059	5.6722	6.916717062246115e-88	786.6942597785504
256	588.3304	1.1716	4.102092503687153e-66	404.01403113026583
257	854.6703	7.0739	4.148516988654129e-06	13.318851831147738
258	856.6867	7.7546	4.561634221451185e-05	10.592045272668972
259	610.5375	6.3767	0.01395005493139132	4.378908500968495
260	880.5899	5.4669	0.3699836229372699	1.0000000000000007
261	816.5751	5.4131	3.1603524756016327e-86	749.1436834409966
262	850.5598	4.5864	1.926282990634854e-66	408.29882483943334
263	682.5969	7.8623	0.27346714841839753	1.3062834695702397
264	1565.1543	5.5911	3.450854474035048e-64	379.6253961547853
265	567.3427	1.6142	0.3699836229372699	0.9999999999999999
266	467.3061	3.1354	1.512123454536155e-29	99.54704100699956
267	776.5626	5.4669	3.2825998095666274e-05	10.961849843787082
268	862.696	9.4823	0.3699836229372699	0.9999999999999989
269	801.6087	5.5557	0.0012173312399448015	6.97672393355429
270	179.0435	0.4352	0.3699836229372699	0.9999999999999996
271	690.6026	7.1509	1.1029769954880217e-13	35.59006360707634
272	696.6411	8.4002	4.2940088429144396e-86	746.2027854302183
273	452.9237	0.442	6.537945233140588e-23	69.4999418287198
274	807.5846	5.5828	5.548644770876991e-109	1439.9996699006542
275	833.6007	5.7385	1.1242209964001122e-70	467.02894080759097
276	744.5615	5.0589	1.1643105347424083e-44	191.2960019653596
277	230.767	13.1932	0.13389170866305183	2.034139689423004
278	817.5411	5.6696	0.1462400764615365	1.9439045202096201
279	880.6038	5.6536	0.16009465748813437	1.8514145666509196
280	749.5735	4.9985	0.9630115261651213	0.03769806337235446
281	918.5463	4.8192	1.2528467777562597e-15	42.06479080437405
282	749.5835	5.0334	0.4685291355668664	0.7614700669747912
283	854.5814	5.2079	2.0683028749021894e-08	19.62168138830937
284	599.528	6.6247	2.3638378989230308e-23	71.34071893371612
285	204.0245	0.4683	9.13533754565882e-05	9.816127049832428
286	326.1911	3.1437	0.3699836229372699	1.0000000000000002
287	922.5703	5.6289	0.3699836229372699	1.0000000000000016
288	846.6583	7.0819	1.29497546938301e-13	35.36414427942533
289	180.9741	12.6373	0.047340092205573434	3.1045048316176618
290	1173.7572	5.4662	0.1009211770175903	2.3239113455929736
291	816.5582	5.4264	1.1826949368722571e-06	14.776415723248938
292	767.5422	5.8276	1.0133836084110213e-34	126.92300174624805
293	134.8937	12.7693	0.0005803969148264161	7.780242328349824
294	293.1768	3.1454	0.13639393030474897	2.015192870339416
295	896.5628	5.2587	4.0731169990929505e-115	1709.1709958546069
296	816.5556	4.7936	2.622044248523198e-118	1867.4705798272964
297	751.539	6.1154	0.801278056080739	0.2218295828498756
298	895.5503	4.9858	6.54854531380119e-139	3284.6262538951864
299	687.6072	8.4161	1.460629276736368e-25	80.8743368412226
300	696.6284	8.3972	0.03965012394952197	3.2882809321025963
301	610.5497	6.3741	0.3699836229372699	1.0000000000000002
302	966.5655	5.7321	2.47965438986501e-142	3604.2199890081074
303	828.6558	7.1068	2.031569245064177e-22	67.4736901194816
304	542.3364	1.4525	6.2319384224917e-76	549.7205569000301
305	697.6105	8.095	2.2971457239784556e-06	14.002745093118289
306	887.5554	4.9926	1.6278119040886377e-38	149.52041339645376
307	340.2346	2.5965	0.0018656268417524668	6.516680533057584
308	520.9093	12.6283	1.6062122957685717e-17	48.69254885949104
309	840.6005	6.0571	0.13533803328082789	2.0231448873894387
310	505.3319	3.9125	6.603705129468012e-12	29.957328653326666
311	202.0599	0.4837	0.052061451629908315	3.006098999990638
312	189.8373	12.7034	3.056775742138177e-27	88.50372471346198
313	657.5699	7.7656	0.3233827651055544	1.136274877092658
314	858.6139	5.914	5.33091049964101e-05	10.417387353765324
315	155.8745	13.913	4.7776726913341366e-65	390.351843823636
316	746.5086	5.2654	2.8266594754292182e-31	108.27832445839758
317	938.5345	5.1179	1.8883935063552208e-185	11468.335442564568
318	869.5959	3.1249	2.3582993938968428e-17	48.09485360843031
319	858.6016	5.9064	0.3699836229372699	0.9999999999999997
320	160.0277	0.4752	0.00137801474319279	6.8428939325725455
321	671.5939	8.0867	3.450799516285804e-28	92.95973612730236
322	687.6214	8.3972	0.3699836229372699	0.9999999999999999
323	833.6689	6.8325	0.3699836229372699	1.0000000000000007
324	672.5915	8.0936	1.0060139113337794e-06	14.965872319477878
325	259.0404	0.4243	0.00786072323849698	4.983374650493605
326	816.5378	4.798	0.0003092328425978205	8.468653506103049
327	265.1483	0.7238	1.4215677376622046e-08	20.082210229025602
328	829.5623	4.9918	0.3699836229372699	1.0000000000000004
329	723.5193	5.456	0.3699836229372699	0.9999999999999994
330	810.595	3.1364	0.04349536323873477	3.192273308317923
331	129.0548	0.4718	1.4113993761264637e-07	17.293900188993685
332	801.5442	4.761	4.38687338956849e-06	13.254454150297462
333	790.5374	5.6122	0.3699836229372699	0.9999999999999994
334	465.2823	1.3341	0.004690191831724306	5.530983166594283
335	1616.1821	5.7374	1.8115577589461538e-66	408.64853310292216
336	341.27	3.1355	2.322243312124487e-05	11.352336375974126
337	696.6567	8.3972	0.3699836229372699	0.9999999999999999
338	693.6154	7.7583	0.31258730785496325	1.1706778728536946
339	627.559	7.3141	1.1032014574860784e-14	38.8776155011198
340	1177.7713	5.4328	0.6073829740332731	0.5000272134883375
341	204.0572	0.4752	0.3699836229372699	1.0000000000000016
342	505.3312	3.1581	1.1117694323967742e-16	45.70839405155468
343	720.5411	6.3741	0.6066043503129687	0.5013173500122574
344	682.6121	7.8623	0.5999079710094857	0.5124825314418245
345	658.574	7.7535	4.388775085651069e-18	50.73126862518085
346	698.6165	8.5966	0.5384155427414886	0.6213328292444759
347	788.5805	5.4834	1.2922375948290065e-27	90.24919964174474
348	880.5714	5.3574	5.907281461585466e-50	233.15874686661917
349	139.0072	4.8847	4.337548200589019e-12	30.523749770231014
350	738.507	5.1561	2.222378420638341e-47	212.0630263068801
351	165.0422	5.7107	0.4976832276062818	0.7005973403861093
352	134.8932	0.4237	4.432629397764288e-18	50.7155289190592
353	734.5524	4.4769	1.2063885145683423e-52	256.7825017140607
354	489.3038	3.1263	0.7043758666227893	0.35114991944416546
355	830.5541	5.1519	0.006203730658746448	5.234003071505049
356	541.3336	1.3282	1.776747022492181e-68	435.70804971465157
357	962.5345	4.9922	4.638175931164681e-159	5660.0674746789155
358	477.2806	3.1363	6.7638325467633496e-09	21.000329867136013
359	187.8395	12.7105	4.042429932792802e-105	1291.6146905406863
360	421.2264	0.7733	5.852693777128053e-68	428.59448864418823
361	818.525	5.6738	5.2339359156529425e-15	39.961092337461636
362	554.3472	1.6523	0.008271149325949008	4.929580263416396
363	638.5723	7.0903	1.680493526446763e-18	52.2594181394366
364	773.5735	4.8933	0.3699836229372699	1.0
365	887.5587	5.231	0.00010158821292816814	9.698025287267422
366	710.6131	7.7369	1.0691830017347238e-22	68.61766131612625
367	844.6629	6.6094	3.2444994941055338e-15	40.66086555780161
368	841.6182	6.0208	4.2659473829739444e-73	503.68800932136367
369	752.543	5.6552	9.783792807593588e-26	81.64935577397766
370	857.6579	6.2478	0.007317459588983423	5.059123365498635
371	311.1695	4.8847	2.149722600196105e-34	125.08178143503906
372	1617.1774	5.7537	9.862847223754486e-05	9.730894339677805
373	1617.1889	5.7374	0.00012698940288847889	9.45028925748445
374	520.9107	0.442	3.2435614299594982e-15	40.66128987132178
375	762.4746	4.9918	0.3699836229372699	0.9999999999999991
376	863.6886	9.4955	3.8860971270716126e-26	83.44874517768017
377	778.6113	5.6973	1.1994399146734844e-06	14.759970181235932
378	790.5856	5.973	0.3699836229372699	1.0
379	790.5534	5.6122	0.03563908442284139	3.3990309853735723
380	698.6279	8.5828	3.2368573647820056e-06	13.6053973394594
381	746.4934	5.2736	0.0004859400753233975	7.973951729601722
382	774.5291	4.4772	2.4445541745666082e-20	59.198273844864765
383	851.5631	4.5947	3.552320709900224e-77	571.0350061316874
384	514.893	3.1521	4.025668150652024e-113	1616.7962841153376
385	520.9085	3.1431	0.09050716041515323	2.435801368958574
386	854.581	5.0337	5.376524633507992e-28	92.04482069263493
387	325.1844	1.0635	0.00027903678255220823	8.581472895441518
388	900.595	6.2543	8.111041175060472e-49	223.66225264109065
389	777.6025	5.4651	2.375755328810041e-87	774.3897362859059
390	926.6611	6.8067	0.1447049666123122	1.954693634623607
391	343.2276	3.1594	0.7124587528180865	0.33969471335203905
392	227.7934	12.7045	6.107408181269662e-32	111.74788058468702
393	855.5932	5.4414	1.7082444161771908e-75	542.3833207500998
394	897.5661	5.2655	1.032167054507818e-116	1786.676199017912
395	627.5437	7.3214	0.3699836229372699	0.9999999999999997
396	883.5391	4.7853	2.1062157364459343e-123	2149.628901277607
397	788.5694	5.4669	0.8550354091194179	0.15675344366531802
398	421.2254	4.8766	2.8164618034151936e-102	1191.686369640823
399	844.649	6.4912	0.0183523875917839	4.091280943878157
400	189.055	0.4741	5.759628840302029e-06	12.941210006213714
401	694.6281	7.8537	4.310714313549319e-06	13.27463744595678
402	790.5547	5.2668	0.3699836229372699	1.0000000000000002
403	763.5107	4.9903	1.2666177174392883e-07	17.423726787794696
404	664.5133	6.0359	1.417859586655102e-21	64.06214680652919
405	790.6035	5.973	0.3699836229372699	1.000000000000001
406	818.6451	6.5099	1.5479443986282403e-41	169.21380394529857
407	899.6467	6.8395	7.931367787222465e-109	1433.7417933459803
408	239.0604	6.2529	2.314418807191299e-10	25.27234492297533
409	293.1763	0.6989	3.8279823203751733e-28	92.74529426321523
410	421.215	0.7731	0.3699836229372699	0.9999999999999998
411	855.6753	7.0736	2.8961556434394814e-56	291.34597302941006
412	161.0469	0.4334	1.0134568750562052e-39	157.19028818610494
413	671.6103	8.0868	0.06958677526196291	2.706423734243722
414	664.5871	7.1814	9.48027467495397e-20	56.93833788958161
415	817.559	5.6696	0.0003298757597363652	8.397767948440391
416	858.6125	6.3318	0.010784983221842154	4.64958927716313
417	259.0385	0.4259	0.14631123014054795	1.9434072172474095
418	325.1845	4.8766	6.812448345114733e-07	15.423785926761688
419	750.5747	4.7859	8.452647735019618e-20	57.12828561010992
420	806.5906	6.1851	0.1941175735761914	1.6548328282142548
421	896.5629	5.1664	1.7583005871498578e-86	754.7978989091553
422	774.5446	5.9286	1.9769729571778103e-10	25.4758992686808
423	817.5785	5.4131	2.7708467337418256e-87	772.8679318889032
424	165.042	3.6895	0.16211009178445515	1.8386388216235805
425	871.6832	7.0327	0.03631766320641471	3.3794349114808644
426	842.6684	7.4373	0.3699836229372699	0.9999999999999999
427	236.7585	12.818	1.2124744687262018e-06	14.747328662440472
428	626.5264	6.4681	0.22547825166797644	1.5023558274653528
429	841.6357	5.8872	2.2022750797745423e-22	67.33050005522809
430	520.9098	10.5302	2.035289305502979e-31	109.01696685265611
431	787.5674	5.374	7.716047167379135e-38	145.32766133601154
432	668.6195	8.0093	3.3077102752754367e-25	79.30449753578137
433	818.6276	6.5106	5.6066097098099015e-12	30.1775831587053
434	919.5502	4.8275	3.378298577033048e-87	770.9110542200424
435	672.6077	8.0868	0.34951626444430756	1.057581598428049
436	709.6053	7.8623	0.3699836229372699	0.9999999999999994
437	924.5934	5.9205	9.532966547239223e-92	880.6872566972035
438	805.6302	6.1534	1.601225972043966e-34	125.80107627347374
439	638.5884	7.338	7.168289182270996e-29	96.23997492939003
440	828.6029	5.4669	0.13378412611445326	2.0349623146089195
441	774.5328	5.9308	0.14799927949139113	1.9316804041143423
442	685.5885	7.8349	0.3699836229372699	0.9999999999999997
443	818.592	5.9188	3.90406498785976e-11	27.59270937804001
444	638.5903	7.2968	0.1344504259106316	2.0298782065072856
445	708.625	8.5966	0.3699836229372699	1.000000000000001
446	686.6113	8.4177	0.36764296205329866	1.0064196692040404
447	215.0335	0.4171	0.3358184216796028	1.0980563873354827
448	600.531	6.6252	1.0508817127405047e-13	35.65825863011457
449	726.5478	6.2669	0.5732302421232249	0.5582512593342505
450	686.623	8.6323	0.45267083826778587	0.7962113716023643
451	923.6464	6.228	3.707699808257326e-102	1187.6519477653767
452	855.5926	5.3302	3.6148123506578747e-09	21.78092555495977
453	857.691	7.77	4.146592728795521e-72	488.44730249284464
454	1628.1037	5.0922	1.717998256998567e-06	14.34057387460941
455	861.6969	7.5219	2.331501250607501e-70	462.40329104435165
456	654.5679	7.3214	0.3699836229372699	1.0000000000000004
