Query Spectrum ID,Match Spectrum ID,Score
,0,2156882,0.9585820412350454
,0,2156959,0.6446956845023356
,0,2156978,0.6098100863736278
,0,2157194,0.5756953515332359
,0,2139675,0.5575469627874263
,0,2157319,0.5051927970398611
,1,2156883,0.9423928268966214
,1,2158101,0.6703585496417627
,1,2140670,0.6520936717366266
,1,2156890,0.6449396221193481
,1,2157253,0.578611011496757
,1,2159733,0.5658776162272776
,1,2157529,0.5600397239118305
,1,2140976,0.5529611603371438
,1,2144137,0.5515473344091724
,1,2157098,0.5432290916760804
,1,2159874,0.5428941654333662
,1,2159767,0.5400901379174652
,1,2144200,0.5292348893804609
,1,2158110,0.5289843386877623
,1,2157136,0.5231866752545357
,1,2139640,0.5217393485391114
,1,2138874,0.5194739230087554
,1,2157914,0.5166888550774281
,1,2158029,0.5166314347348041
,1,2144199,0.5155145284316306
,1,2158207,0.5122038005788423
,1,2158386,0.5111993961996448
,1,2144178,0.5032558203553753
,1,2140697,0.5013786970660004
,2,2156884,0.9797029389066173
,2,2156885,0.9323262866492912
,2,2156893,0.89808498536921
,2,2138869,0.89192720783349
,2,2156886,0.8886159145503442
,2,2158343,0.8865879456763937
,2,2157932,0.8731693790943209
,2,2139015,0.8725027336442644
,2,2156920,0.8574235576776353
,2,2156984,0.8566572928981496
,2,2156914,0.8563507652445806
,2,2156986,0.822234297607066
,2,2156934,0.8208956587222613
,2,2156952,0.8047666490338913
,2,2139021,0.7824180234122836
,2,2143244,0.7813161567281172
,2,2139017,0.7333809075337223
,2,2142803,0.7310052702602409
,2,2158113,0.723405573536213
,2,2139627,0.7114558311682392
,2,2139817,0.6808020571534076
,2,2142187,0.6799997277477386
,2,2157933,0.6797173194751912
,2,2158516,0.6793143338897268
,2,2139162,0.6786955892571016
,2,2144172,0.6713460905415026
,2,2158801,0.6695894456178051
,2,2159528,0.6630102061219323
,2,2158648,0.6612328877937709
,2,2139068,0.6592420761364765
,2,2158378,0.6570872084416461
,2,2139018,0.6548757981689829
,2,2156888,0.6539837237027548
,2,2138908,0.6473254943193449
,2,2156926,0.6465988422934009
,2,2142283,0.6465335660355983
,2,2159061,0.630070696057205
,2,2139674,0.6182239223397838
,2,2144187,0.6053593429651486
,2,2159810,0.6032098043817969
,2,2158387,0.602181665170454
,2,2159525,0.601232362812613
,2,2159075,0.6010012723654901
,2,2156944,0.5990577815527078
,2,2140723,0.5989684675265413
,2,2157220,0.5944973302396174
,2,2156917,0.5940526531132722
,2,2144139,0.5909672793560008
,2,2156902,0.589970984335117
,2,2159722,0.5833883134576947
,2,2142110,0.5818834769613889
,2,2140284,0.5761265262416673
,2,2158374,0.5756050206162606
,2,2159738,0.5743860372174648
,2,2158035,0.5738919190566959
,2,2138969,0.5701944510189901
,2,2158268,0.5697764930952831
,2,2159772,0.5692201650980808
,2,2156930,0.5672312285970252
,2,2143862,0.5650636072113013
,2,2142171,0.5627777980275723
,2,2158006,0.558556317604584
,2,2138883,0.5575098278362065
,2,2158278,0.5559104495395216
,2,2157898,0.5552450004283294
,2,2144193,0.5550146081212864
,2,2158204,0.5535800473764013
,2,2140994,0.552760459157035
,2,2139667,0.5524458708875031
,2,2157972,0.5515559183204756
,2,2159771,0.5499978692425153
,2,2139945,0.546286652225439
,2,2157193,0.5453946696782266
,2,2158084,0.543309436444914
,2,2157223,0.5432222608734868
,2,2158033,0.5424971156492274
,2,2138955,0.5412562356879079
,2,2158174,0.5387028203168962
,2,2142995,0.5382238195985533
,2,2144111,0.5374930837445882
,2,2140306,0.5369490137790762
,2,2138866,0.5358319120851984
,2,2138943,0.5354174357611681
,2,2158291,0.5336054481630172
,2,2158198,0.5323840520160937
,2,2157230,0.5296907228051159
,2,2157122,0.5270352058979656
,2,2138863,0.5254549149513831
,2,2140667,0.5240846549091688
,2,2158067,0.5236918157723585
,2,2157928,0.5217996632180029
,2,2158047,0.5212335010565362
,2,2158882,0.5209665274628534
,2,2138864,0.5201298731053011
,2,2158244,0.5199629612616004
,2,2157568,0.5197675034438463
,2,2158213,0.5183025024608185
,2,2142107,0.5175947676277939
,2,2158071,0.5175904981050568
,2,2159716,0.5170063626858471
,3,2138869,0.937974484841722
,3,2156885,0.9339843200857875
,3,2156893,0.9317484771943098
,3,2156920,0.9315370041694201
,3,2157932,0.9260731404341677
,3,2158343,0.9230129536867582
,3,2156886,0.9165755209806687
,3,2156884,0.9010685770555078
,3,2156984,0.8616719590133982
,3,2139021,0.8423255750709209
,3,2143244,0.820527180050485
,3,2156914,0.8157761145471114
,3,2156952,0.8131694369650576
,3,2139015,0.8028100520369961
,3,2139627,0.8016879043975177
,3,2158113,0.7685007646473471
,3,2156934,0.7667356482250245
,3,2142803,0.7620068786932851
,3,2156986,0.7073400858671957
,3,2139018,0.7064090418391559
,3,2157933,0.693352237057645
,3,2158516,0.6908790596885072
,3,2156902,0.6885451229782666
,3,2142283,0.6864394971742167
,3,2158801,0.6850508786717242
,3,2139162,0.683925022334988
,3,2158648,0.6745866539070514
,3,2139017,0.6730386108505862
,3,2159528,0.6681759831211583
,3,2159061,0.6582679895543807
,3,2142187,0.6506869895354432
,3,2144172,0.6479857839153048
,3,2139068,0.6474538426968364
,3,2138908,0.6410732706149523
,3,2156944,0.636108431731951
,3,2156888,0.6200411317313781
,3,2140723,0.6086292955334686
,3,2159525,0.6072417217484987
,3,2139817,0.604709594040201
,3,2159075,0.6031481112321396
,3,2138969,0.5876092146265078
,3,2156917,0.5830295967624444
,3,2139674,0.5801589450220044
,3,2159738,0.5758113135058801
,3,2158374,0.557216802037605
,3,2156926,0.5530452507737507
,3,2157898,0.5517320739060666
,3,2157174,0.5454575405239251
,3,2159772,0.5448658654112518
,3,2157568,0.543578238218408
,3,2157220,0.5390277588422713
,3,2158278,0.5376215318715455
,3,2156930,0.5372248829444011
,3,2159722,0.5329421310453878
,3,2158213,0.5320833889617033
,3,2139945,0.5316813258636205
,3,2140306,0.5253355377551912
,3,2158006,0.5250390896336202
,3,2144187,0.5155813075443906
,3,2158882,0.5151668198666995
,3,2158268,0.5141858532626458
,3,2158387,0.5140219762718138
,3,2158378,0.5131319469012977
,3,2142104,0.5123400615087873
,3,2144111,0.5070778393647282
,4,2156885,0.9650857205583223
,4,2156886,0.9481556254801815
,4,2156884,0.9406904388797571
,4,2156893,0.9377182111755572
,4,2138869,0.9114913320063616
,4,2158343,0.9101338110542141
,4,2157932,0.8989225201947681
,4,2156920,0.8802773504242947
,4,2139015,0.8597694515280555
,4,2143244,0.836089385338031
,4,2156984,0.8306371177412439
,4,2139021,0.8293832870825633
,4,2139627,0.7937526412721463
,4,2156952,0.7895222498144886
,4,2142803,0.7750986896724019
,4,2156914,0.7727599369270687
,4,2156986,0.7707680947666241
,4,2139017,0.7705781188923155
,4,2158113,0.7431424494392017
,4,2156934,0.7247587912595712
,4,2144172,0.7191579018301429
,4,2158516,0.7034766267474786
,4,2139162,0.7000898340678295
,4,2157933,0.6990682962901563
,4,2158801,0.6932895421209835
,4,2158648,0.6859139870266416
,4,2159528,0.6837888301559335
,4,2156944,0.6829043882094944
,4,2156888,0.6731410292895547
,4,2142187,0.6729358392866517
,4,2142283,0.6701224613769929
,4,2156902,0.6614114483931204
,4,2159061,0.6608363934123697
,4,2139817,0.6607291837199278
,4,2138908,0.6490316127961022
,4,2139068,0.641949919752012
,4,2139674,0.6309782663579353
,4,2159075,0.6214381592321292
,4,2139018,0.6213715421633297
,4,2159525,0.6196286064329156
,4,2156930,0.5995151836586509
,4,2140723,0.5992770337179574
,4,2158387,0.58243949453309
,4,2157220,0.5820979937175917
,4,2144187,0.5816292732484466
,4,2140306,0.5797980305785843
,4,2138969,0.5700307900555472
,4,2142110,0.562928951294693
,4,2156926,0.5576188624442939
,4,2139945,0.5538198649232374
,4,2139667,0.5538155704422932
,4,2158204,0.5510707913897602
,4,2159738,0.5489036431759748
,4,2158378,0.5487804948192577
,4,2138883,0.5399456667709761
,4,2142171,0.5395665242005516
,4,2159810,0.5392829541749703
,4,2138955,0.5386766303913483
,4,2158882,0.5354287275270063
,4,2158035,0.5318301287253688
,4,2158213,0.531549038234104
,4,2156917,0.530985174582555
,4,2143862,0.5295893121327712
,4,2140284,0.528852372908506
,4,2159722,0.5284523713690286
,4,2157898,0.5253127833821625
,4,2158084,0.5250395609574227
,4,2157193,0.5239804168957278
,4,2158006,0.5232055015547485
,4,2144139,0.522375196071023
,4,2157230,0.5221505699536365
,4,2144193,0.5216552482499257
,4,2159772,0.5203821309846705
,4,2158374,0.5190747729880223
,4,2158881,0.5178152164144125
,4,2158067,0.5174190519425296
,4,2144111,0.5170259427368361
,4,2158278,0.5154076150042673
,4,2158174,0.5107710973152993
,4,2157568,0.5105295631998592
,4,2138864,0.5105139819164338
,4,2156996,0.5099839244404578
,4,2142104,0.5095073230613345
,4,2142995,0.5067318104073328
,4,2138866,0.503756849759529
,4,2157008,0.5035382663375042
,5,2156886,0.9653628265462784
,5,2156885,0.9530022094691479
,5,2156893,0.9419508640109554
,5,2138869,0.9189229604469936
,5,2158343,0.9131413632591441
,5,2157932,0.9120404661673266
,5,2156920,0.903683966851471
,5,2156884,0.8861745294109933
,5,2139021,0.8595197672047632
,5,2143244,0.8508422109437594
,5,2139015,0.8348728944450924
,5,2139627,0.824334506013519
,5,2156952,0.7947241466900724
,5,2156984,0.7843844215279855
,5,2139017,0.7841446074450524
,5,2142803,0.7670385618299246
,5,2158113,0.7603092190186561
,5,2156944,0.7557944172304827
,5,2156986,0.7522680533653193
,5,2156914,0.7215886504202669
,5,2156902,0.7107326960931036
,5,2157933,0.6998981887038368
,5,2144172,0.6984302936179355
,5,2142187,0.6854464219006172
,5,2158516,0.6839730037796917
,5,2139162,0.6797085479560999
,5,2156934,0.6777171674581504
,5,2158801,0.6752873355081153
,5,2142283,0.672425287935621
,5,2158648,0.6633174462911186
,5,2159528,0.6617303212605575
,5,2139018,0.6566556985028558
,5,2138908,0.6564466731282479
,5,2159061,0.6515264248080304
,5,2156930,0.6461955373105552
,5,2139068,0.63207239592431
,5,2156888,0.6293370816441427
,5,2159075,0.6172057524798731
,5,2139817,0.6031044280687082
,5,2159525,0.6029662811605553
,5,2139674,0.5963940394849361
,5,2140723,0.5918971009627361
,5,2138969,0.5677216960928451
,5,2156996,0.5666635948410792
,5,2159738,0.5650453929808711
,5,2140306,0.5622966826789805
,5,2157220,0.5553593383026745
,5,2158387,0.5541636040728477
,5,2144187,0.5494235906168699
,5,2139945,0.5337850065962482
,5,2142110,0.5322227796239014
,5,2158213,0.5320844595708335
,5,2158204,0.5311783927006303
,5,2156926,0.5297048573806413
,5,2157898,0.529504186445928
,5,2157568,0.5259017947765471
,5,2159772,0.5221902187610097
,5,2142171,0.5217022570629968
,5,2138955,0.5198111031862249
,5,2158006,0.517442551722046
,5,2158374,0.5162516524064069
,5,2158881,0.5152095441391672
,5,2158882,0.5149998629546834
,5,2139667,0.5139803346400713
,5,2158084,0.5124627015923072
,5,2156917,0.5123522561849474
,5,2142104,0.5114621548514672
,5,2158278,0.509492072826668
,5,2159722,0.5083244815883597
,5,2144111,0.5071708657735297
,5,2157230,0.5071576309329092
,5,2138883,0.5056686851937082
,5,2158067,0.5022427556936252
,5,2143862,0.5007734630710466
,5,2142435,0.5003310623040405
,6,2156885,0.9773176858428467
,6,2156886,0.9603852149896387
,6,2156893,0.959700235725336
,6,2138869,0.9415633723903661
,6,2158343,0.9390844778455897
,6,2156884,0.9366436965714265
,6,2157932,0.92783707339177
,6,2156920,0.9220816889682794
,6,2139015,0.8618807326167577
,6,2143244,0.8600626423316222
,6,2139021,0.8550974630665131
,6,2156984,0.8470065239777747
,6,2139627,0.8146446210829973
,6,2156952,0.810529092159937
,6,2156914,0.8064330006688248
,6,2142803,0.7910252463170256
,6,2156986,0.7650598462849816
,6,2158113,0.7631247059401132
,6,2156934,0.759947634225738
,6,2139017,0.7569785595272962
,6,2144172,0.7166129121434786
,6,2158516,0.7150982791064229
,6,2157933,0.7111471490587451
,6,2139162,0.7108648508584515
,6,2158801,0.7051455302132799
,6,2158648,0.6947328036085958
,6,2159528,0.6939662919120756
,6,2142283,0.6906306934523005
,6,2156944,0.6899469486242945
,6,2156902,0.6843547617253715
,6,2142187,0.6755195187384644
,6,2159061,0.6746932914457745
,6,2138908,0.6534336867413001
,6,2139018,0.6529326148907597
,6,2139068,0.6428460187572163
