,Alignment ID,Average Rt(min),Average Mz,Metabolite name,Adduct type,MS/MS assigned,Reference RT,Reference m/z,Annotation tag (VS1.0),RT matched,m/z matched,MS/MS matched,Total score,RT similarity,Dot product,Reverse dot product,Fragment presence %,01_Brain,01_Heart,01_Liver,01_Muscle,01_Plasma01,02_Brain,02_Heart,02_Liver,02_Muscle,02_Plasma01,03_Brain,03_Heart,03_Liver,03_Muscle,03_Plasma01,VIP
1092,18185,7.643,806.60767,PC O-39:6,[M+H]+,True,10.02,806.60577,420,True,True,True,88.1,100.0,19.9,56.3,100.0,975909,0,0,0,0,1067298,0,0,0,0,1028814,0,0,0,0,1.900016461128528
10316,9256,7.059,473.23801,Unknown,[M+H]+,False,,,999,False,False,False,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.9000336596392642
4827,2563,5.748,222.14937,Unknown,[M+H]+,False,,,999,False,False,False,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.900043956556463
25154,12497,2.019,600.46899,w/o MS2:SL 12:1;O/22:1,[M+H]+,True,8.51,600.46558,530,True,True,False,96.0,99.8,,,,15757,13556,0,32328,16624,14695,12799,28657,33952,17198,12831,10905,32196,37035,18641,1.900087047647308
4732,2466,5.62,218.08531,Unknown,[M+H]+,False,,,999,False,False,False,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.900137182295404
25707,21284,8.977,900.74652,w/o MS2:SL 20:1;O/36:5,[M+H]+,False,13.89,900.74731,530,True,True,False,99.7,99.9,,,,119821,0,0,0,0,114433,0,0,0,0,119385,0,0,0,0,1.900338326580653
8178,6351,0.731,369.28107,Unknown,[M+Na]+,True,,,999,False,False,False,,,,,,741820,786468,830586,429126,548398,928887,688114,920512,382535,508880,792014,731319,801588,0,556045,1.9005203747065869
3728,1450,5.488,189.23663,Unknown,[M+H]+,False,,,999,False,False,False,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.9007773947975515
20041,14723,4.149,690.5459,w/o MS2:Cer 15:3;3O/30:6;(2OH),[M+H]+,False,9.79,690.54559,530,True,True,False,100.0,99.9,,,,0,32696,20805,0,0,0,29692,23975,0,0,0,23705,0,0,0,1.9008467735768757
88,8608,1.406,448.34369,CAR 20:4,[M+H]+,True,5.68,448.3421,410,True,True,True,100.0,99.9,77.4,87.8,100.0,72137,885446,131574,136060,0,70956,895796,133096,137096,0,72496,892362,142467,138227,0,1.9008695549389747
22629,19122,4.808,833.51398,w/o MS2:PI 32:0,[M+NH4]+,False,8.41,833.51501,530,True,True,False,99.5,100.0,,,,0,0,0,5285,0,0,0,61408,0,0,0,0,48236,7773,0,1.9009339217891066
22109,17437,5.344,784.49005,w/o MS2:PC 15:4_22:6,[M+H]+,False,7.67,784.49121,530,True,True,False,99.3,100.0,,,,332599,116317,0,69062,64524,345779,113854,149939,0,0,325494,119029,0,57005,68550,1.9009827716952812
20335,15447,5.036,718.54193,w/o MS2:DG 15:4_28:7,[M+H]+,False,10.27,718.54053,530,True,True,False,99.0,99.9,,,,92789,0,0,0,0,459914,0,0,0,0,89962,0,0,0,0,1.901242617431842
25774,13945,5.047,661.52728,w/o MS2:SM 12:1;2O/19:0,[M+H]+,False,8.21,661.52789,530,True,True,False,99.8,100.0,,,,0,68543,196966,84340,253665,0,68962,140075,77211,254199,0,54887,158399,103100,218285,1.90143728788344
14340,17133,4.854,775.05365,Unknown,[M+2H]2+,True,,,999,False,False,False,,,,,,0,41555,59398,0,54590,20288,63248,84745,11146,48560,0,75598,63907,16592,45919,1.9015019733420608
26582,22899,10.473,966.85266,w/o MS2:TG 8:0_13:0_38:6,[M+H]+,False,14.94,966.84839,530,True,True,False,91.3,99.9,,,,0,8139,0,119940,469575,0,0,0,0,0,0,0,0,0,441077,1.9016961965907424
23065,17259,7.279,779.5025,w/o MS2:RIKEN P-VS1 ID-10399 from Mouse_WAT_fads2KO_N_Ctr,[M+H]+,False,7.5,779.49579,530,True,True,False,79.8,100.0,,,,0,6984,25861,0,0,0,10143,0,0,6169,0,10455,27989,0,6645,1.9018769333470653
8299,6524,0.489,375.14307,Unknown,[M+H]+,False,,,999,False,False,False,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.9020640951767052
1239,16493,6.59,754.57782,PE P-38:3|PE P-18:0_20:3,[M+H]+,True,11.21,754.57452,410,True,True,True,100.0,99.9,75.1,91.8,100.0,2701826,3288829,42827,396587,48201,2893980,3238947,1336768,367983,0,2820268,3178458,347389,397106,0,1.902279559421287
10965,10234,2.694,509.18607,Unknown,[M+H]+,False,,,999,False,False,False,,,,,,59809,0,89344,0,10240,67358,0,81987,0,9699,58250,0,86401,0,10781,1.9028138894987707
19236,5885,2.33,354.33667,w/o MS2:Cer 12:0;2O/10:0,[M+H]+,False,7.25,354.3367,530,True,True,False,100.0,99.9,,,,0,29556,0,33725,0,29462,0,0,0,72757,0,0,0,0,0,1.9029109550336327
17859,26015,5.791,1494.09546,Unknown,[M+H]+,True,,,999,False,False,False,,,,,,0,0,0,0,0,0,323976,0,0,0,0,0,0,0,0,1.9029889255217487
22979,22925,3.368,968.63586,w/o MS2:PS 48:7,[M+H]+,False,10.94,968.63507,530,True,True,False,99.7,99.7,,,,60569,57662,55098,49052,14205,58210,51205,20060,33607,45147,52750,54250,51668,28140,16568,1.9040701190823541
1843,17387,10.508,782.72266,TG 45:0|TG 14:0_15:0_16:0,[M+NH4]+,True,14.08,782.72321,410,True,True,True,100.0,99.9,73.5,92.0,100.0,0,2380014,319933,1044445,51602,0,3097507,322728,935263,62605,0,2673324,367948,909309,47379,1.9047212934463003
24527,12629,6.637,605.55042,w/o MS2:RIKEN P-VS1 ID-5903 from Cell_C2C12_WT_N_4hCtr,[M+H]+,False,13.2,605.55212,530,True,True,False,98.6,99.8,,,,1070770,0,1287562,0,0,1148016,0,1366241,19251,0,1065420,0,1362490,0,0,1.904775855914207
23511,21064,5.932,893.56012,w/o MS2:RIKEN P-VS1 ID-14949 from Mouse_Feces_WT_ABX_Ctr,[M+NH4]+,False,12.96,893.55371,530,True,True,False,81.4,99.8,,,,0,152337,0,190330,243518,0,162137,0,200978,247408,0,166199,0,199126,251856,1.905080089524473
11963,11881,1.824,574.28986,Unknown,[M+H]+,False,,,999,False,False,False,,,,,,30803,0,21602,0,0,33304,6021,23491,7465,0,30498,0,21290,3300,0,1.9052177166303692
19317,9551,4.23,484.47141,w/o MS2:Cer 12:0;2O/18:0,[M+H]+,False,8.75,484.47241,530,True,True,False,99.5,99.9,,,,0,0,0,0,19636,0,0,20438,0,0,0,0,31601,0,0,1.90528221660294
21710,15430,7.392,717.61359,w/o MS2:NAGly 14:0;O(FA 28:4),[M+H]+,True,12.42,717.61401,530,True,True,False,100.0,99.9,,,,28795,111570,51733,121936,104017,0,118919,0,121411,112554,29463,115364,55246,122927,102561,1.9068046519931863
12188,12258,3.809,590.43536,Unknown,[M+Na]+,True,,,999,False,False,False,,,,,,0,0,0,280722,0,0,0,0,264769,0,0,0,0,296464,0,1.9069583056067732
10514,9541,5.76,484.28192,Unknown,[M+H]+,False,,,999,False,False,False,,,,,,241282,48964,0,105990,0,251906,62041,25382,108886,0,248170,95555,0,110544,0,1.9074123375194436
12212,12296,5.441,591.53723,Unknown,[M+H]+,True,,,999,False,False,False,,,,,,47581,68427,537262,0,0,58937,72208,546667,0,0,48705,67871,506920,0,0,1.9082961316270783
9589,8201,0.45,432.28012,Unknown,[M+NH4]+,True,,,999,False,False,False,,,,,,107173,134746,167758,494151,288886,123037,141344,205638,460457,303288,102757,139872,187207,551313,297325,1.9089855982230606
18215,26572,6.015,1558.08765,Unknown,[M+2H]2+,False,,,999,False,False,False,,,,,,0,0,967370,170282,0,0,1637037,1218629,206432,0,0,0,1080220,189814,0,1.909063611973957
