index_no,Alignment ID,Average Rt(min),Average Mz,Metabolite name,Adduct type,MS/MS assigned,Reference RT,Reference m/z,Annotation tag (VS1.0),RT matched,m/z matched,MS/MS matched,Total score,RT similarity,Dot product,Reverse dot product,Fragment presence %,01_Brain,01_Heart,01_Liver,01_Muscle,01_Plasma01,02_Brain,02_Heart,02_Liver,02_Muscle,02_Plasma01,03_Brain,03_Heart,03_Liver,03_Muscle,03_Plasma01,VIP
183,12605,8.009,604.60248,Cer 40:1;2O|Cer 18:1;2O/22:0,[M+H-H2O]+,TRUE,13.02,604.60272,410,TRUE,TRUE,TRUE,100.0,99.9,73.0,95.1,100.0,900269,194160,4792774,140826,195579,927537,175952,4863790,144349,228293,897668,183584,4886943,125301,189506,1.5000245638152200
23629,5355,3.328,336.20279,w/o MS2:RIKEN P-VS1 ID-1609 from Mouse_Aorta_WT_N_Ctr,[M+H]+,TRUE,3.93,336.2023,530,TRUE,TRUE,FALSE,99.9,100.0,,,,0,0,0,5310,0,0,0,0,0,0,0,0,0,0,0,1.5011095920735400
1249,16879,6.4,766.57544,PE P-39:4|PE P-17:0_22:4,[M+H]+,TRUE,10.98,766.57452,410,TRUE,TRUE,TRUE,100.0,99.9,68.5,94.1,100.0,0,0,403374,0,0,880909,0,0,0,0,0,0,0,0,0,1.5011409636365800
9436,7993,6.367,427.23181,Unknown,[M+Na]+,FALSE,,,999,FALSE,FALSE,FALSE,,,,,,0,0,0,1281,0,0,0,0,0,0,0,0,0,0,0,1.5011426939384100
2028,20996,11.347,890.82092,TG 53:2|TG 17:0_18:1_18:1,[M+NH4]+,TRUE,14.8,890.81708,410,TRUE,TRUE,TRUE,100.0,99.9,71.7,91.0,100.0,161391,123022104,3220187,32404024,701876,158204,131613456,3322750,31895776,756339,236211,136409584,3469453,32955644,829820,1.5012820286514000
2073,21384,10.624,903.74396,TG 54:5|TG 16:0_18:1_20:4,[M+Na]+,TRUE,14.36,903.74121,410,TRUE,TRUE,TRUE,100.0,99.9,71.6,74.9,100.0,357549,0,3656018,0,4194492,0,0,0,0,3894768,0,0,3731984,0,0,1.5013513383747500
1480,25425,11.2,1319.23914,RIKEN P-VS1 ID-19454 from Mouse_AdrenalGlands_fads2KO_N_Ctr,[M+H]+,TRUE,14.75,1319.23706,430,TRUE,TRUE,TRUE,80.4,99.9,77.1,63.9,64.3,0,0,0,0,2711792,0,0,0,0,2431522,0,0,0,0,2399588,1.5019281241894900
11080,10398,3.129,515.38641,Unknown,[M+H]+,TRUE,,,999,FALSE,FALSE,FALSE,,,,,,0,0,5429,0,0,0,0,0,0,0,0,0,0,0,0,1.5019689724713600
377,14570,7.394,685.57092,DG 39:2,[M+Na]+,TRUE,13.01,685.5741,420,TRUE,TRUE,TRUE,100.0,99.8,52.1,75.0,100.0,65839,165214,0,143457,125196,74450,169537,141205,126208,137978,100026,143199,153451,132003,127621,1.5025659741292800
22471,16349,7.945,750.40869,w/o MS2:PE 36:10,[M+H]+,FALSE,7.32,750.41052,530,TRUE,TRUE,FALSE,98.3,100.0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5026060551900500
23814,24367,5.638,1135.34583,w/o MS2:RIKEN P-VS1 ID-18477 from Mouse_Testis_fads2KO_N_Ctr,[M+2H]2+,FALSE,9.68,1135.34497,530,TRUE,TRUE,FALSE,99.6,99.9,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5034050629141
355,13685,6.938,650.57526,DG 37:3|DG 17:0_20:3,[M+NH4]+,TRUE,12.4,650.57178,410,TRUE,TRUE,TRUE,100.0,99.9,52.3,90.1,100.0,0,0,81299,0,14790,0,0,94535,0,14125,0,0,87229,0,10129,1.504055333622930
24291,7071,4.123,394.35428,w/o MS2:RIKEN P-VS1 ID-2502 from Mouse_Muscle_WT_CTX1_Ctr,[M+H]+,TRUE,8.66,394.34689,530,TRUE,TRUE,FALSE,80.3,99.8,,,,0,33331,32684,32091,33340,0,35812,28120,34081,34992,30438,0,34920,0,31146,1.5044121982453700
487,19762,7.043,851.63922,DG 52:10,[M+Na]+,TRUE,13.37,851.6524,420,TRUE,TRUE,TRUE,96.1,99.8,41.9,75.0,100.0,419819,44496,44691,54117,0,0,59210,45470,53252,146622,373297,50105,40258,59321,131584,1.504658593628630
9898,8643,0.526,450.15231,Unknown,[M+H]+,FALSE,,,999,FALSE,FALSE,FALSE,,,,,,0,0,0,0,159138,0,0,0,0,153899,0,0,0,0,157403,1.504751357566690
20208,25923,5.052,1481.10791,w/o MS2:CL 26:0_46:1,[M+Na]+,FALSE,13.99,1481.1156,530,TRUE,TRUE,FALSE,74.4,99.6,,,,0,0,0,0,0,0,0,0,0,0,0,0,22508,0,0,1.5051451781176600
18758,27296,10.374,1654.41943,Unknown,[M+Na]+,TRUE,,,999,FALSE,FALSE,FALSE,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5052711058198000
1965,20061,10.65,860.77008,TG 51:3|TG 15:0_18:1_18:2,[M+NH4]+,TRUE,14.28,860.7702,410,TRUE,TRUE,TRUE,100.0,99.9,56.8,95.5,100.0,0,0,1670893,40139576,874897,0,5759658,1571319,40763560,876314,12127,0,1553590,0,866543,1.5058872020524000
11868,11712,3.873,567.2644,Unknown,[M+Na]+,FALSE,,,999,FALSE,FALSE,FALSE,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5059941692698200
21849,9534,3.747,483.37827,w/o MS2:NAGly 8:0;O(FA 17:2),[M+2H]2+,FALSE,6.51,483.37921,530,TRUE,TRUE,FALSE,99.6,100.0,,,,23126,0,0,0,35012,19723,0,0,0,31671,15842,0,0,0,35666,1.5060972645126100
21977,9196,4.321,471.34857,w/o MS2:NAGlySer 20:1;O,[M+H]+,TRUE,6.37,471.3429,530,TRUE,TRUE,FALSE,87.1,100.0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5061459542524500
13030,13850,4.264,657.23767,Unknown,[M+H]+,TRUE,,,999,FALSE,FALSE,FALSE,,,,,,4054,0,0,0,0,0,0,0,0,0,5722,0,0,0,0,1.5068842876905900
4406,2138,0.433,207.14261,Unknown,[M+Na]+,TRUE,,,999,FALSE,FALSE,FALSE,,,,,,980307,1033546,648238,790997,0,1012967,1000189,665548,850743,7692,996895,1011004,645392,828500,105929,1.506938209043070
2047,21479,11.395,906.84198,TG 54:1|TG 18:0_18:0_18:1,[M+NH4]+,TRUE,15.37,906.84839,410,TRUE,TRUE,TRUE,100.0,100.0,72.2,82.0,100.0,0,101622712,0,0,0,0,86082800,0,0,0,0,0,0,0,0,1.5071014518107200
23940,25770,5.749,1456.11707,w/o MS2:RIKEN P-VS1 ID-19954 from Mouse_Brain_fads2KO_N_Ctr,[M+H]+,FALSE,10.5,1456.11084,530,TRUE,TRUE,FALSE,82.4,99.9,,,,0,165064,0,0,0,0,206127,0,0,0,0,185925,0,0,0,1.5071613204869400
12123,12150,1.952,585.2915,Unknown,[M+Na]+,TRUE,,,999,FALSE,FALSE,FALSE,,,,,,179653,181431,158861,189194,134165,171212,195823,172974,170194,132108,129616,178795,164049,179028,131716,1.507392774096200
12453,12701,0.897,608.28528,Unknown,[M+H]+,TRUE,,,999,FALSE,FALSE,FALSE,,,,,,116831,133372,119763,121065,56465,128917,136144,127394,121678,57596,124406,131606,122143,124739,59323,1.507752363589950
115,14099,10.733,666.62067,CE 18:2,[M+NH4]+,TRUE,14.51,666.61841,410,TRUE,TRUE,TRUE,99.5,99.9,58.9,69.4,100.0,0,0,594307,0,63895732,0,53477,592515,0,67643984,0,28796,606461,0,66323216,1.5077921190757300
119,14785,10.797,692.63599,CE 20:3,[M+NH4]+,TRUE,14.58,692.63397,410,TRUE,TRUE,TRUE,100.0,99.9,47.9,79.4,100.0,0,0,24913,0,1583335,0,0,0,0,1418840,0,0,0,0,1526768,1.508245432509030
1479,25415,10.734,1315.20642,RIKEN P-VS1 ID-19445 from Mouse_AdrenalGlands_fads2KO_N_Ctr,[M+H]+,TRUE,14.42,1315.20972,430,TRUE,TRUE,TRUE,79.7,99.9,79.1,57.6,68.8,0,0,0,0,7693504,0,0,24129,0,8006697,0,0,22764,0,7638506,1.508368458504790
20902,14085,6.886,666.48938,w/o MS2:HexCer 16:0;2O/16:3;O,[M+H]+,FALSE,8.04,666.4939,530,TRUE,TRUE,FALSE,90.3,100.0,,,,0,77792,0,77588,67299,0,81593,57941,78913,71044,25855,82882,0,81569,71268,1.5088870961384800
79,7894,1.443,424.34351,CAR 18:2,[M+H]+,TRUE,5.88,424.3421,410,TRUE,TRUE,TRUE,100.0,99.9,82.3,87.8,100.0,0,3605796,265718,1505740,252493,10722,3722520,278730,1538987,238612,0,3844117,279003,1462264,232953,1.5095427184534000
21767,17417,6.793,783.65674,w/o MS2:NAGly 19:0;O(FA 28:6),[M+H]+,FALSE,12.49,783.66101,530,TRUE,TRUE,FALSE,91.3,99.9,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5095508142552500
5916,3728,0.504,273.16824,Unknown,[M+Na]+,TRUE,,,999,FALSE,FALSE,FALSE,,,,,,10144,13346,0,39179,82317,8929,14603,0,42030,82103,0,10616,0,42936,83203,1.509721385729650
8224,6423,0.923,371.16321,Unknown,[M+H]+,FALSE,,,999,FALSE,FALSE,FALSE,,,,,,54516,25647,46643,68468,43617,55588,29468,51606,64341,52238,53414,27942,46502,70542,53322,1.5098596715685600
11344,10814,7.123,531.47913,Unknown,[M+H]+,TRUE,,,999,FALSE,FALSE,FALSE,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.510039424921350
19323,10000,10.032,500.47208,w/o MS2:Cer 12:0;2O/18:0;O,[M+H]+,FALSE,8.48,500.46729,530,TRUE,TRUE,FALSE,89.2,100.0,,,,224951,254960,248340,349320,219564,266013,259030,207651,284898,233130,209779,268121,216603,293729,230648,1.510154922405340
3414,1126,10.938,175.14845,Unknown,[M+H]+,TRUE,,,999,FALSE,FALSE,FALSE,,,,,,0,0,49677,0,541453,0,0,0,0,604956,0,0,0,0,615306,1.510563907004410
2297,21181,11.229,897.73041,TG O-55:8|TG O-17:2_18:1_20:5,[M+Na]+,TRUE,14.58,897.73059,410,TRUE,TRUE,TRUE,100.0,99.9,61.7,74.9,100.0,733656,1479735,1233073,1143317,1366520,833186,1339338,1171538,1543638,1444139,746572,1307058,1212369,1218564,1477234,1.5106936811750900
5110,2862,4.295,233.19083,Unknown,[M+H]+,TRUE,,,999,FALSE,FALSE,FALSE,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5107363433716200
2560,244,0.834,131.08551,Unknown,[M+H]+,FALSE,,,999,FALSE,FALSE,FALSE,,,,,,209860,228299,205852,188448,196936,208151,218881,213161,201782,202354,212253,208379,203175,212539,204810,1.5109003640722600
6450,4328,0.768,296.97037,Unknown,[M+H]+,FALSE,,,999,FALSE,FALSE,FALSE,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5109213570852800
1951,20230,10.82,866.81677,TG 51:0|TG 16:0_17:0_18:0,[M+NH4]+,TRUE,15.2,866.81708,410,TRUE,TRUE,TRUE,100.0,100.0,68.3,94.5,100.0,24726,2956700,726211,848307,330191,0,4780104,681134,855314,348531,28780,3839596,649658,798368,351136,1.511214231920920
7475,5514,11.068,341.15845,Unknown,[M+H]+,FALSE,,,999,FALSE,FALSE,FALSE,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5114228139001100
25084,10325,1.091,512.33722,w/o MS2:SL 12:1;O/16:3,[M+H]+,TRUE,6.36,512.34039,530,TRUE,TRUE,FALSE,92.6,99.9,,,,0,0,0,0,55392,0,0,0,0,64773,0,0,0,0,61112,1.511472302571090
25904,13554,3.236,645.4679,w/o MS2:SM 29:3;3O,[M+2H]2+,TRUE,6.92,645.46021,530,TRUE,TRUE,FALSE,83.7,99.9,,,,0,0,0,0,68283,0,0,0,0,68798,0,0,0,7495,75758,1.5120383065419000
15096,19426,9.529,841.80084,Unknown,[M+H]+,TRUE,,,999,FALSE,FALSE,FALSE,,,,,,488720,595460,499922,585506,522407,488767,632727,514444,522299,531038,506690,607824,534683,574208,509184,1.5122165611771900
19125,8709,4.034,452.36572,w/o MS2:CAR 20:2,[M+H]+,FALSE,6.27,452.37341,530,TRUE,TRUE,FALSE,74.4,100.0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.512227474344340
21834,8731,3.122,453.33789,w/o MS2:NAGly 8:0;O(FA 15:3),[M+H]+,TRUE,5.98,453.33231,530,TRUE,TRUE,FALSE,88.5,100.0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5122761197172900
13984,16176,7.528,743.69153,Unknown,[M+Na]+,FALSE,,,999,FALSE,FALSE,FALSE,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5124130984156400
25367,10200,3.658,508.31427,w/o MS2:SL 12:2;O/16:4,[M+NH4]+,FALSE,5.78,508.30911,530,TRUE,TRUE,FALSE,87.5,100.0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5126390745323200
8285,6505,5.856,374.21829,Unknown,[M+NH4]+,FALSE,,,999,FALSE,FALSE,FALSE,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5127907090421600
127,15355,10.247,714.6214,CE 22:6,[M+NH4]+,TRUE,14.21,714.61841,410,TRUE,TRUE,TRUE,100.0,99.9,63.4,68.3,100.0,0,0,0,0,711960,0,0,0,0,694105,0,0,0,0,673182,1.5130765421034000
13635,15284,8.651,711.70032,Unknown,[M+Na]+,FALSE,,,999,FALSE,FALSE,FALSE,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5130925962504600
3783,1505,0.65,192.13893,Unknown,[M+NH4]+,TRUE,,,999,FALSE,FALSE,FALSE,,,,,,31325,27121,0,37305,40353,29903,27103,30980,34699,43202,27528,24185,0,40038,0,1.5133249911362000
17347,25272,10.654,1275.17432,Unknown,[M+Na]+,FALSE,,,999,FALSE,FALSE,FALSE,,,,,,0,0,0,0,154538,0,0,0,0,154857,0,0,0,0,154617,1.5134677271023000
1810,13947,8.217,661.54016,TG 36:0|TG 12:0_12:0_12:0,[M+Na]+,TRUE,12.85,661.53778,410,TRUE,TRUE,TRUE,100.0,99.9,58.8,74.9,100.0,0,0,0,1974870,0,0,32369,0,2050535,18283,0,0,0,1944046,0,1.5135792328049800
24439,10905,3.481,535.27435,w/o MS2:RIKEN P-VS1 ID-4767 from Mouse_Feces_WT_ABX_Ctr,[M+H]+,FALSE,5.84,535.26862,530,TRUE,TRUE,FALSE,84.8,100.0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.513807705567060
943,19165,5.465,834.60358,PC 40:6|PC 18:0_22:6,[M+H]+,TRUE,9.48,834.60071,410,TRUE,TRUE,TRUE,100.0,99.9,87.1,74.9,100.0,0,0,0,0,0,0,19494,0,0,0,0,0,0,0,0,1.5138581337999200
3829,1551,5.986,194.37569,Unknown,[M+H]+,TRUE,,,999,FALSE,FALSE,FALSE,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5138621628132600
873,18024,5.773,802.62842,PC 37:1,[M+H]+,TRUE,11.4,802.63202,420,TRUE,TRUE,TRUE,88.6,99.8,68.9,63.5,100.0,1235910,1441680,1212416,1309570,1047782,1357532,1504357,1385697,1203557,959865,1187487,1411207,1366370,1199819,945651,1.5140176372800300
8246,6452,0.495,372.15939,Unknown,[M+H]+,TRUE,,,999,FALSE,FALSE,FALSE,,,,,,0,0,0,0,478057,0,0,0,0,480777,0,0,0,0,498647,1.514092331860290
3704,1426,2.123,188.05426,Unknown,[M+H]+,TRUE,,,999,FALSE,FALSE,FALSE,,,,,,261224,0,259494,0,0,253254,244349,252301,272111,0,262098,0,0,0,244467,1.5141530397877200
6001,3827,3.299,278.16104,Unknown,[M+NH4]+,TRUE,,,999,FALSE,FALSE,FALSE,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5144210720384800
25282,15921,9.447,735.53424,w/o MS2:SL 12:1;O/30:6;O,[M+H]+,FALSE,9.06,735.534,530,TRUE,TRUE,FALSE,100.0,100.0,,,,0,0,0,0,16505,0,0,0,0,19006,0,0,0,0,16214,1.514844502055830
23732,22923,5.852,968.55695,w/o MS2:RIKEN P-VS1 ID-17008 from Mouse_Macrophage_WT_N_F1,[M+H]+,FALSE,9.11,968.55908,530,TRUE,TRUE,FALSE,97.7,99.9,,,,0,19186,31197,99689,288988,0,48128,0,90198,346746,0,41594,0,102604,314148,1.5148624468426300
2377,61,6.96,123.08085,Unknown,[M+H]+,FALSE,,,999,FALSE,FALSE,FALSE,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5153031439518000
27028,19251,9.832,836.76929,w/o MS2:TG 8:0_8:0_33:1,[M+H]+,FALSE,14.42,836.7702,530,TRUE,TRUE,FALSE,99.6,99.9,,,,0,709442,0,2845720,54628,0,733169,0,2599551,59536,0,722327,0,2987901,56608,1.5156374178706200
6212,4058,10.832,285.25827,Unknown,[M+H]+,TRUE,,,999,FALSE,FALSE,FALSE,,,,,,0,0,0,0,304934,0,0,0,0,295220,0,0,0,0,135303,1.5156892917247400
6078,3911,3.343,281.1011,Unknown,[M+H]+,FALSE,,,999,FALSE,FALSE,FALSE,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5163762213863200
27265,22214,4.152,934.64355,w/o MS2:TG 9:0_22:6_22:6;4O,[M+NH4]+,TRUE,9.58,934.64032,530,TRUE,TRUE,FALSE,99.5,99.9,,,,19555,14089,24870,29396,59104,23407,21895,19712,26921,57932,13719,20219,14944,23887,60040,1.5170977523241700
25003,13712,7.563,651.534,w/o MS2:SL 12:0;O/23:0;O,[M+Na]+,FALSE,8.95,651.534,530,TRUE,TRUE,FALSE,100.0,100.0,,,,47427,0,58064,28189,27723,37720,0,53418,20884,27542,43110,0,60948,0,27020,1.517289740947930
16353,23551,10.739,1017.94012,Unknown,[M+H]+,TRUE,,,999,FALSE,FALSE,FALSE,,,,,,0,0,0,0,1289972,0,0,0,0,1308862,0,0,0,0,1404074,1.5175037692064500
11048,10357,3.394,513.38879,Unknown,[M+2H]2+,TRUE,,,999,FALSE,FALSE,FALSE,,,,,,0,0,0,0,42226,0,0,0,0,36817,0,0,0,8112,30103,1.5176294548338800
14319,17070,5.916,773.10529,Unknown,[M+H]+,FALSE,,,999,FALSE,FALSE,FALSE,,,,,,0,0,0,22463,0,0,0,0,0,0,0,0,0,0,5000,1.5177019917796200
770,257,0.447,132.10194,NAE 4:0,[M+H]+,TRUE,1.86,132.1019,410,TRUE,TRUE,TRUE,100.0,100.0,25.6,75.0,100.0,0,0,505260,0,0,0,0,541072,0,0,0,0,504542,0,0,1.5178058452512600
23746,23074,11.612,977.77856,w/o MS2:RIKEN P-VS1 ID-17181 from Mouse_Adipose_WT_N_F1AA,[M+Na]+,FALSE,14.97,977.78192,530,TRUE,TRUE,FALSE,94.5,99.9,,,,0,684258,223664,655919,77598,21723,548875,179514,654794,67837,24347,558633,172146,650093,69481,1.5179468250266500
638,10829,1.906,532.33929,LPC 17:0,[M+Na]+,TRUE,6.4,532.3374,410,TRUE,TRUE,TRUE,100.0,99.9,83.4,91.7,100.0,0,30656,329337,0,110344,0,34228,394161,0,30970,0,14352,360152,0,28356,1.5180041083605200
17739,25846,9.663,1470.03186,Unknown,[M+H]+,TRUE,,,999,FALSE,FALSE,FALSE,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5187719096757600
8135,6294,0.557,368.08804,Unknown,[M+H]+,TRUE,,,999,FALSE,FALSE,FALSE,,,,,,0,0,0,0,466174,0,0,0,0,442988,0,0,0,0,475189,1.5190367714767000
12,12586,6.886,603.57446,1_DG 17:0-16:1-d5_ISTD_[M+NH4]+,[M+NH4]+,TRUE,6.9,603.57385,annotated by user-defined text library,TRUE,TRUE,FALSE,99.5,98.9,,,,1251941,1062170,987989,1024575,727093,1279791,1145740,1047317,981099,693403,1336050,1037167,1004920,1012722,728084,1.519088249057590
19130,8667,10.773,450.35925,w/o MS2:CAR 20:3,[M+H]+,FALSE,5.94,450.35779,530,TRUE,TRUE,FALSE,98.9,99.9,,,,151488,114004,128601,126336,146855,148687,0,0,111353,0,0,130020,0,113123,114301,1.519199330956790
15545,20918,5.379,888.51849,Unknown,[M+H]+,FALSE,,,999,FALSE,FALSE,FALSE,,,,,,52768,0,0,27637,72198,53778,0,0,0,63270,58845,8618,0,21643,87764,1.5193526569687600
9860,8592,0.525,448.15567,Unknown,[M+H]+,TRUE,,,999,FALSE,FALSE,FALSE,,,,,,0,0,0,0,252211,0,0,0,0,261878,0,0,0,0,262007,1.519485514833410
21978,9197,3.124,471.34875,w/o MS2:NAGlySer 20:1;O,[M+H]+,TRUE,6.37,471.3429,530,TRUE,TRUE,FALSE,87.0,100.0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5195346684026200
2273,20124,11.648,862.82599,TG O-52:2|TG O-18:1_16:0_18:1,[M+NH4]+,TRUE,15.25,862.8222,410,TRUE,TRUE,TRUE,100.0,99.9,42.2,81.5,100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5195485879615300
12324,12468,1.9,599.34039,Unknown,[M+H]+,TRUE,,,999,FALSE,FALSE,FALSE,,,,,,65320,77707,57412,75873,54675,68426,73138,70190,78853,50814,65452,71875,61726,69464,49093,1.5196970946222500
25776,14120,3.25,667.48114,w/o MS2:SM 12:1;2O/20:4,[M+2H]2+,FALSE,7.28,667.48102,530,TRUE,TRUE,FALSE,100.0,99.9,,,,0,0,0,0,61100,0,0,0,0,72437,0,0,0,0,63364,1.519992990487530
259,14445,9.374,680.69159,Cer 44:0;2O|Cer 20:0;2O/24:0,[M+H]+,TRUE,13.54,680.69153,410,TRUE,TRUE,TRUE,100.0,99.9,31.9,44.9,100.0,0,0,107990,0,5138,13443,0,114617,0,0,0,0,107102,0,0,1.5202817275753600
20094,20623,0.427,878.89166,w/o MS2:Cer 19:0;2O/38:0;O,[M+H]+,FALSE,15.21,878.88989,530,TRUE,TRUE,FALSE,98.4,98.9,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5204210749550800
790,15446,4.817,718.54102,PC 31:1|PC 15:0_16:1,[M+H]+,TRUE,8.79,718.53809,410,TRUE,TRUE,TRUE,100.0,99.9,76.1,71.6,100.0,0,95847,620879,56619,39294,96385,0,730654,57690,33799,0,95481,647833,61481,36650,1.520435140012830
3440,1152,11.959,175.95442,Unknown,[M+H]+,FALSE,,,999,FALSE,FALSE,FALSE,,,,,,0,0,0,16189,0,0,0,17494,18059,0,0,0,0,0,0,1.520812420998040
2905,600,5.568,148.98932,Unknown,[M+H]+,FALSE,,,999,FALSE,FALSE,FALSE,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5210955814601700
15492,20715,7.96,881.61877,Unknown,[M+H]+,FALSE,,,999,FALSE,FALSE,FALSE,,,,,,15884,56115,0,44921,42751,12552,56676,44617,51538,42587,0,46874,0,45462,48834,1.5212731169226200
1799,6357,10.725,369.35233,ST 27:1;O,[M+H-H2O]+,TRUE,9.0,369.35159,410,TRUE,TRUE,TRUE,100.0,100.0,72.3,89.5,100.0,0,227870,1870789,111318,176886672,0,242607,2087302,171947,183431888,0,199514,2156700,0,181973376,1.5212924053948200
159,12054,6.914,580.56854,Cer 37:1;2O|Cer 19:1;2O/18:0,[M+H]+,TRUE,11.31,580.56628,410,TRUE,TRUE,TRUE,100.0,99.9,80.5,92.1,100.0,176226,0,112877,0,0,193797,0,128626,0,0,206764,0,110071,0,0,1.5214625166247200
615,19247,7.826,836.69928,HexCer 44:3;2O|HexCer 18:1;2O/26:2,[M+H]+,TRUE,12.76,836.69739,410,TRUE,TRUE,TRUE,100.0,99.9,80.0,85.7,100.0,5992876,0,0,0,0,6153047,0,0,0,0,5791377,0,0,0,0,1.521628857368820
398,15422,8.022,717.54608,DG 42:7,[M+Na]+,TRUE,11.88,717.54279,420,TRUE,TRUE,TRUE,100.0,99.9,29.8,75.0,100.0,0,0,0,44816,0,0,0,0,42766,0,0,0,0,43071,0,1.5217951740783600
27013,18785,9.88,822.75391,w/o MS2:TG 8:0_8:0_32:1,[M+H]+,FALSE,14.27,822.75452,530,TRUE,TRUE,FALSE,99.8,99.9,,,,67104,119121,4941494,331878,1664021,66465,128944,4765246,323059,1618344,0,137990,5095046,362287,1592063,1.5220842761204800
2834,528,10.721,145.10112,Unknown,[M+Na]+,FALSE,,,999,FALSE,FALSE,FALSE,,,,,,0,0,0,0,472094,0,0,0,0,420564,0,0,0,0,494695,1.5221816297908100
8323,6550,0.512,376.23416,Unknown,[M+NH4]+,TRUE,,,999,FALSE,FALSE,FALSE,,,,,,23645,40075,32456,0,0,21319,46071,33864,0,0,0,47368,26900,0,0,1.5225323311106000
12757,13282,6.287,633.34766,Unknown,[M+H]+,FALSE,,,999,FALSE,FALSE,FALSE,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.522746611502340
2571,255,0.459,132.07678,Unknown,[M+H]+,TRUE,,,999,FALSE,FALSE,FALSE,,,,,,4478094,5435958,58654,2688001,3757985,4410164,5398782,66776,2977962,3357812,4497084,5479677,59096,2767602,3250452,1.522832692027590
8512,6780,0.51,384.08286,Unknown,[M+H]+,TRUE,,,999,FALSE,FALSE,FALSE,,,,,,0,0,0,0,803688,0,0,0,0,796003,0,0,0,0,856347,1.5229622203735400
14865,18669,3.801,819.51489,Unknown,[M+Na]+,TRUE,,,999,FALSE,FALSE,FALSE,,,,,,0,0,0,0,0,17534,0,0,0,0,13679,0,41272,0,0,1.5231173898985800
22589,912,0.445,166.08385,w/o MS2:Phenylalanine,[M+Na]+,FALSE,2.0,166.08626,530,TRUE,TRUE,FALSE,97.1,100.0,,,,0,66197,682180,0,2326788,0,0,669252,0,2304802,0,47093,669381,0,2155659,1.5231859126233000
17159,24988,6.623,1219.19189,Unknown,[M+H]+,FALSE,,,999,FALSE,FALSE,FALSE,,,,,,0,16300,19917,0,0,16780,18914,24636,0,0,0,12687,21945,0,0,1.5231887338939400
2712,406,0.433,140.06827,Unknown,[M+NH4]+,TRUE,,,999,FALSE,FALSE,FALSE,,,,,,0,691168,299210,0,8190410,66807,685999,312872,0,7539680,0,703116,314911,54120,7158868,1.5235264111705700
19230,14324,11.182,675.68048,w/o MS2:CE 18:1(d7),[M+NH4]+,TRUE,14.86,675.67786,530,TRUE,TRUE,FALSE,62.1,99.9,,,,25928,0,0,0,237545,31183,0,0,0,248008,37363,0,0,0,247306,1.5235509717282600
25943,15619,3.568,725.51538,w/o MS2:SM 35:5;3O,[M+2H]2+,TRUE,7.98,725.52283,530,TRUE,TRUE,FALSE,100.0,99.9,,,,0,0,0,0,141803,0,0,0,0,144514,0,0,0,0,146987,1.5235928783090900
1533,8198,0.762,432.23962,RIKEN P-VS1 ID-3065 from Mouse_Macrophage_WT_N_F1AA,[M+NH4]+,TRUE,4.05,432.23901,430,TRUE,TRUE,TRUE,71.1,99.9,31.9,86.1,72.2,0,0,0,112901,0,0,0,0,131513,46787,0,0,0,140728,48467,1.5236549000527700
5077,2827,0.473,231.10031,Unknown,[M+Na]+,TRUE,,,999,FALSE,FALSE,FALSE,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5239297184316600
20159,22280,11.05,936.8114,w/o MS2:Cer 24:3;2O/38:6,[M+NH4]+,FALSE,14.38,936.81427,530,TRUE,TRUE,FALSE,96.0,100.0,,,,0,166034,0,369239,0,0,93809,0,1154956,0,0,0,0,0,0,1.5240157188231000
