Name,SpectrumId,ClusterId,SubmissionId
Unknown,370132,1265171,140
Unknown,367413,1262496,136
Unknown,371687,1266677,141
Unknown,369560,1264640,139
Unknown,376145,1271134,147
Unknown,372526,1267516,143
Unknown,377630,1272616,150
Unknown,373086,1268076,144
Unknown,369971,1265051,139
Unknown,367447,1262530,136
"Benzene, (phenoxymethyl)-",369116,1264197,138
Unknown,377171,1272157,149
"L-Aspartic acid, 3TMS derivative",370207,1265228,140
Unknown,373693,1268683,145
Unknown,367240,1262323,134
Unknown,377567,1272553,150
11.alpha.-Hydroxysolasodine,372384,1267374,143
Unknown,372376,1267366,143
Unknown,375904,1270893,147
Tetracosamethyl-cyclododecasiloxane,369496,1264576,139
Unknown,373053,1268043,144
Unknown,378154,1273140,151
"L-5-Oxoproline, , 2TMS derivative",370055,1265120,140
"D,L-Norleucine, 2TBDMS derivative",371626,1266616,141
Unknown,378860,1273846,153
Unknown,376479,1271465,148
Unknown,367212,1262295,134
Unknown,373775,1268765,145
"L-5-Oxoproline, , 2TMS derivative",370041,1265108,140
Unknown,367357,1262440,135
Unknown,373885,1268875,145
Unknown,372356,1267346,143
Unknown,373893,1268883,145
Unknown,369773,1264853,139
Unknown,371570,1266560,140
Unknown,378117,1273103,151
Unknown,373034,1268024,144
Unknown,367410,1262493,136
Unknown,378975,1273961,153
Unknown,371705,1266695,141
Unknown,367458,1262541,136
Unknown,377205,1272191,149
Unknown,375297,1270286,147
Unknown,376357,1271346,147
Unknown,367202,1262285,134
Unknown,367417,1262500,136
Unknown,375223,1270212,147
Unknown,373702,1268692,145
Unknown,377660,1272646,150
Unknown,369413,1264493,139
Unknown,378934,1273920,153
Unknown,373209,1268199,144
Unknown,370430,1265431,140
Unknown,372505,1267495,143
Unknown,368181,1263264,137
Unknown,369460,1264540,139
Unknown,370339,1265345,140
Unknown,376044,1271033,147
Unknown,378504,1273490,152
Unknown,377165,1272151,149
Unknown,375650,1270639,147
Unknown,373764,1268754,145
Unknown,373719,1268709,145
Unknown,373213,1268203,144
Unknown,374809,1269799,146
Unknown,367456,1262539,136
Unknown,373715,1268705,145
Unknown,378902,1273888,153
Unknown,378520,1273506,152
Unknown,367366,1262449,135
Unknown,370377,1265381,140
"D,L-Norleucine, 2TBDMS derivative",371636,1266626,141
Unknown,378977,1273963,153
Unknown,367271,1262354,134
Unknown,376373,1271362,147
Unknown,372549,1267539,143
Unknown,368210,1263293,137
"D,L-Norleucine, 2TBDMS derivative",371625,1266615,141
Unknown,368197,1263280,137
Unknown,378092,1273078,151
Unknown,367262,1262345,134
"Iditol, hexabenzoate, L-",376562,1271548,148
Unknown,370183,1265210,140
Unknown,372548,1267538,143
Unknown,378957,1273943,153
Unknown,376476,1271462,148
1-Pentamethyldisilyloxypentane,375427,1270416,147
Unknown,370068,1265115,140
"2,4-Di-tert-butylphenol",369091,1264172,138
"Benzoic acid, 4-ethoxy-, ethyl ester",370114,1265159,140
Unknown,367439,1262522,136
Unknown,367457,1262540,136
Unknown,375348,1270337,147
"L-5-Oxoproline, , 2TMS derivative",370050,1265115,140
Unknown,373757,1268747,145
Unknown,372347,1267337,143
Unknown,377577,1272563,150
Unknown,377857,1272843,151
"Phenol, 2-[1-[2-(diethylamino)ethyl]-3-methyl-1H-1,2,4-triazol-5-yl]-",373015,1268005,144
Unknown,369765,1264845,139
Unknown,373704,1268694,145
Unknown,367203,1262286,134
Unknown,367353,1262436,135
Unknown,370081,1265135,140
Unknown,369598,1264678,139
Unknown,368182,1263265,137
Unknown,374754,1269744,146
Unknown,368176,1263259,137
Unknown,373857,1268847,145
Unknown,371815,1266805,141
Unknown,373859,1268849,145
Unknown,376337,1271326,147
Unknown,372556,1267546,143
Unknown,367418,1262501,136
Unknown,369552,1264632,139
"Benzoic acid, 4-ethoxy-, ethyl ester",370131,1265103,140
Unknown,371899,1266889,141
Unknown,372575,1267565,143
Unknown,378620,1273606,153
"Benzoic acid, 4-ethoxy-, ethyl ester",370034,1265101,140
Unknown,373244,1268234,144
"Benzoic acid, 4-ethoxy-, ethyl ester",370036,1265103,140
"Benzoic acid, 4-ethoxy-, ethyl ester",370480,1265101,140
Unknown,376800,1271786,149
Unknown,368226,1263309,137
Unknown,376792,1271778,149
Unknown,377694,1272680,151
Unknown,378186,1273172,152
Unknown,377249,1272235,150
Unknown,378563,1273549,153
Unknown,373761,1268751,145
Unknown,368206,1263289,137
Unknown,369740,1264820,139
Unknown,368223,1263306,137
Unknown,373196,1268186,144
Unknown,373405,1268395,144
Unknown,376150,1271139,147
Unknown,371778,1266768,141
Unknown,374947,1269937,146
Unknown,373220,1268210,144
Unknown,369858,1264938,139
Unknown,373270,1268260,144
Unknown,370518,1265515,140
Unknown,367227,1262310,134
Unknown,369913,1264993,139
Unknown,369756,1264836,139
Unknown,367367,1262450,135
Unknown,371765,1266755,141
Unknown,373718,1268708,145
"2-Aminoadipic acid, 3TMS derivative",377711,1272697,151
Unknown,376282,1271271,147
Unknown,372565,1267555,143
Unknown,369904,1264984,139
Unknown,372585,1267575,143
Unknown,370539,1265536,140
Unknown,367415,1262498,136
Unknown,375964,1270953,147
Unknown,370476,1265475,140
Unknown,375876,1270865,147
Unknown,369798,1264878,139
Unknown,367263,1262346,134
Unknown,376066,1271055,147
Unknown,376054,1271043,147
Unknown,376441,1271427,148
Unknown,370473,1265472,140
Unknown,370557,1265553,140
Unknown,372576,1267566,143
Unknown,367258,1262341,134
Unknown,376594,1271580,148
Unknown,370362,1265366,140
Unknown,367277,1262360,134
Unknown,373208,1268198,144
Unknown,368236,1263319,137
Unknown,373722,1268712,145
Unknown,373215,1268205,144
Unknown,369302,1264383,138
Unknown,367444,1262527,136
Unknown,369572,1264652,139
Unknown,375050,1270040,147
Unknown,367509,1262592,136
Unknown,372397,1267387,143
Unknown,370347,1265352,140
Unknown,379010,1273996,153
Unknown,373268,1268258,144
Unknown,371436,1266426,140
Unknown,375010,1270000,147
Unknown,373898,1268888,145
Unknown,368205,1263288,137
Unknown,370367,1265371,140
Unknown,373756,1268746,145
Unknown,377649,1272635,150
Unknown,368240,1263323,137
Unknown,377209,1272195,149
Unknown,371671,1266661,141
"2,4-Di-tert-butylphenoxytrimethylsilane",370255,1265268,140
Unknown,376035,1271024,147
Unknown,373771,1268761,145
"Homoserine, 3TMS derivative",374734,1269724,146
Unknown,373878,1268868,145
Unknown,371727,1266717,141
Unknown,373216,1268206,144
Unknown,368229,1263312,137
Unknown,377151,1272137,149
Unknown,370801,1265793,140
Unknown,367465,1262548,136
Unknown,369808,1264888,139
Unknown,368289,1263372,137
Unknown,375480,1270469,147
"Methylmalonic acid, 2TBDMS derivative",372406,1267396,143
Unknown,373691,1268681,145
Unknown,377987,1272973,151
Unknown,368268,1263351,137
Unknown,370531,1265528,140
"4-Cyclohexene-1,2-dicarboxylic acid, 4-chloro-, bis(trimethylsilyl) ester",373070,1268060,144
Unknown,367264,1262347,134
Unknown,371728,1266718,141
Unknown,373822,1268812,145
Heneicosane,370467,1265467,140
Unknown,367495,1262578,136
Pentadecane,370524,1265521,140
Unknown,378818,1273804,153
Unknown,369422,1264502,139
Unknown,367459,1262542,136
Unknown,373192,1268182,144
Unknown,369390,1264470,139
"L-Valine, 2TBDMS derivative",374730,1269720,146
"Decane, 1,9-bis[(trimethylsilyl)oxy]-",367234,1262317,134
Unknown,368269,1263352,137
Unknown,375921,1270910,147
Unknown,370381,1265385,140
Unknown,376497,1271483,148
Unknown,368260,1263343,137
"Palmitic Acid, TBDMS derivative",369355,1264436,139
Unknown,367247,1262330,134
Unknown,373994,1268984,145
Unknown,378718,1273704,153
Unknown,367358,1262441,135
Unknown,373913,1268903,145
"Benzoic acid, 4-(1,3-dioxo-3-phenylpropylamino)-",372377,1267367,143
Unknown,370376,1265380,140
11-Methyldodecanol,370530,1265527,140
"Benzoic acid, 4-(1,3-dioxo-3-phenylpropylamino)-",373059,1268049,144
Unknown,367512,1262595,136
Unknown,376674,1271660,148
Unknown,370541,1265538,140
"Sulfurous acid, 2-propyl tetradecyl ester",370463,1265463,140
Unknown,368310,1263393,137
Unknown,368230,1263313,137
Unknown,370723,1265717,140
Unknown,377201,1272187,149
Unknown,368265,1263348,137
Unknown,375905,1270894,147
Unknown,372822,1267812,143
"THCA-A TMS derivative",376573,1271559,148
"Methanone, (2-benzyloxy-5-chlorophenyl)(2-phenyl-1-oxiranyl)-",371627,1266617,141
1-Octylsilatrane,377311,1272297,150
1-Octylsilatrane,377733,1272719,151
1-Octylsilatrane,378224,1273210,152
Hexadecane,370494,1265492,140
"DL-Norvaline, 2TBDMS derivative",369011,1264094,138
Unknown,376733,1271719,148
Heptadecane,370449,1265449,140
Unknown,376008,1270997,147
Unknown,373986,1268976,145
Unknown,376883,1271869,149
Unknown,373264,1268254,144
Unknown,373946,1268936,145
Nonadecane,370544,1265541,140
Unknown,378748,1273734,153
Unknown,370689,1265683,140
Unknown,367500,1262583,136
Unknown,378537,1273523,152
Unknown,376140,1271129,147
Unknown,369717,1264797,139
Unknown,367483,1262566,136
Unknown,371599,1266589,140
Unknown,378856,1273842,153
"3-Oxaoct-4-en-2-imine, N-trimethylsilyl-4-trimethylsilyloxy-",373028,1268018,144
Unknown,368377,1263460,137
Unknown,372362,1267352,143
Unknown,378160,1273146,151
Unknown,378156,1273142,151
Unknown,373027,1268017,144
Unknown,375997,1270986,147
Unknown,375880,1270869,147
Unknown,376715,1271701,148
"L-Leucine, 2TBDMS derivative",368168,1263251,137
"D,L-Norleucine, 2TBDMS derivative",373677,1268667,145
Unknown,371753,1266743,141
Unknown,370650,1265644,140
Unknown,369745,1264825,139
Unknown,367499,1262582,136
Unknown,372574,1267564,143
Unknown,371772,1266762,141
Unknown,376576,1271562,148
Unknown,378472,1273458,152
Unknown,372577,1267567,143
"2,3'-Dipyridyl",371344,1266334,140
Unknown,369833,1264913,139
Unknown,377559,1272545,150
Unknown,373361,1268351,144
Unknown,374733,1269723,146
Unknown,373714,1268704,145
Unknown,377094,1272080,149
Unknown,378148,1273134,151
Unknown,374727,1269717,146
Unknown,374724,1269714,146
Unknown,373231,1268221,144
Unknown,376332,1271321,147
Heptadecane,370550,1265547,140
Unknown,371391,1266381,140
"D,L-Norleucine, 2TBDMS derivative",373682,1268672,145
Unknown,373341,1268331,144
Unknown,368183,1263266,137
Unknown,371824,1266814,141
Unknown,376626,1271612,148
Unknown,377267,1272253,150
"2,4'-Bipyridine",371376,1266366,140
Unknown,367261,1262344,134
"Hexadecanoic acid, methyl ester",367176,1262259,133
Unknown,373954,1268944,145
Unknown,376788,1271774,149
Unknown,377732,1272718,151
Unknown,378262,1273248,152
Unknown,369906,1264986,139
Unknown,378591,1273577,153
"Phosphoric acid, bis(trimethylsilyl) 2,3-bis[(trimethylsilyl)oxy]propyl ester",377679,1272665,151
Unknown,369678,1264758,139
Unknown,373084,1268074,144
Unknown,372570,1267560,143
Unknown,376627,1271613,148
Unknown,373999,1268989,145
Unknown,367397,1262480,136
"Boric acid, 3TMS derivative",369071,1264152,138
Unknown,378183,1273169,152
"Isoleucine, 2TBDMS derivative",367450,1262533,136
"Boric acid, 3TMS derivative",369040,1264121,138
Unknown,373951,1268941,145
Unknown,369732,1264812,139
Unknown,369847,1264927,139
Unknown,369754,1264834,139
Unknown,372536,1267526,143
Unknown,375041,1270031,147
Unknown,373820,1268810,145
"Malonic acid, bis(2-trimethylsilylethyl ester",375159,1270148,147
"Isoleucine, 2TBDMS derivative",367396,1262479,136
Unknown,371724,1266714,141
Unknown,373888,1268878,145
Unknown,370289,1265299,140
Unknown,373339,1268329,144
Unknown,368267,1263350,137
Unknown,367243,1262326,134
Unknown,367237,1262320,134
Unknown,373309,1268299,144
Unknown,377941,1272927,151
Unknown,375227,1270216,147
Unknown,370677,1265671,140
Unknown,367399,1262482,136
Unknown,367369,1262452,135
Unknown,368331,1263414,137
Unknown,371818,1266808,141
Unknown,373323,1268313,144
Unknown,373262,1268252,144
Unknown,368296,1263379,137
Unknown,376660,1271646,148
Unknown,374729,1269719,146
Unknown,378393,1273379,152
Tetracosamethyl-cyclododecasiloxane,369501,1264581,139
Tetracosamethyl-cyclododecasiloxane,369477,1264557,139
Unknown,377503,1272489,150
Unknown,377022,1272008,149
Unknown,372598,1267588,143
Unknown,367521,1262604,136
Unknown,376288,1271277,147
Unknown,373282,1268272,144
Unknown,378847,1273833,153
Unknown,367398,1262481,136
Unknown,372610,1267600,143
Unknown,373299,1268289,144
Unknown,370597,1265592,140
Unknown,373918,1268908,145
Unknown,372589,1267579,143
Unknown,367239,1262322,134
Unknown,373286,1268276,144
Unknown,367504,1262587,136
Unknown,371591,1266581,140
Unknown,371829,1266819,141
Unknown,377728,1272714,151
Probarbital,378182,1273168,152
Unknown,375597,1270586,147
Unknown,376694,1271680,148
Unknown,367381,1262464,135
Unknown,374043,1269033,145
Unknown,376821,1271807,149
"L-Glutamine, 3TMS derivative",377703,1272689,151
"L-Glutamine, 3TMS derivative",378570,1273556,153
Unknown,377279,1272265,150
Unknown,367269,1262352,134
Unknown,371561,1266551,140
Unknown,373278,1268268,144
Unknown,370448,1265448,140
Unknown,371923,1266913,141
Unknown,372606,1267596,143
Unknown,370718,1265712,140
Unknown,373882,1268872,145
Unknown,368290,1263373,137
Unknown,369698,1264778,139
Unknown,371813,1266803,141
Unknown,372581,1267571,143
Unknown,369628,1264708,139
Unknown,367265,1262348,134
Unknown,370407,1265409,140
Unknown,370395,1265398,140
Unknown,372774,1267764,143
Unknown,373834,1268824,145
Unknown,370417,1265419,140
Unknown,369331,1264412,138
Unknown,368327,1263410,137
Unknown,371661,1266651,141
Unknown,369082,1264163,138
Unknown,368259,1263342,137
Unknown,373967,1268957,145
Unknown,377255,1272241,150
Unknown,367553,1262636,136
"Benzeneacetic acid, 3-methoxy-.alpha.,4-bis[(trimethylsilyl)oxy]-, ethyl ester",371649,1266639,141
Unknown,378194,1273180,152
Unknown,378674,1273660,153
"Phosphorylethanolamine, 4TMS derivative",377237,1272223,150
Unknown,376785,1271771,149
Unknown,369542,1264622,139
Unknown,375980,1270969,147
Unknown,377727,1272713,151
Unknown,375387,1270376,147
Unknown,372652,1267642,143
Unknown,371007,1265998,140
Unknown,370450,1265450,140
"2-(4-Benzyl-5-mercapto-4H-[1,2,4]triazol-3-yl)-phenol",373100,1268090,144
Unknown,378001,1272987,151
Unknown,372414,1267404,143
Unknown,376195,1271184,147
Unknown,367281,1262364,134
Unknown,378700,1273686,153
Unknown,372760,1267750,143
Unknown,369140,1264221,138
Unknown,369707,1264787,139
Unknown,373962,1268952,145
Unknown,370836,1265827,140
"Adipic acid, dodecyl trans-hex-3-enyl ester",372447,1267437,143
Unknown,373139,1268129,144
Unknown,372901,1267891,143
Unknown,370504,1265502,140
Unknown,377137,1272123,149
Unknown,377287,1272273,150
Unknown,371851,1266841,141
Unknown,373298,1268288,144
Unknown,372655,1267645,143
Unknown,367373,1262456,135
Unknown,367581,1262664,136
Unknown,373275,1268265,144
Unknown,370833,1265824,140
Unknown,376027,1271016,147
Unknown,376764,1271750,148
Unknown,374761,1269751,146
Unknown,375365,1270354,147
Unknown,368200,1263283,137
Unknown,369741,1264821,139
Unknown,373955,1268945,145
Unknown,378159,1273145,151
Unknown,376249,1271238,147
Unknown,372611,1267601,143
Unknown,378199,1273185,152
Unknown,368238,1263321,137
Unknown,378932,1273918,153
Unknown,373697,1268687,145
Unknown,369126,1264207,138
Unknown,371061,1266051,140
Unknown,373467,1268457,144
Unknown,369619,1264699,139
Unknown,369914,1264994,139
Unknown,369870,1264950,139
Unknown,377652,1272638,150
Unknown,378152,1273138,151
Unknown,371787,1266777,141
Unknown,375801,1270790,147
Unknown,373712,1268702,145
Unknown,372625,1267615,143
Unknown,373221,1268211,144
"Aloe emodin, 3TMS derivative",376613,1271599,148
Unknown,367436,1262519,136
Unknown,367461,1262544,136
Unknown,378077,1273063,151
Unknown,369254,1264335,138
Unknown,377214,1272200,149
Unknown,378532,1273518,152
Unknown,373738,1268728,145
Unknown,368245,1263328,137
Unknown,369591,1264671,139
Unknown,367274,1262357,134
Unknown,376769,1271755,148
Unknown,367582,1262665,136
Unknown,377659,1272645,150
Unknown,374047,1269037,145
Unknown,372497,1267487,143
Unknown,371746,1266736,141
Unknown,377893,1272879,151
Unknown,367507,1262590,136
Unknown,368287,1263370,137
Unknown,378763,1273749,153
Unknown,374717,1269707,146
Unknown,378994,1273980,153
"L-Phenylalanine, 2TMS derivative",370348,1265353,140
Unknown,375214,1270203,147
Unknown,373957,1268947,145
Unknown,372371,1267361,143
Unknown,369676,1264756,139
Unknown,368344,1263427,137
Unknown,367549,1262632,136
Unknown,372381,1267371,143
Unknown,371658,1266648,141
Unknown,373080,1268070,144
Unknown,375258,1270247,147
Unknown,369533,1264613,139
Unknown,376889,1271875,149
"9H-Purin-6-ol, 2TMS derivative",377283,1272269,150
"9H-Purin-6-ol, 2TMS derivative",377879,1272865,151
Unknown,376458,1271444,148
Unknown,367544,1262627,136
Unknown,374782,1269772,146
Unknown,371123,1266113,140
Unknown,367497,1262580,136
Unknown,373935,1268925,145
Unknown,371174,1266164,140
Unknown,371536,1266526,140
Unknown,369607,1264687,139
Unknown,372443,1267433,143
"L-Phenylalanine, 2TMS derivative",370119,1265163,140
Unknown,368301,1263384,137
Unknown,377718,1272704,151
Unknown,373092,1268082,144
Unknown,369775,1264855,139
Unknown,371027,1266018,140
Unknown,374037,1269027,145
Unknown,378178,1273164,152
"L-Phenylalanine, 2TMS derivative",370153,1265157,140
Unknown,376759,1271745,148
"Pentitol, 1,3-didesoxy-tris-O-(trimethylsilyl)-",372369,1267359,143
Unknown,367223,1262306,134
"L-Phenylalanine, 2TMS derivative",370123,1265157,140
"L-Phenylalanine, 2TMS derivative",370414,1265416,140
Unknown,373933,1268923,145
Unknown,371776,1266766,141
Unknown,369655,1264735,139
Unknown,377450,1272436,150
Unknown,367218,1262301,134
Unknown,376031,1271020,147
"L-Ornithine, 4TMS derivative",377722,1272708,151
Unknown,378830,1273816,153
Unknown,378204,1273190,152
"1-butanamine, 4-[2,4-bis(1,1-dimethylpropyl)phenoxy]-N-[propylidene]-",374718,1269708,146
Unknown,373788,1268778,145
Unknown,368391,1263474,137
Unknown,367525,1262608,136
Unknown,367370,1262453,135
Unknown,373044,1268034,144
Unknown,373324,1268314,144
Unknown,371816,1266806,141
Unknown,373960,1268950,145
Unknown,371897,1266887,141
Unknown,379002,1273988,153
Unknown,375655,1270644,147
"L-Phenylalanine, 2TMS derivative",370111,1265157,140
Unknown,376519,1271505,148
"l-Alanyl-l-alanyl-l-alanine methyl ester",369046,1264127,138
Unknown,370763,1265756,140
Unknown,375892,1270881,147
Unknown,369569,1264649,139
Unknown,373988,1268978,145
Unknown,371455,1266445,140
Unknown,367572,1262655,136
Unknown,370886,1265877,140
Unknown,373318,1268308,144
Unknown,368317,1263400,137
Unknown,371134,1266124,140
Unknown,367556,1262639,136
Unknown,369987,1265067,139
Unknown,371482,1266472,140
Unknown,367594,1262677,136
Unknown,370857,1265848,140
Unknown,373975,1268965,145
Unknown,367569,1262652,136
Unknown,376561,1271547,148
"1'H-Cholesta-2,5-dieno[3,2-b]indole, 1'-methyl-",376661,1271647,148
Unknown,367551,1262634,136
"Cyclooctasiloxane, hexadecamethyl-",371048,1266038,140
Unknown,370555,1265551,140
Unknown,372501,1267491,143
Unknown,371723,1266713,141
Unknown,368371,1263454,137
Unknown,370827,1265818,140
Unknown,367562,1262645,136
Unknown,377958,1272944,151
Unknown,367267,1262350,134
Unknown,373099,1268089,144
Unknown,369845,1264925,139
Unknown,368374,1263457,137
1-Acetyl-3-(4-pyridyl)-pyrazoline,374739,1269729,146
Unknown,373097,1268087,144
Unknown,371731,1266721,141
Unknown,373920,1268910,145
Unknown,371186,1266176,140
Unknown,368355,1263438,137
Unknown,367567,1262650,136
Unknown,371721,1266711,141
Unknown,377234,1272220,150
Unknown,377670,1272656,151
Unknown,373904,1268894,145
Unknown,372642,1267632,143
Unknown,368340,1263423,137
Unknown,376780,1271766,149
Unknown,378170,1273156,152
Unknown,378546,1273532,153
Unknown,378567,1273553,153
Unknown,367257,1262340,134
Unknown,370719,1265713,140
Unknown,371966,1266956,141
Unknown,372646,1267636,143
Unknown,370617,1265611,140
Unknown,369760,1264840,139
Unknown,375261,1270250,147
Unknown,373782,1268772,145
Unknown,372476,1267466,143
Unknown,373308,1268298,144
Unknown,369294,1264375,138
Unknown,373302,1268292,144
"L-Serine, 2TMS derivative",375231,1270220,147
Unknown,373784,1268774,145
Unknown,378458,1273444,152
Unknown,372651,1267641,143
Unknown,367565,1262648,136
Unknown,368366,1263449,137
Unknown,370357,1265361,140
Unknown,373296,1268286,144
Unknown,370714,1265708,140
Unknown,369856,1264936,139
Unknown,375489,1270478,147
Unknown,378914,1273900,153
Unknown,370292,1265301,140
Unknown,369892,1264972,139
Unknown,376605,1271591,148
"1,2,4-Benzenetricarboxylic acid, 1,2-dimethyl ester",370372,1265376,140
Unknown,373344,1268334,144
Unknown,368395,1263478,137
Unknown,369980,1265060,139
Unknown,372533,1267523,143
Unknown,375634,1270623,147
Unknown,367377,1262460,135
Unknown,374069,1269059,145
Unknown,373984,1268974,145
Unknown,376645,1271631,148
Unknown,367590,1262673,136
Unknown,369795,1264875,139
Unknown,370691,1265685,140
Unknown,370705,1265699,140
Unknown,378228,1273214,152
"1-[[2-[Butylamino]butyl]imino]-7-chloro-1,3,4,10-tetrahydro-10-hydroxy-3-[3-(trifluoromethyl)phenyl]-9(2H)-acridinone",376570,1271556,148
Unknown,377268,1272254,150
Unknown,377746,1272732,151
Unknown,376813,1271799,149
Unknown,373416,1268406,144
Unknown,372619,1267609,143
Unknown,371889,1266879,141
Unknown,372614,1267604,143
Unknown,377868,1272854,151
Unknown,368364,1263447,137
Unknown,371166,1266156,140
Unknown,367625,1262708,136
Unknown,373989,1268979,145
Unknown,370699,1265693,140
Unknown,374026,1269016,145
"Ethanolamine, 3TMS derivative",375398,1270387,147
Unknown,373242,1268232,144
Unknown,371755,1266745,141
"4-Aminobutanoic acid, 3TMS derivative",375061,1270051,147
Unknown,370884,1265875,140
Unknown,378997,1273983,153
Unknown,370680,1265674,140
Unknown,373961,1268951,145
Unknown,378779,1273765,153
"Myristic acid, TMS derivative",376952,1271938,149
Unknown,377954,1272940,151
Unknown,378269,1273255,152
Unknown,377314,1272300,150
Tetracosamethyl-cyclododecasiloxane,369473,1264553,139
Unknown,373358,1268348,144
Unknown,373940,1268930,145
Unknown,367597,1262680,136
Unknown,371796,1266786,141
"Myristic acid, TMS derivative",378738,1273724,153
Unknown,373017,1268007,144
Unknown,369482,1264562,139
"Silane, (1,1-dimethylethyl)(dotriacontyloxy)dimethyl-",376705,1271691,148
Unknown,367580,1262663,136
Unknown,368372,1263455,137
"Ethanone, 1-(6-methyl-8-nitro-3-phenyl-1,4-dihydroimidazo[5,1-c]1,2,4-triazine-",367225,1262308,134
Unknown,370575,1265570,140
"4-Fluoroaniline, N-pentafluoropropionyl-",371664,1266654,141
"benzenesulfonamide, 4-amino-N-[2-(4-morpholinyl)ethyl]-",373076,1268066,144
"4-Fluoroaniline, N-pentafluoropropionyl-",372403,1267393,143
Unknown,370835,1265826,140
Unknown,375178,1270167,147
Unknown,369862,1264942,139
Unknown,371807,1266797,141
Unknown,373207,1268197,144
Unknown,372566,1267556,143
"3-Cholestanol piperidinomethyl ether",376521,1271507,148
Unknown,367588,1262671,136
Unknown,373769,1268759,145
Unknown,369215,1264296,138
Unknown,374798,1269788,146
Unknown,368369,1263452,137
Unknown,373743,1268733,145
Unknown,378535,1273521,152
Unknown,373214,1268204,144
Unknown,375606,1270595,147
Unknown,369524,1264604,139
Unknown,370973,1265964,140
Unknown,373964,1268954,145
Unknown,378127,1273113,151
Unknown,368304,1263387,137
Unknown,374017,1269007,145
Unknown,367564,1262647,136
Unknown,379016,1274002,153
Unknown,373228,1268218,144
Unknown,375086,1270076,147
Unknown,370862,1265853,140
Unknown,372615,1267605,143
Unknown,375898,1270887,147
Unknown,368388,1263471,137
Unknown,377169,1272155,149
Unknown,376498,1271484,148
Unknown,369588,1264668,139
Unknown,370657,1265651,140
Unknown,373304,1268294,144
Unknown,373760,1268750,145
Unknown,371549,1266539,140
Unknown,370761,1265754,140
Unknown,373727,1268717,145
Unknown,376404,1271393,148
Unknown,370566,1265561,140
Unknown,370954,1265945,140
"Benzonitrile, 4-(1,2,3,4-tetrahydro-4-oxo-2-quinazolinyl)-",374746,1269736,146
Unknown,377223,1272209,149
Unknown,371621,1266611,141
"L-Serine, 3TBDMS derivative",374793,1269783,146
Unknown,378947,1273933,153
Unknown,378983,1273969,153
Unknown,367570,1262653,136
Unknown,376032,1271021,147
Unknown,377749,1272735,151
Unknown,370523,1265520,140
Unknown,375464,1270453,147
Unknown,368244,1263327,137
"Taurine, 3TMS derivative",370344,1265349,140
Unknown,377392,1272378,150
Unknown,377531,1272517,150
Unknown,376861,1271847,149
Unknown,378273,1273259,152
Unknown,379019,1274005,153
Unknown,369814,1264894,139
Unknown,367467,1262550,136
Unknown,369828,1264908,139
Unknown,373985,1268975,145
Unknown,370303,1265312,140
Unknown,371623,1266613,141
Unknown,375740,1270729,147
Unknown,374030,1269020,145
Unknown,376523,1271509,148
Unknown,368308,1263391,137
"Propane, 2-(9-borabicyclo[3.3.1]non-9-yloxy)-3-(9-borabicyclo[3.3.1]non-9-ylthio)-1-phenoxy-",371614,1266604,141
Unknown,372335,1267325,143
Unknown,374099,1269089,145
1-Octylsilatrane,377270,1272256,150
Unknown,378245,1273231,152
"N-.alpha.-Acetyl-L-Lysine, 3TMS derivative",376829,1271815,149
Unknown,378024,1273010,151
"Oxazol-5(4H)-one, 4-[5-(2,5-dichlorophenyl)-2-furfurylidene]-2-phenyl-",371615,1266605,141
"Docosanol, TBDMS derivative",367347,1262430,135
"Chrysophanol, 2TMS derivative",372332,1267322,143
"Malic acid, 3TBDMS derivative",368222,1263305,137
"Chrysophanol, 2TMS derivative",367199,1262282,134
"Chrysophanol, 2TMS derivative",373008,1267998,144
Unknown,374006,1268996,145
Unknown,367268,1262351,134
Unknown,374051,1269041,145
Unknown,369932,1265012,139
Unknown,374035,1269025,145
Unknown,370405,1265407,140
Unknown,367550,1262633,136
"Phosphoric acid, tris(tert-butyldimethylsilyl) ester",372331,1267321,143
Unknown,376456,1271442,148
2-Methyl-3-(2-chloro-5-hydroxyphenyl)-4(3H)-quinazolinone,370223,1265241,140
"Benzamide, N-benzoyl-N-(3-propylthio-1,2,4-thiadiazol-5-yl)-",373009,1267999,144
2-Methyl-3-(2-chloro-5-hydroxyphenyl)-4(3H)-quinazolinone,370242,1265256,140
2-Methyl-3-(2-chloro-5-hydroxyphenyl)-4(3H)-quinazolinone,370260,1265241,140
Unknown,368445,1263528,137
"Phosphoric acid, tris(tert-butyldimethylsilyl) ester",372336,1267326,143
Unknown,375062,1270052,147
Unknown,370890,1265881,140
Unknown,373947,1268937,145
Unknown,369888,1264968,139
Unknown,369177,1264258,138
Unknown,373950,1268940,145
"Silanol, trimethyl-, phosphate (3:1)",374957,1269947,147
"1-Benzothiophene-2-carboxylic acid, 5-[(tricyclo[3.3.1.1(3,7)]dec-1-ylcarbonyl)amino]-, ethyl ester",371646,1266636,141
Unknown,367494,1262577,136
Unknown,367626,1262709,136
Unknown,373032,1268022,144
"Stearic acid, TBDMS derivative",369369,1264450,139
Unknown,368336,1263419,137
"2-Morpholin-4-ylmethyl-5-phenoxymethyl-4-phenyl-2,4-dihydro-[1,2,4]triazole-3-thione",367210,1262293,134
"Silanol, trimethyl-, phosphate (3:1)",374955,1269945,147
