Name,SpectrumId,ClusterId,SubmissionId
Unknown,374004,1268994,145
Unknown,372665,1267655,143
Unknown,373350,1268340,144
Unknown,372627,1267617,143
Unknown,374049,1269039,145
"Bis[benzylsulfonyl]-4-trichloromethylphenyl methane",376551,1271537,148
Unknown,368482,1263565,137
Unknown,377017,1272003,149
Unknown,377101,1272087,149
Unknown,367643,1262726,136
Unknown,375604,1270593,147
Unknown,375916,1270905,147
Unknown,378371,1273357,152
Unknown,377063,1272049,149
Hentriacontane,370818,1265809,140
Unknown,369706,1264786,139
Unknown,368423,1263506,137
Unknown,367385,1262468,135
Unknown,373858,1268848,145
Unknown,367820,1262903,136
Unknown,372697,1267687,143
Unknown,378030,1273016,151
Unknown,368454,1263537,137
Unknown,374741,1269731,146
Unknown,374033,1269023,145
Unknown,377524,1272510,150
Unknown,377983,1272969,151
Unknown,378829,1273815,153
Unknown,370897,1265888,140
Unknown,374763,1269753,146
Unknown,372011,1267001,141
Unknown,373471,1268461,144
Unknown,377895,1272881,151
Unknown,374112,1269102,145
Unknown,369689,1264769,139
Unknown,371039,1266030,140
Unknown,370790,1265782,140
Unknown,367921,1263004,136
Unknown,377380,1272366,150
Unknown,372780,1267770,143
Unknown,373485,1268475,144
Unknown,378399,1273385,152
Unknown,374071,1269061,145
Unknown,369117,1264198,138
Unknown,377446,1272432,150
Unknown,370966,1265957,140
Unknown,371005,1265996,140
Unknown,373971,1268961,145
Unknown,368913,1263996,137
Unknown,367834,1262917,136
Unknown,374066,1269056,145
Unknown,368711,1263794,137
Unknown,378414,1273400,152
Unknown,375186,1270175,147
Unknown,377473,1272459,150
Unknown,371907,1266897,141
Unknown,371129,1266119,140
Unknown,369428,1264508,139
Unknown,372645,1267635,143
Unknown,374073,1269063,145
Unknown,377923,1272909,151
Unknown,369397,1264477,139
Unknown,368635,1263718,137
Unknown,369392,1264472,139
Unknown,373114,1268104,144
Unknown,372461,1267451,143
Unknown,377069,1272055,149
"L-Glutamic acid, 3TMS derivative",375377,1270366,147
Unknown,372664,1267654,143
Unknown,373185,1268175,144
Unknown,376953,1271939,149
"L-Glutamic acid, 3TMS derivative",375129,1270118,147
Unknown,367781,1262864,136
Unknown,371847,1266837,141
Unknown,375155,1270144,147
Unknown,369407,1264487,139
Unknown,371854,1266844,141
Unknown,370337,1265343,140
Unknown,372483,1267473,143
Unknown,368508,1263591,137
Unknown,370181,1265208,140
"L-Glutamic acid, 3TMS derivative",375114,1270103,147
Unknown,378419,1273405,152
Unknown,377508,1272494,150
Unknown,372246,1267236,141
Unknown,370963,1265954,140
Unknown,378448,1273434,152
Unknown,378765,1273751,153
Unknown,368504,1263587,137
Unknown,367646,1262729,136
Unknown,370948,1265939,140
Unknown,376709,1271695,148
Unknown,368465,1263548,137
Unknown,370786,1265778,140
Unknown,378410,1273396,152
Unknown,371461,1266451,140
Unknown,374879,1269869,146
Unknown,377389,1272375,150
Unknown,378673,1273659,153
Unknown,377071,1272057,149
Unknown,377919,1272905,151
Unknown,378843,1273829,153
Unknown,367681,1262764,136
Unknown,375985,1270974,147
Unknown,371905,1266895,141
Unknown,377888,1272874,151
Unknown,367839,1262922,136
Unknown,369792,1264872,139
Unknown,377484,1272470,150
Unknown,378031,1273017,151
Unknown,377927,1272913,151
Unknown,369672,1264752,139
Unknown,374040,1269030,145
Unknown,371560,1266550,140
Unknown,374268,1269258,145
Unknown,378840,1273826,153
Unknown,374664,1269654,145
Unknown,378052,1273038,151
Unknown,378927,1273913,153
Unknown,375701,1270690,147
Unknown,367652,1262735,136
Unknown,370305,1265314,140
Unknown,367249,1262332,134
Unknown,374022,1269012,145
Unknown,369694,1264774,139
Unknown,373455,1268445,144
Unknown,378284,1273270,152
Unknown,370315,1265323,140
Unknown,372759,1267749,143
Unknown,378854,1273840,153
Unknown,378888,1273874,153
Unknown,378407,1273393,152
Unknown,377058,1272044,149
Unknown,377912,1272898,151
Unknown,372653,1267643,143
Unknown,377486,1272472,150
Unknown,371840,1266830,141
Unknown,372058,1267048,141
Unknown,373384,1268374,144
Unknown,378451,1273437,152
Unknown,376075,1271064,147
Unknown,373555,1268545,144
Unknown,378043,1273029,151
Unknown,374076,1269066,145
Unknown,372612,1267602,143
Unknown,367653,1262736,136
Unknown,372635,1267625,143
Unknown,371076,1266066,140
Unknown,377046,1272032,149
Unknown,374063,1269053,145
Unknown,376624,1271610,148
Unknown,374029,1269019,145
Unknown,368525,1263608,137
Unknown,378343,1273329,152
Unknown,371877,1266867,141
Unknown,371857,1266847,141
Unknown,373295,1268285,144
Unknown,374126,1269116,145
Unknown,378722,1273708,153
Unknown,369771,1264851,139
Unknown,377976,1272962,151
Unknown,368754,1263837,137
Unknown,375635,1270624,147
Unknown,370695,1265689,140
Unknown,374104,1269094,145
Unknown,369774,1264854,139
Unknown,374036,1269026,145
Unknown,374864,1269854,146
Unknown,377092,1272078,149
Unknown,378802,1273788,153
Unknown,377961,1272947,151
Unknown,372811,1267801,143
Unknown,368456,1263539,137
Unknown,374317,1269307,145
Unknown,367928,1263011,136
Unknown,370771,1265763,140
Unknown,369624,1264704,139
Unknown,373290,1268280,144
Unknown,368487,1263570,137
Unknown,375568,1270557,147
Unknown,367997,1263080,136
Unknown,376941,1271927,149
Unknown,375152,1270141,147
Unknown,368003,1263086,136
Unknown,377023,1272009,149
Unknown,378331,1273317,152
Unknown,377533,1272519,150
Unknown,369715,1264795,139
Unknown,378801,1273787,153
Unknown,376955,1271941,149
Unknown,368438,1263521,137
Unknown,371975,1266965,141
Unknown,369985,1265065,139
Unknown,372900,1267890,143
Unknown,370873,1265864,140
Unknown,374121,1269111,145
Unknown,373345,1268335,144
Unknown,378797,1273783,153
"Cyclodecasiloxane, eicosamethyl-",370866,1265857,140
Unknown,377920,1272906,151
Unknown,378069,1273055,151
Unknown,371874,1266864,141
Unknown,370505,1265503,140
Unknown,374056,1269046,145
Unknown,376933,1271919,149
Unknown,377041,1272027,149
Unknown,378637,1273623,153
Unknown,377521,1272507,150
Unknown,378894,1273880,153
Unknown,376343,1271332,147
Unknown,370501,1265499,140
Unknown,376944,1271930,149
Unknown,378389,1273375,152
Unknown,377082,1272068,149
Unknown,369711,1264791,139
Unknown,377145,1272131,149
Unknown,368705,1263788,137
Unknown,377996,1272982,151
Unknown,373578,1268568,144
Unknown,374185,1269175,145
Unknown,367725,1262808,136
Unknown,372075,1267065,141
Unknown,377109,1272095,149
Unknown,377439,1272425,150
Unknown,377539,1272525,150
Unknown,371864,1266854,141
Unknown,376563,1271549,148
Unknown,373284,1268274,144
Unknown,377875,1272861,151
Unknown,367389,1262472,135
Unknown,372638,1267628,143
Unknown,367721,1262804,136
Unknown,372572,1267562,143
Unknown,368541,1263624,137
Unknown,368524,1263607,137
Unknown,378340,1273326,152
Unknown,378636,1273622,153
Unknown,370625,1265619,140
Unknown,368598,1263681,137
Unknown,369863,1264943,139
Unknown,378383,1273369,152
Unknown,377049,1272035,149
Unknown,377369,1272355,150
Tetratetracontane,370563,1265559,140
Unknown,371838,1266828,141
Unknown,372840,1267830,143
Unknown,370572,1265567,140
Unknown,374340,1269330,145
Unknown,368500,1263583,137
Unknown,375139,1270128,147
Unknown,375589,1270578,147
Unknown,377998,1272984,151
Unknown,377459,1272445,150
Unknown,373293,1268283,144
Unknown,374111,1269101,145
"Benzeneacetic acid, 3-methoxy-.alpha.,4-bis[(trimethylsilyl)oxy]-, ethyl ester",376620,1271606,148
Unknown,378312,1273298,152
Unknown,372957,1267947,143
Unknown,368481,1263564,137
Unknown,374050,1269040,145
Unknown,367682,1262765,136
Unknown,372776,1267766,143
Unknown,367660,1262743,136
Unknown,377375,1272361,150
Unknown,378662,1273648,153
Unknown,374271,1269261,145
Unknown,372942,1267932,143
Unknown,370755,1265748,140
Unknown,370423,1265424,140
Unknown,370744,1265737,140
Unknown,369898,1264978,139
Unknown,378795,1273781,153
Unknown,368923,1264006,137
Unknown,370682,1265676,140
Unknown,372605,1267595,143
Unknown,377466,1272452,150
Unknown,369703,1264783,139
Unknown,372283,1267273,141
Unknown,368014,1263097,136
Unknown,372658,1267648,143
Unknown,373607,1268597,144
Unknown,371937,1266927,141
Unknown,369718,1264798,139
Unknown,369630,1264710,139
Unknown,377470,1272456,150
Unknown,372639,1267629,143
Unknown,370536,1265533,140
Pentatriacontane,370981,1265972,140
Unknown,377867,1272853,151
Unknown,378274,1273260,152
Unknown,374270,1269260,145
Unknown,367960,1263043,136
Unknown,373260,1268250,144
Tetracontane,370722,1265716,140
Unknown,369995,1265075,139
Unknown,371001,1265992,140
Unknown,374077,1269067,145
Unknown,378813,1273799,153
Unknown,376995,1271981,149
Unknown,374895,1269885,146
Unknown,375910,1270899,147
Unknown,369632,1264712,139
Unknown,370843,1265834,140
Unknown,373346,1268336,144
Unknown,376163,1271152,147
Unknown,367715,1262798,136
Unknown,378397,1273383,152
Unknown,376916,1271902,149
Unknown,377059,1272045,149
Unknown,378325,1273311,152
Unknown,372680,1267670,143
Unknown,368593,1263676,137
Unknown,374787,1269777,146
Unknown,375752,1270741,147
Unknown,376293,1271282,147
Unknown,372669,1267659,143
Unknown,378770,1273756,153
Unknown,376104,1271093,147
Unknown,374079,1269069,145
Unknown,371121,1266111,140
Unknown,374327,1269317,145
Unknown,377949,1272935,151
Unknown,378402,1273388,152
Unknown,368873,1263956,137
Unknown,377995,1272981,151
Unknown,377374,1272360,150
Unknown,367767,1262850,136
Unknown,372115,1267105,141
Unknown,375807,1270796,147
Unknown,369810,1264890,139
Unknown,368085,1263168,136
Unknown,371036,1266027,140
Unknown,377862,1272848,151
Unknown,371887,1266877,141
Unknown,377005,1271991,149
Unknown,374473,1269463,145
Unknown,377384,1272370,150
Unknown,378050,1273036,151
Unknown,371903,1266893,141
Unknown,375536,1270525,147
Unknown,377364,1272350,150
Unknown,377414,1272400,150
Unknown,377980,1272966,151
Unknown,375713,1270702,147
Unknown,378774,1273760,153
Unknown,371976,1266966,141
Unknown,373292,1268282,144
Unknown,377019,1272005,149
Unknown,370645,1265639,140
Unknown,376932,1271918,149
Unknown,377072,1272058,149
Unknown,377968,1272954,151
Unknown,370989,1265980,140
Unknown,368479,1263562,137
Unknown,369755,1264835,139
Unknown,378756,1273742,153
Unknown,370793,1265785,140
Unknown,367690,1262773,136
Unknown,370995,1265986,140
Unknown,377475,1272461,150
Unknown,371883,1266873,141
Unknown,377519,1272505,150
Unknown,378792,1273778,153
Unknown,373326,1268316,144
Unknown,370879,1265870,140
Unknown,373343,1268333,144
Unknown,374053,1269043,145
Unknown,377362,1272348,150
Unknown,377497,1272483,150
Unknown,378387,1273373,152
Unknown,377938,1272924,151
Unknown,377992,1272978,151
Unknown,373363,1268353,144
Unknown,374380,1269370,145
Unknown,375695,1270684,147
Unknown,368585,1263668,137
Unknown,369982,1265062,139
Unknown,371891,1266881,141
Pentatriacontane,370865,1265856,140
Unknown,378769,1273755,153
Unknown,369838,1264918,139
Unknown,367761,1262844,136
Unknown,370704,1265698,140
Unknown,378427,1273413,152
Unknown,377000,1271986,149
Unknown,377854,1272840,151
Unknown,374544,1269534,145
Unknown,378630,1273616,153
Unknown,378644,1273630,153
Unknown,371853,1266843,141
Hentriacontane,370746,1265739,140
Unknown,368515,1263598,137
Unknown,372704,1267694,143
Unknown,374267,1269257,145
Unknown,375754,1270743,147
Unknown,378794,1273780,153
Unknown,373445,1268435,144
Unknown,376943,1271929,149
Unknown,376946,1271932,149
Unknown,377861,1272847,151
Unknown,368512,1263595,137
Heptacosane,370702,1265696,140
Unknown,372835,1267825,143
Unknown,376701,1271687,148
Unknown,370749,1265742,140
Unknown,371984,1266974,141
Unknown,367731,1262814,136
Unknown,372681,1267671,143
Unknown,370493,1265491,140
Unknown,369893,1264973,139
Unknown,372052,1267042,141
Unknown,370754,1265747,140
Unknown,376930,1271916,149
Unknown,374070,1269060,145
Unknown,377842,1272828,151
Unknown,377383,1272369,150
Unknown,374148,1269138,145
Unknown,371431,1266421,140
Unknown,373172,1268162,144
Unknown,374074,1269064,145
Unknown,369743,1264823,139
Unknown,374437,1269427,145
Unknown,367687,1262770,136
Unknown,372547,1267537,143
Unknown,378365,1273351,152
Unknown,378807,1273793,153
Unknown,377411,1272397,150
Unknown,374241,1269231,145
Unknown,377562,1272548,150
Unknown,368131,1263214,136
Unknown,375579,1270568,147
Unknown,378810,1273796,153
Unknown,368458,1263541,137
Unknown,376914,1271900,149
Unknown,373359,1268349,144
Unknown,370822,1265813,140
Unknown,376922,1271908,149
Unknown,378401,1273387,152
Unknown,375588,1270577,147
Unknown,369968,1265048,139
Unknown,378435,1273421,152
Unknown,378317,1273303,152
Unknown,378746,1273732,153
Unknown,372097,1267087,141
Unknown,376210,1271199,147
Unknown,369721,1264801,139
Unknown,371900,1266890,141
Unknown,371067,1266057,140
Unknown,372217,1267207,141
Unknown,375773,1270762,147
Unknown,367809,1262892,136
Unknown,367678,1262761,136
Unknown,378747,1273733,153
Unknown,369700,1264780,139
Unknown,373241,1268231,144
Unknown,368575,1263658,137
Unknown,376988,1271974,149
Unknown,368312,1263395,137
Unknown,372779,1267769,143
Unknown,377365,1272351,150
Unknown,378259,1273245,152
Unknown,367900,1262983,136
Unknown,377437,1272423,150
Unknown,373310,1268300,144
Unknown,367899,1262982,136
Unknown,377845,1272831,151
Unknown,378014,1273000,151
Unknown,369734,1264814,139
Unknown,375679,1270668,147
Unknown,377922,1272908,151
Unknown,378653,1273639,153
Unknown,378376,1273362,152
Unknown,378852,1273838,153
Unknown,374153,1269143,145
Unknown,377972,1272958,151
Unknown,370789,1265781,140
Unknown,369637,1264717,139
Unknown,372098,1267088,141
Unknown,368558,1263641,137
Unknown,367763,1262846,136
Unknown,370976,1265967,140
Unknown,373325,1268315,144
Unknown,377376,1272362,150
Unknown,378357,1273343,152
Unknown,371875,1266865,141
Unknown,374222,1269212,145
Unknown,377453,1272439,150
Unknown,375627,1270616,147
Unknown,377858,1272844,151
Unknown,372609,1267599,143
Unknown,368980,1264063,137
"Octatriacontyl pentafluoropropionate",370950,1265941,140
Unknown,370795,1265787,140
Unknown,377423,1272409,150
Unknown,369883,1264963,139
Unknown,370858,1265849,140
Unknown,371873,1266863,141
Unknown,377846,1272832,151
Unknown,373982,1268972,145
Unknown,375948,1270937,147
Unknown,370674,1265668,140
Unknown,377447,1272433,150
Unknown,371073,1266063,140
Unknown,369903,1264983,139
Unknown,372977,1267967,143
Unknown,367791,1262874,136
Unknown,367388,1262471,135
Unknown,368514,1263597,137
Unknown,373435,1268425,144
Unknown,377028,1272014,149
Unknown,377081,1272067,149
Unknown,378692,1273678,153
Unknown,375779,1270768,147
Unknown,375669,1270658,147
Unknown,376215,1271204,147
Unknown,373928,1268918,145
Unknown,378671,1273657,153
Unknown,374529,1269519,145
Unknown,376876,1271862,149
Unknown,368788,1263871,137
Unknown,372660,1267650,143
"Hexatriacontyl trifluoroacetate",371114,1266104,140
Unknown,377522,1272508,150
Unknown,367637,1262720,136
Unknown,373250,1268240,144
Unknown,377977,1272963,151
Unknown,369907,1264987,139
Unknown,369832,1264912,139
Unknown,374113,1269103,145
Unknown,373320,1268310,144
Unknown,374909,1269899,146
"Ribitol, 5TMS derivative",375380,1270369,147
Unknown,378382,1273368,152
Unknown,370687,1265681,140
Unknown,367661,1262744,136
Unknown,371852,1266842,141
"D-(+)-Xylose, tetrakis(trimethylsilyl) ether, methyloxime (anti)",375372,1270361,147
Unknown,376992,1271978,149
Unknown,373322,1268312,144
Unknown,367987,1263070,136
Unknown,369998,1265078,139
Unknown,367768,1262851,136
Unknown,374504,1269494,145
Unknown,374878,1269868,146
Unknown,369127,1264208,138
Unknown,377412,1272398,150
Unknown,377955,1272941,151
Unknown,378872,1273858,153
Unknown,377918,1272904,151
Unknown,371949,1266939,141
Unknown,374309,1269299,145
Unknown,377319,1272305,150
Unknown,377863,1272849,151
Unknown,378816,1273802,153
Unknown,374225,1269215,145
Unknown,376879,1271865,149
Unknown,377002,1271988,149
Unknown,377839,1272825,151
Unknown,368462,1263545,137
Unknown,368678,1263761,137
Unknown,377865,1272851,151
Unknown,378368,1273354,152
Unknown,373194,1268184,144
"Carbonic acid, octadecyl vinyl ester",370720,1265714,140
Unknown,370909,1265900,140
Unknown,374505,1269495,145
Unknown,368657,1263740,137
Unknown,378249,1273235,152
Unknown,369196,1264277,138
Unknown,367892,1262975,136
Unknown,372883,1267873,143
Unknown,374061,1269051,145
Unknown,378421,1273407,152
Unknown,378739,1273725,153
Unknown,372710,1267700,143
Unknown,370815,1265806,140
Unknown,370945,1265936,140
Unknown,370810,1265801,140
Unknown,376997,1271983,149
Unknown,378356,1273342,152
Unknown,372688,1267678,143
"(2-Ethoxyethoxy)acetic acid, TMS derivative",375454,1270443,147
Unknown,368488,1263571,137
Unknown,378017,1273003,151
Unknown,373398,1268388,144
Unknown,370915,1265906,140
Unknown,378423,1273409,152
Unknown,378350,1273336,152
Unknown,376290,1271279,147
Unknown,376991,1271977,149
"D-(-)-Lyxose, tetrakis(trimethylsilyl) ether, ethyloxime (isomer 1)",375476,1270465,147
"D-(-)-Lyxose, tetrakis(trimethylsilyl) ether, trimethylsilyloxime (isomer 1)",375395,1270384,147
Unknown,371993,1266983,141
Unknown,377332,1272318,150
Unknown,377836,1272822,151
Unknown,372042,1267032,141
Unknown,372666,1267656,143
Unknown,376919,1271905,149
Unknown,378855,1273841,153
Unknown,368970,1264053,137
Unknown,374425,1269415,145
Unknown,368866,1263949,137
Unknown,378585,1273571,153
Unknown,376909,1271895,149
Unknown,377478,1272464,150
Unknown,374081,1269071,145
Unknown,377837,1272823,151
Unknown,373371,1268361,144
Unknown,371951,1266941,141
Unknown,377457,1272443,150
Unknown,371054,1266044,140
Unknown,375729,1270718,147
Unknown,376872,1271858,149
Unknown,377939,1272925,151
Unknown,371057,1266047,140
Unknown,374106,1269096,145
Unknown,375988,1270977,147
Unknown,378349,1273335,152
Unknown,374884,1269874,146
Unknown,378246,1273232,152
Unknown,369716,1264796,139
Unknown,377325,1272311,150
Unknown,374301,1269291,145
Unknown,370983,1265974,140
Unknown,368498,1263581,137
Unknown,378731,1273717,153
Unknown,377424,1272410,150
Unknown,369687,1264767,139
Unknown,367801,1262884,136
Unknown,378775,1273761,153
Unknown,372905,1267895,143
Unknown,371863,1266853,141
Unknown,375653,1270642,147
"Cyclotrisiloxane, hexamethyl-",377272,1272258,150
Unknown,376910,1271896,149
Unknown,369964,1265044,139
Unknown,368543,1263626,137
Unknown,376877,1271863,149
Unknown,378766,1273752,153
Unknown,378252,1273238,152
Unknown,367980,1263063,136
Unknown,368486,1263569,137
Unknown,374353,1269343,145
Unknown,368710,1263793,137
Unknown,372718,1267708,143
Unknown,373530,1268520,144
Unknown,377433,1272419,150
Unknown,378230,1273216,152
Unknown,378634,1273620,153
Unknown,373462,1268452,144
Unknown,371410,1266400,140
Unknown,367698,1262781,136
Tris(tert-butyldimethylsilyloxy)arsane,378615,1273601,153
Unknown,376989,1271975,149
Unknown,369749,1264829,139
Unknown,371886,1266876,141
Unknown,374290,1269280,145
Unknown,377752,1272738,151
Unknown,376336,1271325,147
Unknown,372931,1267921,143
Unknown,368963,1264046,137
Unknown,369854,1264934,139
Unknown,377242,1272228,150
Unknown,370671,1265665,140
Unknown,377765,1272751,151
Unknown,377692,1272678,151
Unknown,376790,1271776,149
Unknown,378187,1273173,152
Unknown,378547,1273533,153
Unknown,373603,1268593,144
Unknown,367704,1262787,136
Unknown,370808,1265799,140
Unknown,375844,1270833,147
Unknown,370880,1265871,140
Unknown,375441,1270430,147
Unknown,372649,1267639,143
Unknown,367674,1262757,136
Unknown,367670,1262753,136
Unknown,376178,1271167,147
Unknown,369714,1264794,139
Unknown,367668,1262751,136
Unknown,374166,1269156,145
Unknown,375474,1270463,147
Unknown,368674,1263757,137
Unknown,368782,1263865,137
"Cholesterol, TMS derivative",377231,1272217,150
Unknown,373312,1268302,144
"Cholesterol, TMS derivative",376784,1271770,149
"Cholesterol, TMS derivative",378573,1273559,153
"Cholesterol, TMS derivative",377672,1272658,151
"Cholesterol, TMS derivative",378173,1273159,152
Unknown,370734,1265727,140
Unknown,372644,1267634,143
Unknown,369807,1264887,139
Unknown,371222,1266212,140
Unknown,377715,1272701,151
Unknown,371126,1266116,140
Unknown,376160,1271149,147
Unknown,369636,1264716,139
Unknown,371894,1266884,141
Unknown,376819,1271805,149
Unknown,372722,1267712,143
Unknown,371893,1266883,141
Unknown,374096,1269086,145
Unknown,377851,1272837,151
Unknown,368930,1264013,137
Unknown,372036,1267026,141
Unknown,376856,1271842,149
Unknown,374466,1269456,145
Unknown,373329,1268319,144
Unknown,378381,1273367,152
Unknown,378670,1273656,153
Unknown,377829,1272815,151
Unknown,369986,1265066,139
"D-(-)-Lyxose, tetrakis(trimethylsilyl) ether, trimethylsilyloxime (isomer 2)",375438,1270427,147
Unknown,368491,1263574,137
Unknown,374937,1269927,146
Unknown,376756,1271742,148
"D-(-)-Ribose, tetrakis(trimethylsilyl) ether, trimethylsilyloxime (isomer 1)",375358,1270347,147
Unknown,377360,1272346,150
Unknown,373362,1268352,144
Unknown,377737,1272723,151
Unknown,371878,1266868,141
1-Octylsilatrane,371012,1266003,140
"Estra-1,3,5(10)-triene-3,17-diol (17.beta.)-, dibenzoate",376565,1271551,148
Unknown,368933,1264016,137
Unknown,377823,1272809,151
Unknown,369710,1264790,139
Unknown,370762,1265755,140
Unknown,367735,1262818,136
Unknown,377350,1272336,150
Unknown,378787,1273773,153
Unknown,372298,1267288,141
Unknown,368464,1263547,137
Unknown,369991,1265071,139
Unknown,374673,1269663,145
Unknown,378361,1273347,152
1-Octylsilatrane,370244,1265258,140
Unknown,367967,1263050,136
Unknown,368019,1263102,136
Unknown,374367,1269357,145
1-Octylsilatrane,370225,1265243,140
1-Octylsilatrane,370277,1265289,140
Unknown,372966,1267956,143
Unknown,374814,1269804,146
Unknown,376873,1271859,149
Unknown,367700,1262783,136
Unknown,376855,1271841,149
Unknown,378339,1273325,152
Unknown,374284,1269274,145
Unknown,374140,1269130,145
Unknown,368522,1263605,137
Unknown,377847,1272833,151
Unknown,378749,1273735,153
Unknown,375470,1270459,147
Unknown,369769,1264849,139
Unknown,368997,1264080,137
Unknown,371882,1266872,141
Unknown,377323,1272309,150
Unknown,369974,1265054,139
Unknown,374208,1269198,145
Unknown,373175,1268165,144
Unknown,370929,1265920,140
Unknown,371938,1266928,141
Unknown,377347,1272333,150
Unknown,377328,1272314,150
Unknown,369831,1264911,139
Unknown,369797,1264877,139
Unknown,368576,1263659,137
Unknown,377407,1272393,150
Unknown,371881,1266871,141
Unknown,373166,1268156,144
Phthalocyaninatoiron,376530,1271516,148
Unknown,372524,1267514,143
Unknown,378247,1273233,152
Unknown,378298,1273284,152
Unknown,372656,1267646,143
Unknown,375746,1270735,147
Unknown,375671,1270660,147
Unknown,369965,1265045,139
Unknown,368743,1263826,137
Unknown,370768,1265760,140
Unknown,376297,1271286,147
Unknown,376866,1271852,149
Unknown,378354,1273340,152
Unknown,374237,1269227,145
Unknown,367733,1262816,136
Unknown,377840,1272826,151
Unknown,368509,1263592,137
Unknown,376662,1271648,148
Unknown,376239,1271228,147
Unknown,378761,1273747,153
Unknown,374496,1269486,145
Unknown,368006,1263089,136
Unknown,374094,1269084,145
Unknown,377462,1272448,150
Unknown,372051,1267041,141
Unknown,378391,1273377,152
Unknown,376826,1271812,149
Unknown,372559,1267549,143
Unknown,378318,1273304,152
Unknown,370759,1265752,140
Unknown,376939,1271925,149
Unknown,376026,1271015,147
Unknown,376533,1271519,148
5-Dimethyl(isopropyl)silyloxytetradecane,376541,1271527,148
Unknown,371953,1266943,141
Unknown,377774,1272760,151
Unknown,377305,1272291,150
Unknown,372028,1267018,141
Unknown,368008,1263091,136
Unknown,369988,1265068,139
Unknown,371821,1266811,141
Unknown,367741,1262824,136
Unknown,370681,1265675,140
Unknown,369066,1264147,138
Unknown,377821,1272807,151
Unknown,372892,1267882,143
Unknown,368649,1263732,137
Unknown,378721,1273707,153
Unknown,367818,1262901,136
Unknown,376927,1271913,149
Unknown,374118,1269108,145
Unknown,368489,1263572,137
Unknown,376980,1271966,149
Unknown,377358,1272344,150
Unknown,376504,1271490,148
Unknown,374503,1269493,145
Unknown,374187,1269177,145
Unknown,375623,1270612,147
Unknown,371956,1266946,141
Unknown,372747,1267737,143
Unknown,376869,1271855,149
Unknown,376139,1271128,147
Unknown,377438,1272424,150
Unknown,377488,1272474,150
Unknown,378735,1273721,153
Unknown,373311,1268301,144
Unknown,372675,1267665,143
Unknown,374568,1269558,145
Unknown,375689,1270678,147
Unknown,374265,1269255,145
Unknown,368655,1263738,137
Unknown,374193,1269183,145
Unknown,378695,1273681,153
Unknown,368540,1263623,137
Unknown,376874,1271860,149
Unknown,376999,1271985,149
Unknown,378324,1273310,152
Unknown,378778,1273764,153
Unknown,377924,1272910,151
Unknown,378320,1273306,152
Unknown,377826,1272812,151
Unknown,378315,1273301,152
Unknown,370842,1265833,140
Unknown,373373,1268363,144
Unknown,373487,1268477,144
Unknown,372189,1267179,141
Unknown,378610,1273596,153
Unknown,377345,1272331,150
Unknown,367785,1262868,136
Unknown,374082,1269072,145
Unknown,377834,1272820,151
Unknown,377419,1272405,150
Unknown,374230,1269220,145
Unknown,372707,1267697,143
Unknown,370104,1265151,140
Unknown,370388,1265151,140
Unknown,378647,1273633,153
Unknown,378743,1273729,153
Unknown,374530,1269520,145
Unknown,376263,1271252,147
Unknown,371862,1266852,141
Unknown,377504,1272490,150
(Z)-Docos-9-enenitrile,370107,1265154,140
Unknown,372013,1267003,141
Unknown,376882,1271868,149
Unknown,367691,1262774,136
Unknown,377884,1272870,151
Unknown,377440,1272426,150
Unknown,374630,1269620,145
Unknown,367783,1262866,136
Unknown,377336,1272322,150
Unknown,378271,1273257,152
Unknown,372150,1267140,141
Unknown,376381,1271370,147
Unknown,374310,1269300,145
Unknown,370863,1265854,140
Unknown,373548,1268538,144
Unknown,375912,1270901,147
Unknown,370201,1265154,140
Unknown,377827,1272813,151
Unknown,377944,1272930,151
Unknown,374668,1269658,145
Unknown,372670,1267660,143
Unknown,377016,1272002,149
Unknown,377396,1272382,150
Unknown,378332,1273318,152
Unknown,378793,1273779,153
Unknown,367853,1262936,136
Unknown,368490,1263573,137
Unknown,370561,1265557,140
Unknown,376859,1271845,149
Unknown,367786,1262869,136
Unknown,370651,1265645,140
Unknown,376899,1271885,149
Unknown,377910,1272896,151
Unknown,374319,1269309,145
Unknown,377871,1272857,151
Unknown,377417,1272403,150
Unknown,370760,1265753,140
Unknown,376520,1271506,148
Unknown,376358,1271347,147
Unknown,378250,1273236,152
Unknown,377803,1272789,151
Unknown,375813,1270802,147
Unknown,372713,1267703,143
Unknown,377950,1272936,151
Unknown,372730,1267720,143
Unknown,368561,1263644,137
Unknown,370458,1265458,140
Unknown,377354,1272340,150
Unknown,377818,1272804,151
Unknown,378676,1273662,153
Unknown,370709,1265703,140
Unknown,375138,1270127,147
Unknown,376851,1271837,149
Unknown,377810,1272796,151
Unknown,367686,1262769,136
Unknown,371861,1266851,141
Unknown,373305,1268295,144
Unknown,371898,1266888,141
Unknown,377329,1272315,150
Unknown,368810,1263893,137
Unknown,378825,1273811,153
Unknown,374402,1269392,145
Unknown,367978,1263061,136
Unknown,374557,1269547,145
Unknown,371920,1266910,141
Unknown,377339,1272325,150
Unknown,378652,1273638,153
Unknown,378359,1273345,152
Unknown,378809,1273795,153
Unknown,378819,1273805,153
Unknown,376691,1271677,148
Unknown,377415,1272401,150
Unknown,375122,1270111,147
Unknown,373342,1268332,144
Unknown,377299,1272285,150
Unknown,374167,1269157,145
Unknown,372292,1267282,141
Unknown,375044,1270034,147
Unknown,374856,1269846,146
