SpectrumId,SubmissionId,name
366248,128,"#213 263.0000@23.2355 MS1+"
366249,128,"#214 89.0000@19.5137 MS1+"
366250,128,"#215 217.0000@21.0963 MS1+"
366251,128,"#216 71.0000@16.5360 MS1+"
366252,128,"#217 61.0000@41.7765 MS1+"
366253,128,"#218 73.0000@43.0840 MS1+"
366254,128,"#219 221.0000@36.7910 MS1+"
366255,128,"#220 71.0000@16.7987 MS1+"
366256,128,"#221 57.0000@14.1591 MS1+"
366257,128,"#222 98.0000@10.9250 MS1+"
366258,128,"#223 72.0000@16.9742 MS1+"
366259,128,"#224 71.0000@15.0661 MS1+"
366260,128,"#225 88.0000@23.6298 MS1+"
366261,128,"#226 57.0000@44.0537 MS1+"
366262,128,"#227 259.0000@20.7897 MS1+"
366263,128,"#228 89.0000@32.5937 MS1+"
366264,128,"#229 147.0000@17.0677 MS1+"
366265,128,"#230 71.0000@40.7382 MS1+"
366266,128,"#231 73.0000@42.3772 MS1+"
366267,128,"#232 223.0000@24.2492 MS1+"
366268,128,"#233 75.0000@10.1432 MS1+"
366269,128,"#234 159.0000@19.9892 MS1+"
366270,128,"#235 147.0000@30.6043 MS1+"
366271,128,"#236 353.0000@43.8973 MS1+"
366272,128,"#237 57.0000@12.1763 MS1+"
366273,128,"#238 71.0000@15.7729 MS1+"
366274,128,"#239 211.0000@35.2023 MS1+"
366275,128,"#240 147.0000@29.1470 MS1+"
366276,128,"#241 151.0000@11.1501 MS1+"
366277,128,"#242 73.0000@38.3735 MS1+"
366278,128,"#243 147.0000@17.6623 MS1+"
366279,128,"#244 147.0000@43.3217 MS1+"
366280,128,"#245 179.0000@14.5718 MS1+"
366281,128,"#246 75.0000@13.5899 MS1+"
366282,128,"#247 397.0000@43.1715 MS1+"
366283,128,"#248 73.0000@36.0278 MS1+"
366284,128,"#249 117.0000@28.4775 MS1+"
366285,128,"#250 71.0000@13.9714 MS1+"
366286,128,"#251 208.0000@21.7720 MS1+"
366287,128,"#252 57.0000@12.8267 MS1+"
366288,128,"#253 57.0000@20.1267 MS1+"
366289,128,"#254 73.0000@31.0925 MS1+"
366290,128,"#255 73.0000@29.7037 MS1+"
366291,128,"#256 71.0000@21.1713 MS1+"
366292,128,"#257 147.0000@39.3620 MS1+"
366293,128,"#258 71.0000@31.3925 MS1+"
366294,128,"#259 71.0000@32.3058 MS1+"
366295,128,"#260 269.0000@46.3368 MS1+"
366296,128,"#261 114.0000@34.8268 MS1+"
366297,128,"#262 73.0000@46.5370 MS1+"
366298,128,"#263 88.0000@24.3492 MS1+"
366299,128,"#264 140.0000@18.9943 MS1+"
366300,128,"#265 73.0000@20.9023 MS1+"
366301,128,"#266 71.0000@15.4665 MS1+"
366302,128,"#267 471.0000@46.2805 MS1+"
366303,128,"#268 395.0000@43.0213 MS1+"
366304,128,"#269 221.0000@31.8745 MS1+"
366305,128,"#270 57.0000@45.5423 MS1+"
366306,128,"#271 273.0000@30.4295 MS1+"
366307,128,"#272 117.0000@21.5215 MS1+"
366308,128,"#273 71.0000@22.5788 MS1+"
366309,128,"#274 73.0000@23.8987 MS1+"
366310,128,"#275 75.0000@10.3059 MS1+"
366311,128,"#276 253.0000@43.2842 MS1+"
366312,128,"#277 97.0000@46.3245 MS1+"
366313,128,"#278 317.0000@27.3267 MS1+"
366314,128,"#279 73.0000@44.8980 MS1+"
366315,128,"#280 97.0000@44.3102 MS1+"
366316,128,"#281 73.0000@19.6200 MS1+"
366317,128,"#282 97.0000@44.9733 MS1+"
366318,128,"#283 221.0000@19.5638 MS1+"
366319,128,"#284 97.0000@43.3280 MS1+"
