,name,ms_level,polarity,retention_time,height,area,mz,neutral_mass,adducts,p_value,quantitation_mass,H1.CDF retention_time,H1.CDF height,H1.CDF mz,H2.CDF retention_time,H2.CDF height,H2.CDF mz,H21.CDF retention_time,H21.CDF height,H21.CDF mz,H22.CDF retention_time,H22.CDF height,H22.CDF mz,H23.CDF retention_time,H23.CDF height,H23.CDF mz,H24.CDF retention_time,H24.CDF height,H24.CDF mz,H25.CDF retention_time,H25.CDF height,H25.CDF mz,H3.CDF retention_time,H3.CDF height,H3.CDF mz,H31.CDF retention_time,H31.CDF height,H31.CDF mz,H32.CDF retention_time,H32.CDF height,H32.CDF mz,H33.CDF retention_time,H33.CDF height,H33.CDF mz,H34.CDF retention_time,H34.CDF height,H34.CDF mz,H35.CDF retention_time,H35.CDF height,H35.CDF mz,H4.CDF retention_time,H4.CDF height,H4.CDF mz,H41.CDF retention_time,H41.CDF height,H41.CDF mz,H42.CDF retention_time,H42.CDF height,H42.CDF mz,H43.CDF retention_time,H43.CDF height,H43.CDF mz,H44.CDF retention_time,H44.CDF height,H44.CDF mz,H45.CDF retention_time,H45.CDF height,H45.CDF mz,H5.CDF retention_time,H5.CDF height,H5.CDF mz,L1.CDF retention_time,L1.CDF height,L1.CDF mz,L2.CDF retention_time,L2.CDF height,L2.CDF mz,L21.CDF retention_time,L21.CDF height,L21.CDF mz,L22.CDF retention_time,L22.CDF height,L22.CDF mz,L23.CDF retention_time,L23.CDF height,L23.CDF mz,L24.CDF retention_time,L24.CDF height,L24.CDF mz,L25.CDF retention_time,L25.CDF height,L25.CDF mz,L3.CDF retention_time,L3.CDF height,L3.CDF mz,L31.CDF retention_time,L31.CDF height,L31.CDF mz,L32.CDF retention_time,L32.CDF height,L32.CDF mz,L33.CDF retention_time,L33.CDF height,L33.CDF mz,L34.CDF retention_time,L34.CDF height,L34.CDF mz,L35.CDF retention_time,L35.CDF height,L35.CDF mz,L4.CDF retention_time,L4.CDF height,L4.CDF mz,L41.CDF retention_time,L41.CDF height,L41.CDF mz,L42.CDF retention_time,L42.CDF height,L42.CDF mz,L43.CDF retention_time,L43.CDF height,L43.CDF mz,L44.CDF retention_time,L44.CDF height,L44.CDF mz,L45.CDF retention_time,L45.CDF height,L45.CDF mz,L5.CDF retention_time,L5.CDF height,L5.CDF mz,M1.CDF retention_time,M1.CDF height,M1.CDF mz,M2.CDF retention_time,M2.CDF height,M2.CDF mz,M21.CDF retention_time,M21.CDF height,M21.CDF mz,M22.CDF retention_time,M22.CDF height,M22.CDF mz,M23.CDF retention_time,M23.CDF height,M23.CDF mz,M24.CDF retention_time,M24.CDF height,M24.CDF mz,M25.CDF retention_time,M25.CDF height,M25.CDF mz,M3.CDF retention_time,M3.CDF height,M3.CDF mz,M31.CDF retention_time,M31.CDF height,M31.CDF mz,M32.CDF retention_time,M32.CDF height,M32.CDF mz,M33.CDF retention_time,M33.CDF height,M33.CDF mz,M34.CDF retention_time,M34.CDF height,M34.CDF mz,M35.CDF retention_time,M35.CDF height,M35.CDF mz,M4.CDF retention_time,M4.CDF height,M4.CDF mz,M41.CDF retention_time,M41.CDF height,M41.CDF mz,M42.CDF retention_time,M42.CDF height,M42.CDF mz,M43.CDF retention_time,M43.CDF height,M43.CDF mz,M44.CDF retention_time,M44.CDF height,M44.CDF mz,M45.CDF retention_time,M45.CDF height,M45.CDF mz,M5.CDF retention_time,M5.CDF height,M5.CDF mz,S1.CDF retention_time,S1.CDF height,S1.CDF mz,S2.CDF retention_time,S2.CDF height,S2.CDF mz,S21.CDF retention_time,S21.CDF height,S21.CDF mz,S22.CDF retention_time,S22.CDF height,S22.CDF mz,S23.CDF retention_time,S23.CDF height,S23.CDF mz,S24.CDF retention_time,S24.CDF height,S24.CDF mz,S25.CDF retention_time,S25.CDF height,S25.CDF mz,S3.CDF retention_time,S3.CDF height,S3.CDF mz,S31.CDF retention_time,S31.CDF height,S31.CDF mz,S32.CDF retention_time,S32.CDF height,S32.CDF mz,S33.CDF retention_time,S33.CDF height,S33.CDF mz,S34.CDF retention_time,S34.CDF height,S34.CDF mz,S35.CDF retention_time,S35.CDF height,S35.CDF mz,S4.CDF retention_time,S4.CDF height,S4.CDF mz,S41.CDF retention_time,S41.CDF height,S41.CDF mz,S42.CDF retention_time,S42.CDF height,S42.CDF mz,S43.CDF retention_time,S43.CDF height,S43.CDF mz,S44.CDF retention_time,S44.CDF height,S44.CDF mz,S45.CDF retention_time,S45.CDF height,S45.CDF mz,S5.CDF retention_time,S5.CDF height,S5.CDF mz,VIP
166,#167 73.1000@9.7028 MS1+,1,+,9.702816666666669,49690.59336048167,2334.9531084874934,73.0999984741211,,,4.884981308350689e-15,73.0999984741211,9.709116666666668,49137.81445074896,73.0999984741211,9.696616666666667,33946.44289810107,73.0999984741211,9.702733333333333,23067.498689527725,73.0999984741211,9.7028,72468.54312574596,73.0999984741211,9.69645,39721.503967253375,73.0999984741211,,,,9.696566666666667,30317.94695509762,73.0999984741211,9.696533333333331,41094.30200602452,73.0999984741211,9.7154,44321.29553094006,73.0999984741211,,,,9.708966666666669,30714.591949361085,73.0999984741211,9.709133333333334,37839.067140559375,73.0999984741211,9.709,25081.56081571404,73.0999984741211,9.702833333333333,23245.257765951363,73.0999984741211,,,,,,,9.70895,33905.42503528841,73.0999984741211,9.708966666666669,44477.43091299082,73.0999984741211,,,,9.702733333333333,20373.835562998152,73.0999984741211,9.702833333333333,35791.41889024168,73.0999984741211,9.696466666666668,32795.213879329734,73.0999984741211,9.7091,32570.782619352045,73.0999984741211,9.702816666666669,49690.59336048167,73.0999984741211,9.696566666666667,36855.46643495295,73.0999984741211,9.6964,24418.236747479445,73.0999984741211,9.6964,47561.290920366766,73.0999984741211,9.69645,37218.156361167086,73.0999984741211,9.709016666666669,25179.63703249942,73.0999984741211,9.702816666666669,31448.862828875837,73.0999984741211,9.7089,45815.24434915744,73.0999984741211,9.7028,32453.27077089576,73.0999984741211,9.702733333333333,34126.969098632806,73.0999984741211,9.702766666666667,40606.948769689305,73.0999984741211,9.70888333333333,27304.5795655562,73.0999984741211,,,,9.702816666666669,23122.18084079577,73.0999984741211,9.702733333333333,36210.82421330805,73.0999984741211,9.696466666666668,26830.245121331915,73.0999984741211,9.702783333333333,41487.77636344347,73.0999984741211,9.708933333333333,53787.82317779606,73.0999984741211,9.715316666666666,48132.33791238969,73.0999984741211,9.71535,49884.272520901024,73.0999984741211,9.715366666666666,49965.85178897748,73.0999984741211,9.69665,56238.648085350345,73.0999984741211,9.7404,23543.475161842885,73.0999984741211,9.709033333333334,73649.41483184398,73.0999984741211,9.721666666666666,53709.08168566111,73.0999984741211,9.709083333333334,52090.31113228222,73.0999984741211,9.709033333333334,78984.7421314937,73.0999984741211,9.70895,77941.59704990935,73.0999984741211,9.708966666666669,67746.81259503859,73.0999984741211,9.709133333333334,113289.1905608088,73.0999984741211,9.702633333333331,69751.72624733904,73.0999984741211,9.746483333333334,32423.36704342952,73.0999984741211,9.727816666666667,21755.600154714837,73.0999984741211,9.70895,62992.77098626201,73.0999984741211,9.70888333333333,62165.2924288254,73.0999984741211,,,,9.702833333333333,91833.3767217152,73.0999984741211,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.5305811238064093
196,#197 73.1000@16.6275 MS1+,1,+,16.627483333333334,19976.661372588773,747.9034715352898,73.0999984741211,,,3.674838211509268e-14,73.0999984741211,16.614983333333335,17704.402634506638,73.0999984741211,16.60246666666667,14849.997501899838,73.0999984741211,16.614833333333333,9681.616456607211,73.0999984741211,16.614916666666666,23771.6467022798,73.0999984741211,16.614816666666666,4553.652174965624,73.0999984741211,16.608766666666668,8874.492851751274,73.0999984741211,16.602416666666667,11393.025721404629,73.0999984741211,16.602383333333332,14576.758198610856,73.0999984741211,16.627516666666665,17559.809247471625,73.0999984741211,16.621016666666666,16368.72711507138,73.0999984741211,16.614816666666666,18760.087328338966,73.0999984741211,16.615,18105.290143353865,73.0999984741211,16.627366666666667,9617.677718298915,73.0999984741211,16.61495,8951.285646163711,156.10000610351562,,,,16.6212,18610.11333121697,73.0999984741211,16.614816666666666,25619.653731070022,73.0999984741211,16.614816666666666,36041.73782993329,73.0999984741211,16.627316666666665,13323.086139965497,156.10000610351562,16.6086,19218.24033994766,73.0999984741211,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.6273,24183.356921338276,73.0999984741211,16.621183333333335,9383.715536459233,73.0999984741211,16.639966666666666,25346.316213803948,73.0999984741211,16.627483333333334,19976.661372588773,73.0999984741211,16.615016666666666,24655.700308791013,73.0999984741211,,,,16.614883333333335,26389.664913198387,73.0999984741211,16.615016666666666,18472.822573856185,156.10000610351562,16.6212,39095.01759065082,73.0999984741211,16.6274,25371.505324524245,73.0999984741211,16.621066666666668,19151.31153770912,73.0999984741211,16.627333333333333,41940.93974617275,73.0999984741211,16.6275,65564.92177467188,73.0999984741211,16.61475,39383.62033433281,73.0999984741211,16.639833333333332,10477.683525411583,156.10000610351562,16.621166666666667,18269.14292418734,156.10000610351562,,,,16.614733333333334,37346.0791047148,73.0999984741211,,,,16.61495,38962.17916573247,73.0999984741211,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.5764646901814834
301,#302 415.4000@21.7816 MS1+,1,+,21.78163333333333,4356.012058858836,126.67832242718517,415.3999938964844,,,7.257086289680359e-07,73.0999984741211,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.7818,5411.0,415.3999938964844,,,,21.788116666666667,12482.301843622874,73.0999984741211,,,,21.775616666666668,3914.920736465,415.3999938964844,21.781766666666663,12533.06054687011,73.0999984741211,21.7819,6685.56019332244,415.3999938964844,21.79433333333333,17019.739625243936,73.0999984741211,,,,21.7942,31916.723731101665,73.0999984741211,21.794216666666667,20037.046227897343,73.0999984741211,21.79438333333333,18375.018824388622,73.0999984741211,21.78163333333333,4356.012058858836,415.3999938964844,,,,,,,,,,21.79413333333333,24355.4072459286,73.0999984741211,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.6134470475587224
249,#250 73.1000@6.0746 MS1+,1,+,6.07455,28276.337340266327,687.1092241116991,73.0999984741211,,,1.0331291377951855e-11,73.0999984741211,6.08105,19735.577709859037,73.0999984741211,6.02475,23094.72353714856,73.0999984741211,,,,,,,6.068366666666667,7397.740635050519,75.0,,,,6.03095,32962.90889642658,73.0999984741211,6.074716666666666,22535.110377046665,73.0999984741211,6.074816666666667,25975.80602605689,75.0,,,,,,,6.06855,21084.687247527123,73.0999984741211,,,,6.106033333333333,24690.23883038496,75.0,,,,,,,6.037083333333333,33282.21202289525,73.0999984741211,6.08715,11302.254554648893,75.0,6.0746166666666666,29591.399661397343,75.0,,,,,,,6.0684,16777.37830116776,73.0999984741211,,,,6.037216666666667,20211.412927230907,73.0999984741211,6.07475,15344.940166681408,73.0999984741211,6.0808333333333335,19166.89273356214,73.0999984741211,6.0808333333333335,18143.949926933918,73.0999984741211,6.0746166666666666,22742.435951865104,73.0999984741211,6.068433333333333,19526.134965163397,73.0999984741211,6.043449999999999,15703.3946179903,73.0999984741211,6.0808333333333335,20629.046557771813,73.0999984741211,6.043449999999999,20765.43191894573,73.0999984741211,6.049633333333333,23337.47094418312,73.0999984741211,6.105966666666666,15112.729009094284,75.0,6.07455,28276.337340266327,73.0999984741211,6.11225,32402.787728742565,73.0999984741211,6.0747333333333335,28817.061820568226,73.0999984741211,6.0684,21332.08283332581,73.0999984741211,,,,6.049683333333333,18333.28223686753,73.0999984741211,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.6157034893018254
234,#235 73.1000@24.2963 MS1+,1,+,24.29625,17262.877950122915,1174.355394383182,73.0999984741211,,,6.770672779099485e-07,73.0999984741211,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.302566666666667,4063.102021834522,73.0999984741211,,,,,,,24.30275,6820.982731515309,73.0999984741211,24.29028333333333,9719.4007989706,73.0999984741211,24.29025,5786.981692845273,174.10000610351562,24.29015,8994.918020196172,73.0999984741211,,,,24.302716666666665,30262.74671782152,73.0999984741211,24.29015,16146.68153238576,73.0999984741211,24.296316666666662,6749.056975769636,174.10000610351562,24.3026,39089.38234946506,73.0999984741211,24.27148333333333,5827.786087482295,73.0999984741211,,,,24.3276,11722.8211911642,73.0999984741211,24.2839,6630.177871718886,73.0999984741211,,,,24.29625,17262.877950122915,73.0999984741211,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.6352713766698783
94,#95 77.0000@15.3827 MS1+,1,+,15.3827,105107.50791130416,114.590899349727,77.0,,,1.986188991054405e-13,60.0,15.388933333333334,263362.7371246307,77.0,15.382683333333334,57110.76475056643,77.0,15.39505,137692.16830318506,77.0,15.382616666666667,262522.18975244294,77.0,15.382516666666668,149634.64149423246,77.0,15.376466666666667,131488.53544296348,77.0,15.382633333333333,147383.79205310956,77.0,15.3826,213632.0075510851,77.0,15.401466666666666,280259.28001236,77.0,15.394983333333334,199660.5199361978,77.0,15.395033333333334,186771.00598708345,77.0,15.395216666666666,242253.3400861687,77.0,15.395083333333334,213174.2840020258,77.0,15.38265,253952.0,77.0,15.420166666666669,19590.1773959064,77.0,15.401416666666666,221100.7166569493,77.0,15.395016666666669,242920.72312606056,77.0,15.395033333333334,265168.46452757926,77.0,15.395016666666669,101245.24042295173,77.0,15.38255,192234.67015678604,77.0,15.376383333333331,283110.23872716114,77.0999984741211,15.370033333333334,314940.8886361042,77.0999984741211,15.38265,410918.3092037407,77.0999984741211,15.376383333333331,383082.2205748264,77.0999984741211,15.370116666666666,401312.4034966739,77.0999984741211,15.369966666666668,375190.0243097536,77.0,15.369966666666668,349470.2075893924,77.0999984741211,15.37,411257.218669919,77.0999984741211,15.382583333333333,246228.36108368548,77.0,15.388883333333334,276725.63690249133,77.0999984741211,15.382466666666666,269366.4822753355,77.0,15.376366666666666,274022.5191188168,77.0,15.38255,244478.43856995643,77.0,15.370083333333334,353941.3452302571,77.0999984741211,15.394966666666669,298772.2786559778,77.0999984741211,15.3826,223614.58143111103,77.0999984741211,15.382633333333333,282685.1115511776,77.0,15.38255,261048.0597691936,77.0,15.376283333333332,231039.36434240092,77.0,15.370083333333334,355150.3060139536,77.0999984741211,15.395,125648.0,77.0,15.382633333333333,89887.16178818367,77.0,15.413933333333334,133502.47364840272,77.0,15.395183333333334,63945.32535678534,77.0,15.382733333333332,87031.40001794859,77.0,15.3827,105107.50791130416,77.0,15.3826,180136.78530922602,77.0,15.376466666666667,151405.50437484696,77.0,15.395166666666666,126567.23597319332,77.0,15.38885,116457.5603790211,77.0,15.388766666666667,72863.90311216895,77.0,15.388783333333333,157239.18774486275,77.0,15.38895,194195.90282349355,77.0,15.3762,103916.54374133504,77.0,15.401283333333334,61958.313974070086,77.0,15.388866666666669,122707.90655434348,77.0,15.388766666666667,94235.33342310476,77.0,15.3887,135607.3349120185,77.0,15.3639,40230.77979375035,77.0,15.3764,161862.30374134422,77.0,15.3702,157533.8033843225,77.0,15.370033333333334,241996.60508042516,77.0,15.382683333333334,20538.404055556428,77.0,15.36995,287523.10847764864,77.0,15.363716666666669,295680.66056461376,77.0,15.37,112062.29043517052,77.0,15.37015,272960.0,77.0,15.370216666666666,174841.59939012048,77.0,15.376283333333332,211872.5707295369,77.0,15.3764,137316.32307495884,77.0,15.376383333333331,132611.07981317537,77.0,15.382583333333333,101081.4943286642,77.0,15.370216666666666,140078.69131316294,77.0,15.363733333333334,261172.25943835123,77.0,15.388866666666669,158142.9738259548,77.0,15.370133333333332,248404.3237614589,77.0,15.376433333333331,123886.90859202963,77.0,15.37015,95729.89247874504,77.0,15.382616666666667,144302.37873670834,77.0,15.370133333333332,283405.6828602091,77.0,1.6381079751774978
150,#151 245.1000@10.9287 MS1+,1,+,10.928683333333334,14202.026619871576,300.1266121001713,245.1000061035156,,,3.574740503609064e-11,73.0999984741211,10.941416666666669,82793.73720949695,245.1999969482422,10.928916666666664,61427.51506003703,245.1999969482422,10.941283333333333,30357.59168705151,245.1000061035156,10.9351,111130.30059465344,245.1999969482422,10.935,15841.99181533624,245.1999969482422,10.928950000000002,55662.1656858354,245.1000061035156,10.92885,73968.0,245.1000061035156,10.928833333333332,127763.01973768925,245.1000061035156,10.9477,102017.82611644956,245.1000061035156,10.947466666666667,80306.66209148751,245.1000061035156,10.94125,109929.31362407331,245.1000061035156,10.941433333333332,113727.4542987594,245.1000061035156,10.9413,119448.0,245.1000061035156,10.928866666666666,142976.0,245.1000061035156,,,,10.947633333333334,20920.157828196392,245.1000061035156,10.9475,45374.31365752398,245.1000061035156,10.941266666666667,79103.04845988179,245.1999969482422,10.9475,18616.137796732062,245.1000061035156,10.935033333333331,119562.602869084,245.1000061035156,10.928866666666666,89489.85990034947,245.1000061035156,10.928766666666666,76804.45586035092,245.1999969482422,10.935133333333331,39596.6962918651,245.1999969482422,10.935116666666667,33762.06081847098,245.1000061035156,10.9226,22111.115986324097,245.1000061035156,10.9287,22264.0,359.1000061035156,10.92245,53679.14690900559,245.1999969482422,10.922483333333334,96413.35365889354,245.1000061035156,10.935066666666666,65253.18744593176,245.1000061035156,10.9351,86869.32284265081,245.1000061035156,10.93495,127263.72546395384,245.1999969482422,10.928833333333332,122685.97454241118,245.1000061035156,10.935033333333331,96361.4417603094,245.1000061035156,10.928816666666666,80129.47707952233,245.1000061035156,10.947433333333333,20443.4673264324,245.1999969482422,10.935083333333331,43270.42853338427,245.1000061035156,10.941366666666664,19991.327390238614,245.1999969482422,10.941283333333333,28498.01598789449,245.1999969482422,10.928766666666666,36298.98834054224,245.1999969482422,10.928816666666666,100974.81734535724,245.1999969482422,10.941233333333331,15747.937407709354,245.1999969482422,10.935116666666667,17351.78070041078,245.1000061035156,,,,10.941416666666669,9197.222503894309,245.1999969482422,10.9227,9258.220071528727,245.1999969482422,10.953933333333334,13845.375808674513,245.1000061035156,,,,10.94145,17265.445639670936,245.1000061035156,10.935133333333331,20910.73883526851,245.1999969482422,10.935066666666666,17872.0,245.1999969482422,10.935,11054.241383701528,245.1999969482422,10.935016666666666,15693.843159308566,245.1999969482422,10.935166666666667,24847.933458592343,245.1000061035156,10.928683333333334,14202.026619871576,245.1000061035156,10.960016666666666,14262.0,245.1000061035156,10.9476,19187.442062792405,245.1000061035156,,,,10.934916666666668,7783.0,245.1999969482422,,,,10.928866666666666,21837.5624467179,245.1999969482422,10.928933333333331,31883.21938970739,245.1000061035156,10.928766666666666,51814.60946163103,245.1000061035156,,,,,,,,,,,,,,,,10.928950000000002,37152.0,245.1000061035156,10.935016666666666,28051.52538009037,245.1000061035156,,,,,,,,,,10.928950000000002,27718.13202006444,245.1000061035156,10.928716666666666,42111.88887562266,245.1000061035156,,,,,,,,,,,,,,,,10.928866666666666,51847.406319251575,245.1000061035156,1.6436176067803578
284,#285 57.1000@17.6157 MS1+,1,+,17.615733333333335,14290.185421391769,1238.7060210689635,57.09999847412109,,,6.068687052884769e-08,57.09999847412109,,,,,,,,,,,,,,,,,,,17.634533333333334,7262.300421706117,57.09999847412109,,,,,,,17.628133333333334,11264.292532037958,57.09999847412109,,,,,,,17.621966666666665,7672.276008841998,154.10000610351562,,,,,,,,,,,,,,,,,,,,,,17.609533333333335,5215.961596805144,71.0999984741211,,,,17.62205,14190.641610819555,57.09999847412109,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.615733333333335,8164.670100358067,71.0999984741211,,,,17.609516666666668,9458.247075770683,71.0999984741211,17.6283,14715.33240753485,57.09999847412109,,,,17.622133333333334,6667.082342870803,57.09999847412109,,,,,,,17.609616666666668,16185.091894087149,57.09999847412109,17.609533333333335,11090.056379420092,71.0999984741211,17.615733333333335,14290.185421391769,57.09999847412109,17.61565,15049.916833033669,57.09999847412109,17.615666666666666,5242.30391090161,71.0999984741211,17.609583333333333,20258.748503067647,73.0999984741211,,,,,,,17.622,6555.240768595317,174.10000610351562,17.6094,13465.319883158923,57.09999847412109,17.615583333333333,11240.931079629794,57.09999847412109,17.622066666666665,5143.183371001951,57.09999847412109,17.6158,10289.593501183204,73.0999984741211,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.6540861864741263
242,#243 268.3000@13.6936 MS1+,1,+,13.693616666666667,14664.0750353259,501.8019269999187,268.29998779296875,,,7.625566844637888e-12,268.29998779296875,13.7,5767.143771821138,73.0999984741211,13.69375,12565.211507139,73.0999984741211,13.699866666666669,10941.72256684555,73.0999984741211,,,,,,,13.687533333333333,12718.029179057834,73.0999984741211,13.68745,9101.518907048798,73.0999984741211,,,,13.712533333333331,10538.930004043565,73.0999984741211,13.70605,25548.999844650272,73.0999984741211,13.7061,6403.376257414755,73.0999984741211,13.706283333333332,8596.086493583833,73.0999984741211,13.70615,17110.035559893782,268.29998779296875,13.693716666666669,9477.950038007575,73.0999984741211,13.718716666666667,7708.993807860126,73.0,13.712483333333331,13208.506032609526,73.0999984741211,13.7061,20737.511919243145,73.0999984741211,,,,13.706083333333334,17887.053377481934,73.0999984741211,13.693616666666667,10985.772567018152,73.0999984741211,13.693716666666669,9399.201368566968,268.29998779296875,13.68735,8816.32130648373,268.29998779296875,13.699983333333334,28622.290473165533,268.29998779296875,13.6937,22307.08603500205,268.29998779296875,13.68745,11746.56383173922,268.29998779296875,13.681033333333334,16400.0,268.29998779296875,13.687283333333331,11737.520416811967,268.29998779296875,13.681066666666668,15903.0,268.29998779296875,13.699899999999998,8456.659728128603,268.29998779296875,13.69995,3859.5339166002714,268.29998779296875,13.699783333333333,18434.763206594176,268.29998779296875,13.687433333333331,8961.74173170069,268.29998779296875,13.693616666666667,14664.0750353259,268.29998779296875,13.68115,5330.114198977353,268.29998779296875,13.706033333333334,13920.085531935165,268.29998779296875,13.699933333333336,5841.896596722621,268.29998779296875,,,,13.699866666666669,4716.940315142911,268.29998779296875,13.693616666666667,5026.640946512381,268.29998779296875,13.6874,35714.45281127497,268.29998779296875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.71235,4864.659289486476,268.29998779296875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.6600988203402562
127,#128 73.1000@21.1188 MS1+,1,+,21.1188,39288.08275505435,3900.275622957352,73.0999984741211,,,9.953446822308365e-08,73.0999984741211,,,,,,,21.093633333333333,11046.916055606627,73.0999984741211,,,,,,,,,,,,,,,,,,,21.16863333333333,30412.16499493434,73.0999984741211,,,,,,,21.093666666666667,30240.02512441631,73.0999984741211,,,,,,,21.093733333333333,32392.32688531722,73.0999984741211,21.0936,18062.904426933208,73.0999984741211,21.112383333333334,15113.51710391717,73.0999984741211,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.15625,31373.692827756284,73.0999984741211,,,,,,,,,,,,,,,,21.150016666666662,165408.36035248963,73.0999984741211,,,,21.16258333333333,127955.59105606657,73.0999984741211,21.150116666666666,77613.06090402202,73.0999984741211,21.15008333333333,140754.7693175575,73.0999984741211,,,,,,,21.16255,236003.5237827132,73.0999984741211,,,,,,,21.162433333333333,167792.37721135316,73.0999984741211,21.1188,39288.08275505435,73.0999984741211,21.1561,147575.03049682453,73.0999984741211,,,,21.15625,49038.85661455343,315.20001220703125,,,,21.15608333333333,207698.7208424165,73.0999984741211,,,,21.150033333333333,133774.82669434906,73.0999984741211,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.7091454012210188
