massfeature_rows	m/z	retention_time	p_value	statistic	CompoundID_from_user
row144	143.0	474.2223	14.803	0.0013621610128298578	-3.4639374644818504
row145	144.0	241.2175	26.546	0.24031137395497573	-1.1933936311060425
row146	145.0	744.5557	56.793	0.007154723908348538	2.847286778231757
row147	146.0	255.2333	31.543	0.3601934072756007	-0.9264942708110907
row148	147.0	255.2332	31.605	0.28600673288394307	1.082564409796233
row149	148.0	297.2803	35.435	0.30358449415928235	-1.043286536834499
row150	149.0	866.506	30.099	6.611745024040566e-05	4.495963689229517
row151	150.0	297.2803	35.27	0.8981508254773025	-0.12887975835540164
row152	151.0	363.1854	22.607	0.00017971741577225124	4.16344019212475
row153	152.0	885.5503	38.741	0.05633085854222653	1.9702264860638279
row154	153.0	791.4872	30.164	5.933502270295692e-05	4.53160629988289
row155	154.0	766.54	52.158	0.003951055670764032	3.0742928850076696
row156	155.0	465.3047	26.536	0.013399646865615405	2.597472915973617
row157	156.0	351.1852	25.857	0.03869476534013985	2.143723084458312
row158	157.0	778.5763	58.021	0.748308570855796	0.3232729659939468
row159	158.0	871.6913	60.743	0.011346308752867571	2.66483030304888
row160	159.0	791.5646	44.594	0.12351615678817887	1.5760976147823353
row161	160.0	567.5359	32.482	0.2726366601513062	-1.1135915526962252
row162	161.0	793.5804	50.734	0.2860067328839431	1.0825644097962328
row163	162.0	289.2178	21.691	2.0327655542618857e-06	5.623344991461712
row164	163.0	714.5089	46.611	0.0031022491688815343	3.164566321472051
row165	164.0	795.5186	33.008	3.986928245005602e-06	5.407180022421075
row166	165.0	866.5061	30.012	0.005377286976530002	2.9574838070196607
row167	166.0	722.5139	48.667	0.2860067328839431	1.0825644097962328
row168	167.0	662.4429	29.959	0.8496381509429147	-0.19091215031664882
row169	168.0	841.5027	30.303	0.0007352023081655943	3.681655180503895
row170	169.0	885.5503	39.204	0.2709741214462729	1.117524672675692
row171	170.0	475.2899	20.762	0.15768172125478933	1.44211509907704
row172	171.0	723.5175	49.549	0.0013028593810118518	3.4798230333032656
row173	172.0	408.2521	33.451	0.549843286833186	0.6035227510137154
row174	173.0	408.2521	33.341	0.055178151993229264	1.9799950950740501
row175	174.0	688.4932	45.517	0.013814995498987487	2.5850147338092593
row176	175.0	736.5146	38.265	0.01789306791540004	2.478173304010231
row177	176.0	771.5189	33.341	6.887725923281687e-06	5.231366493332407
row178	177.0	771.5184	33.351	0.28600673288394307	1.082564409796233
row179	178.0	762.5086	44.594	0.24729261869608005	1.1755280118932363
row180	179.0	820.5216	33.05	0.05292503200010604	1.9996119177213885
row181	180.0	254.221	24.836	0.0005927929917019988	3.7565615368971574
row182	181.0	818.5063	30.496	3.793738553368575e-05	4.678300472954285
row183	182.0	746.5063	33.05	0.0104487392289565	2.69788488824006
row184	183.0	299.2596	19.359	0.006581911801182123	2.879692817202129
row185	184.0	341.2699	23.988	0.8592749385103725	0.17853742539352754
row186	185.0	746.514	45.448	0.004303555546439524	3.0421104416469316
row187	186.0	714.5094	45.583	0.059078960856479276	1.947618115338709
row188	187.0	818.5924	50.734	0.05354912178694248	1.9941067142954028
row189	188.0	943.3736	27.839	0.5922689324288989	0.5402397709549197
row190	189.0	820.5216	32.574	4.172156423803643e-06	5.392592131655925
row191	190.0	820.5213	32.737	0.07580368411765202	1.82681377659073
row192	191.0	707.6398	62.435	0.005816945928048016	2.927355292084029
row193	192.0	723.4794	62.24	1.0424920797635453e-05	5.09774142305122
row194	193.0	791.4872	30.012	0.0015772485321153612	3.411409456611352
row195	194.0	506.2893	23.133	2.2485250946913324e-05	4.848803144710712
row196	195.0	506.2894	23.193	0.12431315955269298	1.572650109246865
row197	196.0	418.3258	30.577	0.9296243285491688	-0.0889209288164181
row198	197.0	481.3132	26.185	0.41943981088212645	0.8165008870747347
row199	198.0	716.5245	51.696	0.0013044861143953915	3.479378088174577
row200	199.0	508.3413	26.932	9.389424902024818e-07	5.870960321516737
row201	200.0	281.2489	30.187	0.8619838546614804	-0.17506399991002314
row202	201.0	508.3411	26.665	0.01133414031469609	2.6652620125561968
row203	202.0	223.0287	25.185	0.11263476026505724	1.6250802458100757
row204	203.0	743.4874	30.496	0.020531788437170795	2.4203633771701933
row205	204.0	743.4873	30.61	0.00691478080967266	2.8605549636989145
row206	205.0	740.5252	44.594	0.023432360366231492	2.364133422991677
row207	206.0	501.2822	20.159	6.205654895002474e-09	7.498519505986494
row208	207.0	452.2789	22.468	2.5363007517769637e-08	7.0362748956497025
row209	208.0	641.0911	27.515	0.02874254063735953	2.275776841358003
row210	209.0	816.5763	45.517	0.057009815999558226	1.9645534407565517
row211	210.0	736.5148	38.637	0.012650713920858656	2.6208628352667507
row212	211.0	599.3211	21.741	0.0011470636384109105	3.5251209738885363
row213	212.0	328.2366	24.353	0.001375117584616268	3.460555171954069
row214	213.0	445.2005	15.597	0.2518589995817712	-1.1640403565765505
row215	214.0	473.2831	26.893	0.003928851357198317	-3.0764098310751984
row216	215.0	473.2832	26.993	0.06767196988884794	1.8823426840970927
row217	216.0	723.9811	62.24	2.912791315200051e-05	4.764561330948462
row218	217.0	765.5492	43.146	0.0014036189297308352	3.453221287586272
row219	218.0	745.5031	32.537	0.03834468893119639	2.147824732235717
row220	219.0	409.3116	34.83	0.21412451317011086	1.2640309023670284
row221	220.0	493.2668	36.198	0.3831138187412154	0.8826695143929804
row222	221.0	364.1884	27.67	0.869706599154859	-0.1651734809746955
row223	222.0	655.5527	61.832	0.02537756957551129	2.3298516404481466
row224	223.0	708.6521	65.357	0.00011677970812474829	4.307569076080047
row225	224.0	307.2646	29.647	4.019645703836214e-06	5.404554849165896
row226	225.0	865.506	23.503	0.6998794497375336	-0.38849071273733815
row227	226.0	842.506	30.472	0.0001685562626656234	4.184958641111557
row228	227.0	857.519	34.627	0.234180280115588	1.2094003088218488
row229	228.0	1331.6087	23.487	0.00010125412451110531	-4.354992778254782
row230	229.0	452.2789	22.346	0.00012989003422844074	4.2721141288109585
row231	230.0	363.1852	25.657	2.093765508419729e-05	-4.871971252548327
row232	231.0	628.5608	30.205	0.01846396282625139	-2.4650372907372575
row233	232.0	747.5191	38.577	0.0004794731734451396	3.829875709119634
row234	233.0	687.5456	42.846	0.054852927019069235	1.9827832179045282
row235	234.0	1141.5987	27.937	0.06474327442577409	-1.90374594909085
row236	235.0	1141.5992	27.83	0.06525065176009043	1.8999792819079397
row237	236.0	728.5607	58.89	0.029187880037073503	2.2690514499621934
row238	237.0	512.4763	28.231	0.028514790464848387	-2.279252424364912
row239	238.0	301.2177	22.731	1.1316155527081805e-05	5.07124970450077
row240	239.0	301.2178	22.695	0.00048435204764699395	3.8263879284845905
row241	240.0	742.5401	51.696	0.0002528130809852083	4.048377036537863
row242	241.0	716.5243	51.247	0.004379913801033219	3.0354680662770024
row243	242.0	751.5487	53.725	0.0001362800243238007	4.256086971001351
row244	243.0	701.5328	54.727	0.3243291754740423	0.9989046192440639
row245	244.0	883.5348	34.877	4.827206086965261e-06	5.345727646377643
row246	245.0	486.2866	18.567	0.15989546703025548	1.4342632462481233
row247	246.0	508.3412	25.961	0.0006024585109135506	3.7509526567717013
row248	247.0	778.576	58.494	0.8664533856134908	-0.16933779318238595
row249	248.0	789.549	39.973	0.02663389495113038	2.308948198831431
row250	249.0	409.2449	33.341	0.4491941624571898	0.7648802048766687
row251	250.0	367.3584	39.911	0.8590010537428453	-0.17888872816941695
row252	251.0	680.6206	62.666	0.12777193414523058	1.557893489968547
row253	252.0	467.2143	32.695	0.15537874117753803	-1.450376261205045
row254	253.0	791.5643	45.073	0.2860067328839431	1.0825644097962328
row255	254.0	582.3781	26.305	0.00014304874604605068	4.239893826253635
row256	255.0	883.5345	35.098	0.19520663253723847	1.319205104901051
row257	256.0	627.5213	58.701	0.2167365270261709	-1.2567053211106274
row258	257.0	283.2645	65.799	0.38584206232281293	0.877566300992555
row259	258.0	283.2645	66.796	0.24206170763725046	1.1888790725751548
row260	259.0	715.5126	46.181	0.04262194362361123	2.099826327494985
row261	260.0	580.3402	22.277	0.0017878413248538173	3.366249041035897
row262	261.0	743.4877	30.726	0.002853687289731655	3.195475142487047
row263	262.0	254.221	25.017	0.07755731789818093	1.8155081450082655
row264	263.0	794.5711	55.386	0.0696123873502216	1.868594832039016
row265	264.0	481.3135	22.393	0.00013041218924347324	4.270775798956756
row266	265.0	582.3781	26.783	0.04401377894359171	2.085121930129363
row267	266.0	580.34	22.346	0.0101245836625973	2.710471669547055
row268	267.0	763.5332	39.45	0.022439758010719842	2.382629220751604
row269	268.0	410.3149	36.758	0.0438235900386634	-2.0871069040621846
row270	269.0	582.3782	26.615	0.14029487547841438	1.5070275874128163
row271	270.0	793.5023	32.432	0.014970311073215538	2.5520888289912698
row272	271.0	528.2739	20.399	1.008865979281114e-09	8.10530655597766
row273	272.0	701.5329	54.318	0.012557437443310396	2.6238647273658677
row274	273.0	720.4987	45.448	0.0008557696912144992	3.628495827311954
row275	274.0	609.5104	26.036	0.0002109626195520558	4.109507660647028
row276	275.0	704.6203	59.939	0.12953044065874517	1.5505146491842758
row277	276.0	609.5103	26.265	0.279606491562278	-1.0972859883435762
row278	277.0	489.2781	22.427	0.00039261785103699397	-3.898514457033327
row279	278.0	680.6204	62.992	0.1247339402641485	1.570837219301343
row280	279.0	944.377	27.839	0.11927167678308694	1.5947683439311646
row281	280.0	479.2978	22.781	1.6615364104542112e-07	6.427216246171496
row282	281.0	833.5192	34.794	0.0014710716727387363	3.436418260399496
row283	282.0	564.3445	23.644	0.00817116777908566	2.7953287677218572
row284	283.0	866.5059	30.303	0.016749542615007905	2.505677055560563
row285	284.0	330.2522	26.599	0.0671385536931081	1.8861810221640078
row286	285.0	717.4718	30.272	0.00035186222388606245	3.9359909680862972
row287	286.0	789.549	40.486	0.05513447052401594	1.9803687418908171
row288	287.0	481.3136	22.484	0.00019875252036808487	4.129590330902965
row289	288.0	886.5535	38.762	0.5946424610624522	-0.5367659461458941
row290	289.0	473.2827	23.499	0.09910536703612632	1.691725887519271
row291	290.0	857.5192	34.794	0.03471464676024364	2.192432876694398
row292	291.0	285.2713	32.482	0.11712579956422435	1.6044146332904021
row293	292.0	764.5459	44.594	0.05375707805674949	1.992284681476264
row294	293.0	719.4873	32.537	0.004349675697809953	3.0380853045810734
row295	294.0	481.3135	22.172	0.00026243898274962336	4.035720876273845
row296	295.0	555.3503	22.417	0.0001322685330987759	4.266059981609869
row297	296.0	555.3504	22.417	0.0032563607619364382	3.146562258307493
row298	297.0	763.5334	39.064	0.006521466489891922	2.8832648909882903
row299	298.0	695.3125	26.484	0.7169293324158439	-0.36535158854224337
row300	299.0	792.4905	30.164	2.8775909495035707e-06	5.511860325031748
row301	300.0	842.5059	30.303	0.0015773565732456855	3.4113848401207596
row302	301.0	555.3504	22.172	8.160004943234046e-08	6.656750730033284
row303	302.0	277.2175	23.244	0.011871526902450025	2.646592590644452
row304	303.0	528.2737	20.35	0.03777893231054298	2.154523959624008
row305	304.0	767.4871	30.496	1.3957405619152422e-05	5.003428029099026
row306	305.0	833.5191	35.098	0.26596680870182093	1.1294757020648114
row307	306.0	335.1539	25.657	0.006771506610278969	2.868684332437128
row308	307.0	742.5401	52.158	0.00584424996881668	2.9255554747625028
row309	308.0	312.2993	38.413	0.05726504929879051	-1.962435955703409
row310	309.0	871.6913	61.971	0.28600673288394307	1.082564409796233
row311	310.0	355.1686	15.498	0.004825439685844831	-2.998761251701149
row312	311.0	796.5218	33.008	3.0461160198612217e-07	6.23219325573205
row313	312.0	717.4717	30.487	0.017497016140592247	2.4875126400605705
row314	313.0	872.6945	60.743	0.010756557952225717	2.686262746773177
row315	314.0	767.5434	52.852	0.2513359270598359	1.1653485333178528
row316	315.0	234.1585	17.336	0.0002190383008833114	4.0968397493129824
row317	316.0	1332.612	23.503	0.00016617941750079608	-4.189720871036266
row318	317.0	656.5561	61.996	0.33506833818929505	-0.9766843338675318
row319	318.0	647.6189	62.435	3.912189287409288e-05	4.668245283680851
row320	319.0	818.5061	30.303	0.1394615366119077	1.5102965751145985
row321	320.0	647.6189	62.572	0.0459154010912258	2.065678534491666
row322	321.0	479.2977	23.02	0.0010627724638064308	3.552161370348664
row323	322.0	684.5875	64.796	0.5709673128473296	-0.5717223330872033
row324	323.0	493.2668	45.729	0.8625685998239381	-0.17431451398680398
row325	324.0	628.5607	30.121	0.012522877186285277	-2.6249821890254053
row326	325.0	886.5537	39.204	0.10767145815903816	1.6487210036117035
row327	326.0	742.5403	52.852	0.041562190393409866	2.1113084584986477
row328	327.0	792.4908	30.012	0.0024016250094813793	3.258899993280892
row329	328.0	365.1819	27.515	0.5871759922955678	-0.5477161950590168
row330	329.0	303.2332	26.291	0.89175803225415	0.13701980474862385
row331	330.0	306.2523	27.299	0.00014163981298028687	4.243201706561678
row332	331.0	550.3291	25.931	0.016245029923757502	-2.5183606392163034
row333	332.0	223.0286	37.755	0.15773709306301062	1.4419176467856492
row334	333.0	779.5797	58.021	0.46005107407819446	0.7465530130820887
row335	334.0	840.5766	44.339	0.0006798131140308067	3.708967879795225
row336	335.0	526.2944	20.808	3.4890208641868168e-06	5.450019296036551
row337	336.0	466.3082	26.692	4.144934754884154e-06	5.394695078172387
row338	337.0	283.2646	47.044	0.7573626877739348	-0.3112431445356903
row339	338.0	763.5121	44.569	0.0029810501542104203	3.179331673985707
row340	339.0	769.5027	33.074	0.006186091549059379	2.903665723233438
row341	340.0	718.5408	50.734	0.2860067328839431	1.0825644097962328
row342	341.0	740.5275	45.583	0.28600673288394307	1.082564409796233
row343	342.0	648.6309	65.357	1.2205882337090365e-05	5.046792969535645
row344	343.0	719.487	33.05	0.2860067328839432	1.0825644097962326
row345	344.0	726.5453	55.386	0.10086829151057691	1.6826305193698718
row346	345.0	793.503	31.007	0.0021292840468834302	3.3028532018043943
row347	346.0	409.3116	34.627	0.2860067328839431	1.0825644097962328
row348	347.0	698.3215	23.503	0.026791404109759928	-2.3063903504798637
row349	348.0	698.3215	23.644	0.20927610263947075	-1.2778085071646164
row350	349.0	723.5171	50.715	0.0742076555990237	1.8372980753916672
row351	350.0	489.2139	14.485	0.10448732710805608	1.6643644489986675
row352	351.0	947.5725	20.74	0.7753836186362648	-0.2874342289336189
row353	352.0	337.1331	25.675	0.013656484170751111	-2.5897280515023544
row354	353.0	718.3158	47.825	0.0011371437663745432	3.528202126516584
row355	354.0	524.279	19.682	1.6191619700186228e-05	4.955352648766486
row356	355.0	742.5402	51.247	0.018853983098311298	2.4562741898061224
row357	356.0	776.561	55.386	0.1407288198811684	1.505331480054874
row358	357.0	306.2524	27.12	0.00024325652942381177	4.06141583746413
row359	358.0	225.1863	20.597	0.08135780223643928	1.7917312860791281
row360	359.0	225.1863	20.646	0.2405382820264159	1.1928070200865515
row361	360.0	1499.7956	23.597	0.01938473121679952	-2.4446104973555065
row362	361.0	363.1852	24.837	0.595989789234191	0.5347969731093635
row363	362.0	840.5767	45.583	0.28600673288394307	1.082564409796233
row364	363.0	346.1779	14.81	0.0655762662495081	1.897575208925852
row365	364.0	746.5139	47.825	0.0035090127152294774	3.1187239611479862
row366	365.0	752.5506	55.386	0.39137310815770787	0.8672903083128713
row367	366.0	716.5246	44.681	0.12807674763882243	1.5566086051945698
row368	367.0	269.2127	17.214	0.11071354259136473	-1.634127635365957
row369	368.0	745.5591	56.539	0.044041898041897495	2.084829094960008
row370	369.0	715.5126	46.611	0.007209556983308888	2.844313079324205
row371	370.0	747.5176	45.448	0.003572610480853042	3.1120159152883153
row372	371.0	285.2714	32.734	0.2559283105640258	1.1539299143833155
row373	372.0	788.5243	45.517	0.004178802951951386	3.0532056907212817
row374	373.0	257.2397	28.183	0.3790879201223841	-0.8902425325850215
row375	374.0	357.0264	0.16	0.9026848379485497	-0.12311186887293264
row376	375.0	550.3291	26.177	0.4709242041440249	0.7284492689950818
row377	376.0	819.5955	50.734	0.12319826137563583	1.577477742709489
row378	377.0	728.5606	59.487	0.6916800193531416	0.3996939486984008
row379	378.0	716.5243	52.106	0.08651278745915252	1.7609362192739255
row380	379.0	817.5796	45.517	0.05686341925538286	1.965771694865398
row381	380.0	436.2837	24.349	0.00032037636931230213	3.967957820519376
row382	381.0	250.1453	18.624	1.562130801370219e-06	5.707778137112092
row383	382.0	772.5221	33.341	2.4623818489752404e-07	6.300587056817672
row384	383.0	746.514	46.105	0.14314906055584517	1.4959477642161287
row385	384.0	871.6913	59.939	0.08673306879975753	1.7596550625155776
row386	385.0	820.6077	58.021	0.12575345396248375	1.5664652433645254
row387	386.0	269.2127	18.856	0.7252807870674791	0.35409087407225326
row388	387.0	769.5026	32.328	0.06691406572950999	1.8878041994126782
row389	388.0	568.5394	32.482	0.37435533736346327	-0.8992110550018465
row390	389.0	339.3272	34.627	0.461346180455078	-0.7443837453178483
row391	390.0	489.2138	15.155	0.324723534592015	0.998079936057482
row392	391.0	795.5192	32.431	0.02027538872737859	2.4256745377260787
row393	392.0	690.509	42.711	0.0048331120574855325	2.9981575369942535
row394	393.0	715.5123	45.63	0.053818505987950224	1.991747645381281
row395	394.0	723.517	48.667	0.12316274537882925	1.5776321134108628
row396	395.0	689.4965	45.517	0.0064326711793898156	2.8885689355569535
row397	396.0	556.3052	22.966	2.1451584491637078e-07	6.344956602659654
row398	397.0	277.2176	23.138	0.2837470915891547	1.0877351615351354
row399	398.0	1500.799	23.548	0.2432693645319993	-1.1857781373722884
row400	399.0	703.5526	58.864	0.0028949208424139546	3.1901750803231894
row401	400.0	844.6075	52.852	0.28600673288394307	1.082564409796233
row402	401.0	529.3137	22.678	5.31814318130171e-13	10.806068646317067
row403	402.0	745.5034	35.646	0.04287905611103277	2.0970785056872727
row404	403.0	766.5304	46.105	0.0005143907558775356	3.8056368443451873
row405	404.0	582.3783	27.174	0.04251019678138396	2.101025142418561
row406	405.0	741.529	46.042	0.009883064267021822	2.720094839516622
row407	406.0	267.2333	27.299	0.34371685734339485	-0.9591347467770285
row408	407.0	509.3303	28.116	0.0001580369751848667	4.206555953870286
row409	408.0	337.1875	20.528	0.0003106218534458131	3.97848430535494
row410	409.0	793.5024	33.05	0.2860067328839431	1.0825644097962328
row411	410.0	242.221	25.842	3.685220092323629e-06	-5.432452654430148
row412	411.0	325.3116	33.841	0.0012001621682020394	-3.5090518040325493
row413	412.0	481.2305	35.51	0.286006732883943	1.0825644097962333
row414	413.0	861.5504	39.585	0.1284247449218797	1.555144709035705
row415	414.0	242.2209	25.741	0.16839501579336572	-1.4048879182301834
row416	415.0	695.3121	30.355	0.4630364151018619	-0.7415579680282465
row417	416.0	695.3121	30.17	0.2808318393849616	-1.0944492161045167
row418	417.0	641.0906	27.723	0.08112818105433178	1.7931409015431419
row419	418.0	436.2838	24.284	3.0122275370262655e-05	4.753618301152691
row420	419.0	695.3124	30.059	0.9172134769461922	0.10465673900580429
row421	420.0	277.2174	23.475	0.0011297224049445582	3.530524180792451
row422	421.0	529.3136	22.539	0.0016420735261303977	3.3969221268678007
row423	422.0	858.5224	34.627	0.12704517160306167	1.5609670645409657
row424	423.0	697.2921	17.682	0.6372172244306651	0.4755124138695202
row425	424.0	340.2039	19.336	0.013458032892185912	2.5957003864827377
row426	425.0	257.2398	28.08	0.21627215321065407	-1.258002835211711
row427	426.0	688.4932	44.594	0.12557695233169602	1.5672200713718951
row428	427.0	364.1846	30.672	0.4284670224709243	0.800612646176363
row429	428.0	741.5283	44.594	0.017638758462140285	2.4841482494102185
row430	429.0	744.4907	30.496	0.0006541609847178213	3.722354414797589
row431	430.0	257.2399	28.573	0.7940162799506715	-0.2629912855840558
row432	431.0	368.236	29.485	0.11468428802149877	-1.6155671436044403
row433	432.0	884.5379	34.946	0.01248780367633381	2.626119155008264
row434	433.0	362.2634	22.584	0.5451131182695667	0.6107283232709334
row435	434.0	737.5179	38.265	0.005072904166337568	2.979729718594065
row436	435.0	835.5347	37.8	0.20060003827177794	1.3030764379993713
row437	436.0	721.5034	38.457	0.025217191961235813	2.33258680427549
row438	437.0	681.2974	23.503	0.02686759465890192	-2.305157910702098
row439	438.0	767.4875	30.653	0.0560852737500285	1.9722930704978268
row440	439.0	767.4872	30.303	0.002478718068217869	3.2473202694552836
row441	440.0	688.4933	39.585	0.12320540762616922	1.5774466858181073
row442	441.0	278.1695	20.712	0.0075492067669004495	2.826350533257475
row443	442.0	311.1692	16.708	8.984920629035954e-05	4.394623426545359
row444	443.0	338.133	21.908	0.019898058596064774	2.433602679600801
row445	444.0	571.4948	25.971	0.013867646079117744	2.58346016536155
row446	445.0	617.4646	55.282	0.21149275500643958	-1.2714800264411577
row447	446.0	333.2288	18.672	0.00017548514511430611	4.171441903647888
row448	447.0	719.4876	34.67	0.010791668050320849	2.684956727869262
row449	448.0	465.3178	28.238	4.364603819382094e-06	5.3781037979428605
row450	449.0	803.5813	46.181	0.0010196242026341766	3.566812718898113
row451	450.0	489.2782	22.598	0.021670916653151476	2.397471362276198
row452	451.0	792.4909	30.487	0.05326703693359597	1.9965880870092951
row453	452.0	724.4872	63.935	3.2496474849945468e-06	5.472836269688614
row454	453.0	794.571	55.885	0.0013138752164564462	3.47682033915804
row455	454.0	884.5382	35.098	0.002515028874676346	3.24198452432335
row456	455.0	684.5874	65.111	0.19943301402381547	-1.3065381188780874
row457	456.0	868.6075	51.696	0.12311765360158225	1.577828157494596
