Brain1,Brain2,Brain3,Heart1,Heart2,Heart3,Liver1,Liver2,Liver3,Muscle1,Muscle2,Muscle3,Plasma11,Plasma12,Plasma13
10593,8364,12272,32903,26926,24831,73339,75890,64445,4613,6767,0,38868,5106,36738
7276,3925,3718,177711,1838,5509,11393,1467,5079,8743,11909,0,4592,8501,7495
9372,9317,5242,9181,0,6250,19430,11976,20740,5255,0,0,0,6149,14984
14112,6697,11121,17270,26554,20861,54715,28928,48462,0,3603,0,39498,0,38439
13524,12764,8353,36220,8573,8911,39995,55268,41101,6331,0,4113,19799,854,14711
39692,42329,42532,72502,55104,57053,100430,81429,74810,10430,11363,9215,70819,35130,81352
23390,11504,44334,43415,42858,35675,137319,124044,140320,0,0,0,76855,5024,88082
24197,25134,27397,48379,54146,49778,158296,115722,134296,0,0,0,72861,17282,61129
93154,80727,108500,123192,136629,108774,297679,264977,301160,42489,43337,60202,156027,78410,148385
0,0,0,0,0,499,0,0,0,0,0,0,0,0,0
0,12703,1031,14036,8088,7922,182064,205799,189909,2884,3786,0,44837,5533,38071
19346,16195,20072,29138,27640,29141,117299,105093,129002,11980,3482,2584,54898,9184,47483
0,0,5214,0,0,0,38507,47570,43104,0,0,0,6321,0,23728
6553,0,0,9032,5240,9251,30406,63097,34499,5540,0,0,41647,0,31544
16292,0,14591,12291,12347,11566,43695,38515,68398,3763,0,7500,20255,5657,38301
16214,15662,31274,64961,46302,42829,98617,95663,91609,5700,13069,4215,77516,19272,59358
51275,45057,44224,50365,49981,48447,94491,72337,76590,344522,339455,327684,76309,48629,74376
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21685,20198,22782,28548,32301,18249,49167,53153,65024,10450,12620,26609,36022,27300,30900
28998,14396,34486,37301,47923,38725,85857,88977,105911,0,11533,3790,59032,24033,64842
0,0,0,5237,6270,0,18073,38738,41744,0,0,0,6222,0,23142
17419,5906,17816,21305,12641,7101,54710,64097,54555,5632,16139,5094,24319,12825,25048
8670,19241,13912,14921,21798,15111,90891,95809,80868,5210,509,0,45739,4281,38482
52185,43106,51284,70741,55271,82706,138355,142345,163405,16260,26723,11518,74571,33415,88237
40581,10504,40259,39100,33403,46647,75745,71773,82026,6155,17059,8529,63126,16114,47235
17055,23139,15315,34544,30711,24129,75458,94216,101453,7859,6116,10219,36180,14852,34481
9429,9381,10483,27044,26181,20534,51418,57834,73519,8282,5121,11729,36933,16233,17468
37871,24481,44513,36369,36366,49704,95861,105710,95041,28296,41800,25548,51595,11352,61314
35219,18530,13659,31019,21222,17750,45390,62793,55975,3878,5099,3297,43529,14202,44414
19150,9944,27978,24930,24457,25307,92728,69641,98163,11272,7659,11851,58330,17265,56573
40903,211659,5109,13191,80928,38158,410293,291679,126161,20990,7100,11999,217808,53768,156047
18674,22097,31077,25006,42438,26223,64007,76473,61637,17733,19724,4882,48521,21775,39020
364227,2500582,227333,280833,898284,311919,4795058,2563110,717794,284214,260741,286545,2901552,448632,1697434
1593,19443,17260,17576,18198,18247,57851,46052,47378,6053,0,805,43972,13734,17191
64787,30189,53043,56411,32086,47818,106970,129299,114464,33753,28567,34698,79429,43629,80596
0,86913,0,0,15933,0,48916,42526,0,0,0,0,58280,3686,44792
0,0,0,0,0,0,0,0,0,131605,140386,160411,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
210452,216397,193237,233448,271924,318623,1067892,186683,211577,215390,623693,275143,183031,802232,181057
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8639664,9527729,8850799,9637379,9155689,9184761,12439281,11529808,11295784,65305680,68714792,63444528,9829961,8040193,9188863
0,5353,0,0,0,5239,20504,0,0,0,0,0,0,6894,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1405,0,3536,0,0,3566,5544,5866,0,5266,0,6416,0,0,0
0,8670,0,0,9012,4756,0,0,539,555,0,5633,47146,5484,48462
10596,24945,26864,153572,157370,176232,21018,21283,33157,0,0,0,0,0,0
0,637,0,0,0,0,0,0,0,83849,54911,21189,904,0,0
0,0,0,0,0,0,71857,67040,66755,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,3555,0,0,4354,0,0,0,0,0,75792,20038,142440
0,0,0,0,0,0,0,0,0,462386,646330,445540,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,8080,0,7847,0,0,5704,0,0,287319,570571,528717,1916,8890,0
391091,299126,358013,374427,352570,297273,403531,348709,387442,2445408,2499019,2499639,342457,310876,381374
22506,16807,12008,36822,11975,27990,18380,7973,21766,244955,263962,210398,23357,15678,18307
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1366,8821,14246,14987,7598,20213,13977,12186,11676,8802,0,846,66096,36343,60766
4891,9046,5130,5083,6324,571,37147,6667,4815,0,0,46416,119966,35460,254199
0,0,0,0,0,0,0,0,0,108880,132031,117575,0,0,0
161392,136859,147540,179122,142255,154006,147946,151703,186545,572620,576711,567423,99530,141716,98590
0,0,0,0,0,0,0,0,0,117690,89100,40283,0,0,0
0,0,0,0,0,0,0,0,0,139060,111599,68429,0,0,0
6053,13470,12779,19556,3619,13739,8931,12451,4329,8459,0,758,66570,25571,68691
7231,0,0,4964,7490,0,0,3881,0,0,0,0,3838,5044,0
0,0,0,0,0,0,0,0,0,97260,76345,50497,0,0,0
19258,22429,35846,22090,31008,17883,38279,20790,16635,710512,787078,800177,21608,13517,27065
0,0,0,0,0,0,0,0,0,49148,54429,66719,0,4010,0
19392,6872,4612,10728,29269,20083,112506,12830,4310,20625,0,18065,155599,31264,391489
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,69224,66068,127624,0,0,0
3743,0,0,0,0,0,0,0,0,101447,74448,100838,0,0,0
130681,111671,124617,116562,123891,119946,121767,96916,110172,1311264,1499667,1517471,125197,99755,136771
31859,25436,23942,39184,25608,20034,37094,24553,28675,182268,210716,211546,36031,26292,29050
0,0,0,0,0,0,0,0,0,0,0,0,1759,0,0
0,0,0,0,0,0,0,0,0,246122,278932,247101,0,0,0
21392,6813,4118,8324,8160,12983,4273,7405,11168,5850,27812,34934,7588,422,5705
270152,316658,370906,275214,302334,349225,248275,338442,376056,1234908,1991309,1435362,154101,187507,186573
11294,22000,26425,25904,31008,19760,38279,28672,26362,467613,534904,561735,21407,28313,21853
0,0,0,0,0,0,0,0,0,306870,410525,317162,0,0,0
3574,9564,0,2927,1058,1651,6494,3532,7298,456,0,0,0,9305,8891
0,0,0,0,0,0,0,0,0,56063,73829,62097,0,0,0
0,0,0,0,0,0,29177,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,230177,279475,288189,0,0,0
0,0,0,51068,40344,53226,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,360164,348536,315772,0,0,0,0,0,0,0,0,0
0,0,0,229619,224094,236039,0,0,0,0,0,0,0,0,0
0,0,0,163886,167859,169637,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,3462,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,2690,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,403515,424425,391707,0,0,0
0,0,0,0,0,0,0,0,0,149622,155628,140217,0,0,0
19897,18391,31974,29081,30969,15043,25282,16166,31371,22510,27224,15751,29979,0,24436
0,0,0,0,0,0,0,0,0,91210,90304,65197,0,0,0
0,0,0,0,0,0,0,0,0,89737,117752,105768,0,0,0
0,0,5422,7703,5308,6393,0,3164,8656,103581,92494,88115,3996,0,13570
0,0,348,5571,4500,0,0,0,0,511834,496984,500840,401,0,3011
62362,0,21563,21068,4001,0,0,54993,11982,9659,18315,0,61292,6697,78689
0,0,0,0,0,0,0,0,0,55303,70999,64147,0,0,0
466594,494008,599687,2153321,2132391,1907238,236774,238767,300109,0,0,0,0,0,0
0,2927,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,50264,68187,69177,0,0,0
3908,3387,4273,0,0,0,0,4920,3381,0,0,4200,0,0,0
0,0,0,0,0,0,0,0,0,120094,164440,143067,0,0,0
0,0,0,0,0,0,0,0,0,66208,72007,77803,0,0,0
0,0,0,0,0,0,0,0,0,110458,103566,137548,0,0,0
0,0,0,0,0,0,0,0,0,134291,145442,155647,0,0,0
0,0,0,0,0,0,0,0,0,162170,191711,207489,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,3721,0,0,0,0,0,0,3191,0
0,0,0,0,0,0,15346,18540,12924,0,5959,6867,60814,6316,75363
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,2965,0,4029,0,3918,41498,0,0,3124,9835,0,0,22191,0
90014,75710,99861,0,0,0,0,0,0,0,0,0,0,0,0
34419,73733,71236,0,0,0,0,0,0,0,0,0,0,0,0
0,3400,0,5753,27319,11456,60333,66105,57704,16007,30913,25529,131299,19673,145848
43015,27899,71999,0,0,0,0,0,0,0,0,0,0,0,0
32435,36747,59368,0,0,0,0,0,0,0,0,0,0,0,0
25193,28333,63471,0,0,0,0,0,0,0,0,0,0,0,0
40437,32184,70469,0,0,0,0,0,0,0,0,0,0,0,0
319661,353374,550280,0,0,0,0,0,0,0,0,0,0,0,0
70566,63285,114843,18504,0,0,0,0,0,0,6423,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,61527,73002,75746,0,0,0
0,0,0,0,0,0,0,0,0,73358,108778,128882,0,0,0
0,0,0,0,0,0,0,0,0,105986,122685,141506,0,0,0
0,0,0,0,0,0,0,0,0,83292,119598,117558,0,0,0
0,0,0,0,0,0,0,0,0,283903,297318,294219,0,0,0
0,0,0,0,0,0,0,0,0,121798,96955,118623,0,0,0
0,0,0,20442,13256,19326,68845,97120,74143,0,0,0,0,0,0
46502,37437,83961,330202,348494,325778,837101,996211,937046,29422,20401,44964,0,427,645
0,0,0,0,0,0,0,0,0,134313,175148,164360,0,0,0
0,0,0,0,0,3519,0,0,0,13744,13075,6181,90826,15793,87099
0,0,0,0,0,0,0,0,0,218021,239383,221366,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,35697,0,30664
0,0,0,8467,5126,0,5857,12750,6736,46256,55395,49009,218346,3836,233888
10935,4609,8996,23292,10525,3519,0,11925,3863,3626,0,5113,5080,0,11578
0,0,0,0,0,0,0,0,0,290394,296599,330522,0,0,0
5407,3509,1627,1949,8832,19442,1364,8586,10508,152047,146097,156449,26802,22890,21961
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
479423,587574,615436,0,0,0,0,0,0,0,0,0,0,0,0
54336,40772,40540,9979,14613,19224,25832,28067,30544,29651,21650,12723,9901,12022,12235
0,0,0,0,0,0,0,0,0,71075,72979,65837,0,0,0
0,0,0,0,0,0,0,0,0,74034,92386,70135,0,0,0
0,0,0,0,0,0,0,0,0,1417519,1555808,1599795,0,0,0
0,0,0,154845,148119,125570,135367,205045,183438,0,0,0,0,0,0
159462,144342,189664,1006467,1065428,1017154,571919,651849,701710,556570,609994,629920,123523,49503,135681
1047912,1110417,1353098,172844,161395,165678,455622,586517,592694,93602,93484,94047,139354,33365,146599
30842,21645,57699,0,0,0,7487,4192,3901,0,0,0,0,0,0
53789,46356,87002,0,0,3057,3468,12625,8290,0,0,0,3166,0,3419
98845,92657,101244,6902,6497,7480,24635,26174,40471,0,0,0,3463,0,4487
3677,0,4712,4644,0,341,4281,7162,4325,4728,430,2060,10663,4341,11947
0,0,0,0,0,0,0,0,0,191802,210531,232616,0,0,0
0,434,10229,4724,2763,5825,11127,9865,5547,3412,347,3548,8008,0,7772
0,0,0,0,0,0,0,0,0,134986,144806,184678,0,0,0
0,0,0,0,0,0,0,0,0,98845,107390,106345,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,4186,0,38216
0,0,0,0,0,0,0,0,0,136200,145537,163704,0,0,0
0,0,0,0,0,0,0,0,0,200327,225474,212207,0,0,0
0,0,0,0,0,0,3553,465,0,0,0,0,105453,0,100008
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
938625,978056,1065383,146545,149693,145141,368642,428526,473194,5394,0,0,18986,0,6163
6554,8888,10929,21700,10860,30123,73693,93090,105601,14867,9480,11059,2692,10242,0
53678,58985,69384,2874,392,695,5988,3877,7899,0,0,0,0,0,0
102625,94206,124004,280560,313193,300709,898970,1032193,1117554,58507,63057,64005,226033,92089,207022
0,0,4257,6703,10599,9198,55362,78198,86978,0,0,0,0,0,6015
21316,15242,12000,12102,7489,15339,24156,35036,15279,14908,22055,13588,60992,24852,52307
97429,112484,94634,0,27301,7971,7594,21780,45565,5014,0,3119,0,0,0
0,0,0,0,0,0,0,0,0,134478,144936,141112,0,0,0
0,0,0,0,0,0,0,0,0,188673,214911,198143,0,0,0
0,0,0,0,9060,0,3985,0,0,0,0,0,0,3499,0
56446,49081,112242,0,0,0,0,0,0,0,0,0,0,0,0
135322,155928,186657,34836,30904,55882,204540,236899,213387,15145,17243,22639,40142,7846,48355
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,52293,42385,56979,0,0,0
0,0,0,0,0,0,16120,0,0,0,0,0,0,0,0
25069,26788,38280,0,0,0,0,0,0,0,0,0,0,0,0
0,3134,0,0,0,0,0,4071,0,0,0,3633,3495,0,7386
62338,73382,98817,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,99217,99223,106263,0,0,0
17001,28027,59722,0,0,3725,0,0,0,0,0,0,0,0,0
0,0,0,0,4033,7994,13870,20879,4753,62554,74543,54425,14129,0,13004
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
47728,54870,67702,0,0,0,0,0,0,0,0,0,0,0,0
55884,67082,62471,44961,75768,64067,149694,172560,168138,3487,0,0,0,0,0
0,0,0,3993,0,0,0,3866,0,3170,0,0,7932,0,14538
34213,39682,61101,45463,48789,44207,65611,34160,41397,8425,22687,19894,35757,15530,25796
136218,158451,147806,139226,144324,126505,139023,167525,153718,80413,94843,87145,112134,40221,85326
101074,106453,111270,96204,113104,90961,119429,111319,106538,51259,46021,65478,56822,21708,61030
0,0,0,0,0,0,0,0,0,115407,110035,117384,0,0,0
0,0,0,0,0,0,0,0,0,73947,91588,102438,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62594,53595,47612,37427,56938,45651,55837,60475,44685,29193,24596,37001,27931,5185,56609
35112,52549,46871,64793,55464,40592,53380,53666,56663,29062,27585,43779,30916,21639,15848
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27260,14206,28443,4179,11399,459,96508,140193,119680,0,0,0,68135,0,30624
0,0,0,0,0,0,0,0,0,65869,68163,74796,0,0,0
0,0,0,0,0,0,0,0,0,199806,228629,220278,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,50817,65600,82824,0,0,0
0,0,0,0,0,4230,0,0,0,0,39252,3066,12440,9744,4969
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,13771,30521,44346,0,0,0,21135,0,14951
415,2989,0,112814,138200,119432,19957,26801,43066,376995,394700,402456,115889,35323,117435
61055,61893,63784,35805,49126,49670,210067,278874,304403,6293,14831,6852,3691,0,6502
0,0,0,0,0,0,37361,59897,64040,0,0,0,43580,0,37666
0,0,0,0,0,0,17160,43857,23262,0,0,0,92125,6685,101905
0,0,0,53019,55076,65071,57486,67253,73140,0,0,0,46457,0,51384
0,0,0,0,0,4158,48523,69654,89900,0,0,0,210132,46522,199067
0,0,0,29806,24840,29653,58860,74756,98975,0,0,4117,92384,7005,94836
0,0,0,690106,733924,689102,563074,745906,743477,0,0,0,0,0,0
83547,90338,92397,25642,12129,10582,77168,89933,96966,381313,375908,421082,0,0,3922
0,0,0,0,0,0,0,0,0,470782,531377,527182,0,0,0
0,0,0,0,0,0,6676,0,0,0,5419,0,0,12069,0
0,3761,0,0,0,0,0,0,0,41493,64116,68708,0,0,0
0,0,0,0,0,0,7606,0,15146,0,0,0,55366,3857,46438
21659,20238,21309,21209,17973,12994,94271,107239,122424,234784,266511,235872,3476,10673,9694
0,0,0,64226,77966,57170,366054,484429,507047,3526,0,3792,0,0,0
0,0,0,4809,18747,20105,66804,100802,78954,0,0,0,9128,0,11916
0,0,0,0,12897,0,30387,72915,111361,0,0,0,0,0,0
38760,41088,20381,17694,29126,29070,9739,32370,40730,23939,6001,17523,27239,0,33711
0,0,0,13846,8392,9621,7758,17656,19226,0,3938,0,6633,8511,27281
0,0,0,166471,159955,104886,151710,212400,185560,16771,24934,19916,192839,3441,224078
194422,272994,396878,0,0,0,0,16084,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,404179,406364,395849,0,0,0
0,0,0,0,8682,5321,20079,28210,16325,0,0,0,0,0,4282
0,0,0,0,0,0,0,0,0,134832,138365,170598,0,0,0
0,19842,34871,175248,175161,36575,48338,35011,33052,20922,17035,14560,16668,5488,10938
0,5657,12798,0,0,0,79321,65025,90748,8930,4775,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,12167,0,0,5122,0,11031,39835,0,46691
0,0,0,0,0,5829,10435,0,11905,10696,14584,9029,24903,0,85552
0,0,0,11657,13050,19902,0,22594,9151,47367,31242,14546,50528,21126,52632
0,0,0,0,0,9231,0,761,10061,0,5675,0,28945,0,31259
0,0,0,0,0,0,18004,13112,0,0,0,0,15349,0,17195
0,0,0,0,7373,0,55018,32331,26313,0,0,0,9271,0,14120
0,0,0,0,0,0,0,33599,0,0,0,0,29932,0,30169
0,0,0,0,0,0,451130,565678,543200,0,0,0,0,0,0
0,0,0,7053,8392,5920,0,0,0,12700,16891,18796,29426,6915,34504
3509,5803,7915,69857,53730,50992,26930,82064,15556,117958,110771,126957,224160,67739,247652
0,0,0,0,0,0,68180,40150,83292,0,0,0,0,0,0
0,0,5119,21752,19648,18579,82299,109668,132065,18192,17703,10904,35316,8665,19335
0,0,0,11402,26236,34095,111122,90736,152529,22490,6011,6430,90048,0,131919
0,0,4418,15090,37876,17067,346254,404997,358248,42701,79256,48938,53285,6778,37011
0,0,0,0,6046,5633,8892,29185,16301,11820,6831,9661,50156,0,121177
0,0,0,0,0,0,30343,9161,13090,0,0,0,0,0,79906
0,0,0,4623,5846,0,19293,35035,23452,4028,8499,4630,40903,0,55732
0,0,0,5295,5200,0,0,0,0,14328,5200,19045,24956,0,33151
0,0,0,0,0,0,56183,69700,59179,0,0,0,0,0,0
4169,4055,0,29954,54473,40402,0,0,0,58520,73882,38646,29193,78150,59113
61481,36194,48753,151890,124106,125649,109116,66193,105476,197804,190239,191098,239390,161625,302572
0,0,5119,32866,48490,34590,101705,150908,54689,28147,45492,46305,123281,3427,158324
14841,48565,54558,167151,218379,185656,81249,36124,75705,262301,269920,238646,224860,212376,327239
0,0,0,39572,35155,21922,89873,158359,202179,39008,40078,23376,45249,6234,28566
0,0,0,38457,72696,47359,141733,187314,177282,32745,44860,56387,38910,0,21725
0,0,0,10935,21532,18915,49744,120542,140750,10009,12509,20680,117356,0,147359
0,0,0,0,0,0,0,0,0,523352,640714,586800,0,0,0
5138,11096,19216,10311,10532,17018,0,0,8896,84799,97441,94792,4615,10879,535
0,0,0,0,0,0,8962,11585,18242,0,0,0,37879,0,11250
0,0,0,0,0,0,0,0,0,180723,198997,185161,0,0,0
0,0,0,0,0,0,0,0,0,170569,163642,172219,0,0,0
21504,71795,10340,187406,211223,36254,48338,142113,36303,23919,18508,5750,17828,18108,11755
0,0,0,0,0,0,0,0,0,76925,77139,83480,0,0,0
0,0,0,0,0,0,0,0,0,128493,137656,136989,0,0,0
0,0,0,0,0,0,0,0,10318,0,0,0,0,0,9839
0,0,0,0,0,0,0,0,0,326677,332201,388257,0,0,0
0,0,0,0,0,0,0,0,0,526224,523006,541408,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31943,48379,26594,0,0,0,8357,0,0,0,0,0,71144,35682,113932
31472,58127,43382,0,0,0,7928,0,0,0,0,0,65336,55531,107368
60882,49265,22440,0,0,0,0,0,0,0,0,0,0,0,0
21032,33867,28612,0,0,0,6408,5264,13241,0,0,0,31106,0,33760
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
129878,155249,126476,0,0,0,18432,24088,12546,0,0,0,261383,132282,304230
0,0,0,109798,108596,110750,449115,503653,535044,5608,0,0,0,0,0
140039,108111,104401,0,0,0,0,0,0,946,0,0,0,0,7522
0,0,0,0,0,0,74061,88909,112755,0,0,0,0,0,0
48090,48102,19402,0,0,0,0,12739,16546,0,0,0,45855,0,46604
13968,47243,55258,56357,63244,52877,13096,0,27399,41619,13999,63181,17698,0,0
27314,212569,135829,0,0,0,17399,32444,44186,0,0,0,40453,0,175469
9612,6699,3155,500726,641729,567523,123446,135144,115789,10295,0,17242,0,5828,0
61080,74555,25277,0,0,0,0,0,14519,0,0,0,48854,0,37913
378515,119539,151738,0,0,0,30970,106264,55085,0,0,0,114564,15953,78231
28628,45814,88722,0,0,0,34370,0,40933,0,0,0,43275,0,16830
0,0,0,12298,0,0,0,0,0,0,0,8697,0,0,0
13365,55104,26600,0,0,0,0,0,0,0,0,0,23136,0,29394
57121,64051,137332,0,0,0,22670,49384,15263,0,0,0,103555,9347,120905
76403,271539,183600,0,0,0,58293,31480,108031,0,0,0,125461,12407,144404
93473,26574,14302,0,0,0,0,0,0,0,0,0,0,0,0
0,0,23458,431,0,8389,0,0,0,19106,13143,13301,13040,14630,19003
0,0,0,0,0,0,0,0,0,0,0,0,9425,0,0
386209,297616,432758,330168,279857,257670,290205,156247,456842,289339,288122,308705,283740,119319,301897
0,0,0,39403,42957,13026,98119,140319,135205,0,0,0,0,0,0
17691,0,23297,8269,9477,0,0,0,0,71376,77683,94061,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,47305,0,52707
48986,90581,128024,56763,35156,26447,38818,59543,22096,56504,40542,58917,47582,0,59523
84269,55087,147830,5491,0,0,10409,0,0,0,0,0,0,0,0
51902,42609,36502,57975,21411,25540,44440,54883,16893,36226,43898,29572,31459,0,41024
59955,68252,84611,3674,6867,0,10514,0,0,9595,14961,5098,10457,12872,0
0,0,0,46911,73459,78336,20318,19942,0,0,0,0,0,0,0
46795,156246,290156,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,149385,200837,157125,0,0,0,0,0,0
115401,28940,24558,39422,42485,20955,24535,38408,27800,25511,56898,41219,31464,0,0
148263,129622,152666,49972,62361,69055,111724,144573,123899,20981,14859,32630,71763,0,100569
150282,70971,37826,0,0,0,0,0,0,0,0,0,0,0,0
134845,35884,67157,342808,231067,10991,82566,124940,118211,36309,21196,107054,58419,0,0
16160,27233,0,17727,29252,27091,21433,20004,16301,11634,0,14056,19340,0,7474
71822,82709,102236,0,0,0,0,0,0,0,0,0,0,0,0
13838,0,0,0,0,0,0,0,0,410572,458942,476075,0,0,0
0,0,0,84384,53140,68576,26071,0,20361,0,0,0,0,0,0
129671,110108,66592,69679,131109,83339,56970,92655,60997,137672,146157,170432,56569,51216,57773
92498,55055,62445,62358,111841,69739,133847,103795,98308,143964,135471,87940,51389,67182,39832
0,0,0,92065,119456,56514,20318,16049,0,0,0,0,0,0,0
24264,50884,28404,30845,40061,38882,27687,34644,20060,55565,46283,68603,24390,33375,26168
266251,275025,234501,219494,217519,244354,196817,310519,176985,249205,283603,268655,174764,142126,138518
33216,11589,15668,53979,32192,33896,140563,91677,76165,56921,75090,49026,17420,2079,9054
6092,18552,28636,33226,7226,17386,22271,28359,15450,83161,70053,62550,39064,16151,19283
54170,98508,86679,116317,71188,133996,118955,102702,129250,187500,141046,149356,147812,111945,107551
0,16160,11241,0,18446,24636,54306,39828,83928,59482,61591,70245,0,0,0
25131,8873,16340,40901,41056,27591,32692,36332,62849,40010,103756,117134,0,7004,9013
0,0,0,16253,28133,24418,255354,383677,383292,0,0,0,0,0,0
15050,0,0,20473,29708,19333,17514,11059,0,39111,52120,31412,19757,22561,13234
0,0,21563,12325,9782,10043,0,14200,15794,43805,45688,42584,28987,40313,12748
0,15047,0,0,0,0,0,0,0,4152,0,0,0,0,0
18860,10081,0,130496,90131,134789,16011,13146,17620,237003,239917,200154,21589,22117,23414
134706,137169,195765,8130,0,0,8760,14527,14866,9643,574,0,3567,0,0
36692,72617,41282,52816,33901,45000,6841,0,17573,83241,70040,73727,77016,111914,63045
0,0,0,0,0,0,0,0,0,65295,48791,56259,0,0,0
199018,160916,255122,167551,199883,121863,206491,251945,200342,161285,196955,188302,162377,3981,192545
0,0,0,8722,17684,22195,0,0,0,55970,72089,66918,23618,21129,7288
0,0,0,138966,147774,115728,46916,64119,68037,455669,457142,532708,71499,6355,94801
0,0,0,210836,172751,192010,0,0,0,2019,0,0,0,0,0
9748,0,11366,0,15343,0,0,0,0,23374,13787,37340,21713,4717,9843
57115,13023,0,15767,13623,9119,0,24780,17709,55972,43337,58344,31199,23737,33444
40822,21846,15803,31179,26383,34456,17221,0,0,104642,100786,109741,77665,68467,51902
0,0,0,0,0,0,0,0,0,471510,462789,499372,0,0,0
0,21632,0,8808,6687,12059,0,0,0,34387,25385,54690,37215,40104,17497
107580,108522,97603,35705,104070,99829,105766,64035,108065,138131,89374,151858,126767,36513,118471
45014,64680,22585,85598,64728,67027,23759,11771,17358,142397,120302,120642,121445,78731,96837
0,0,0,0,0,0,0,0,0,5945,14984,14547,3967,0,0
64179,105373,80468,0,0,5496,23803,21109,18740,4996,5102,0,0,0,6107
61828,55055,60094,27434,22864,37220,54290,36509,98308,51561,62983,87940,51389,28972,14482
247863,197612,165227,0,6578,0,52894,174819,124918,0,25368,7731,10370,0,9615
0,0,0,54940,21483,22126,24767,19362,21604,0,0,0,0,0,0
0,0,0,201922,161743,150111,0,0,0,0,0,0,0,0,0
199023,67090,177179,10072,5715,0,50136,95124,105323,3964,11999,6115,0,0,6270
