Index,Vip,Metabolite name,Average Mz,average RT,Brain1,Brain2,Brain3,Heart1,Heart2,Heart3,Liver1,Liver2,Liver3,Muscle1,Muscle2,Muscle3,Plasma11,Plasma12,Plasma13
166,,Cer d34:1,560.5037_520.5105_538.5212,5.557666667,878350,990559,1492764,1335528,1530024,1410156,50043340,54907647,56549203,856029,916982,1010382,244941,98054,311235
167,,Cer d36:1,588.535_548.5424_566.5531,6.231333333,24035480,22893597,40148888,2412756,2659488,2316230,8270701,8946874,8988580,2343964,2354225,2525500,207515,21293,183387
168,,Cer d38:1,616.5671_576.5739_594.5844,6.917333333,3127729,3723050,7255061,169566,253632,191797,2721115,3159266,3250316,124907,115646,109470,209320,28623,212798
169,,Cer d40:1,644.598_604.6051_622.6158,7.577666667,901708,1167129,2136368,1210798,1293703,1185298,18611346,17625841,20530331,740437,727135,797324,1380522,394558,1372478
170,,Cer d41:1,636.6314,7.894,153504,171469,325974,788810,801169,683398,16333884,14359861,16257146,137942,152992,148125,465032,118168,462513
171,,Cer d42:1,672.6294_632.6366_650.6473_658.6135_618.6207,8.0806,844522,1017656,1806315,4214730,4440780,4019779,57861354,49691438,57748963,1920442,2118367,2076112,5390780,1512101,5297631
172,,Cer d42:2 Isomer A,670.6141_630.6211_648.6318,7.551,10638786,12173778,17177689,774189,861874,803154,11254392,12775849,12487382,1773671,1720462,1795710,1226066,338994,1292064
173,,Cer d42:2 Isomer B,670.6138_630.621_648.6318,7.663666667,642084,655467,898428,595224,677263,577577,8716170,9499089,9191759,715930,784498,821565,801703,178771,804333
174,,Cholesterol,369.3527,4.809,28322978,29125160,43535216,1845556,2017407,1830466,1409746,1376404,1429426,1869053,1891492,1983056,1958763,1585675,1912858
175,,CL 72:7|CL 36:3_36:4,1469.0276,9.267,0,0,0,1056088,1067816,1164633,205413,299347,265327,168306,230259,221927,0,0,0
176,,CL 72:8|CL 36:4_36:4,1467.0116,8.925,0,0,0,11956760,15110615,13244236,1111937,1856395,1563923,959138,1142852,1281996,0,0,0
177,,CoQ10,863.6949,9.337,1076038,1081210,1149961,5408940,6192212,7247134,4228821,5370392,5240763,960042,1224799,1267249,263299,58242,264551
178,,CoQ9,795.6316,8.506,2866,5611,5480,82149,74044,67229,347988,450320,421608,47965,23382,46666,0,0,0
179,,"Cyclohexasiloxane, dodecamethyl- (also known as chemical regent)",445.1221,3.986,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
180,,"Cyclopentasiloxane, decamethyl- (also known as chemical regent) isomer A",371.1028,1.977,11403,4412,5334,0,11014,8923,67933,4749,7081,8821,40768,4788,6781,65248,6897
181,,"Cyclopentasiloxane, decamethyl- (also known as chemical regent) isomer B",371.1027,2.853,19807,18986,16960,43865,31562,43747,192119,9147,17502,19655,116433,24877,18109,148360,26331
182,,DG 16:0,367.2466,1.391,11866,5151,6953,7049,9534,4301,7991,11476,0,2231608,2158586,2386248,1308,5348,6811
183,,DG 30:0|DG 14:0_16:0,558.5098_563.4665,6.104,0,0,0,645318,634104,631340,384736,288267,269103,253339,229627,306551,274252,117305,246381
184,,DG 31:0,577.4831,6.44,4759,0,0,104981,110060,100702,220937,279037,278140,11819,6848,6243,17628,7378,30840
185,,DG 32:0|DG 16:0_16:0,586.5429_591.4986,6.7775,686880,783567,964836,1963104,1927832,1915758,3405817,3936883,4109101,818524,851819,836143,1436336,825850,1437685
186,,DG 32:1,589.483,6.262,148332,138949,59770,416840,440755,394059,631740,728539,677209,202670,126438,176874,126895,60245,148718
187,,DG 32:1|DG 14:0_18:1,584.527_589.4827,6.1855,359307,389416,437253,2631918,2940798,2750076,2891707,3623350,3704913,1311239,1385308,1534774,1150270,344999,1103618
188,,DG 32:2|DG 14:0_18:2,582.5117,5.654,0,0,10555,678486,783076,604190,927116,1193890,998200,174101,125098,143453,168552,15480,167022
189,,DG 33:1|DG 15:0_18:1,598.5436,6.51,19954,34738,53000,298570,285558,257972,581861,777524,732531,6408,5710,12735,17262,0,16844
190,,DG 34:1 isomer A,617.5186,3.537,1604,8011,1662,2658,886,1555,1913,1926,5729,68697,42779,74492,19117,0,13704
191,,DG 34:1 isomer B,612.5588_617.514_633.488,6.839,10646941,10264784,12164541,13386659,13972302,12419848,22992683,26910871,25243189,3610840,3977193,3614993,5269869,1981290,5424676
192,,DG 34:2,610.5429_615.4983_631.4725,6.315666667,884881,893613,1026296,19226549,20131664,18563428,31006767,37036580,38299844,3287248,3360220,3650363,5439705,1677492,5848227
193,,DG 34:3,608.5279_613.4817_629.4556,5.735333333,0,0,0,209673,217901,130346,574246,805975,680505,507449,485989,512603,607686,192307,673084
194,,DG 34:3|DG 16:0_18:3,608.528,5.846,0,0,0,277222,344542,339920,1282657,1636364,1296217,48560,50020,61792,160038,23938,194893
195,,DG 34:4,611.467,6.057,0,0,0,0,0,0,0,0,0,0,0,0,52297,3054,26714
196,,DG 35:1|DG 17:0_18:1,626.5745_631.5299_647.5035,7.101666667,109239,100535,157318,1308620,1327551,1252334,1433862,1610914,1630812,11938,7745,13062,37569,0,37472
197,,DG 35:2,629.5145,6.566,13428,0,6550,841157,865729,784304,749498,875206,872743,20342,25871,32046,58559,5844,53717
198,,DG 35:2|DG 17:0_18:2,624.559,6.649,9886,0,0,301988,327512,296565,838978,984933,1037755,1781,2934,0,5461,0,3219
199,,DG 36:1,640.5903_645.5458_661.52,7.489,8809114,9909418,11301534,7923114,8993871,9329273,11164644,14620483,13238759,460393,506810,493957,724642,242846,759816
200,,DG 36:2,638.5734_643.5286_659.5023,6.904,2494883,2517588,2809843,9350537,10876648,9626180,6234214,10778091,9252413,2499685,2650043,2605527,3897618,1409839,4168218
201,,DG 36:2|DG 18:0_18:2_DG 36:2,638.5748_643.5299,6.981,1516767,1513863,1611394,16000808,16993306,15288858,47190172,59248162,55359412,953829,1155152,1222308,1384309,446030,1255071
202,,DG 36:3,636.5577_641.5131_657.4867,6.38,558557,469989,536342,5454195,5684793,4774329,5721195,6733889,6619814,2610428,2630054,2661640,6600305,1937233,7083228
203,,DG 36:3|DG 18:1_18:2_DG 36:3,636.5591_641.5142,6.47,533350,548246,546894,4687421,5093054,4584896,8581629,11196755,10395368,430692,356781,391651,787873,236387,953620
204,,DG 36:4,634.5434_639.4979_655.4711,5.865,0,11854,9579,1991908,2079877,2151680,2446357,2630080,2502681,521996,526357,539505,2041602,648116,2307587
205,,DG 36:4|DG 16:0_20:4,634.5429_639.4984,6.1815,2548848,2185084,2580466,1584445,1691907,1602084,2942302,3602602,3635164,278833,300915,309742,508854,135862,479370
206,,DG 36:5 isomer A,637.483,5.411,0,0,0,0,0,0,0,0,0,0,0,0,130126,22634,108150
207,,DG 36:5 isomer B,632.5253,5.575,0,0,0,0,0,8138,0,0,0,0,0,0,44935,0,27076
208,,DG 36:5|DG 18:2_18:3,632.5273,5.414,0,0,0,0,0,10315,56811,65574,48388,0,0,0,124618,16220,126799
209,,DG 37:3|DG 17:0_20:3,650.5753,6.813,0,0,0,8222,15093,14028,407400,540791,501651,0,0,0,0,0,0
210,,DG 37:4|DG 17:0_20:4,648.5591,6.515,183851,153016,204336,7567,31330,15106,288379,392512,363718,0,0,0,0,0,0
211,,DG 37:7,647.4609,7.515,531377,594796,578847,518572,569063,557800,553571,614542,548585,650891,592453,662574,14107334,2153629,11590686
212,,DG 38:1|DG 18:0_20:1,668.6219,8.102,167149,179640,204884,46803,35200,37630,45943,66814,47970,0,4376,3570,5512,0,4168
213,,DG 38:2|DG 18:0_20:2,666.606,7.565,189956,141686,226648,183867,198544,191881,963325,1039541,1077402,0,10672,14458,2481,0,4627
214,,DG 38:3|DG 18:0_20:3_DG 38:3 isomer A,664.5905_669.5457,7.1425,1772864,1824726,2070490,1912879,2106213,1985215,30329422,38434426,37091836,364328,398813,429868,16477,0,8641
215,,DG 38:3|DG 18:0_20:3_DG 38:3 isomer B,664.5903_669.5452,7.328,2211236,2337989,2573674,104450,109173,81515,588469,763358,659384,62669,42450,67336,0,0,3597
216,,DG 38:4|DG 16:0_22:4_DG 38:4,662.5747_667.5302,6.6595,481311,462023,458203,385598,416165,407033,3542947,4155229,4203725,12252,9596,16941,45408,8262,28245
217,,DG 38:4|DG 18:0_20:4_DG 38:4,662.5745_667.5302,6.8445,32185304,31542582,35984602,6580875,7030035,6166851,24712792,30103550,27828190,3668374,4032295,3770568,833204,770970,2171972
218,,DG 38:5,660.5588_665.5143,6.2235,2608979,2404015,2617498,686145,782839,655631,2953595,3585329,3349789,188332,182237,189446,1120625,322650,1068038
219,,DG 38:6,658.542_663.4976_679.4726,5.723,6321,7149,0,120288,213098,123365,590640,754802,691141,15691,4294,13042,786130,204347,835073
220,,DG 38:7,661.4822,5.288,0,0,0,0,0,0,0,0,0,0,0,0,106092,20593,91884
221,,DG 39:6,677.5145,7.828,0,0,3825,0,0,0,0,0,0,316732,430751,423165,0,0,6149
222,,DG 39:7,675.4984,7.243,0,0,0,0,0,0,0,0,0,848371,1052293,1074196,0,0,0
223,,DG 40:4|DG 18:0_22:4_DG 40:4,690.6061_695.5614,7.315,2457526,2645913,2867676,601825,601772,571308,8083917,9374103,8491611,71292,73874,101472,0,0,0
224,,DG 40:5|DG 18:0_22:5_DG 40:5,688.5903_693.5455,6.863,232167,230538,288122,375507,424970,344039,7106662,8719661,8288990,3839,0,7918,0,0,0
225,,DG 40:6,691.5303,6.638,105063,127098,61565,4207,0,3821,710951,801226,777251,0,0,0,0,0,0
226,,DG 40:7,689.5128,6.027,0,0,0,0,0,0,0,0,0,0,0,0,128622,22140,112489
227,,DG 41:7,703.5295,7.872,0,0,0,0,4241,0,0,0,0,1957265,2327034,2445221,0,0,0
228,,DG 41:8,701.5142,7.352,0,0,0,0,0,0,0,0,0,1314350,1450994,1470113,0,0,0
229,,DG O-35:2|DG O-21:1_14:1,610.5793,5.183,773,0,0,0,0,0,0,0,0,0,0,0,0,0,0
230,,Diisodecyl phthalate (also known as the production of plastic),447.3482,4.269,790460,797004,871375,539234,584669,561220,539406,558122,581840,2028465,2010722,2096753,599645,545268,565539
231,,Dioctyl phthalate (also known as the production of plastic),413.2677_391.2858,3.46,46753998,47670638,46432864,46532872,46351623,46129339,47840292,48755687,44436214,49243378,46496933,46540377,55350952,49417804,55775424
232,,Gal-Gal-Cer d18:1/16:0 or Lactosylceramide d18:1/16:0,862.6285,4.724,0,5629,17170,10406,5255,7318,199364,244299,285268,40635,34837,27281,261665,50156,337130
233,,GlcCer d34:1,884.611,4.722,92668,89361,130843,12799,19543,10583,164202,124913,226206,51800,63563,58441,301650,70337,380359
234,,GlcCer d40:1,806.6516_784.6694,6.9035,8590722,11039667,19879763,58016,46163,48961,314284,348075,345811,136884,141619,129133,438779,112677,461210
235,,GlcCer d42:1,834.683_794.69_812.7012,7.542333333,15980909,22115845,41535938,9710,6732,5656,455658,401201,496620,173776,179022,168766,556221,168261,618871
236,,GlcCer d42:2,832.6669_792.6742_810.6854,6.877,129789419,143372273,196973581,0,6214,0,38706,52732,46092,168624,180780,115334,355524,61837,351657
237,,HexCer 34:1;2O|HexCer 18:1;2O/16:0,700.5753,4.945,226268,266344,398648,0,0,0,211949,192635,193682,15026,0,0,180026,10727,175104
238,,HexCer 35:1;3O|HexCer 18:1;2O/17:0;O,730.577,5.446,24056,166699,78400,14677037,15179979,14273873,13104259,15218682,13913996,297765,333085,292001,4599,0,0
239,,HexCer 36:0;2O|HexCer 18:0;2O/18:0,730.6222,5.804,2689698,3451396,6193086,0,0,0,0,0,0,0,0,0,0,0,0
240,,HexCer 36:1;2O|HexCer 18:1;2O/18:0 isomer A,728.6069,4.634,360558,467450,724984,0,0,0,0,0,0,3671,0,0,0,0,0
241,,HexCer 36:1;2O|HexCer 18:1;2O/18:0 isomer B,728.6062,5.569,12150910,4256612,20671050,0,0,0,0,0,0,58594,58887,55531,0,0,5979
242,,HexCer 38:1;2O|HexCer 18:1;2O/20:0,756.6381,6.234,2060368,1987378,4175020,0,0,0,0,0,0,4751,0,0,0,0,8833
243,,HexCer 40:0;2O|HexCer 18:0;2O/22:0,786.6853,7.122,1660464,2138166,4505347,0,0,0,0,0,0,0,0,0,0,0,0
244,,HexCer 40:1;2O|HexCer 18:0;2O/22:1,784.6697,6.466,1414910,1501874,2259330,0,0,0,0,0,0,0,0,0,0,0,0
245,,HexCer 40:1;2O|HexCer 18:1;2O/22:0,784.6694,5.724,13520,17404,33913,0,0,0,0,0,0,4498,0,0,0,0,0
246,,HexCer 40:1;3O|HexCer 18:1;2O/22:0;O isomer A,800.665,6.713,9970416,13985343,25838628,18697,11188,8647,16837,10489,20704,6994,9612,13817,35579,3263,141307
247,,HexCer 40:1;3O|HexCer 18:1;2O/22:0;O isomer B,800.6631,5.607,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
248,,HexCer 40:2;2O|HexCer 18:1;2O/22:1,782.6543,6.231,4098304,3620826,5816694,0,0,0,0,0,0,0,0,0,0,0,0
249,,HexCer 40:2;3O|HexCer 18:1;2O/22:1;O,798.6477,6.063,4096593,4691791,7044115,0,0,0,0,0,0,0,0,0,0,0,0
250,,HexCer 41:0;2O|HexCer 18:0;2O/23:0,800.701,7.439,334009,464724,925740,0,0,0,0,0,0,0,0,0,0,0,0
251,,HexCer 41:1;2O|HexCer 18:1;2O/23:0,798.6856,7.222,1364247,1820648,3452458,0,0,0,71631,52066,64693,0,4185,0,40628,0,40686
252,,HexCer 41:1;3O|HexCer 18:1;2O/23:0;O,814.6809,7.044,2021159,2970632,6352678,22186,0,4252,35640,22702,28374,21761,52743,38731,95647,12929,59720
253,,HexCer 41:2;2O isomer A,796.6697,6.555,1801212,1646082,2483875,0,0,0,0,0,0,0,0,0,0,0,0
254,,HexCer 41:2;2O isomer B,796.6691,7.046,641760,954152,2003023,0,0,0,0,0,0,0,6877,0,0,0,0
255,,HexCer 41:3;3O,810.6573,6.669,303760,325888,303833,3073633,3353064,2843059,3881241,4433088,4842318,588638,716675,703255,2618085,325751,2741098
256,,HexCer 41:4;3O|HexCer 19:3;2O/22:1;O,808.6292,6.393,675817,713172,1194955,0,0,0,4085,10950,0,0,0,0,0,0,0
257,,HexCer 42:0;2O|HexCer 18:0;2O/24:0,814.7171,7.754,1585077,2238258,4035350,0,0,0,0,0,0,0,0,0,0,0,0
258,,HexCer 42:1;2O|HexCer 18:0;2O/24:1,812.7011,7.106,10197371,11648391,17121812,0,0,0,0,0,0,0,0,0,0,0,0
259,,HexCer 42:1;3O|HexCer 18:1;2O/24:0;O,828.6962,7.369,9454157,15852522,36124580,0,0,0,9827,5062,8473,29523,12387,14386,25821,4817,28607
260,,HexCer 42:2;2O|HexCer 18:1;2O/24:1,810.6853,5.781,3437905,3495660,6169878,0,0,0,0,0,0,0,0,0,0,0,0
261,,HexCer 42:2;3O|HexCer 18:1;2O/24:1;O isomer A,826.6802,6.705,35577272,44180656,67005004,0,0,0,0,7278,9134,0,0,7002,5939,0,16515
262,,HexCer 42:2;3O|HexCer 18:1;2O/24:1;O isomer B,826.6801,5.605,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
263,,HexCer 42:3;2O|HexCer 18:2;2O/24:1,808.6697,6.318,2882459,3110417,4381062,0,0,0,0,0,0,0,0,0,0,0,0
264,,HexCer 42:3;3O|HexCer 18:2;2O/24:1;O,824.6639,6.155,3355833,3013763,4575658,0,0,0,0,0,0,0,0,0,0,3379,0
265,,HexCer 43:1;2O|HexCer 18:1;2O/25:0,826.7175,7.846,309565,415920,723516,0,0,0,0,0,0,0,0,0,0,0,0
266,,HexCer 43:1;3O|HexCer 18:1;2O/25:0;O,842.7114,7.68,681636,857087,1703631,0,0,0,0,0,0,0,0,0,0,0,0
267,,HexCer 43:2;3O|HexCer 18:1;2O/25:1;O,840.6964,7.02,1495086,2045035,3747334,0,0,0,0,0,6250,0,0,0,0,3854,0
268,,HexCer 43:3;3O,838.6785,7.287,1370756,1682620,3365788,6976,0,0,0,0,0,14301,12300,0,28839,0,11675
269,,HexCer 44:1;3O|HexCer 18:1;2O/26:0;O,856.7277,7.99,408694,572112,1181444,0,0,0,0,3576,0,0,0,0,0,0,0
270,,HexCer 44:2;2O|HexCer 18:1;2O/26:1,838.7172,7.501,2709968,3471589,7038605,0,0,0,0,0,0,4959,0,0,0,0,0
271,,HexCer 44:2;3O|HexCer 18:1;2O/26:1;O,854.7121,7.335,3376990,5323439,11502384,0,0,0,0,0,0,0,3909,0,11531,0,6812
272,,Lactosylceramide d18:1/24:1 15Z,994.7201_972.7402,6.6135,0,0,0,0,0,0,55405,55071,67754,7769,7665,4081,68638,3430,51161
273,,LPC 14:0,490.2916_468.3104,0.94,95995,94283,107057,33628,37966,22808,60421,69378,69030,6864,8252,8012,1344999,446450,1358897
274,,LPC 14:0/0:0,468.3098,0.776,4977,11321,9369,3350,0,4614,0,0,0,0,0,0,260830,7508,231876
275,,LPC 15:0,504.3075_482.3261,1.145,26930,22269,36046,168088,188030,169950,425815,519824,487410,3676,5031,0,1231542,252394,1167938
276,,LPC 15:1/0:0 isomer A,480.3103_502.2916,1.675,158853,165556,203301,497728,550554,484077,866016,1089866,1038277,0,3094,0,27221,2112,36865
277,,LPC 15:1/0:0 isomer B,480.3104_502.2917,1.592,1474885,1445101,1645038,347464,326475,294853,643114,863707,801734,12694,22621,16499,338296,65988,384401
278,,LPC 16:0 isomer A,496.3415_518.3217,1.2915,2021587,1887563,2494661,683326,779255,696128,1513202,1740365,1662418,315011,324866,324920,15368562,3930074,15258360
279,,LPC 16:0 isomer B,518.3233_496.3414,1.42,13769564,13680070,17204934,19091423,22488352,18686117,50510217,62176328,59206498,3831088,4565598,4495215,308972608,56585266,287114416
280,,LPC 16:1,494.3251,0.974,260740,249878,253795,105406,118565,116800,310220,348593,321970,14888,20402,14670,704531,169154,1146642
281,,LPC 16:1 isomer A,516.3068_494.326,1.0465,613013,641327,707990,174786,186027,186196,471952,519975,507873,68470,68794,62586,2722527,692213,2623538
282,,LPC 17:0,532.3393,1.762,0,0,0,28546,32999,19472,429844,554003,527438,0,0,0,152828,9113,177702
283,,LPC 17:0-SN1,510.3574,1.759,102300,112089,153600,548644,552318,530456,4476310,5407328,5191997,46229,32814,26041,1796146,443009,1957873
284,,LPC 17:1,508.3413,1.277,45431,37437,39127,31097,40595,33530,230508,270245,226006,2617,0,0,248571,49552,247410
285,,LPC 18:0 isomer A,524.3729_546.3546,2.159,5421929,5550051,7188387,5299442,6102448,5504631,271978628,299082660,310533204,1536030,1655656,1601880,69776810,14654971,75199238
286,,LPC 18:0 isomer B,524.3729,1.98,207697,220208,295710,166522,144574,149266,4118238,4527676,4503672,84269,71494,67738,3589609,972258,3788749
287,,LPC 18:0 isomer C,524.3735,2.75,1479,0,0,2596,0,0,661406,740788,805596,0,0,0,157608,38578,163135
288,,LPC 18:1 isomer A,522.3572_544.3398,1.4395,4144084,4029736,4640555,2084456,2483298,2044697,11073486,13354416,12959717,193043,227921,210688,3361213,626951,3385740
289,,LPC 18:1 isomer B,544.3395_522.3574,1.5675,7500673,7766507,8288326,1571693,1655101,1499738,11045549,14038779,13188661,622094,671816,703781,25366699,6362059,28020018
290,,LPC 18:1 isomer C,544.3392_522.3572,1.648,1236527,1389448,1499707,1034080,1035883,959780,7616070,8995505,8909100,135864,133996,150096,6288378,1544189,6861031
291,,LPC 18:2 isomer A,520.3415_542.3231,1.093,143432,140230,158288,11237596,11850565,11001335,17087488,20246749,20719673,650805,709308,670704,4011161,883299,3956091
292,,LPC 18:2 isomer B,542.3236_520.3416,1.1745,332692,337227,354653,6626207,7065609,6717563,17689270,22165514,19369089,932706,1018346,990650,37628167,8097560,37316973
293,,LPC 18:3 isomer A,518.3258,0.771,2979,0,0,70193,76737,67570,278979,395414,424054,6673,0,19968,62868,2122,56896
294,,LPC 18:3 isomer B,540.3068_518.3263,0.938,19178,10213,7373,102882,111469,92647,614545,704824,649134,9822,14553,11598,415064,145951,431220
295,,LPC 19:0/0:0 isomer A,538.389,2.619,0,0,0,0,3637,0,963763,1244586,1101611,0,0,0,100149,6432,104400
296,,LPC 19:0/0:0 isomer B,538.3886,2.472,0,0,0,0,0,0,443469,497787,470549,0,0,0,12069,0,11560
297,,LPC 20:0,552.4042,3.036,17860,17702,32166,0,3173,5277,168128,199613,190645,0,2915,0,159231,30452,171450
298,,LPC 20:1,550.3881,2.439,16765,8560,15512,0,0,0,135099,144079,142693,0,0,0,18427,315,23165
299,,LPC 20:1/0:0,550.3889,2.309,323884,319265,345616,0,0,0,116229,178301,94204,0,0,0,318085,49075,297642
300,,LPC 20:2,570.3548_548.3735,1.7555,79889,81779,96146,9831,18836,17695,263624,376023,316408,0,0,0,433208,98181,474856
301,,LPC 20:3 isomer A,546.3575,1.264,53505,48541,61848,583691,637156,581904,6676645,7796966,6976676,10505,16836,23944,231938,50465,231295
302,,LPC 20:3 isomer B,568.3392_546.3575,1.3755,116578,107256,128930,299091,315936,312477,5224779,6529403,5854161,22006,22394,28274,3303767,722254,3348409
303,,LPC 20:4 isomer A,566.3229_544.342,1.0815,1328978,1394324,1416745,1585853,1656861,1528903,5140401,5925919,5923892,284794,325510,303840,2338821,594098,3216645
304,,LPC 20:4 isomer B,544.342_566.3238,1.15,1911068,1784870,1981333,1224101,1434789,1347379,4228857,5214534,4924407,359676,413950,346465,13254175,2806777,13122295
305,,LPC 20:5 isomer A,564.3076_542.3262,0.9155,0,5057,0,27835,23421,27336,131306,166877,141194,0,0,3615,658077,262047,668901
306,,LPC 20:5 isomer B,542.3249,0.772,4212,0,0,29647,23224,32113,144919,183511,163141,0,5217,3960,316574,5236,272591
307,,LPC 22:4 isomer A,572.3732_594.3554,1.4785,205582,200658,211644,153655,146657,142743,3670285,4451905,4343527,4441,2249,3132,0,0,6140
308,,LPC 22:4 isomer B,594.3553_572.373,1.5915,223120,244724,276604,58255,70563,58939,2675877,3334709,3339709,0,0,3395,181505,30992,206953
309,,LPC 22:5 isomer A,570.3574,1.163,14648,18857,17742,198739,242327,194954,3610644,4507776,3970094,0,3825,0,34702,1291,55193
310,,LPC 22:5 isomer B,570.358,1.25,57782,70748,78717,99630,107756,108720,2666905,3281680,2851614,2431,3813,0,438176,111396,446694
311,,LPC 22:5/0:0,570.3575,1.4,366228,354352,384990,0,298,2791,640508,866435,776751,0,2870,0,279619,33812,274396
312,,LPC 22:6 isomer A,568.3421,1.04,775127,1122147,852669,1841,12030,7413,1047231,1235929,1184064,4963,16385,10015,506855,130583,671214
313,,LPC 22:6 isomer B,590.3244_568.3419,1.099,1190830,1192500,1267878,13644,12030,7413,1123385,1339542,1260770,12641,16385,7553,1887923,489851,1943641
314,,LPC O-15:1,466.331,1.297,0,0,0,454435,508136,439895,149636,179193,173976,0,0,0,0,0,0
315,,LPC O-16:0,482.3618,1.695,179661,189172,232135,971400,1046680,1015788,28005,37553,33256,46276,42567,44735,975438,237836,1012308
316,,LPC O-16:1,480.3366,1.514,0,0,0,0,0,0,0,0,0,294032,303407,293401,35407,28192,53867
317,,LPC O-17:1,494.3625,1.932,0,0,0,604736,654972,622307,16770,31165,29000,8501,5369,3548,8869,0,17709
318,,LPC O-18:0,510.3941,2.548,13366,10228,24076,174998,197359,155599,110467,146871,132259,4168,0,4828,210561,49250,234362
319,,LPC O-18:1,508.378,2.455,65608,75995,91861,1322497,1361515,1258564,92219,117437,106115,56077,71188,69182,139820,19352,125904
320,,LPC O-18:2,506.362,1.779,143426,125890,145614,583754,618223,593296,29967,59958,64796,77961,102463,100076,99564,7711,115986
321,,LPC P-16:0 or LPC O-16:1,480.3463,1.624,104495,102918,124674,9353680,9876883,9046991,448533,529224,531764,633109,655046,644965,1159478,285371,1191578
322,,LPC P-18:0 or LPC O-18:1,508.3775,1.846,220170,219208,226801,128965,139760,126070,20803,31707,31679,20028,12193,17083,606123,143769,644596
323,,LPE 16:0,454.2945,1.442,352772,397874,513619,174532,211017,186143,1955754,2303887,2247370,8052,28233,12550,440797,83727,418636
324,,LPE 17:0,468.3102,1.791,0,3243,0,38577,41913,39370,461686,567203,562343,0,0,0,0,0,0
325,,LPE 18:0 isomer A,482.3261,2.019,56003,60572,78113,307359,354379,327339,709127,792341,787730,0,0,0,42922,2207,36751
326,,LPE 18:0 isomer B,482.3258,2.204,1263622,1295508,1846406,7540318,7852664,7207883,17298916,18138306,19570212,304318,334492,297745,588298,150843,639907
327,,LPE 18:1,480.3102,1.469,629416,674329,728919,54415,57731,46167,350084,401653,385441,8512,11211,3421,0,3975,9859
