,Unnamed: 0,Query Spectrum ID,Match Spectrum ID,Score Original,Score Prescreen,Rank
6489,6489,101,2156913.0,0.600356010564255,,62.0
6490,6490,101,2157330.0,0.5993324743233961,,63.0
6491,6491,101,2158040.0,0.5956563358845229,,64.0
6492,6492,101,2158060.0,0.5955750875420387,,65.0
6493,6493,101,2157952.0,0.5934168154079076,,66.0
6494,6494,101,2139045.0,0.591861204933027,,67.0
6495,6495,101,2157126.0,0.5916765404428146,,68.0
6496,6496,101,2157044.0,0.5893499383877766,,69.0
6497,6497,101,2157341.0,0.588978259585315,,70.0
6498,6498,101,2157488.0,0.5878767849985117,,71.0
6499,6499,101,2157671.0,0.5866354736420162,,72.0
6500,6500,101,2141022.0,0.5854789676723433,,73.0
6501,6501,101,2157348.0,0.5848152890721598,,74.0
6502,6502,101,2157032.0,0.5836500284428425,,75.0
6503,6503,101,2157449.0,0.5817719364991663,,76.0
6504,6504,101,2157518.0,0.5800244999973783,,77.0
6505,6505,101,2157426.0,0.5776096983028213,,78.0
6506,6506,101,2157716.0,0.5750844670129249,,79.0
6507,6507,101,2159942.0,0.5723999112277474,,80.0
6508,6508,101,2157100.0,0.5721836758421369,,81.0
6509,6509,101,2139016.0,0.5695455175364879,,82.0
6510,6510,101,2157675.0,0.5686455691890523,,83.0
6511,6511,101,2144170.0,0.5682319529031302,,84.0
6512,6512,101,2141028.0,0.5681259849940835,,85.0
6513,6513,101,2157648.0,0.5676215426641298,,86.0
6514,6514,101,2144150.0,0.5649940764958572,,87.0
6515,6515,101,2139039.0,0.5644530508755375,,88.0
6516,6516,101,2157267.0,0.5641929309188721,,89.0
6517,6517,101,2140689.0,0.5623902302539664,,90.0
6518,6518,101,2144237.0,0.5621741550275353,,91.0
6519,6519,101,2142127.0,0.5619735807390488,,92.0
6520,6520,101,2157438.0,0.5616661374565408,,93.0
6521,6521,101,2140683.0,0.5603342819732359,,94.0
6522,6522,101,2144238.0,0.5600489293287657,,95.0
6523,6523,101,2139640.0,0.5594691376122854,,96.0
6524,6524,101,2138897.0,0.5589223408723782,,97.0
6525,6525,101,2157347.0,0.5581665453090151,,98.0
6526,6526,101,2157071.0,0.5580176988032134,,99.0
6527,6527,101,2157162.0,0.5574550335889208,,100.0
6528,6528,102,2156944.0,0.9800959996119684,0.9800924778689696,1.0
6529,6529,102,2139021.0,0.7550629910179845,0.7550630322121388,2.0
6530,6530,102,2157932.0,0.7095221296922326,0.7095231423525555,3.0
6531,6531,102,2156886.0,0.7078222418956133,0.7078181521344287,4.0
6532,6532,102,2138869.0,0.6973138459094531,0.6973159427865854,5.0
6533,6533,102,2156930.0,0.6965138601659323,0.6965106157496866,6.0
6534,6534,102,2156920.0,0.6905034356576853,0.6905041413640324,7.0
6535,6535,102,2156902.0,0.6898499297473242,0.6898527194600648,8.0
6536,6536,102,2156986.0,0.6879097176837611,0.687908963326856,9.0
6537,6537,102,2156952.0,0.6868768934713522,0.6868750216231114,10.0
6538,6538,102,2156893.0,0.681073217818626,,11.0
6539,6539,102,2158343.0,0.6803980170730451,,12.0
6540,6540,102,2156996.0,0.6506283706477227,,13.0
6541,6541,102,2156885.0,0.6475135647690363,,14.0
6542,6542,102,2143244.0,0.6418509200303081,,15.0
6543,6543,102,2139627.0,0.6300125345838575,,16.0
6544,6544,102,2139017.0,0.609158487466417,,17.0
6545,6545,102,2158113.0,0.6068915819198013,,18.0
6546,6546,102,2139015.0,0.5858261690464488,,19.0
6547,6547,102,2156884.0,0.5588538025486915,,20.0
6548,6548,102,2139018.0,0.5511859019274116,,21.0
6549,6549,102,2157257.0,0.5503011160096716,,22.0
6550,6550,102,2139068.0,0.5398076850776257,,23.0
6551,6551,102,2157933.0,0.5313523512048314,,24.0
6552,6552,102,2142187.0,0.5076318428360812,,25.0
6553,6553,102,2138908.0,0.5034360168537625,,26.0
6554,6554,103,2156945.0,0.954166907350138,0.9541681915869552,1.0
6555,6555,103,2157296.0,0.6042688560355833,0.6042724780477757,2.0
6556,6556,103,2157523.0,0.5931466274619851,0.5931516266421375,3.0
6557,6557,103,2157607.0,0.5719146904897369,0.5719139219262174,4.0
6558,6558,103,2157619.0,0.5557607296502391,0.5557551999290699,5.0
6559,6559,103,2157529.0,0.522598570249304,0.5225943078595765,6.0
6560,6560,103,2157552.0,0.5203673280846107,0.5203719015575303,7.0
6561,6561,103,2141000.0,0.5111648855999632,0.511170200151716,8.0
6562,6562,103,2158036.0,0.5061685821902098,,9.0
6563,6563,103,2157385.0,0.5053988508125151,0.5054021746974422,10.0
6564,6564,103,2159874.0,0.5052049293269476,0.5052173339698193,11.0
6565,6565,103,2142195.0,0.5047395736913944,,12.0
6566,6566,103,2144193.0,0.5021502353850179,,13.0
6567,6567,104,2156946.0,0.9667040662630536,0.966704856136676,1.0
6568,6568,104,2140980.0,0.7841651787199572,0.7841652070370733,2.0
6569,6569,104,2157093.0,0.6847780872239647,0.6847753063654183,3.0
6570,6570,104,2139668.0,0.6135666886152101,0.6135701192403545,4.0
6571,6571,104,2157460.0,0.546860726323022,0.5468625658668942,5.0
6572,6572,104,2139335.0,0.5387207633617828,0.5387224576849138,6.0
6573,6573,104,2144193.0,0.5384832795261016,0.5384846623216434,7.0
6574,6574,104,2158356.0,0.5190415050416699,0.5190438158709235,8.0
6575,6575,104,2144218.0,0.5136182803817676,0.5136178581100106,9.0
6576,6576,104,2144365.0,0.5087350711321267,0.5087369334977534,10.0
6577,6577,104,2158319.0,0.508389626167831,,11.0
6578,6578,104,2157918.0,0.5054652806327569,,12.0
6579,6579,104,2144175.0,0.5043081411671145,,13.0
6580,6580,104,2157468.0,0.5027204712814682,,14.0
6581,6581,104,2158038.0,0.5020203638621744,,15.0
6582,6582,105,2156947.0,0.9667830319789884,0.96677814835721,1.0
6583,6583,105,2141513.0,0.6929664307037692,0.6929668075933949,2.0
6584,6584,105,2156966.0,0.6388039447596614,0.6388020665051395,3.0
6585,6585,105,2157726.0,0.6083049872513883,0.608296753283351,4.0
6586,6586,105,2144116.0,0.607582433370344,0.607579820992955,5.0
6587,6587,105,2142133.0,0.603893099932699,0.6038923622874144,6.0
6588,6588,105,2142470.0,0.6012460610770792,0.6012393882442009,7.0
6589,6589,105,2139016.0,0.5980674206019129,0.5980684767157215,8.0
6590,6590,105,2157100.0,0.5971431217653261,,9.0
6591,6591,105,2140666.0,0.5897918651898831,0.5897863045684496,10.0
6592,6592,105,2138989.0,0.5878803195746458,0.5878779097973389,11.0
6593,6593,105,2157297.0,0.5876062969879409,,12.0
6594,6594,105,2138973.0,0.5752835564520217,,13.0
6595,6595,105,2157411.0,0.5689119547462832,,14.0
6596,6596,105,2144178.0,0.5650992491507167,,15.0
6597,6597,105,2143262.0,0.5620288410357064,,16.0
6598,6598,105,2142582.0,0.5617882401962797,,17.0
6599,6599,105,2144119.0,0.5591525918484055,,18.0
6600,6600,105,2159754.0,0.5540112448438256,,19.0
6601,6601,105,2158110.0,0.5527774478527732,,20.0
6602,6602,105,2142126.0,0.5518666015191757,,21.0
6603,6603,105,2157947.0,0.5478990952768467,,22.0
6604,6604,105,2142161.0,0.5477690483112457,,23.0
6605,6605,105,2144207.0,0.544759940127559,,24.0
6606,6606,105,2139045.0,0.5433126868534736,,25.0
6607,6607,105,2156913.0,0.5427951283059828,,26.0
6608,6608,105,2156998.0,0.5424079878971159,,27.0
6609,6609,105,2142423.0,0.5420749508331821,,28.0
6610,6610,105,2157112.0,0.540604650877261,,29.0
6611,6611,105,2157362.0,0.5404080241819823,,30.0
6612,6612,105,2141024.0,0.5403617848048834,,31.0
6613,6613,105,2139640.0,0.5398553855074085,,32.0
6614,6614,105,2142136.0,0.5397656135812203,,33.0
6615,6615,105,2156943.0,0.5369579779615751,,34.0
6616,6616,105,2157313.0,0.5366238603422371,,35.0
6617,6617,105,2140280.0,0.5340562249775138,,36.0
6618,6618,105,2157071.0,0.5330364830274735,,37.0
6619,6619,105,2141022.0,0.5327001887356699,,38.0
6620,6620,105,2142134.0,0.5324320885095416,,39.0
6621,6621,105,2159767.0,0.5319424334145896,,40.0
6622,6622,105,2157016.0,0.5312819147664309,,41.0
6623,6623,105,2144210.0,0.5302863917863141,,42.0
6624,6624,105,2144135.0,0.5292703057064109,,43.0
6625,6625,105,2144108.0,0.5281504454013701,,44.0
6626,6626,105,2144150.0,0.5280748648448401,,45.0
6627,6627,105,2158036.0,0.5277160782084305,,46.0
6628,6628,105,2159714.0,0.5274438687033922,,47.0
6629,6629,105,2157018.0,0.5266902949376697,,48.0
6630,6630,105,2159769.0,0.5256950649364467,,49.0
6631,6631,105,2140984.0,0.5253558563853938,,50.0
6632,6632,105,2138875.0,0.5251710054750435,,51.0
6633,6633,105,2138997.0,0.5247982645204781,,52.0
6634,6634,105,2157309.0,0.5238939084636852,,53.0
6635,6635,105,2157369.0,0.5228518564623467,,54.0
6636,6636,105,2144133.0,0.5228458847925217,,55.0
6637,6637,105,2157080.0,0.5226739031683703,,56.0
6638,6638,105,2142177.0,0.5216575104784226,,57.0
6639,6639,105,2157472.0,0.5214451206903592,,58.0
6640,6640,105,2157702.0,0.5207829235858843,,59.0
6641,6641,105,2138897.0,0.5200540881435124,,60.0
6642,6642,105,2157334.0,0.5199515968461985,,61.0
6643,6643,105,2157971.0,0.5198750038000867,,62.0
6644,6644,105,2159873.0,0.5196937683660261,,63.0
6645,6645,105,2157052.0,0.517853548545922,,64.0
6646,6646,105,2144136.0,0.5170014445556207,,65.0
6647,6647,105,2156900.0,0.5169235645789685,,66.0
6648,6648,105,2144211.0,0.5166708626811708,,67.0
6649,6649,105,2158107.0,0.5166088075685492,,68.0
6650,6650,105,2158142.0,0.5159785834550475,,69.0
6651,6651,105,2157302.0,0.5148408008864875,,70.0
6652,6652,105,2156905.0,0.5136055538853832,,71.0
6653,6653,105,2138986.0,0.5134190556148209,,72.0
6654,6654,105,2144122.0,0.5129612712130747,,73.0
6655,6655,105,2157026.0,0.5123690445182161,,74.0
6656,6656,105,2157201.0,0.5119003047697013,,75.0
6657,6657,105,2157541.0,0.5113055714795449,,76.0
6658,6658,105,2158099.0,0.5098898273244924,,77.0
6659,6659,105,2159808.0,0.5093234663407844,,78.0
6660,6660,105,2157261.0,0.5075892745763987,,79.0
6661,6661,105,2139004.0,0.5073187400070298,,80.0
6662,6662,105,2157293.0,0.5066705290059327,,81.0
6663,6663,105,2157429.0,0.5065205609561402,,82.0
6664,6664,105,2157583.0,0.5063152339306851,,83.0
6665,6665,105,2157716.0,0.5058180105658889,,84.0
6666,6666,105,2157387.0,0.5054002039382048,,85.0
6667,6667,105,2159848.0,0.504680790869415,,86.0
6668,6668,105,2158112.0,0.5039745232648387,,87.0
6669,6669,105,2157502.0,0.5039374738695434,,88.0
6670,6670,105,2157490.0,0.5038637910154226,,89.0
6671,6671,105,2159774.0,0.5037521607178926,,90.0
6672,6672,105,2143266.0,0.5030701848428112,,91.0
6673,6673,105,2157051.0,0.5002500055020118,,92.0
6674,6674,106,2156948.0,0.9499531485073496,0.9499595574987753,1.0
6675,6675,106,2138997.0,0.5303461876907197,0.530348507144392,2.0
6676,6676,106,2142213.0,0.5181229131032424,0.518127961751225,3.0
6677,6677,107,2156949.0,0.9362128718817014,0.9362117671235316,1.0
6678,6678,107,2157011.0,0.7665510067136673,0.7665536135644203,2.0
6679,6679,107,2157425.0,0.533069378341108,0.5330713488049862,3.0
6680,6680,107,2156936.0,0.5106417368506916,0.5106493983145821,4.0
6681,6681,108,2156950.0,0.8943861847832165,0.8943902232680546,1.0
6682,6682,108,2139022.0,0.885715082488297,0.8857212276014981,2.0
6683,6683,108,2142115.0,0.8693087931026442,0.8693073785482905,3.0
6684,6684,108,2140685.0,0.8499935445417712,0.8499992676352632,4.0
6685,6685,108,2158227.0,0.8374482254630996,0.8374531783362352,5.0
6686,6686,108,2158386.0,0.8282544442414811,0.8282607666776357,6.0
6687,6687,108,2138874.0,0.8261183929122629,0.826124463735894,7.0
6688,6688,108,2143227.0,0.822229510579144,0.822233188565279,8.0
6689,6689,108,2144108.0,0.8211559100555569,0.8211560732059529,9.0
6690,6690,108,2159824.0,0.816137121129211,0.8161414809526017,10.0
6691,6691,108,2139067.0,0.8077866179322911,,11.0
6692,6692,108,2144122.0,0.800196179044789,,12.0
6693,6693,108,2139014.0,0.7917891143158414,,13.0
6694,6694,108,2140666.0,0.7914404169313565,,14.0
6695,6695,108,2138945.0,0.7884116488017132,,15.0
6696,6696,108,2156925.0,0.7862607924611517,,16.0
6697,6697,108,2139618.0,0.783218870290609,,17.0
6698,6698,108,2156828.0,0.7803189937631663,,18.0
6699,6699,108,2156900.0,0.7768961077948104,,19.0
6700,6700,108,2158150.0,0.7748384476001303,,20.0
6701,6701,108,2158254.0,0.7710475046773908,,21.0
6702,6702,108,2144196.0,0.7708517096110695,,22.0
6703,6703,108,2139043.0,0.7695093031516435,,23.0
6704,6704,108,2144211.0,0.7692299196754849,,24.0
6705,6705,108,2139619.0,0.7667279329041023,,25.0
6706,6706,108,2156909.0,0.7666141827741342,,26.0
6707,6707,108,2139026.0,0.7640162734436059,,27.0
6708,6708,108,2156924.0,0.7634512608830093,,28.0
6709,6709,108,2144131.0,0.7624250758690259,,29.0
6710,6710,108,2158315.0,0.7608179634585279,,30.0
6711,6711,108,2157080.0,0.7594190358129198,,31.0
