massfeature_rows	m/z	retention_time	p_value	statistic	CompoundID_from_user
row455	454.0	198.1135	2.661	0.2690965857952547	1.1111956523292421
row456	455.0	401.0314	1.902	0.08267568394154517	1.7525990661381041
row457	456.0	331.1119	5.853	0.34348856993239185	-0.9517204521498028
row458	457.0	309.0394	1.616	0.8953341516210841	-0.1318861448994109
row459	458.0	482.2657	3.005	0.2334238168423531	-1.198695738957071
row460	459.0	294.9925	7.202	0.7282233793245969	-0.3484460630833318
row461	460.0	510.2501	2.929	0.8947169166195666	0.13266851336047297
row462	461.0	351.0895	3.395	0.2558501095703727	-1.142671417031937
row463	462.0	279.052	4.897	0.8466605941278845	-0.19387338939656268
row464	463.0	305.1258	3.034	0.9812096811360692	0.023610178014473227
row465	464.0	391.0306	7.23	0.08581324399756113	1.7347081113187652
row466	465.0	489.2676	4.519	0.7369288579616675	-0.3368409760322228
row467	466.0	261.0064	0.496	0.08483720097968632	1.7402153112089893
row468	467.0	375.1273	3.463	0.7660457794650821	0.29834630737705864
row469	468.0	264.0867	2.992	0.020912634741778673	2.345952498491484
row470	469.0	325.1126	6.442	0.728334616484168	0.34829747963743446
row471	470.0	198.1135	2.367	0.21574001130460466	-1.2456682257816272
row472	471.0	497.2729	3.144	0.07773143433457849	1.7819604514287364
row473	472.0	399.1638	3.973	0.023989496603270696	2.29151052189233
row474	473.0	208.9755	0.603	0.3850827983281506	0.8723196917199192
row475	474.0	229.9938	0.537	0.08509505998154997	-1.7387553422682365
row476	475.0	306.0252	5.669	0.24705598715679467	1.1642070457774505
row477	476.0	390.1823	3.098	0.07173877322855299	1.8196937751884414
row478	477.0	224.0615	0.889	0.08078598483370529	-1.7636456231978228
row479	478.0	164.0582	2.827	0.526494709133562	0.63554750715032
row480	479.0	280.6212	2.286	0.2039981776167658	-1.2784329419894453
row481	480.0	232.9757	3.139	0.050921849772960846	1.9754253029733067
row482	481.0	444.2034	1.597	0.0012802552379351027	-3.3124427286023215
row483	482.0	192.0234	7.228	0.15279319325327292	1.4404835388446067
row484	483.0	275.0045	3.231	0.24922193476353766	1.1588531542553193
row485	484.0	233.0118	0.412	0.07940080674437898	1.7718789342702914
row486	485.0	147.0668	3.204	0.12423259927009671	1.5500258831521376
row487	486.0	387.2001	3.666	0.16419525768242438	1.401180846614322
row488	487.0	599.1422	3.006	0.35728883572689574	0.924730225788405
row489	488.0	313.0586	3.04	0.38508279832815084	0.8723196917199185
row490	489.0	234.0767	2.908	0.05434777670317577	1.9464820923446082
row491	490.0	307.0479	1.289	0.7011958684192956	0.38478767958883464
row492	491.0	391.0891	1.958	0.25366258268465575	-1.1479788374423492
row493	492.0	359.1328	3.632	0.13217586620585162	1.5177300307989448
row494	493.0	345.1536	3.741	0.16583183624742398	-1.3957128317621046
row495	494.0	315.04	10.509	0.9519823500396111	-0.06036588224628587
row496	495.0	371.1326	3.522	0.04132223622420745	2.0664216348430418
row497	496.0	367.1379	2.899	0.46151505857788333	0.7391474537560713
row498	497.0	236.0921	2.729	0.18775689016827712	-1.326135063844009
row499	498.0	181.0371	4.322	0.5456490775460787	0.6063203819266417
row500	499.0	331.0305	3.764	0.0231133426130962	2.3063547564508977
row501	500.0	445.205	3.394	0.5103570146816944	0.6606016408541049
row502	501.0	165.0411	5.544	0.167898190371673	1.3888674084133699
row503	502.0	600.2815	2.01	0.887821049379614	0.14141497416517987
row504	503.0	477.1008	3.55	0.05374575369660257	1.951453932772472
row505	504.0	309.1443	2.871	0.14345736580771526	1.474386560012507
row506	505.0	383.1509	0.524	0.1781340412225613	-1.3558723709384768
row507	506.0	124.9926	2.469	0.08577845770913187	-1.7349035033888798
row508	507.0	339.1982	0.209	0.7409474858260989	0.3314993223892677
row509	508.0	220.9969	0.355	0.1554290894988693	1.4312021604896257
row510	509.0	222.1131	1.973	0.6090862064448733	0.5129632598801034
row511	510.0	222.9888	1.083	0.5578010252297763	0.5880462097730434
row512	511.0	667.0587	0.336	0.22767874278960495	1.2136643905629356
row513	512.0	644.1249	2.341	0.7154403003645602	0.36557360777897885
row514	513.0	210.0439	2.074	0.5903531473506408	-0.5400304574137484
row515	514.0	194.0459	2.582	0.01841349298668099	2.3956638321455115
row516	515.0	147.0309	6.066	0.040394908894750454	-2.0761456949004167
row517	516.0	425.1424	5.446	0.31379521242818004	-1.012288939484473
row518	517.0	574.9898	5.68	0.06958651962571996	-1.8338861036887204
row519	518.0	320.1518	2.932	0.7978860492249289	0.2567537582916963
row520	519.0	385.1481	3.369	0.8444617768900807	0.19668965846868033
row521	520.0	293.0143	0.756	0.7679416993027266	-0.29585577974683575
row522	521.0	1125.0488	5.683	0.9953436697725062	-0.005850199053406935
row523	522.0	600.2822	2.271	0.2809636945129926	-1.083902000372507
row524	523.0	339.0637	0.71	0.3171776149356013	-1.005203406090797
row525	524.0	218.1033	4.222	0.49621717718050884	-0.6829015875731842
row526	525.0	381.011	4.444	0.04199810059512673	2.0594519321039257
row527	526.0	543.078	1.37	0.011805224968836002	2.563990795314228
row528	527.0	245.1387	5.334	0.421366614216647	-0.8073097921258087
row529	528.0	340.1229	4.681	0.01862444901560206	2.3912434738795527
row530	529.0	119.0361	3.704	0.5019754392376763	-0.6737796159416416
row531	530.0	243.1229	1.711	0.9476237869623594	0.06585296573068639
row532	531.0	569.0012	3.241	0.33370113709727367	0.9712908502685235
row533	532.0	323.0538	2.543	0.42250052803549154	0.8053336625234765
row534	533.0	812.048	5.644	0.7180526192049737	-0.36206482656992395
row535	534.0	442.2083	3.099	0.3180668099661498	1.003349060575258
row536	535.0	345.1273	5.841	0.8818152635267504	-0.1490413740684962
row537	536.0	267.1081	2.095	0.6799813306002778	0.41367403718537926
row538	537.0	217.1078	5.219	0.18485913930089423	-1.3349669385539114
row539	538.0	280.1006	3.145	0.38508279832815084	0.8723196917199186
row540	539.0	466.2499	3.198	0.7061278738245391	0.37811912036178713
row541	540.0	397.1117	2.836	5.299034532175199e-05	-4.22045491795712
row542	541.0	328.1499	4.076	0.5999590462461919	0.5261024904368805
row543	542.0	453.0839	0.591	0.6849651442465725	-0.4068574881158974
row544	543.0	282.9908	1.436	0.3032356685732382	1.034743669608397
row545	544.0	339.1982	0.054	0.4392770302850645	0.7764552913439481
row546	545.0	360.1585	3.127	0.22933597106808565	1.2093188158841257
row547	546.0	276.0252	3.476	0.0030024434455628345	3.0404155172107075
row548	547.0	279.0974	3.869	0.20709792151852022	1.2696513683985997
row549	548.0	311.1674	1.676	0.7333099858727459	-0.3416595707781548
row550	549.0	163.0264	1.62	0.8360635291738198	0.20746093815067104
row551	550.0	129.0315	0.791	0.13314837323722617	1.5138819013806006
row552	551.0	339.1981	11.611	0.5220779917600541	0.6423641172483032
row553	552.0	450.9186	5.088	0.0004946255648318086	3.5991372129862866
row554	553.0	162.0234	2.691	0.0006819543242492479	3.504078006307933
row555	554.0	401.1791	3.632	0.1288311888456907	1.5311370232308932
row556	555.0	431.1353	0.911	0.4270798869286567	-0.7973848539180931
row557	556.0	293.015	0.599	0.8496265962353092	0.19007695479757938
row558	557.0	528.2604	3.618	0.6608192468209002	-0.44006759851908256
row559	558.0	261.0256	4.543	0.1462444149950934	-1.464090510857801
row560	559.0	339.1982	11.923	0.6445399708038155	-0.46273504986359815
row561	560.0	633.2045	6.751	0.0021577912711627577	-3.1477437947095903
row562	561.0	435.2205	4.89	0.3708214604261537	0.8989030145483234
row563	562.0	171.0418	6.548	0.5706339479944535	-0.5689600559439578
row564	563.0	219.0516	3.871	1.871269546489657e-05	4.491063478806266
row565	564.0	318.1362	2.706	0.7016229126392455	-0.3842095950415738
row566	565.0	339.1982	11.318	0.013698969403586862	2.5085286542097323
row567	566.0	298.0413	3.325	0.002968506093228369	3.0441518572633464
row568	567.0	258.0068	0.692	0.02326460675363998	-2.303756959519299
row569	568.0	246.0744	1.303	0.6190239553228547	-0.498757761805911
row570	569.0	339.1982	11.193	0.28384616791691014	1.0773931357639213
row571	570.0	261.0276	3.87	0.6411317740448148	-0.46751075124762115
row572	571.0	459.1571	3.378	0.22260545050487512	1.2271115170988567
row573	572.0	227.1032	5.451	0.7586565436558914	-0.30807099448272474
row574	573.0	513.269	3.034	0.25311450994958323	-1.149313642175951
row575	574.0	224.8656	1.206	0.028870192602519835	2.2166149423457555
row576	575.0	401.0313	1.618	0.07310938847671516	1.8108391975311133
row577	576.0	224.0559	3.489	0.16700600989531927	1.3918150993785372
row578	577.0	339.1981	0.282	0.4650823314347434	0.7332591125819012
row579	578.0	370.0946	0.603	0.38508279832815084	0.8723196917199187
row580	579.0	147.0668	3.457	0.04051529486145954	2.0748725363248606
row581	580.0	320.0324	5.644	0.4203098642823102	-0.8091542962215499
row582	581.0	244.0801	3.121	0.032135805072443166	2.172475265585398
row583	582.0	188.003	0.419	0.4560627505073316	0.7481974459016685
row584	583.0	161.0459	1.732	0.23362054321596845	1.198187897230623
row585	584.0	448.059	2.711	0.18175789487988	1.344534956168396
row586	585.0	195.0489	3.364	0.022163321888546767	2.3230216578866836
row587	586.0	574.9911	5.681	0.596700982098326	0.5308148404514963
row588	587.0	356.1162	0.403	0.642437784165452	0.4656794537242201
row589	588.0	311.1679	10.507	0.569791771792719	-0.5702061565302767
row590	589.0	308.0762	3.78	0.47215395697182927	-0.7216610542168489
row591	590.0	377.0971	2.998	0.0435717696603611	2.043589577819719
row592	591.0	219.1233	3.001	0.5516543491816122	-0.5972645347493485
row593	592.0	301.0413	3.355	0.6304244188157586	-0.4825851245895609
row594	593.0	243.9914	0.606	0.856470390346396	-0.18132745590473237
row595	594.0	145.0625	3.401	0.33108878811879083	-0.9765775948053441
row596	595.0	202.1163	3.251	0.08949705537219893	1.7143743655133947
row597	596.0	373.0029	5.065	0.0010436572543220928	3.3754105212042127
row598	597.0	449.0521	2.706	0.09559549897160012	1.68216723132622
row599	598.0	302.0043	2.03	0.027283777775955254	2.23965356048907
row600	599.0	880.045	5.67	0.5621041413938077	0.5816225614860658
row601	600.0	383.1688	3.266	0.09889471403282099	1.6654345064951082
row602	601.0	262.0097	3.13	0.04425475964627274	2.036857586869487
row603	602.0	339.1983	10.726	0.9387332488706639	0.07705183486436729
row604	603.0	465.061	2.218	0.07892713732379802	-1.7747215512995889
row605	604.0	245.0481	0.409	0.04177314605229647	2.061760959708238
row606	605.0	248.0954	3.103	0.9759993286535251	0.030158812386192273
row607	606.0	311.1672	1.344	0.18748529715147866	-1.3269584777945695
row608	607.0	164.0722	3.92	0.043807735214967426	-2.041253590628029
row609	608.0	258.0432	3.145	0.3850827983281504	0.8723196917199193
row610	609.0	261.0427	0.405	0.055191209429211574	1.9395943958515571
row611	610.0	526.2452	3.368	0.15290031285812805	1.4401039564605103
row612	611.0	371.1325	3.725	0.06092638378126107	1.8949824828069244
row613	612.0	346.1252	2.85	0.3850827983281506	0.8723196917199191
row614	613.0	449.2514	2.804	0.00022987377461134201	-3.8195539830429857
row615	614.0	276.1263	2.792	0.8937204506459737	0.13393174452816248
row616	615.0	215.0109	1.616	0.38508279832815084	0.8723196917199187
row617	616.0	187.0727	4.828	0.09471314202923839	-1.6867216777820304
row618	617.0	437.1034	3.873	0.004824492949432104	2.881588875952005
row619	618.0	547.19	3.422	0.25745116575808313	1.1388071508789526
row620	619.0	327.1433	3.208	0.013617789905129535	2.5107605771814514
row621	620.0	209.0645	3.039	0.25601212876445856	1.1422795982113183
row622	621.0	342.1258	2.885	0.17657661953185816	-1.3607983826147234
row623	622.0	413.1789	2.936	0.5674692861392979	0.5736471832103752
row624	623.0	311.1674	10.303	0.9524731852398283	-0.05974807790408522
row625	624.0	277.0203	3.342	0.10556056335842443	1.6329606943736568
row626	625.0	180.0666	4.626	0.011164840510927096	-2.5845684370413737
row627	626.0	378.0722	0.583	0.3850827983281506	0.872319691719919
row628	627.0	216.0331	2.726	0.40817952371081534	-0.8305290349974292
row629	628.0	332.075	3.026	0.8124774868378712	-0.23784622456635038
row630	629.0	505.227	3.414	0.7292225290652239	0.3471117407662028
row631	630.0	267.1227	1.701	0.01012782703694099	2.6202651520835234
row632	631.0	248.9722	3.554	0.3615466018149128	0.9165382300451277
row633	632.0	438.2112	2.828	0.3850827983281506	0.8723196917199189
row634	633.0	331.1383	2.777	0.08558802741103468	1.7359742896263626
row635	634.0	359.1328	3.012	0.15153030676542914	1.4449741939652088
row636	635.0	228.0329	1.09	0.013585450186700201	2.511653038202601
row637	636.0	367.1034	5.396	0.07514555200453948	-1.7979360532931614
row638	637.0	282.9908	1.836	0.4196020169276016	0.8103913545136584
row639	638.0	367.1027	3.202	0.6505176215292067	-0.45438445954693296
row640	639.0	467.1364	5.552	0.2493213658740736	-1.1586081698957473
row641	640.0	529.2622	3.125	0.04564670209703924	2.0234086318050575
row642	641.0	471.1607	4.99	0.9090765863523671	0.11448728637699504
row643	642.0	385.1843	3.163	0.0038666507566210003	2.9564355778681444
row644	643.0	337.0339	3.221	0.02437711233896586	2.285095118545014
row645	644.0	264.0253	0.673	0.0004383058279285592	-3.634488634210967
row646	645.0	119.0364	3.979	0.2965421909777923	-1.0492513691097656
row647	646.0	411.1634	1.728	0.016662013670449557	2.4342106647305486
row648	647.0	246.0744	0.724	0.04474744407915537	-2.0320564024035654
row649	648.0	177.023	2.387	0.006058965131406684	-2.8031074646742375
row650	649.0	409.0574	6.041	0.12716443894622625	-1.5379207832063424
row651	650.0	151.0267	3.346	0.31204561799052066	-1.0159740431694861
row652	651.0	247.9943	3.563	0.0034843428525113147	2.991194905892678
row653	652.0	262.0098	3.916	0.01078572204691953	2.597257709043237
row654	653.0	197.0679	3.084	0.6219652572350308	0.49457282251500445
row655	654.0	259.9939	3.156	0.08513456742923942	1.738531976334608
row656	655.0	429.0799	3.803	0.2314237081157058	1.2038765175313346
row657	656.0	431.2256	3.395	0.4056998785327507	0.8349453166097381
row658	657.0	365.1229	2.845	0.11227395696871476	1.6018833492827316
row659	658.0	243.1231	5.533	0.34248174804820397	0.9537167606100695
row660	659.0	480.2291	3.428	0.4741789128225459	0.7183579075301219
row661	660.0	179.0352	1.726	0.003240136205722871	-3.015291505407706
row662	661.0	179.0351	1.685	0.6315472661155478	0.48099918566718813
row663	662.0	447.0506	2.123	0.08509814364271474	1.7387379049028235
row664	663.0	304.0199	4.048	0.5377334482281622	-0.6183340908519444
row665	664.0	425.1426	3.181	0.041153548603285225	2.0681764551602053
row666	665.0	211.3322	0.432	0.9822935429799782	0.022248063523368496
row667	666.0	339.1981	1.651	0.6518174693183617	0.4525728520904843
row668	667.0	362.162	1.682	0.5204961089525664	-0.6448128440861841
row669	668.0	418.1078	7.543	0.6134305635775739	-0.5067405650717844
row670	669.0	316.1208	1.8	0.7433814667711465	0.32826866148054057
row671	670.0	353.0278	1.927	0.037795085010384366	2.104470765379259
row672	671.0	247.1543	3.246	0.6612211541153875	-0.4395108984125889
row673	672.0	342.1542	2.65	0.0776477052617237	1.7824707936189013
row674	673.0	248.9724	11.271	0.2733719011014122	-1.1012682841899324
row675	674.0	212.0019	0.771	0.03928682848991055	-2.088020307711613
row676	675.0	217.1081	5.459	0.2950750319069335	-1.0524609363673836
row677	676.0	319.0655	5.081	0.06749377805283024	-1.8480411410912931
row678	677.0	232.0279	2.739	0.01545074206782889	2.463039980671571
row679	678.0	315.0706	4.45	0.23640263476390241	1.1910387269928393
row680	679.0	442.1877	1.134	0.17575798782785548	1.3634008392921806
row681	680.0	142.0517	4.107	0.00012249903763336654	3.9946224093465714
row682	681.0	153.0199	1.173	0.00292356495735821	3.049160995283413
row683	682.0	377.143	5.935	0.2589381643897213	1.1352332965268668
row684	683.0	319.1382	2.853	0.03894141484238005	-2.0917808806357403
row685	684.0	248.9723	11.908	0.008004636934419104	2.7050595013095196
row686	685.0	215.0104	1.356	0.3850827983281506	0.8723196917199191
row687	686.0	632.1746	4.081	0.26219214416237235	1.1274626947758188
row688	687.0	401.1431	2.984	0.04806512584870995	2.0008537487291496
row689	688.0	224.8656	1.374	0.002288738749089286	3.1287872647996933
row690	689.0	246.0149	3.21	0.0745557044027625	1.8016437764715765
row691	690.0	281.0881	2.32	0.0012876913337429767	-3.3106462010348148
row692	691.0	363.0788	4.321	0.29769453024221343	1.0467380548247878
row693	692.0	361.1482	3.587	0.8281218449575614	0.2176690248210323
row694	693.0	234.991	0.573	0.3580840578862615	0.9231954976624898
row695	694.0	215.0324	3.241	0.1388678962816127	-1.4916858978644238
row696	695.0	195.0491	3.634	0.09286375376843857	1.6963807399470001
row697	696.0	325.1124	5.548	0.26919458241441074	-1.1109668780584216
row698	697.0	401.143	3.214	0.10500350309870228	1.6356101213513363
row699	698.0	199.0987	1.616	0.38508279832815107	0.8723196917199182
row700	699.0	291.0167	1.569	0.3947946202478758	0.8545651506891109
row701	700.0	300.017	3.72	0.2308323803940956	1.205414379412951
row702	701.0	107.0515	0.385	0.6159471753217557	-0.5031449001286249
row703	702.0	431.1894	3.402	0.9036032803555231	-0.12141237536641031
row704	703.0	248.9723	11.594	0.33184004221807406	0.975054450407016
row705	704.0	541.2621	4.151	0.058275564126622915	-1.9151413166851727
row706	705.0	294.9924	7.93	0.4565652984935097	0.7473607252989581
row707	706.0	327.1069	5.456	0.0654896840519512	-1.8619443482092037
row708	707.0	337.0524	5.193	0.6716954274257162	-0.42505020153715967
row709	708.0	381.0121	1.438	0.8641479853260083	0.17152859488243086
row710	709.0	382.0296	0.422	0.16388664805907832	1.4022166130287883
row711	710.0	248.9723	11.5	0.00955965624059182	-2.6412485499008413
row712	711.0	511.0941	8.018	0.0014635704913694095	3.27076150348038
row713	712.0	273.1445	3.666	0.6674216834763844	-0.4309395095802689
row714	713.0	149.0463	4.696	0.2569111825195192	-1.1401085429811324
row715	714.0	441.2101	2.802	0.6563579021167125	-0.44625649918285326
row716	715.0	365.1333	5.518	0.0011951843722668128	-3.3337217619410024
row717	716.0	248.9724	10.913	0.18930554339713082	1.3214568302152256
row718	717.0	116.0187	3.875	0.020786174273177395	2.3483380959618625
row719	718.0	261.0872	3.776	0.11195136815145586	-1.6033421019775658
row720	719.0	511.2877	3.961	0.6716459203883065	-0.42511833786316083
row721	720.0	245.1387	5.23	0.37791139839318	-0.8856088844851224
row722	721.0	433.205	3.431	0.48557791724381094	0.6999081491970327
row723	722.0	248.9722	0.053	0.3253703072719848	-0.988246790038761
row724	723.0	303.0708	5.332	0.99443505352328	0.006991798980496413
row725	724.0	194.0491	1.588	0.3507536090642829	0.9374264355603801
row726	725.0	298.0411	3.146	0.9208825115416984	0.09956827416113677
row727	726.0	248.9724	10.755	0.5235158619208966	-0.640141675783381
row728	727.0	489.1379	3.102	0.1845432163625793	1.3359360859909888
row729	728.0	179.0565	5.776	0.12292794931379	1.555485367586128
row730	729.0	345.0532	0.436	0.4299684873453068	-0.7923967606881355
row731	730.0	232.0588	0.76	0.00301186526378304	-3.039385153744539
row732	731.0	111.0214	1.44	0.8798919040110409	-0.15148556685464368
row733	732.0	373.1142	0.529	0.6440799669843948	-0.46337900268092586
row734	733.0	183.03	1.641	0.18204573323039597	1.3436417653498145
row735	734.0	274.0379	0.475	0.07411067487579652	1.804457316296756
row736	735.0	471.0308	5.668	0.41213466776883323	-0.8235182891025803
row737	736.0	645.121	2.329	0.38508279832815084	0.8723196917199187
row738	737.0	573.0345	3.354	0.38508279832815084	0.8723196917199185
row739	738.0	149.0463	4.906	0.23320605739970496	-1.1992582359686363
row740	739.0	387.1807	0.756	0.19905595587326488	1.2926404071511648
row741	740.0	111.0103	7.233	0.8423941022434656	0.1993393956835969
row742	741.0	411.1637	3.22	0.6042607030344971	0.5198986750139775
row743	742.0	509.2356	2.729	0.07773720909528564	1.7819252700822104
row744	743.0	120.9974	0.947	0.0027347778208458772	3.0710139854012826
row745	744.0	324.0567	2.704	0.03539783906636537	2.132120687757783
row746	745.0	383.1689	3.56	0.11209517572338236	1.6026913864357162
row747	746.0	673.2277	6.298	0.1465017019970069	-1.4631477386436824
row748	747.0	162.023	1.717	0.12332786053285476	1.5538070261549999
row749	748.0	299.1236	5.838	0.904127103226103	-0.12074936042375725
row750	749.0	296.9815	7.315	0.06443522111832697	1.869403032238094
row751	750.0	201.1131	1.734	0.13219822059755487	-1.5176413268655462
row752	751.0	185.0023	1.764	0.028561921262094288	2.221003631767852
row753	752.0	459.1476	5.174	0.7931729205946475	0.262880529000529
row754	753.0	263.1276	1.637	0.0007793450919611859	3.464058724731388
row755	754.0	325.091	3.337	0.08369574410301754	1.7467222061028642
row756	755.0	248.9724	10.207	0.973871967135094	0.032832947317715716
row757	756.0	371.0963	5.787	0.37505216027619515	0.8909511684377409
row758	757.0	322.1115	5.836	0.12718553861410117	-1.5378344690924963
row759	758.0	300.1188	6.304	0.4552232316361172	-0.7495963832029153
row760	759.0	295.1287	3.336	0.01629095566232137	2.442837901786606
row761	760.0	369.0666	3.138	0.1292155740637149	1.5295823865861224
row762	761.0	203.9971	0.526	0.34757934809337765	-0.9436480729769124
row763	762.0	602.2281	6.689	0.39657451785160114	0.851340498816938
row764	763.0	352.943	4.775	0.03917725240096908	2.089210183663167
row765	764.0	367.2103	1.715	0.16899560682781917	1.3852579588918819
row766	765.0	427.0539	3.34	0.1301435342897315	1.525844238527813
row767	766.0	61.9928	0.621	0.2317254555702237	-1.2030928562713372
row768	767.0	385.1841	3.316	0.001144590352137392	3.3470606780767014
row769	768.0	367.2216	2.299	0.6545829007299838	-0.44872361520370313
row770	769.0	171.103	1.701	0.015122735136665235	2.4711937242822706
row771	770.0	371.0832	3.684	0.38508279832815107	0.8723196917199184
row772	771.0	227.9968	0.407	0.025433025111583005	-2.2680630218321465
row773	772.0	262.1106	2.993	0.6064775632713608	0.5167094033067263
row774	773.0	220.9759	0.786	0.9979369896475213	-0.0025919478966773654
row775	774.0	177.04	2.2	0.2947905826970691	1.05308445380023
row776	775.0	191.0562	5.251	0.637151024000649	0.4731023823808613
row777	776.0	197.0679	1.867	0.5375079385834911	0.6186776619004334
row778	777.0	444.1567	4.313	0.31248241369146446	1.0150527463730417
row779	778.0	262.2693	3.4	0.45429856931120305	0.7511389067811376
row780	779.0	396.1124	6.52	0.00022004904058905492	-3.8318679781967404
row781	780.0	281.0224	0.413	0.4543404103868417	0.7510690686563299
row782	781.0	260.0882	6.545	0.8747893123536684	-0.15797437729907543
row783	782.0	635.0366	5.668	0.4020112726392139	-0.8415451666505409
row784	783.0	400.1672	3.68	0.38545529848728377	0.8716336387759984
row785	784.0	220.0456	3.872	0.0005515991038718966	3.567057316785309
row786	785.0	379.1774	0.754	0.7959650203688775	0.2592497877113643
row787	786.0	177.0229	2.154	0.0029252039725361435	-3.0489770617962106
row788	787.0	113.0557	2.608	0.23674886556739558	-1.1901532483525412
row789	788.0	285.079	3.63	0.0014035004767242623	3.2838537499287597
row790	789.0	553.0335	5.672	0.4772146322142067	0.7134206783049407
row791	790.0	205.0355	7.114	0.06985255358335725	1.8321122002128654
row792	791.0	324.0214	2.882	0.5585524316656041	0.5869227641059749
row793	792.0	411.1633	2.988	0.02704466287930969	2.2432272225422603
row794	793.0	302.0367	3.363	0.056794223625030386	-1.926745506484536
row795	794.0	232.9755	2.819	0.5082613058212059	0.6638857417084801
row796	795.0	126.9966	1.681	0.18785750849505686	1.3258302363260162
row797	796.0	567.2034	3.082	0.3850827983281506	0.872319691719919
row798	797.0	306.9607	1.357	0.01736928503518566	2.418229959963824
row799	798.0	248.9725	10.321	0.9919615386287086	0.010099613480299384
row800	799.0	195.052	3.461	0.14753727291027804	1.4593660603282486
row801	800.0	411.0881	5.095	0.6212999929348872	0.4955186070435906
row802	801.0	242.9961	3.41	0.5147627940500217	0.6537207532512692
row803	802.0	413.0886	5.909	0.035751341088912106	2.1279434623167437
row804	803.0	173.0572	4.962	0.217931279018237	-1.2396992242476765
row805	804.0	218.0125	2.15	0.04624892225171297	2.017698438841474
row806	805.0	208.0645	1.041	0.3064376538706123	-1.027879957796764
row807	806.0	117.0207	6.002	0.661626048083195	-0.4389502001145093
row808	807.0	483.1293	5.74	0.6438402267380801	-0.4637146884005597
row809	808.0	339.198	1.114	0.02075028102357563	-2.349017538371122
row810	809.0	371.0962	3.611	0.7544697590459419	0.31359407321803745
row811	810.0	225.0766	4.927	0.06610233352945408	1.8576568430858482
row812	811.0	394.2223	2.938	0.2522667418097034	-1.1513823708306805
row813	812.0	375.1271	5.453	0.31050736982495963	-1.0192254281209128
row814	813.0	529.1594	3.121	0.7826884352952803	0.27654586269418957
row815	814.0	385.1329	5.548	0.31362401604562246	-1.0126489170725106
row816	815.0	93.0363	0.388	0.1000360271822067	-1.6597513843012037
row817	816.0	231.9994	3.783	0.03706386088910272	2.112740067618472
row818	817.0	485.1141	4.318	0.3664282066237281	0.907221113753739
row819	818.0	387.1637	3.355	0.18956561390862878	1.3206740096213467
row820	819.0	173.0098	7.155	0.484707000655044	0.7013092682923987
row821	820.0	289.0015	2.337	0.6640147009048765	0.4356452088132905
row822	821.0	379.0319	4.366	0.4455510830266216	0.7658214974338451
row823	822.0	206.0125	0.927	0.6315572799878095	0.48098504730010594
row824	823.0	405.0474	3.804	0.8301217121202957	0.21509631913403815
row825	824.0	273.1696	3.081	0.41986673505005423	-0.8099285784838512
row826	825.0	487.043	2.22	0.17100077178938472	-1.3787087039333312
row827	826.0	284.054	2.635	0.6670751828908129	-0.43141765274674165
row828	827.0	400.9282	5.066	7.607844046303175e-08	5.796427864037003
row829	828.0	403.1945	3.994	0.18176770513933968	1.344504496443141
row830	829.0	162.0233	3.01	0.1132514762706041	1.5974833693883599
row831	830.0	381.0113	1.47	0.30767347558557695	1.0252437828216867
row832	831.0	340.1103	3.176	0.1547414927403122	1.4336115178230544
row833	832.0	296.095	2.909	0.15263204690078971	1.4410549542825852
row834	833.0	205.0696	2.909	0.7450462716630275	0.32606093075565573
row835	834.0	212.0231	4.117	0.6470182758973123	0.45926902220652666
row836	835.0	233.0308	2.216	0.05528881847063082	-1.9388030546197361
row837	836.0	257.077	2.56	0.7411739770414263	-0.3311985502699881
row838	837.0	361.0581	3.245	0.035373664168494044	2.1324076725954906
row839	838.0	568.3184	5.346	0.5604046293111012	0.5841566759178156
row840	839.0	150.0564	3.364	0.05603633985536255	1.9327815642928063
row841	840.0	243.0172	0.876	0.04286024131935921	-2.0506997509440663
row842	841.0	461.1062	2.944	0.016954025618517634	2.427540832435717
row843	842.0	135.031	5.191	0.039893778254232175	-2.0814808099140087
row844	843.0	133.0514	1.831	0.7312704151662537	-0.3443788192238558
row845	844.0	263.0042	3.119	0.5371198128081287	0.61926915586514
row846	845.0	171.0395	1.663	0.20087350002815885	1.287385452169982
row847	846.0	331.1203	1.411	0.2256466925298646	1.2190241567281275
row848	847.0	662.2464	6.689	0.33844782058514367	0.9617536141220263
row849	848.0	284.0847	3.43	0.0773932753209742	1.784024381258614
row850	849.0	389.0967	3.635	0.9348627873808923	-0.08193018620440844
row851	850.0	336.9878	3.123	0.38508279832815084	0.8723196917199185
row852	851.0	220.9756	1.611	0.3655782685047364	0.9088376365694203
row853	852.0	329.1221	0.57	0.18770949396278455	1.3262786950631664
row854	853.0	202.1084	2.891	0.1658496548463059	-1.3956535248329867
row855	854.0	367.1507	3.044	0.5604329081594405	-0.584114478935943
row856	855.0	335.133	3.419	0.6671022835400752	-0.4313802524301568
row857	856.0	321.039	1.026	0.03710836862102797	2.112232726892307
row858	857.0	259.1179	5.803	0.02385415984972061	-2.293771964838514
row859	858.0	386.1698	0.725	0.005675904099149878	-2.8257584771765796
row860	859.0	373.111	0.76	0.05321347544380173	-1.9558892359825713
row861	860.0	215.0145	2.704	0.7401212679329414	-0.3325967665083888
row862	861.0	430.1157	3.146	0.31429412805595996	1.0112406082066785
row863	862.0	442.1879	0.725	3.055747858926344e-07	-5.482139730546594
