massfeature_rows	m/z	retention_time	p_value	statistic	CompoundID_from_user
row864	863.0	151.0403	3.144	0.8935196009309455	0.13418639004630642
row865	864.0	540.2498	3.859	0.9472100768115663	-0.06637389526766063
row866	865.0	717.0409	5.665	0.6536982254407704	0.44995427377692115
row867	866.0	216.0332	2.374	0.941669946854688	-0.07335164558207952
row868	867.0	202.0718	2.364	0.00167831498073496	-3.2277408996879706
row869	868.0	371.0745	2.649	0.07323876292415432	-1.8100105403938922
row870	869.0	246.0953	2.985	0.4433916382018144	0.7694716420314817
row871	870.0	280.068	3.134	0.3850827983281506	0.872319691719919
row872	871.0	225.0876	4.478	0.2765960672651113	-1.0938527487376808
row873	872.0	371.1684	2.703	0.38272426403733106	0.8766731184203872
row874	873.0	439.1944	2.847	0.41952514269473107	0.8105257774594181
row875	874.0	279.0468	3.646	0.027637987243502346	2.2344098411485893
row876	875.0	468.9705	0.792	0.6278238082357486	-0.48626300480754603
row877	876.0	244.1374	3.317	0.9536028043353286	-0.05832633627150954
row878	877.0	98.9512	0.345	0.38965701407230613	-0.8639233912153121
row879	878.0	258.0431	0.599	0.3695048831836959	-0.9013892377104638
row880	879.0	216.0987	4.944	0.7523601528077495	0.31638065152242334
row881	880.0	251.0121	0.416	0.004783158033263703	2.884523865042548
row882	881.0	414.1828	3.126	0.13153929548237875	1.5202609566603364
row883	882.0	121.0304	3.125	0.6902938506437877	-0.3995902302361186
row884	883.0	180.0565	3.1	0.022714717966163367	2.3132731674574702
row885	884.0	345.0137	5.707	0.8915287811187632	0.13671091105492922
row886	885.0	265.1455	1.666	0.058132270487692865	1.916252877331743
row887	886.0	244.9943	0.903	6.884962326684404e-06	-4.742220047266071
row888	887.0	279.1339	2.944	0.12381644139541237	1.5517623992006753
row889	888.0	158.0829	3.249	0.06526850636081115	-1.8635004614919226
row890	889.0	367.1036	5.782	0.05853182941023314	1.9131591419697513
row891	890.0	378.1021	5.288	0.7712488463814666	0.29151584635478833
row892	891.0	904.0052	5.669	0.717751115963777	-0.36246956562729865
row893	892.0	283.2631	0.175	0.8569183845962366	-0.18075521006166637
row894	893.0	278.0871	5.385	0.0008750407504628227	-3.4290860381436823
row895	894.0	369.1718	0.443	0.5029752965239889	-0.6722014368334351
row896	895.0	93.0365	1.883	0.030791019570202832	2.190155964624042
row897	896.0	222.1131	2.323	0.25428672875591557	1.1464612387451414
row898	897.0	359.0787	0.696	0.00051689273619821	-3.5862027222172053
row899	898.0	253.0015	1.355	0.7492067509091075	-0.3205506125216554
row900	899.0	408.0436	3.015	0.06842470492696195	1.8416999100657532
row901	900.0	209.0452	1.616	3.935939496252695e-07	-5.4239988013814715
row902	901.0	248.9728	9.914	0.9235432076521677	-0.09620918990401389
row903	902.0	248.9721	2.47	0.49190267585230496	-0.6897740086531183
row904	903.0	401.179	3.971	0.046671298816837244	2.0137312931159785
row905	904.0	204.0663	2.185	0.7820782997687736	-0.27734268676099355
row906	905.0	165.041	5.272	0.4610049531615523	-0.7399915652793204
row907	906.0	477.1135	5.218	0.04883613876780687	1.9938665992457782
row908	907.0	283.2631	0.048	0.03145526998533853	-2.1813404356201787
row909	908.0	323.0969	1.726	0.36604341059418066	0.9079526744393163
row910	909.0	299.0943	3.312	4.38988760488915e-05	4.270151859370489
row911	910.0	290.087	5.273	0.28268759231671164	1.0800038057268297
row912	911.0	389.0285	5.668	0.5881178743385813	0.5432865520423427
row913	912.0	386.1254	0.412	0.19743499765001782	1.2973570879858836
row914	913.0	409.1482	3.055	0.18105177730394012	1.3467306287412473
row915	914.0	377.0493	3.432	0.11685788211183865	1.581508308325271
row916	915.0	548.895	5.087	0.004644635935164028	2.8945324137131117
row917	916.0	283.2632	11.917	0.7147586127797156	-0.36648997373367914
row918	917.0	520.072	7.485	0.9685527398906851	-0.03952039974126016
row919	918.0	331.0589	1.371	0.05180587707819312	-1.9678022392544106
row920	919.0	258.0432	1.799	0.5931769806839486	-0.5359252347930771
row921	920.0	275.041	0.603	0.3850827983281506	0.8723196917199192
row922	921.0	222.9879	1.169	0.3850827983281506	0.8723196917199189
row923	922.0	383.1326	3.798	0.0377204681189216	2.1053082358021746
row924	923.0	184.0617	3.492	0.3582857532886913	0.9228065844751004
row925	924.0	193.0618	3.113	0.5229072309543544	-0.6410820164044783
row926	925.0	332.1153	2.97	0.14190167739926318	1.4802015148033296
row927	926.0	220.9756	1.773	0.20315901345558265	1.2808272172052075
row928	927.0	243.123	1.926	0.022506196850827824	2.316934948636124
row929	928.0	371.1684	2.356	0.7568458782161863	0.31045839584653845
row930	929.0	212.002	1.636	0.06207581478131897	-1.8864699539543641
row931	930.0	336.0709	3.799	0.09901443106565398	1.664835894843006
row932	931.0	344.0871	1.726	0.12065822739064945	1.5650937910121696
row933	932.0	427.1946	4.063	0.8639039443486253	0.17183980195496432
row934	933.0	367.1377	2.553	0.045896498207884696	2.0210323200795757
row935	934.0	349.2001	0.747	0.11732847306867478	1.5794528791196687
row936	935.0	373.1118	5.443	0.3944100487642741	0.8552630521744601
row937	936.0	217.0826	4.642	0.000705253046585271	-3.4940357060066556
row938	937.0	362.1622	1.339	0.2691135777506893	1.1111559802493365
row939	938.0	682.184	6.682	0.38508279832815107	0.8723196917199181
row940	939.0	268.1118	5.073	0.11990054868721008	-1.5683332189027734
row941	940.0	445.187	0.977	0.23444403950395207	-1.1960654048341977
row942	941.0	171.0415	4.601	0.08923183069647637	-1.7158152340286057
row943	942.0	383.1326	3.142	0.9778328126473299	0.027854262666618182
row944	943.0	331.0588	1.009	0.007935763122742986	-2.7081388660803567
row945	944.0	445.187	0.703	0.003684204150896683	-2.9726079167771964
row946	945.0	381.012	1.29	0.6934196657908367	0.39533716728958734
row947	946.0	229.0018	1.436	0.990268686557985	-0.012226629621479006
row948	947.0	296.1683	2.891	0.0004674378328711007	3.6156986252171004
row949	948.0	417.1388	0.72	0.20126810431874276	1.2862492138257626
row950	949.0	281.0351	2.529	0.14749852341938274	1.4595071935116701
row951	950.0	296.0987	3.034	0.7395482716713984	-0.3333581000759339
row952	951.0	234.9909	0.41	0.5021888742043026	-0.6734425877324959
row953	952.0	976.0534	5.649	0.7673742668812925	0.2966009783082288
row954	953.0	335.0476	5.065	0.013582224109035033	2.5117421708888634
row955	954.0	389.0904	3.135	0.7439956401227761	-0.32745400672194247
row956	955.0	399.1823	1.317	0.177529193053122	1.3577815813372116
row957	956.0	359.0535	4.592	0.18288273418309572	-1.3410504933745186
row958	957.0	406.0431	0.755	0.9371327128858988	-0.07906892816880742
row959	958.0	391.0889	2.19	0.5233744758172417	-0.6403600678668715
row960	959.0	471.0797	3.462	0.054513730449950816	1.945119755693376
row961	960.0	244.028	2.077	0.43416517871915083	0.7851848731468303
row962	961.0	80.9194	0.876	0.13198309726790647	1.5184954424451789
row963	962.0	392.2051	2.679	0.040932259025885535	2.0704878823287602
row964	963.0	317.1586	3.042	0.7067226352546507	-0.377316094424655
row965	964.0	147.0671	4.536	0.11040406286476413	-1.6103861991078812
row966	965.0	379.1138	2.809	0.7535673648689075	0.3147857435240602
row967	966.0	179.0565	5.17	0.010722805050292472	-2.5994023842392107
row968	967.0	269.1495	3.286	0.0618702120217734	1.8879828409517756
row969	968.0	318.1005	3.122	0.6103792338857235	0.5111090946064253
row970	969.0	139.0075	1.168	0.3650257766249174	0.9098897144491762
row971	970.0	541.262	4.51	0.3025714247236292	-1.0361736403983504
row972	971.0	119.0362	4.344	0.2097623946734585	-1.2621799589996248
row973	972.0	309.0215	4.929	0.6009945898388795	-0.5246071820740922
row974	973.0	155.0468	4.799	0.6492308624784097	-0.45617930654380545
row975	974.0	188.1011	5.304	0.803901300311081	0.24894838095308164
row976	975.0	513.2673	4.61	0.9535063903468608	0.05844767848903097
row977	976.0	248.0954	3.27	0.9392449522242853	-0.07640702218341866
row978	977.0	353.099	3.044	0.5089614393938124	0.6627877913540404
row979	978.0	368.1411	2.764	0.15761555740375605	1.423594859888434
row980	979.0	215.0083	1.213	0.38508279832815107	0.8723196917199184
row981	980.0	98.9583	6.635	0.9433397236010879	0.07124821082389338
row982	981.0	220.0466	3.879	0.2249459495887544	1.2208805510538414
row983	982.0	396.0774	2.923	0.8444013609654453	-0.19676706197266125
row984	983.0	112.9869	0.775	0.6253076763580074	-0.4898277300555928
row985	984.0	138.0567	0.734	0.08028301776490658	1.7666216357921583
row986	985.0	701.197	6.685	0.24080908057099132	1.1798379189904475
row987	986.0	287.1237	5.447	0.28561376954932244	1.0734241868215926
row988	987.0	320.1519	1.307	0.3886240757026488	0.8658140728871806
row989	988.0	277.0201	3.481	0.0525741451195597	1.9612665598306331
row990	989.0	302.9998	2.035	0.06757107230185287	1.8475118631689338
row991	990.0	377.0677	0.423	0.33060801647979876	0.9775535349586608
row992	991.0	161.0824	3.176	0.28931029273164893	-1.0651781708292305
row993	992.0	467.189	4.916	0.28128817374763654	-1.0831670103597382
row994	993.0	165.0196	2.093	0.0184013475207628	2.3959196942504573
row995	994.0	515.1426	3.155	0.3850827983281504	0.8723196917199193
row996	995.0	186.4178	0.394	0.3507678505892484	0.9373986036645802
row997	996.0	126.9967	1.393	0.22274603876888568	1.226735898641534
row998	997.0	246.0433	1.776	0.05836541886962509	1.9144454683554541
row999	998.0	180.0529	3.16	0.9282478216230681	-0.0902723509036295
row1000	999.0	327.1472	4.7	0.18755575016869877	1.3267447930112373
row1001	1000.0	168.0783	5.458	0.8514079433068988	0.18779819145680268
row1002	1001.0	402.1214	0.6	0.21981650407975062	1.2345988193640536
row1003	1002.0	401.1612	1.066	0.946020972518741	0.0678712761032727
row1004	1003.0	357.0809	3.847	0.5215347722301029	-0.6432045741508193
row1005	1004.0	255.2322	0.287	0.3202403635709425	-0.9988307452693745
row1006	1005.0	222.0979	4.097	0.6658026505370014	-0.43317450020812703
row1007	1006.0	212.002	0.638	0.8122707937883618	0.23811344235704346
row1008	1007.0	572.2501	2.063	0.9669053205492701	-0.041591920407957915
row1009	1008.0	238.9861	0.933	0.061833600808915215	-1.8882526799819037
row1010	1009.0	450.9189	4.774	0.04737032472963037	2.0072325872889536
row1011	1010.0	182.0324	4.45	0.00882000394733909	2.670324797447566
row1012	1011.0	262.0202	4.543	0.8226734252916462	0.22468551718206103
row1013	1012.0	475.1485	3.071	0.9377254557755761	-0.0783218799054955
row1014	1013.0	427.0157	5.68	0.192547018657156	-1.3117567120585967
row1015	1014.0	368.1691	3.139	0.0946532632210336	1.6870320011819906
row1016	1015.0	255.2321	0.184	0.7225994650413239	0.355968327922847
row1017	1016.0	273.1696	3.365	0.4349908477835319	0.7837708104109259
row1018	1017.0	208.0646	1.215	0.09844659603472307	1.667680419807598
row1019	1018.0	452.1901	3.644	0.21836185494739585	1.2385314918637647
row1020	1019.0	225.0622	3.44	0.35606953475563075	0.9270876445246344
row1021	1020.0	293.0645	3.052	0.2860443842912301	-1.0724598448601097
row1022	1021.0	530.2653	3.442	0.16592883157809238	1.3953900540092103
row1023	1022.0	393.0625	0.514	0.7373401551701628	-0.3362938272577326
row1024	1023.0	268.0967	1.674	0.0007373997258266768	3.4806814986031087
row1025	1024.0	287.058	1.533	0.0007356586419614173	3.4813905829256306
row1026	1025.0	220.9757	1.992	0.44697432684472926	0.7634213572524235
row1027	1026.0	467.1897	2.95	0.6154657339792697	-0.5038322620368433
row1028	1027.0	255.2322	0.049	0.4744662391210176	-0.717889853524359
row1029	1028.0	395.0617	7.251	0.8279198726988852	0.217928930245358
row1030	1029.0	673.2276	6.757	0.022314814705444472	-2.3203221889272347
row1031	1030.0	329.0795	2.752	0.8326600264756971	-0.211833000207324
row1032	1031.0	265.0199	0.673	0.0014193575547091926	-3.2803475270445563
row1033	1032.0	266.0845	1.697	0.06446841502914576	-1.869166684495362
row1034	1033.0	470.0664	0.45	0.5747944173002557	-0.5628171207992552
row1035	1034.0	408.9085	5.092	0.0004262825230170351	3.642590690509513
row1036	1035.0	345.0137	5.714	0.47065445255447913	0.724112180528977
row1037	1036.0	372.1002	5.875	0.7853982020780726	0.27300909689812086
row1038	1037.0	194.0491	1.309	0.7938750195103229	0.26196721876756984
row1039	1038.0	601.2855	1.836	0.6032331071412818	0.5213788257336491
row1040	1039.0	290.0407	1.122	0.1530045720157238	1.4397347072764723
row1041	1040.0	454.1779	3.039	0.6647864601066344	-0.4345784123136502
row1042	1041.0	282.116	3.133	0.2736304195861176	1.100671467057157
row1043	1042.0	543.0785	0.747	0.0954544826073879	1.6828928129243332
row1044	1043.0	293.0671	4.909	0.8565991492230574	-0.1811629795121461
row1045	1044.0	289.0666	6.948	0.6044915116274733	-0.5195663757816064
row1046	1045.0	158.0465	4.674	0.0019347842934095587	3.18263966388993
row1047	1046.0	239.0778	1.901	2.8395230519665156e-07	-5.498940011394015
row1048	1047.0	215.0015	0.431	0.7322300988473449	0.34309900657630443
row1049	1048.0	822.0029	5.657	0.6546759593681852	-0.4485942025583865
row1050	1049.0	259.0385	1.309	0.1759321229899892	1.3628464912279337
row1051	1050.0	162.0233	2.341	0.0008420528552812859	3.4407162855016407
row1052	1051.0	275.0576	0.497	0.4357931913412235	0.7823982010039882
row1053	1052.0	242.0484	0.821	0.8982308681193383	0.12821552882977075
row1054	1053.0	788.2189	7.474	0.267592839338615	1.1147134695312881
row1055	1054.0	283.2631	11.598	0.28046177631610264	-1.0850400668069626
row1056	1055.0	465.1228	0.739	0.9667335075444614	0.0418079741017282
row1057	1056.0	332.1416	2.87	0.009299958037395016	2.651217802303161
row1058	1057.0	616.2018	3.399	0.9334744657829032	0.08368050827905582
row1059	1058.0	196.924	6.634	0.3680604457871405	0.9041233492135721
row1060	1059.0	268.2969	3.087	0.19801616327306476	1.295662712562893
row1061	1060.0	431.1895	3.915	0.13527993951070594	1.5055240531765548
row1062	1061.0	431.1902	3.827	0.011307663382623479	-2.57988863224548
row1063	1062.0	411.1243	5.177	0.013307618867717473	-2.5193996627289517
row1064	1063.0	345.1171	0.756	0.000973824729833146	3.396573654580628
row1065	1064.0	496.2592	2.788	0.788112493539669	0.26946987673769474
row1066	1065.0	321.1804	2.772	0.04741188408554684	2.0068488018948756
row1067	1066.0	390.0924	2.361	0.6003995527865433	-0.5254662614521145
row1068	1067.0	254.967	5.088	0.000147238517623258	3.9439729458978046
row1069	1068.0	220.0973	2.112	0.9544837591362054	0.05721764695538382
row1070	1069.0	283.2631	11.352	0.10172420896490009	1.6514405802889554
row1071	1070.0	449.1281	0.727	0.5823622557519372	-0.5516975662194004
row1072	1071.0	295.084	1.74	0.22512934507692592	1.2203942989128027
row1073	1072.0	313.1116	5.798	0.21252658258726384	-1.2545022681443447
row1074	1073.0	274.0744	3.005	0.7467259473826175	0.32383510301466123
row1075	1074.0	986.0082	5.669	0.5655458534943845	0.5765021505573843
row1076	1075.0	262.0382	3.266	0.5220379374532427	-0.6424260727721739
row1077	1076.0	540.3103	3.113	0.38508279832815084	0.8723196917199186
row1078	1077.0	391.0914	1.857	0.7070243192373732	-0.37690886513903016
row1079	1078.0	283.1176	4.509	0.007022165396896835	2.751465807574341
row1080	1079.0	341.0857	1.737	0.17691991450572772	-1.359709752248177
row1081	1080.0	202.0541	2.329	0.42726551816749725	0.7970637041510137
row1082	1081.0	411.2004	3.542	0.21629828434580636	-1.244143305319908
row1083	1082.0	321.0634	0.765	0.6373195507458997	-0.47286535715427275
row1084	1083.0	332.026	3.762	0.07750662442554752	1.783331733846969
row1085	1084.0	241.1075	5.301	0.8236156090895947	0.22347138093690577
row1086	1085.0	516.0282	3.522	0.05624858157707112	1.9310842770326384
row1087	1086.0	361.076	1.804	0.31645463464690743	1.0067136753105068
row1088	1087.0	361.1484	1.769	0.022979380920180727	2.3086679416306892
row1089	1088.0	367.0529	2.869	0.07780665620572244	-1.7815023492724327
row1090	1089.0	245.0119	3.274	0.222083029746412	1.2285088132688682
row1091	1090.0	386.1513	3.109	0.6000756525415866	0.5259340536759148
row1092	1091.0	393.0778	5.786	0.18941296546554623	1.3211333889013972
row1093	1092.0	146.0466	4.652	0.004993047093056355	-2.8698548149739898
row1094	1093.0	482.2448	3.611	0.27185228467234474	-1.1047844211010978
row1095	1094.0	338.9848	3.123	0.38508279832815084	0.8723196917199186
row1096	1095.0	275.0222	1.756	0.0066754755452664615	2.769263695462005
row1097	1096.0	262.0099	3.639	0.12394540618826301	1.5512237698972664
row1098	1097.0	204.0876	4.648	0.7262421857339658	-0.35109371774155573
row1099	1098.0	337.076	5.423	0.5656120883413953	-0.576403759076745
row1100	1099.0	426.0121	0.437	0.13140292167309717	-1.520804414333317
row1101	1100.0	215.0066	1.084	0.3850827983281506	0.872319691719919
row1102	1101.0	238.9682	0.494	0.3903743975707995	0.8626121182286254
row1103	1102.0	275.0046	3.952	0.4103569149777402	0.8266644267003863
row1104	1103.0	215.1147	5.779	0.1251618649814197	1.5461648620443147
row1105	1104.0	259.0385	1.154	0.30985804289779445	-1.0206011436477505
row1106	1105.0	256.1373	3.172	0.2502380921007175	1.1563527419036383
row1107	1106.0	363.1001	5.798	0.07021414604143007	-1.8297101167676753
row1108	1107.0	578.1432	3.504	0.6319854322429144	-0.48038063905899603
row1109	1108.0	348.0879	2.948	0.818836745305388	-0.22963309293137998
row1110	1109.0	365.053	1.434	0.2604792104789257	1.131544738016819
row1111	1110.0	478.0101	3.239	0.3850827983281504	0.8723196917199194
row1112	1111.0	78.9214	0.875	0.9396370786517894	-0.07591291368225299
row1113	1112.0	429.2099	2.977	0.6182439673318063	-0.4998690179583321
row1114	1113.0	93.0364	2.092	0.16023078247334105	1.4146016184528718
row1115	1114.0	353.0875	5.399	0.07056418871560043	-1.8273945511572216
row1116	1115.0	227.1034	6.641	0.039329957063096596	-2.0875527628961437
row1117	1116.0	255.2322	11.917	0.7023150050762701	-0.3832729927221681
row1118	1117.0	247.1543	3.464	0.4607175893670591	-0.7404673220034632
row1119	1118.0	362.162	2.331	0.31030023481258906	1.0196640712543152
row1120	1119.0	355.0437	2.174	0.08309407385375925	1.750181430194496
row1121	1120.0	232.9936	3.785	0.18509905769680268	1.3342317785068114
row1122	1121.0	369.1173	3.337	0.08060005280855723	-1.7647439830982385
row1123	1122.0	387.1637	2.852	0.1749763174605591	1.3658943705203577
row1124	1123.0	369.0826	5.52	0.2163618492568128	-1.2439698604433231
row1125	1124.0	227.0645	5.794	0.5044639592863456	0.6698548380563147
row1126	1125.0	168.0339	2.346	0.34394082548230975	0.9508249625317092
row1127	1126.0	373.1483	3.069	0.7507273467519086	0.3185391261970757
row1128	1127.0	196.0728	4.852	0.1148179720456983	1.5904951990458662
row1129	1128.0	222.0766	3.146	0.35752306156976077	0.9242779583343411
row1130	1129.0	255.2322	11.516	0.9218937650706853	0.09829145195613663
row1131	1130.0	385.1844	3.594	0.1667305950639591	1.3927274723049865
row1132	1131.0	370.0944	1.837	0.1463107229379168	1.4638474167355848
row1133	1132.0	222.2866	0.767	0.48779652734432866	-0.6963450991090723
row1134	1133.0	209.0567	4.502	0.2752432843650085	1.0969567997189549
row1135	1134.0	463.2308	3.29	0.7651503648356149	-0.29952319487581597
row1136	1135.0	410.9846	5.709	0.9746854567437855	0.03181034806333787
row1137	1136.0	248.9721	1.942	0.14137838256933577	-1.4821686853995306
row1138	1137.0	339.1983	2.045	0.9044899608036494	-0.12029011447901
row1139	1138.0	403.1949	4.353	0.15508814977611854	1.4323957935476554
row1140	1139.0	245.0425	5.372	0.0007198674163552374	-3.4878950328285714
row1141	1140.0	195.066	2.337	0.054862556421670566	1.9422676019629361
row1142	1141.0	159.0113	4.18	0.08201084573552897	1.7564615680725861
row1143	1142.0	428.1976	3.016	0.5968861347724305	0.5305467247369225
row1144	1143.0	179.0564	4.533	0.2209538365115571	1.2315372007281054
row1145	1144.0	189.0387	3.068	0.023379408351723998	2.301795280795547
row1146	1145.0	428.1919	0.782	0.2356874598527233	1.1928707239565077
row1147	1146.0	335.0649	1.901	0.020379024357270018	2.3561069286898033
row1148	1147.0	231.0515	2.36	0.005084199821269947	2.863659745399248
row1149	1148.0	229.1189	4.355	0.9335184842392048	0.08362500820389905
row1150	1149.0	385.1325	6.443	0.8446199911441366	-0.1964869636117313
row1151	1150.0	383.1325	3.343	0.06748951794140093	1.8480703272223835
row1152	1151.0	307.031	3.632	0.7015594136028416	-0.38429554471343125
row1153	1152.0	287.0395	0.879	0.1168389704222184	-1.5815910478302582
row1154	1153.0	116.9301	11.573	0.9436137182199373	0.07090308766349446
row1155	1154.0	297.1515	1.702	0.16320323638583248	1.4045156230108453
row1156	1155.0	218.0819	2.786	0.40970165118087665	0.8278261365943529
row1157	1156.0	125.0255	0.357	0.4111783597127866	0.8252096752920561
row1158	1157.0	264.0868	4.967	0.21041991897973647	-1.2603469470450945
row1159	1158.0	275.1061	3.152	0.655759465581252	-0.4470879735465004
row1160	1159.0	242.0483	2.205	0.33655194517804	0.9655523455872197
row1161	1160.0	294.0356	1.199	0.03330384117212358	2.15763312104976
row1162	1161.0	341.0862	3.397	0.5183256434606482	-0.6481790300841054
row1163	1162.0	434.2085	4.986	0.17768348869663028	-1.3572940789693588
row1164	1163.0	462.1734	3.459	0.7341498253849188	0.3405405999355807
row1165	1164.0	255.2322	11.361	0.742810392647834	0.3290263455653571
row1166	1165.0	270.134	4.616	0.6159421970362238	-0.5031520064850235
row1167	1166.0	199.061	1.656	0.08100571567293355	1.7623502849785293
row1168	1167.0	220.9756	1.338	0.8980320879076149	0.128467359742625
row1169	1168.0	251.1277	1.697	1.0952161483098434e-06	5.185661167818881
row1170	1169.0	255.2322	11.684	0.057638024984821824	1.9201046627062894
row1171	1170.0	573.0322	3.483	0.040693159302951816	2.0729974494168375
row1172	1171.0	116.9302	11.19	0.8090854171144508	-0.24223375778571674
row1173	1172.0	251.0936	2.784	0.8035882676523678	0.24935419001989523
row1174	1173.0	357.0809	3.464	0.006445210833860934	2.7815567415416984
row1175	1174.0	492.9869	5.669	0.5901888147445074	0.5402696420321048
row1176	1175.0	464.2987	3.846	0.9058340436432387	-0.11858921599028803
row1177	1176.0	165.042	1.978	0.14350202899219527	1.474220341630668
row1178	1177.0	244.0277	1.698	0.023855173828295603	2.29375497957431
row1179	1178.0	739.9996	5.666	0.4423127501238008	-0.771299164124889
row1180	1179.0	116.9301	11.363	0.36783805554738846	0.9045449034458088
row1181	1180.0	290.0688	3.131	0.9004014073730076	-0.12546624410552923
row1182	1181.0	267.1228	4.603	0.8432128629635163	-0.19828998109433607
row1183	1182.0	297.0272	1.849	0.5036210978777439	-0.6711829953414181
row1184	1183.0	509.0179	5.688	0.7032230809790259	-0.38204461584690513
row1185	1184.0	421.0886	5.462	0.9499932561012986	0.06286975525819463
row1186	1185.0	219.9989	0.691	0.10047272818737392	1.6575907253866624
row1187	1186.0	425.1789	3.973	0.22890009104529205	1.2104595731796
row1188	1187.0	255.2322	11.205	0.8025803089660506	-0.25066116878832895
row1189	1188.0	367.0333	0.983	0.03737832937154985	2.109166677927538
row1190	1189.0	323.0778	5.406	0.08848032540048888	-1.7199169873700986
row1191	1190.0	308.0974	4.632	0.023045485130389804	-2.3075250053916143
row1192	1191.0	256.0815	4.188	0.1613948954412064	1.410634662286489
row1193	1192.0	543.1557	3.886	0.7167604956361642	-0.36379980010247925
row1194	1193.0	418.0281	7.486	0.044743958636552124	2.0320902085769657
row1195	1194.0	686.8079	5.083	0.6997098518562163	0.38680029454418846
row1196	1195.0	404.0683	3.987	0.16261983666718635	1.4064840257456468
row1197	1196.0	257.1496	3.136	0.3098535637545871	1.0206106402214463
row1198	1197.0	245.1386	2.998	0.34289275827010635	0.9529013577720168
row1199	1198.0	451.1077	6.348	0.05001849091123495	1.9833321485358495
row1200	1199.0	306.9905	0.412	0.7892407866704565	0.2679996764165824
row1201	1200.0	444.1701	5.536	0.14190702968534086	-1.4801814237208795
row1202	1201.0	266.1216	3.051	0.13536392899601274	1.5051968528202717
row1203	1202.0	308.0537	2.918	0.20192068649568648	-1.2843737570303762
row1204	1203.0	301.0013	2.281	0.06116938336092282	1.8931716808862145
row1205	1204.0	406.1789	5.221	0.1551809036212882	-1.4320708614721864
row1206	1205.0	389.179	2.902	0.7116058723858589	0.3707321331531879
row1207	1206.0	525.2672	3.916	0.2745619051337987	-1.0985242719332302
row1208	1207.0	427.0152	5.701	0.008319046076897346	2.69130094680704
row1209	1208.0	237.1237	2.359	0.5951339003545024	0.5330856409292314
row1210	1209.0	301.0413	3.154	0.6908990969942879	0.3987661500685494
row1211	1210.0	411.095	5.269	0.7147877945482457	0.36645073947001644
row1212	1211.0	361.0033	0.394	0.1011660643283649	1.6541758676002882
row1213	1212.0	253.1073	2.289	9.190733626444149e-05	4.07293293712147
row1214	1213.0	292.1208	1.668	0.06238860004012292	1.8841764347756385
row1215	1214.0	177.4902	3.079	0.49417941799348986	0.6861434045826954
row1216	1215.0	236.0921	2.957	0.18569286801472282	1.3324152907567823
row1217	1216.0	283.9863	3.135	0.9562475071156327	0.0549981667319891
row1218	1217.0	139.0076	3.196	0.8974467979812151	0.1292089003772136
row1219	1218.0	283.2631	10.966	0.27619815693652006	1.0947646878186192
row1220	1219.0	371.0832	3.862	0.3850827983281504	0.8723196917199194
row1221	1220.0	130.0884	4.04	0.11331976410772032	-1.5971771307647524
row1222	1221.0	484.2639	3.009	0.2312513501442353	-1.204324474903465
row1223	1222.0	431.1902	3.177	0.3895968376756095	0.86403345263499
row1224	1223.0	273.0275	1.96	0.010112318481888025	2.6208236170502355
row1225	1224.0	362.0266	4.686	0.3025451113675303	1.036230330864159
row1226	1225.0	156.0285	5.645	0.13751610427070662	-1.4968663149850303
row1227	1226.0	150.0564	2.235	0.05080208972551704	1.9764666385673364
row1228	1227.0	230.9964	0.575	0.19321376509823215	-1.3097766098095098
row1229	1228.0	260.0586	2.811	0.7161426414118279	0.3646298018604808
row1230	1229.0	431.2258	3.662	0.7650112585819235	0.299706066596172
row1231	1230.0	509.2359	2.391	0.2586892699534973	1.1358304818815135
row1232	1231.0	325.123	5.781	0.6747048970186877	0.42091200064043033
row1233	1232.0	515.1773	3.164	0.2589882166207491	1.1351132523570802
row1234	1233.0	238.1078	3.131	0.5157378530599253	0.6522021276525584
row1235	1234.0	307.1236	3.095	0.3587919334021601	0.9218311726648811
row1236	1235.0	183.0491	0.747	0.002935703658054746	3.047801025528027
row1237	1236.0	731.0477	5.645	0.8806808976368818	0.15048280918839924
row1238	1237.0	441.1554	0.578	0.0018262028406902152	-3.2010098014468
row1239	1238.0	119.0362	4.877	0.21782084089926088	-1.2399990062295128
row1240	1239.0	291.0163	1.807	0.1772484285305134	1.358669488469125
row1241	1240.0	403.1584	4.031	0.8382573114469845	0.20464498075305027
row1242	1241.0	349.1306	1.336	0.08669489576373712	1.7297774824023544
row1243	1242.0	229.0291	1.086	0.0995854105933662	-1.6619889088131616
row1244	1243.0	255.2322	11.151	0.06360699891205131	1.8753334352574034
row1245	1244.0	387.1816	0.897	0.5735666221750693	-0.5646277278716437
row1246	1245.0	307.1022	6.367	0.4015972362737845	-0.8422882772049141
row1247	1246.0	279.0711	6.578	0.5930590241963741	-0.536096534790179
row1248	1247.0	316.0432	0.796	0.22267712858505043	-1.2269199887651794
row1249	1248.0	470.0733	3.36	0.25551392794610517	1.1434849797230777
row1250	1249.0	321.0643	7.485	0.3788926235013814	-0.8837813644081113
row1251	1250.0	325.034	3.576	0.6638865683938852	0.4358223736942859
row1252	1251.0	359.0963	5.273	0.7324836945226075	-0.3427609118141087
row1253	1252.0	391.0681	5.789	0.40466131452970466	-0.8367998720912297
row1254	1253.0	329.1047	1.283	0.08625308771482772	1.7322431258340165
row1255	1254.0	218.0454	1.941	0.7688410883364581	-0.29467496799164183
row1256	1255.0	115.0048	0.847	0.11111661735704062	1.6071325416995699
