,position,name,ms_level,polarity,retention_time,height,area,mz,neutral_mass,adducts,p_value,DMEM_1.mzXML retention_time,DMEM_1.mzXML height,DMEM_1.mzXML area,DMEM_1.mzXML mz,DMEM_2.mzXML retention_time,DMEM_2.mzXML height,DMEM_2.mzXML area,DMEM_2.mzXML mz,DMEM_3.mzXML retention_time,DMEM_3.mzXML height,DMEM_3.mzXML area,DMEM_3.mzXML mz,DMEM_4.mzXML retention_time,DMEM_4.mzXML height,DMEM_4.mzXML area,DMEM_4.mzXML mz,KIC_1.mzXML retention_time,KIC_1.mzXML height,KIC_1.mzXML area,KIC_1.mzXML mz,KIC_2.mzXML retention_time,KIC_2.mzXML height,KIC_2.mzXML area,KIC_2.mzXML mz,KIC_3.mzXML retention_time,KIC_3.mzXML height,KIC_3.mzXML area,KIC_3.mzXML mz,KIC_4.mzXML retention_time,KIC_4.mzXML height,KIC_4.mzXML area,KIC_4.mzXML mz,KIV_1.mzXML retention_time,KIV_1.mzXML height,KIV_1.mzXML area,KIV_1.mzXML mz,KIV_2.mzXML retention_time,KIV_2.mzXML height,KIV_2.mzXML area,KIV_2.mzXML mz,KIV_3.mzXML retention_time,KIV_3.mzXML height,KIV_3.mzXML area,KIV_3.mzXML mz,KIV_4.mzXML retention_time,KIV_4.mzXML height,KIV_4.mzXML area,KIV_4.mzXML mz,KMV_1.mzXML retention_time,KMV_1.mzXML height,KMV_1.mzXML area,KMV_1.mzXML mz,KMV_2.mzXML retention_time,KMV_2.mzXML height,KMV_2.mzXML area,KMV_2.mzXML mz,KMV_3.mzXML retention_time,KMV_3.mzXML height,KMV_3.mzXML area,KMV_3.mzXML mz,KMV_4.mzXML retention_time,KMV_4.mzXML height,KMV_4.mzXML area,KMV_4.mzXML mz,VIP
109,24158,#24158 376.2593@34.059 MS1+,1,+,34.059,9165312.0,1726203.2347,376.2593,,,0.4272,,,,,,,,,34.077,33087.1824,3675.8274,376.2594,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.059,9381548.1682,1766929.3522,376.2591,,,,,,,,,,,,,0.6040652455514273
110,45024,#45024 443.2049@36.370 MS1+,1,+,36.37,34513.1836,6968.1327,443.2049,,,0.4262,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.3698,34513.1836,6968.1327,443.2049,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6080377800851211
111,45040,#45040 393.3087@36.427 MS1+,1,+,36.427,131877.3906,30657.6735,393.3087,,,0.4262,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.4268,131877.3906,30657.6735,393.3087,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6080377800851211
112,41353,#41353 1013.3159@7.612 MS1+,1,+,7.612,31661.0332,3463.1519,1013.3159,,,0.4262,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.6125,31661.0332,3463.1519,1013.3159,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6080377800851211
113,42035,#42035 456.5862@10.320 MS1+,1,+,10.32,13950.791,2212.4641,456.5862,,,0.4262,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.3204,13950.791,2212.4641,456.5862,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6080377800851211
114,44896,#44896 399.1788@34.980 MS1+,1,+,34.98,20136.2832,3142.0437,399.1788,,,0.4262,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.98,20136.2832,3142.0437,399.1788,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6080377800851213
115,18246,#18246 398.2411@34.059 MS1+,1,+,34.059,1164476.625,204284.1184,398.2411,,,0.4303,,,,,34.013,17547.3789,2153.8957,398.2412,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.059,1191949.9902,209103.7705,398.241,,,,,,,,,,,,,0.6095580547149498
116,74354,#74354 419.2404@35.856 MS1+,1,+,35.856,25048.4922,4262.5433,419.2404,,,0.4262,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.8555,21913.2164,3729.0082,419.2404,0.6161743691545387
117,991,#991 487.1801@10.564 MS1+,1,+,10.564,38500.2656,5328.3842,487.1801,,,0.4262,,,,,,,,,,,,,,,,,10.5639,42614.4916,5897.7875,487.1801,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6183424835352997
118,1771,#1771 400.1941@23.913 MS1+,1,+,23.913,19023.8262,3043.632,400.1941,,,0.4262,,,,,,,,,,,,,,,,,23.913,21056.7555,3368.8815,400.1941,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6183424835352999
119,1820,#1820 442.1471@11.805 MS1+,1,+,11.805,18314.7207,2461.4623,442.1471,,,0.4262,,,,,,,,,,,,,,,,,11.8052,20271.8734,2724.4998,442.1471,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6183424835352999
120,1717,#1717 541.2732@34.459 MS1+,1,+,34.459,19602.6348,2525.3723,541.2732,,,0.4262,,,,,,,,,,,,,,,,,34.4585,21697.4169,2795.2393,541.2732,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6183424835352999
121,1718,#1718 541.2733@34.459 MS1+,1,+,34.459,19602.6348,3321.6008,541.2733,,,0.4262,,,,,,,,,,,,,,,,,34.4585,21697.4169,3676.5546,541.2733,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6183424835352999
122,1746,#1746 465.1996@37.287 MS1+,1,+,37.287,19247.0117,4450.4859,465.1996,,,0.4262,,,,,,,,,,,,,,,,,37.2873,21303.7912,4926.075,465.1996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6183424835352999
123,1894,#1894 599.2934@36.115 MS1+,1,+,36.115,17273.5586,3245.2495,599.2934,,,0.4262,,,,,,,,,,,,,,,,,36.115,19119.4504,3592.0442,599.2934,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6183424835352999
124,1648,#1648 367.1665@37.376 MS1+,1,+,37.376,20558.4844,5979.4131,367.1665,,,0.4262,,,,,,,,,,,,,,,,,37.3757,22755.4108,6618.3868,367.1665,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6183424835352999
125,2697,#2697 641.3619@37.260 MS1+,1,+,37.26,10673.3516,2022.8097,641.3619,,,0.4262,,,,,,,,,,,,,,,,,37.26,11813.9302,2238.9717,641.3619,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6183424835352999
126,2895,#2895 448.2332@33.280 MS1+,1,+,33.281,9678.1016,386.4807,448.2332,,,0.4262,,,,,,,,,,,,,,,,,33.2805,10712.3255,427.7809,448.2332,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6183424835352999
127,2404,#2404 557.2460@36.743 MS1+,1,+,36.743,12482.5137,2207.3344,557.246,,,0.4262,,,,,,,,,,,,,,,,,36.743,13816.4235,2443.2152,557.246,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6183424835352999
128,2483,#2483 351.1314@21.292 MS1+,1,+,21.292,11905.6152,1700.0572,351.1314,,,0.4262,,,,,,,,,,,,,,,,,21.2923,13177.8764,1881.7292,351.1314,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6183424835352999
129,470,#470 457.1583@30.052 MS1+,1,+,30.052,83034.3984,13070.3352,457.1583,,,0.4262,,,,,,,,,,,,,,,,,30.0518,91907.6432,14467.0609,457.1583,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6183424835352999
130,745,#745 467.1674@29.619 MS1+,1,+,29.619,51552.1914,7467.2921,467.1674,,,0.4262,,,,,,,,,,,,,,,,,29.6193,57061.1759,8265.2639,467.1674,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6183424835352999
131,624,#624 355.0699@25.562 MS1+,1,+,25.562,61879.7695,3496.678,355.0699,,,0.4262,,,,,,,,,,,,,,,,,25.5615,68492.3825,3870.3409,355.0699,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6183424835352999
132,628,#628 469.1830@36.241 MS1+,1,+,36.241,61375.3008,12167.5697,469.183,,,0.4262,,,,,,,,,,,,,,,,,36.2415,67934.0051,13467.8239,469.183,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6183424835352999
133,630,#630 457.1581@28.856 MS1+,1,+,28.856,61164.7617,9883.4809,457.1581,,,0.4262,,,,,,,,,,,,,,,,,28.8562,67700.9674,10939.6522,457.1581,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6183424835352999
134,5,#5 376.2591@36.241 MS1+,1,+,36.241,8523725.0,1674972.5911,376.2591,,,0.4262,,,,,,,,,,,,,,,,,36.2415,9434589.6517,1853963.9741,376.2591,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6183424835352999
135,7,#7 542.0687@9.672 MS1+,1,+,9.672,3977742.0,528663.2546,542.0687,,,0.4262,,,,,,,,,,,,,,,,,9.6723,4402812.5626,585157.4131,542.0687,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6183424835352999
136,327,#327 615.2889@35.829 MS1+,1,+,35.829,118691.5859,26714.3973,615.2889,,,0.4262,,,,,,,,,,,,,,,,,35.8288,131375.2389,29569.1586,615.2889,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6183424835352999
137,214,#214 414.2150@36.241 MS1+,1,+,36.241,179364.8438,35651.8612,414.215,,,0.4262,,,,,,,,,,,,,,,,,36.2415,198532.1791,39461.7002,414.215,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6183424835352999
138,286,#286 370.0523@8.061 MS1+,1,+,8.061,139644.9375,52324.0332,370.0523,,,0.4262,,,,,,,,,,,,,,,,,8.0606,154567.7133,57915.4984,370.0523,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6183424835352999
139,287,#287 771.2638@8.218 MS1+,1,+,8.218,138862.0781,50124.3679,771.2638,,,0.4262,,,,,,,,,,,,,,,,,8.2176,153701.1958,55480.7719,771.2638,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6183424835352999
140,1293,#1293 407.2288@18.310 MS1+,1,+,18.31,27958.5293,4862.0304,407.2288,,,0.4262,,,,,,,,,,,,,,,,,18.3102,30946.2414,5381.598,407.2288,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6183424835352999
141,1268,#1268 351.1315@22.310 MS1+,1,+,22.31,28833.6934,4580.4428,351.1315,,,0.4262,,,,,,,,,,,,,,,,,22.31,31914.9275,5069.9193,351.1315,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6183424835352999
142,1311,#1311 499.2051@31.924 MS1+,1,+,31.924,27492.7793,2861.7293,499.2051,,,0.4262,,,,,,,,,,,,,,,,,31.9238,30430.7203,3167.5402,499.2051,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6183424835352999
143,838,#838 1175.3689@8.783 MS1+,1,+,8.783,46156.0938,6545.4416,1175.3689,,,0.4262,,,,,,,,,,,,,,,,,8.7832,51088.439,7244.9024,1175.3689,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6183424835352999
144,1113,#1113 375.1688@34.198 MS1+,1,+,34.198,33943.6484,5484.9611,375.1688,,,0.4262,,,,,,,,,,,,,,,,,34.1982,37570.944,6071.0966,375.1688,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6183424835352999
145,979,#979 373.1181@34.533 MS1+,1,+,34.533,39059.3008,6172.4373,373.1181,,,0.4262,,,,,,,,,,,,,,,,,34.5332,43233.2666,6832.038,373.1181,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6183424835352999
146,5044,#5044 473.1678@19.589 MS1+,1,+,19.589,4177.9971,581.445,473.1678,,,0.4262,,,,,,,,,,,,,,,,,19.5892,4624.4673,643.5796,473.1678,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6183424835352999
147,4196,#4196 362.1113@16.364 MS1+,1,+,16.364,5733.6782,906.9948,362.1113,,,0.4262,,,,,,,,,,,,,,,,,16.3637,6346.3921,1003.9183,362.1113,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6183424835352999
148,4297,#4297 375.1013@22.259 MS1+,1,+,22.259,5542.0132,1426.9356,375.1013,,,0.4262,,,,,,,,,,,,,,,,,22.2593,6134.2453,1579.4212,375.1013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6183424835352999
149,6117,#6117 599.2804@16.816 MS1+,1,+,16.816,2200.5376,425.4325,599.2804,,,0.4262,,,,,,,,,,,,,,,,,16.8158,2435.6921,470.8951,599.2804,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6183424835352999
150,3532,#3532 425.2070@37.185 MS1+,1,+,37.185,7388.6489,1634.6727,425.207,,,0.4262,,,,,,,,,,,,,,,,,37.1845,8178.2168,1809.3576,425.207,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6183424835352999
151,3512,#3512 729.3569@37.429 MS1+,1,+,37.429,7441.7026,1238.6987,729.3569,,,0.4262,,,,,,,,,,,,,,,,,37.4288,8236.9399,1371.0689,729.3569,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6183424835352999
152,5364,#5364 439.2438@16.598 MS1+,1,+,16.598,3587.1079,513.3416,439.2438,,,0.4262,,,,,,,,,,,,,,,,,16.5983,3970.4344,568.1984,439.2438,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6183424835352999
153,3834,#3834 460.2218@37.376 MS1+,1,+,37.376,6579.6509,783.9834,460.2218,,,0.4262,,,,,,,,,,,,,,,,,37.3757,7282.7673,867.7617,460.2218,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6183424835352999
154,1014,#1014 361.1524@37.587 MS1+,1,+,37.587,37561.3672,5713.172,361.1524,,,0.4262,,,,,,,,,,,,,,,,,37.5868,41575.2604,6323.6945,361.1524,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6183424835353001
155,18459,#18459 415.2116@35.675 MS1+,1,+,35.675,1544481.25,253225.3781,415.2116,,,0.251,,,,,35.6057,1592115.6854,276664.6496,415.2116,35.6205,1383955.1384,241961.881,415.2116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.6753,1884110.9707,308909.359,415.2116,,,,,,,,,,,,,,,,,,,,,0.6224850732863176
156,38850,#38850 379.0699@24.836 MS1+,1,+,24.836,198492.125,29657.7334,379.0699,,,0.5812,,,,,,,,,,,,,,,,,,,,,,,,,24.8357,197575.9663,29520.8454,379.0699,,,,,,,,,,,,,,,,,24.8268,148805.2379,22712.6726,379.0699,,,,,,,,,,,,,,,,,0.6245729176897089
157,32320,#32320 599.2803@15.501 MS1+,1,+,15.501,2413.9966,355.9989,599.2803,,,0.4262,,,,,,,,,,,,,,,,,,,,,15.501,2587.3805,381.5684,599.2803,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.625992632343062
158,32207,#32207 404.1929@14.611 MS1+,1,+,14.611,3856.5242,863.0611,404.1929,,,0.4262,,,,,,,,,,,,,,,,,,,,,14.6114,4133.5168,925.05,404.1929,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.625992632343062
159,33084,#33084 351.1316@20.486 MS1+,1,+,20.486,26899.625,4872.4231,351.1316,,,0.4262,,,,,,,,,,,,,,,,,,,,,20.4862,28831.675,5222.3821,351.1316,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.625992632343062
160,33091,#33091 367.1054@20.541 MS1+,1,+,20.541,19636.9434,3253.5671,367.1054,,,0.4262,,,,,,,,,,,,,,,,,,,,,20.541,21047.3555,3487.2527,367.1054,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.625992632343062
161,30767,#30767 771.2637@7.502 MS1+,1,+,7.502,71917.5313,13804.3425,771.2637,,,0.4262,,,,,,,,,,,,,,,,,,,,,7.5016,77082.9664,14795.8315,771.2637,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.625992632343062
162,30666,#30666 560.0792@6.156 MS1+,1,+,6.156,20584.7852,5634.9953,560.0792,,,0.4262,,,,,,,,,,,,,,,,,,,,,6.1555,22063.2755,6039.7255,560.0792,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.625992632343062
163,31832,#31832 362.0861@11.602 MS1+,1,+,11.602,16955.9219,2194.8565,362.0861,,,0.4262,,,,,,,,,,,,,,,,,,,,,11.6021,18173.7712,2352.5008,362.0861,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.625992632343062
164,31567,#31567 428.0367@10.395 MS1+,1,+,10.395,46258.7227,10025.471,428.0367,,,0.4262,,,,,,,,,,,,,,,,,,,,,10.3951,49581.2287,10745.5447,428.0367,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.625992632343062
165,31661,#31661 442.1474@10.856 MS1+,1,+,10.856,15437.6758,2144.0661,442.1474,,,0.4262,,,,,,,,,,,,,,,,,,,,,10.856,16546.4779,2298.0624,442.1474,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.625992632343062
166,30350,#30350 484.2768@4.110 MS1+,1,+,4.11,21692.8242,4561.9855,484.2768,,,0.4262,,,,,,,,,,,,,,,,,,,,,4.1103,23250.8988,4889.6475,484.2768,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.625992632343062
167,31562,#31562 384.5649@10.395 MS1+,1,+,10.395,64065.8086,10616.6707,384.5649,,,0.4262,,,,,,,,,,,,,,,,,,,,,10.3951,68667.2983,11379.2069,384.5649,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6259926323430622
168,15548,#15548 602.2898@13.758 MS1+,1,+,13.758,1482.8896,132.5647,602.2898,,,0.4262,,,,,13.7581,1687.2919,150.8375,602.2898,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6272741737397376
169,14530,#14530 428.0368@8.272 MS1+,1,+,8.272,1184610.375,139267.4346,428.0368,,,0.4262,,,,,8.2718,1347897.7005,158464.132,428.0368,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6272741737397376
170,9212,#9212 385.1288@10.877 MS1+,1,+,10.877,962739.5,131264.6006,385.1288,,,0.5733,10.8773,864410.7013,117857.9725,385.1288,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.7805,534588.12,74081.7814,385.1288,10.7474,551407.6052,68340.5778,385.1288,,,,,,,,,,,,,10.7639,622971.0688,83742.8712,385.1288,10.8778,477918.3457,66492.8869,385.1288,0.6321882434372574
171,25598,#25598 350.1525@7.698 MS1+,1,+,7.698,36690.0938,6190.0007,350.1525,,,0.2823,,,,,,,,,,,,,7.6992,25512.3058,2879.9162,350.1525,,,,,,,,,7.7934,34338.0364,10189.4613,350.1525,,,,,,,,,,,,,,,,,7.6976,38031.9277,6416.3821,350.1525,,,,,,,,,,,,,,,,,0.6349312349481966
172,31912,#31912 405.5702@12.395 MS1+,1,+,12.395,316956.75,60403.3443,405.5702,,,0.4342,,,,,,,,,,,,,,,,,,,,,12.3949,339721.9857,64741.7796,405.5701,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.3901,5921.5895,609.7622,405.5702,12.3797,4097.0327,324.3205,405.5703,0.6392675630747702
173,15137,#15137 385.1288@10.730 MS1+,1,+,10.73,730220.6875,98837.2835,385.1288,,,0.5825,,,,,10.7397,797632.614,99022.3304,385.1288,,,,,,,,,,,,,,,,,,,,,,,,,10.7297,618286.4675,83686.6935,385.1288,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.640088590058768
174,12722,#12722 715.3773@35.803 MS1+,1,+,35.803,57716.3008,13115.9481,715.3773,,,0.3161,35.8033,51821.4824,11776.3589,715.3779,35.862,23415.9492,1253.1298,715.3766,35.8272,10849.2029,565.1775,715.3769,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.7612,30598.562,3604.3499,715.3775,,,,,,,,,,,,,35.8237,35819.4543,7709.8962,715.3776,35.881,25954.5666,5063.2375,715.3773,0.6413006990096446
175,71351,#71351 419.2402@35.754 MS1+,1,+,35.754,26334.7773,4733.2683,419.2402,,,0.4262,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.7535,26790.96,4815.2601,419.2402,,,,,0.6686136542508098
176,71222,#71222 350.9872@34.184 MS1+,1,+,34.184,799370.9375,165918.1894,350.9872,,,0.4262,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.184,813217.9957,168792.2979,350.9872,,,,,0.66861365425081
177,1444,#1444 413.0537@18.116 MS1+,1,+,18.116,24408.1875,3991.2091,413.0537,,,0.4601,,,,,,,,,,,,,,,,,18.1157,27016.502,4417.7188,413.0545,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.085,3241.2231,506.963,413.0528,,,,,0.6702483485310272
178,18182,#18182 398.2410@33.565 MS1+,1,+,33.565,1347617.0,183611.9032,398.241,,,0.2365,,,,,33.5222,1267074.754,202537.4187,398.2409,33.4625,1161662.3644,209482.1111,398.2411,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.565,1643956.4896,223987.9578,398.2409,,,,,,,,,,,,,,,,,,,,,0.6808712495092769
179,17278,#17278 467.1677@25.327 MS1+,1,+,25.327,59591.0781,6796.886,467.1677,,,0.277,,,,,25.3518,64647.9566,8039.6756,467.1677,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.3267,72695.0904,8291.5138,467.1677,,,,,,,,,,,,,25.4075,49218.1592,7865.5515,467.1678,,,,,0.6814299344232502
180,75,#75 481.2117@20.374 MS1+,1,+,20.374,543034.3125,100387.8156,481.2117,,,0.3138,20.3167,12592.3295,2293.5927,481.2117,,,,,,,,,,,,,20.3742,601064.195,111115.486,481.2116,,,,,20.4348,70765.4936,11356.7792,481.2118,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.689042556513255
181,17942,#17942 369.1608@31.659 MS1+,1,+,31.659,217274.0781,32120.1045,369.1608,,,0.2224,,,,,31.6608,103003.9476,12385.3046,369.1609,31.659,197157.5849,29146.2391,369.1608,,,,,,,,,,,,,,,,,,,,,31.633,57981.6263,3935.744,369.1607,,,,,31.7055,137087.7204,16450.9215,369.1606,,,,,,,,,,,,,,,,,,,,,0.6902514369380552
182,15426,#15426 688.1567@12.542 MS1+,1,+,12.542,14358.2266,1728.8902,688.1567,,,0.3162,,,,,12.542,16337.3722,1967.2013,688.1563,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.5616,9060.5803,1105.7718,688.1566,12.5813,9145.5677,1094.3198,688.1566,,,,,,,,,,,,,12.5528,9133.9809,1319.8256,688.1571,12.6528,6290.0258,858.1509,688.1568,0.6907656601663765
183,35164,#35164 437.1933@35.486 MS1+,1,+,35.486,1232380.25,227242.6816,437.1933,,,0.5776,,,,,,,,,,,,,,,,,,,,,35.4477,7389.5558,689.051,437.1932,35.4667,1211690.6472,215374.4304,437.1934,35.3847,10022.5195,1124.7252,437.1931,35.4857,1043470.8909,192409.0583,437.1934,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7072139857494587
184,15741,#15741 413.0545@15.583 MS1+,1,+,15.583,22079.8945,3163.7138,413.0545,,,0.3525,,,,,15.5833,25123.399,3599.8018,413.0544,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.6294,9388.5654,1499.0942,413.0545,15.5599,18415.4591,2531.432,413.0546,,,,,,,,,,,,,15.6323,11825.0928,1996.0527,413.0545,15.6644,7554.9035,1519.4223,413.0544,0.7665239618776486
185,39575,#39575 375.1689@31.491 MS1+,1,+,31.491,139299.4375,19084.4321,375.1689,,,0.5879,,,,,,,,,,,,,,,,,,,,,,,,,31.5088,127929.8369,17366.9073,375.1689,,,,,31.4905,117946.4765,16159.0137,375.1689,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7712714067137709
186,8950,#8950 428.0367@9.850 MS1+,1,+,9.85,68307.2422,12756.0689,428.0367,,,0.5305,9.8498,61330.7246,11453.2357,428.0367,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.8807,23950.0861,4494.0004,428.0367,0.7722707167182109
187,17803,#17803 499.2050@30.315 MS1+,1,+,30.315,56805.5078,7117.7737,499.205,,,0.3443,,,,,30.314,40683.1549,1850.6091,499.2053,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.3772,46239.7431,5309.9395,499.205,30.3402,30804.7106,1110.0597,499.2045,,,,,,,,,,,,,30.3145,57789.518,7241.071,499.2052,30.3048,27449.5772,669.4984,499.2048,0.7785810365083478
188,12109,#12109 375.1688@32.088 MS1+,1,+,32.088,115318.9141,14620.1739,375.1688,,,0.1208,32.0882,103540.8887,13126.9516,375.1689,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.1758,48606.5957,6545.4422,375.1687,,,,,,,,,,,,,0.7834159780592258
189,34314,#34314 457.1583@28.308 MS1+,1,+,28.308,57161.6563,6108.8982,457.1583,,,0.1717,,,,,,,,,,,,,,,,,,,,,28.3075,61267.2592,6547.6663,457.1584,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.2667,19900.6971,441.8983,457.1582,,,,,,,,,0.7873490001059554
190,17463,#17463 457.1583@26.946 MS1+,1,+,26.946,59332.9102,5789.1181,457.1583,,,0.5229,,,,,26.9062,18514.78,478.1495,457.1589,,,,,,,,,,,,,,,,,,,,,26.8968,45050.832,5894.9223,457.1582,,,,,,,,,26.9022,18043.1553,659.4178,457.1583,,,,,26.9163,33141.2647,1325.3131,457.158,26.9455,56380.3071,5501.0323,457.1582,,,,,,,,,0.795755437900793
191,26309,#26309 383.0470@15.088 MS1+,1,+,15.088,13598.3428,1781.9621,383.047,,,0.5426,,,,,,,,,,,,,14.9961,6081.2834,584.9499,383.0469,,,,,,,,,15.0882,13535.5784,1773.7373,383.0471,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7999710763231291
192,44052,#44052 411.0960@25.034 MS1+,1,+,25.034,16390.1113,1979.3163,411.096,,,0.5487,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.0932,7504.0371,385.8219,411.096,,,,,,,,,,,,,,,,,,,,,25.0343,15574.4849,1880.8189,411.096,,,,,,,,,0.8082547938521089
